"","PNISR","HBS1L","USP45","CCNC","CD109","MCHR2","SIM1","ASCC3","COL12A1","GRIK2","HACE1","LIN28B","PREP","COX7A2","MYO6","HTR1B","PHIP","ELOVL4","TTK","BCKDHB","IBTK","TPBG","UBE3D","DOPEY1","PGM3","ME1","SNAP91","CYB5R4","NT5E","SYNCRIP","HTR1E","CGA","RARS2","COL9A1","ORC3","CNR1","RNGTT","SRSF12","GABRR1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","MDN1","RIMS1","MAP3K7","EPHA7","FUT9","UFL1","KCNQ5","FHL5","NDUFAF4","KLHL32","FBXL4","COQ3","EEF1A1"
"Major pathway of rRNA processing in the nucleolus and cytosol",0.918786277515244,0.944858349372872,0.93485146771617,0.929822653039947,0,0.928391564671654,0,0.929246731712386,0.917399712247243,0,0.933607891083989,0.930120741506147,0,0,0.917549722543509,0.928654862460788,0.931740722423291,0,0.931196570691499,0.929589666788878,0.946421801593258,0.918656952520372,0.929117612668917,0.917515923700101,0,0.929772706801095,0.928746877800998,0,0.917147503541075,0.928771789110879,0.928654862460788,0.917421985027254,0,0.918029907483419,0.934474246898761,0.928657797138791,0.92969680514422,0.919300823333234,0,0.929954026784369,0,0.929110439102782,0.930544871811777,0,0.92897313602299,0.917426254763406,0.928691207448029,0.917877206375256,0,0.929112821125171,0.915968430608707,0.931457528901212,0.917500772383895,0.918951398636932,0.933610291463128,0,0.945575603029501
"Polo-like kinase mediated events",0,0,0.811702937447514,0.873010197162987,0.808951706114196,0.797586548268073,0.816456986584944,0.804799310918566,0,0,0.79846450319101,0.811182281860671,0,0,0.804881662470178,0,0.816286790618552,0,0.80833178355071,0,0.804439205572155,0,0.798479658768417,0,0,0.874420210695799,0.801525610306507,0,0.802345647391443,0,0,0.801024532355794,0,0,0.87401355930812,0,0.805518075097862,0,0,0.812712675324335,0,0.798434366116499,0.805419923349747,0,0,0.806171832305913,0.801174117357022,0.804881662470178,0,0.798449405792565,0,0.810500083995779,0,0,0.798479658768417,0,0.801876322112441
"Blood group systems biosynthesis",0,0,0,0.753418596075958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789989146772712,0,0,0,0,0,0,0,0
"LXRs regulate gene expression linked to cholesterol transport and efflux",0,0,0.855925440010908,0.897263330058891,0.851867954417317,0.847385728706681,0.859069289070981,0.852155523133236,0,0,0.847966319626015,0.85695081517397,0,0,0.852209982151359,0.846664262273631,0.859752184676566,0,0.855286990652309,0.852837053361087,0.851917385742959,0,0.847976341997768,0,0,0.898195770930173,0.849990627421253,0,0.849737471250552,0,0.846664262273631,0.849659264955524,0,0.85058865895472,0.851583639866068,0.846676515518729,0.852630841335503,0,0,0,0,0.847946390001681,0.851770487591469,0.853802529012651,0,0.853063170477385,0.849758185402477,0,0,0.847956335727966,0,0,0,0,0.847976341997768,0,0.850222552870394
"Metabolism",0.910801335409689,0.910661117317449,0.910838949599883,0.912081067156648,0.911884262285902,0.911681170760367,0.910409936577382,0.910838038358204,0.908900646408162,0.910768863971312,0.910278106224751,0.910797415220788,0.909574355864331,0.910799096712011,0.910777605289561,0.912152393685229,0.910921166733775,0.912406056992645,0.910757413671023,0.912208385207034,0.910598660796595,0.911010390272097,0.910717458060406,0.90930115119244,0.912344630327181,0.912555402543149,0.910708600678574,0.912485333276136,0.909031358512322,0.910885867238654,0.911823099730268,0.911802282670208,0.91092457918166,0.908994499571516,0.910798411526333,0.912152752183937,0.910873339691437,0.910540057914536,0,0.910423639794397,0.910918710002197,0.910716581741373,0.910795457063799,0.912262141368954,0.910709454668892,0.912176572185158,0.912189641400593,0.912203199456482,0.912307968582332,0.910716872727964,0.910741889672028,0.910994012172241,0.911866503050496,0,0.910607693408753,0.912211506275074,0.912093462957004
"LXR-mediated signaling",0,0,0.878875071684894,0.910349854305375,0.875785691048973,0.872372912125461,0.881268806963655,0.876004646656322,0,0,0.872209320827198,0.879655795140406,0,0,0.876046111901771,0.871823585608752,0.881788765546767,0.845353699000069,0.878388954595879,0.876523565637093,0.875823328195606,0,0.872216951888481,0.841362790992579,0,0.911059817336772,0.874356289136101,0,0.874769190148134,0,0.871823585608752,0.874103988847787,0,0.874811631982439,0.87556921317151,0.871832915263106,0.87636655523643,0,0,0,0,0.872194146356685,0.875274252976066,0.877258681440611,0,0.876695731828303,0.874179307146833,0.837872205871709,0,0.872201719059898,0,0,0.874859087634817,0,0.872216951888481,0,0.874532877807836
"Interaction between L1 and Ankyrins",0,0,0,0.91328951396617,0,0.880629340467538,0,0,0,0.886390085779229,0,0,0.888450396829309,0,0.912964322461419,0.88130265543398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88130265543398,0.882021799013042,0,0.912599325891669,0,0.88131016010247,0,0,0,0,0.885320980788016,0,0,0,0,0,0.912577872827207,0.913592327582904,0,0,0.913961229530444,0,0,0,0,0,0
"SARS-CoV-1 Infection",0.760669401001155,0.81190198716198,0.81312140490327,0.835708104668732,0.813318963378595,0.809346716754682,0.814979797474935,0.810905312682429,0.781402031124754,0,0.808326629851935,0.814098573930273,0,0.813583034260302,0.81147602833357,0.809203841780879,0.814409311481185,0,0.813522704081907,0,0.837206776568354,0.760268819049422,0.808331926891537,0.784896172811176,0,0.836200919777085,0.809250117965936,0,0.810047730518257,0.810515578211066,0.809203841780879,0.8105483296905,0,0.780876162256564,0.811144992928862,0.809210317885152,0.811156528602459,0.761804875614156,0,0.811544720361326,0.762816526092813,0.808316096615697,0.812084566782224,0.761035675855224,0.812312656621201,0.810744073485633,0.835093998632327,0.811172531042232,0,0.808321353146516,0.78167804108657,0.813495539898262,0.782301297916038,0,0.808331926891537,0,0.835854966523074
"Chromosome Maintenance",0.836662062287477,0,0.835008458081081,0.834146362561472,0,0.831144414861668,0.8120129926068,0.833691994108698,0,0,0.832568719408519,0.810399092099146,0,0,0.807683083506942,0.831731587644851,0.836756610627096,0,0.837210296573152,0,0.834654063237492,0.836257247184714,0.832574072424603,0,0.806959690229495,0.833530178458641,0.832535708765009,0,0.832262182473731,0.835482661491764,0.831731587644851,0.832358725845948,0,0,0.859984533338807,0.831738132185376,0.860543850678803,0.837809536032005,0,0,0,0.832558074862274,0.808539506791544,0,0.83302960758225,0.834176774652845,0.834498279809538,0.834835288072521,0,0.832563386941498,0.808188469248066,0.836250832006667,0.832888410486427,0,0.832574072424603,0,0.833162801265892
"Deposition of new CENPA-containing nucleosomes at the centromere",0,0,0.815050327323475,0.738023338478516,0,0,0.754523338384073,0.736724775947973,0,0,0.803856634601815,0.750797565682517,0,0,0.743376165973778,0,0.753019715767542,0,0.814968226219629,0,0.807568972883584,0,0.803869449325462,0,0,0.737464273827694,0.806444938609302,0,0.742591565202847,0,0,0,0,0,0.808481783255455,0,0.738459396000294,0,0,0,0,0.803831152347263,0,0,0.747593258985609,0,0.807899030112976,0,0,0.803843869071102,0,0.812671339179641,0,0,0.803869449325462,0,0.806741481245192
"Nucleosome assembly",0,0,0.815050327323475,0.738023338478516,0,0,0.754523338384073,0.736724775947973,0,0,0.803856634601815,0.750797565682517,0,0,0.743376165973778,0,0.753019715767542,0,0.814968226219629,0,0.807568972883584,0,0.803869449325462,0,0,0.737464273827694,0.806444938609302,0,0.742591565202847,0,0,0,0,0,0.808481783255455,0,0.738459396000294,0,0,0,0,0.803831152347263,0,0,0.747593258985609,0,0.807899030112976,0,0,0.803843869071102,0,0.812671339179641,0,0,0.803869449325462,0,0.806741481245192
"Lewis blood group biosynthesis",0,0,0,0.694667400639259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735539750241793,0,0,0,0,0,0,0,0
"Amino acid and derivative metabolism",0.899305621708968,0.898111800256881,0.898422372450504,0.898440661653551,0,0.891941008902558,0,0.898185271431343,0.898393355550814,0,0.897979430608796,0.899150334274269,0.893392677562161,0,0.898534217742324,0.892084730957152,0.892121282554143,0,0.89911554765264,0.904695581919469,0.904973950205148,0.899182011822754,0.897980740864468,0.892135996624377,0.905143889222243,0.898562562533999,0.898244074630886,0,0.898390041808815,0.898692675083276,0.892084730957152,0.904923844785484,0.898888761864259,0.898263278617404,0.898393355550814,0.8920863328618,0.897721287135282,0,0,0.898626281083977,0.886916573250571,0.897976825147337,0.89865582432603,0,0.898327789397673,0.898130023594694,0.898086164824481,0.898713280809815,0,0.89797812538291,0.892675494779177,0.899333064580897,0.897653507964312,0,0.897980740864468,0,0.904512049645414
"Mitotic Spindle Checkpoint",0.91802729466374,0.916614503279051,0.916291737202887,0.916034345679592,0,0.912978336366322,0,0.916876849427222,0.89460837089202,0,0.934364540115303,0.918511366934434,0,0,0.915926562605976,0.913434406310363,0,0,0.937401537844521,0,0.936766282420641,0.917635046208565,0.934368697919983,0.918255287552552,0,0.916421170985434,0.914822265626321,0,0.915799045065207,0.917699483170603,0.913434406310363,0.892394119498254,0,0.916226832108447,0.916639602298164,0.913439489598138,0.915640390553115,0.918918562620027,0,0.917339941664718,0.895473264995449,0.934356272263404,0.917047109206943,0.895705603609165,0,0.91609691739675,0.915882308186626,0.916569449193023,0,0.93436039827153,0.892904217660564,0.914859940191615,0.89387710331473,0,0.934368697919983,0,0.93530054382523
"Signaling by ROBO receptors",0.909707081464325,0.908284760841227,0.90729371696515,0.908675100463409,0.898712098809002,0.91760429965968,0.910589089156522,0.908588949705254,0.898498008170352,0.900163696482011,0.907702140505612,0.908994547268591,0,0,0.908843746343259,0.917779274050413,0.899212230103277,0,0.909462450880822,0.908479497440548,0.918839056792186,0.909516963887268,0.9077041557379,0.899261094827677,0,0.908862589512559,0.908258783502346,0,0.908712708890614,0.909263076341553,0.917779274050413,0.90853704064624,0,0.90837903173151,0.908923981237649,0.917781737851972,0.908599619715849,0.910139067115572,0,0.909024510794559,0.910207599432544,0.907698133188439,0.908840446934309,0.909025255486618,0.908616961876078,0.908553635588584,0.908556930916082,0.918528252057433,0,0.907700133009363,0.909174431181806,0.901059132944878,0.90828642723269,0,0.9077041557379,0,0.918128632909862
"Regulation of expression of SLITs and ROBOs",0.922616608090741,0.920861457402871,0.91963850435518,0.920875413717801,0.897795602455962,0.908501067689703,0,0.921236827966489,0.908784556173023,0,0.920142501025371,0.921737337366922,0,0,0.921458856124046,0.905644263239815,0.909665909572891,0,0.922766525029948,0.921101763330171,0.933885510838858,0.922382002059773,0.920144987831987,0.909726208884628,0,0.920254605632124,0.920908177486017,0,0.907410746350417,0.922068703571889,0.905644263239815,0.910110402677707,0,0.909098426053074,0.921303444592971,0.905647303583132,0.921249994812368,0.923149680522248,0,0.921837918983335,0,0.920137555976148,0.921639568946497,0.922200821650368,0.921271395123918,0.921193250171751,0.919734938226647,0.921551248278758,0,0.920140023765064,0.906864633931335,0.923179362423213,0.920863513738181,0,0.920144987831987,0,0.933008844252231
"L1CAM interactions",0.894300722033151,0,0.892743801181384,0.892169285770763,0.891755877655956,0.89106082784956,0,0.892556734809125,0.891589982745921,0.876631062202947,0.891242913264407,0.876484739071869,0.879450059756502,0.877225991751941,0.891885986788415,0.891405608430519,0,0,0.892967780805737,0.891723297817308,0.892577106689062,0.894063019622023,0.891246056489107,0,0,0.892461718664929,0.906411975958374,0.879850699199277,0.892047851802084,0.893608192503215,0.891405608430519,0.890899584655657,0,0.906599531113366,0.892127911827327,0.891409451303603,0.892705804505467,0.894974504394333,0,0,0.892885287125583,0.891236662918778,0.892435979637078,0.890470590305873,0,0.907375589508602,0.891804879723735,0.892002766798931,0,0.891239782105862,0.892513247354914,0,0.892084880465614,0,0.891246056489107,0,0.891520953492226
"Cell Cycle",0.906841142846796,0.906684286457923,0.906569026927799,0.911850823711298,0.907182340403394,0.906328110886131,0.907487614111692,0.906879720292598,0.900735064429171,0,0.910284938842712,0.907313927557952,0,0.901145839569022,0.905971152013683,0.906449265222098,0.906985011658937,0.901598483947312,0.912332074758419,0.900506339073681,0.912163320053018,0.907028175990822,0.911526405119471,0.907092833559251,0.901350379467873,0.911953583307006,0.90557253076433,0,0.906287447186086,0.906972509832464,0.906449265222098,0.906516958204509,0,0.906707044110683,0.911781393324466,0.90645061559031,0.911212446125631,0.907077906919551,0,0.906243336203851,0.90692258384169,0.911523104261365,0.906774003577822,0.906819529013932,0.906941982700467,0.906275958437731,0.905700951885789,0.911992973203256,0.901357812267729,0.911524200329591,0.906929585134773,0.90740818519218,0.906260218905912,0,0.911112951198863,0,0.911773948667009
"Negative regulation of TCF-dependent signaling by WNT ligand antagonists",0,0,0.824002030695575,0.822171648079312,0,0.815579017526663,0,0,0,0,0.817286501589505,0.862745739173758,0,0,0.857867226405783,0.816422320182931,0,0,0,0,0,0,0.817294189637746,0,0,0,0.855520151651603,0,0.817993190385961,0,0.816422320182931,0.81732302151988,0,0,0.820061307113987,0.816431719508934,0,0,0,0,0,0.817271213799641,0,0.859374484652786,0,0.819934119023024,0.8544043756727,0.818295632312346,0,0.817278843054008,0.820195138176407,0,0,0,0.817294189637746,0,0.819017232643312
"Cell Cycle, Mitotic",0.911963284073066,0.911671020772038,0.911765124420011,0.917910622361926,0.912272518068504,0.911166345298931,0.912750798162348,0.911907045251441,0.904687068886692,0,0.917517489709456,0.912431435226849,0,0.904982265747396,0.911808424343105,0.911312662793656,0.912140298132363,0.905528922133274,0.918491826880831,0.90421280531677,0.918288022654425,0.911837441947265,0.917518823626703,0.912193576257022,0,0.918034724619456,0.911327011423917,0,0.91169108620151,0.912019106721646,0.911312662793656,0.911468939264669,0,0.911698505077167,0.919334840693534,0.911314293626694,0.911727966911425,0.912249222877403,0,0.911138487322372,0.911958811348531,0.917514837196629,0.911855799342522,0.911834352540706,0.912110921052094,0.911268592597359,0.911587974054958,0.918082295603118,0.905238264131422,0.917516160912827,0.911967266775697,0.912545269707383,0.904238131030324,0,0.917518823626703,0,0.917817780749634
"Glutathione conjugation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743763180764877,0,0,0,0,0,0.745177092542253,0,0,0.741903399721037,0,0,0.743041342832335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792236076431675,0.78880973202693,0,0,0,0,0,0,0,0,0,0
"Glucagon signaling in metabolic regulation",0,0,0,0.881338824270261,0,0.911604536129214,0,0,0,0.882146238215377,0.836268713406761,0,0,0,0.881282392191213,0.912381776712534,0,0,0.883863812810943,0,0,0,0.83627579919388,0,0,0.881029694459064,0.880681677719123,0,0.87892036811121,0,0.912381776712534,0.913211919517519,0,0.880136121497408,0.880839570052229,0.912390439720495,0.881579938386816,0,0,0.884624724839244,0.885758903108765,0.836254623221436,0.880727377372041,0.841084527451101,0,0,0.879548979157812,0.882250754934296,0,0.836261654820436,0.881543955190209,0.884389853616406,0,0,0.83627579919388,0,0.879877285581068
"Glucagon-type ligand receptors",0,0,0,0.89798818646869,0,0.925224957809973,0,0,0,0.898449099615996,0,0,0,0,0,0.925924413489182,0,0,0,0,0,0,0,0,0,0,0.897396806016961,0,0.897235737432337,0,0.925924413489182,0.926671477026474,0,0,0,0.925932209518169,0,0,0,0,0.901965911400317,0,0.896244453368772,0,0,0,0.926734414368025,0.898808852676417,0,0,0.897143744265252,0,0,0,0,0,0
"CD22 mediated BCR regulation",0,0,0,0,0,0.714246100039871,0,0,0,0,0.715626134578673,0,0,0,0.598757095879873,0.586292371752016,0,0,0,0,0.845116864297757,0,0.715649957237139,0,0,0.594296684461495,0.720437809342371,0,0,0,0.586292371752016,0,0,0.59490329463116,0.593657479707826,0.586321497080858,0,0,0,0,0.610551609940568,0.71557876289405,0.727924113402588,0.59893166426374,0,0,0.591038567921551,0.7257131005662,0,0.715602403370207,0,0,0,0,0.715649957237139,0,0
"Purinergic signaling in leishmaniasis infection",0,0,0.657606465234538,0.651444318353524,0,0.752449081580443,0.716240203940161,0,0,0,0.647717738121637,0.656944961441593,0,0.656230466607547,0.651063781564115,0.752161911004662,0,0,0.70519182936028,0,0.708853540328508,0,0.651270023682516,0,0,0.705794626593061,0.706360968381313,0,0.706327029714815,0.65631819138191,0.752161911004662,0.705398950292974,0,0.706386243960223,0.70659820948546,0.752174927606123,0.648571328335058,0,0,0,0,0.651238205727931,0.707641698514315,0,0,0.709014913349063,0.756029946687065,0.708108572839028,0,0.651248771056075,0,0.656944961441593,0,0,0.651270023682516,0,0.705997330088486
"Cell recruitment (pro-inflammatory response)",0,0,0.657606465234538,0.651444318353524,0,0.752449081580443,0.716240203940161,0,0,0,0.647717738121637,0.656944961441593,0,0.656230466607547,0.651063781564115,0.752161911004662,0,0,0.70519182936028,0,0.708853540328508,0,0.651270023682516,0,0,0.705794626593061,0.706360968381313,0,0.706327029714815,0.65631819138191,0.752161911004662,0.705398950292974,0,0.706386243960223,0.70659820948546,0.752174927606123,0.648571328335058,0,0,0,0,0.651238205727931,0.707641698514315,0,0,0.709014913349063,0.756029946687065,0.708108572839028,0,0.651248771056075,0,0.656944961441593,0,0,0.651270023682516,0,0.705997330088486
"Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1",0,0,0.777678145776319,0.769852870586292,0,0,0,0.772034591782069,0,0,0.764636477377913,0.777473983156168,0,0,0.767757966817949,0,0,0,0.777564749225857,0,0.774860514470007,0,0.764654176840997,0,0,0.77009480278782,0.765792539494985,0,0.767764323118245,0,0,0,0,0,0.852866552278067,0,0.771469247422247,0,0,0.781276225895285,0,0.764601281751681,0.772759374911088,0,0,0,0.767800904216644,0.772130766161212,0,0.764618845859214,0,0.780503055789023,0,0,0.764654176840997,0,0.768620975060015
"Metabolism of Angiotensinogen to Angiotensins",0,0,0,0.766166055537281,0,0.761633673333935,0,0,0.766860617428081,0,0.71705638099215,0,0,0,0.767516259706392,0.812128238258063,0,0,0,0.768172665007879,0,0,0.717066872205668,0,0,0.767142115547271,0.765193084621777,0,0.765760742581568,0.716106063162352,0.812128238258063,0.764846221178131,0,0.765819091784814,0,0.812141064704116,0,0,0,0,0.772710422462218,0.717035519069507,0,0,0,0.6629185469357,0.764949769076357,0.767516259706392,0,0.717045930052117,0.768765550004795,0,0,0,0.717066872205668,0,0
"Degradation of the extracellular matrix",0,0,0.843820626502218,0.858710218858089,0.860069094384764,0.857307913613689,0.844960140804861,0,0.87473962397117,0.842866524018642,0.840832627076284,0.842690279664167,0,0,0.859150459458895,0.873500419038911,0,0,0,0,0.843371540740073,0,0.840836047787202,0,0,0.859028467945931,0.858121485254108,0,0.858306572877883,0,0.873500419038911,0.840824522526412,0,0.87437674753052,0.842067245701753,0.873504601163693,0,0,0,0,0.859892588453878,0.840825824945489,0.824120348417894,0.858837098098086,0,0,0.857692182782368,0.858555886459322,0,0.840829219496731,0,0,0.858618362189742,0,0.840836047787202,0,0.857615225294283
"APC/C-mediated degradation of cell cycle proteins",0,0.876060007343989,0.901645827414031,0.903277192398202,0,0.899617506867601,0,0.876219934158258,0,0,0.9263091068692,0.907085244225384,0,0,0.903438988967637,0.90018320738363,0.87842164921727,0,0.930076141301195,0.874915015135098,0.903504721652487,0,0.926314264131335,0.905849902200295,0,0.904461808504177,0.90237514895682,0,0.903280818626534,0.878222669935082,0.90018320738363,0.873228084860675,0,0,0.928170489500231,0.900189512597459,0.903187497719843,0,0,0.906018603617252,0,0.926298851582381,0.904828893737038,0,0.876911760390067,0.87497964960905,0.902974779948975,0.904645729982988,0,0.926303969404672,0.875154745310059,0.905819765015112,0,0,0.926314264131335,0,0.901315910037077
"Regulation of mitotic cell cycle",0,0.876060007343989,0.901645827414031,0.903277192398202,0,0.899617506867601,0,0.876219934158258,0,0,0.9263091068692,0.907085244225384,0,0,0.903438988967637,0.90018320738363,0.87842164921727,0,0.930076141301195,0.874915015135098,0.903504721652487,0,0.926314264131335,0.905849902200295,0,0.904461808504177,0.90237514895682,0,0.903280818626534,0.878222669935082,0.90018320738363,0.873228084860675,0,0,0.928170489500231,0.900189512597459,0.903187497719843,0,0,0.906018603617252,0,0.926298851582381,0.904828893737038,0,0.876911760390067,0.87497964960905,0.902974779948975,0.904645729982988,0,0.926303969404672,0.875154745310059,0.905819765015112,0,0,0.926314264131335,0,0.901315910037077
"Resolution of Sister Chromatid Cohesion",0.910117640964075,0.908597392054671,0.90880210011012,0.907973107416881,0,0.881468920197275,0,0.908879692364515,0.884890356955089,0,0.906420045390686,0.91063853198137,0,0,0.90609759452795,0.88195967901882,0,0,0.930965497473765,0,0.930281924247165,0.909695557921485,0.906424519439791,0.886176740590859,0,0.908744446896735,0.906668836029708,0,0,0.909764895986768,0.88195967901882,0.882483840923683,0,0.908180234446898,0.929312298642196,0.881965148943667,0.908736785293541,0.911076699147199,0,0.909316027715325,0.885805570699931,0.90641114868239,0.909062902176835,0.886033790492535,0,0.908040438365953,0.907809505886342,0.908904003209025,0,0.906415588516481,0.883056585090637,0.906667988001148,0.884072766722229,0,0.891351551435786,0,0.928704700939253
"Endogenous sterols",0,0,0,0.551355987553799,0.478924980039629,0.468877364185224,0,0,0,0,0,0,0,0,0,0.470674588450511,0,0,0,0.477789184977002,0,0,0,0,0,0.554180735615586,0,0,0.471783226676944,0,0.470674588450511,0,0,0,0,0.470694620044914,0.477452069737382,0,0,0,0,0,0,0,0,0,0.467849257045814,0,0,0,0,0,0,0,0,0,0
"Signaling Pathways",0.892935169451002,0.892965930614204,0.892095141166062,0.893312676228239,0.892225710071472,0.893323013604855,0.892993631922953,0.892884458415507,0.893340251329778,0.892920356760088,0.894629638284536,0.892185648456423,0,0.892986562776032,0.891981147642368,0.893162134910527,0.892409070949579,0.891942729804481,0.893339045482891,0.893357196486311,0.893418780406865,0.892934330900453,0.893343853659325,0.892985740065422,0,0.893534166730111,0.893487712288916,0,0.893619181986397,0.89209324666527,0.893255737908197,0.893276103198709,0.891638046115238,0.893219073230568,0.893433854327448,0.889854357344013,0.893459981593715,0.892987236142253,0,0.892813810638266,0.892900811374067,0.8935303123641,0.89351336681701,0.892313123676534,0.892953055135026,0.89279829711374,0.896696615874116,0.893449481322004,0.89091630086939,0.893436957508403,0.892073166546216,0.892231584228189,0.892864132177833,0,0.893718265650005,0,0.893306292742643
"Intrinsic Pathway of Fibrin Clot Formation",0,0,0,0.772228998486203,0.773269429193754,0.866567839363056,0,0,0.821221194618869,0,0,0,0,0,0.823021357732519,0.81737388417647,0,0,0,0,0.822977700330224,0,0,0,0,0.822668219479162,0.819647283578758,0,0,0.825098659627761,0.81737388417647,0.819319894395587,0,0.821419475407568,0,0.817385990496041,0,0.778282174204073,0,0,0,0,0.770961869117038,0.823413477633327,0,0,0.818631720635036,0.823021357732519,0,0,0.82301917688454,0,0.820299723537878,0,0,0,0
"G0 and Early G1",0,0,0.813159445682599,0.808945189989152,0,0.729256031204831,0,0.811670473968339,0.733821939409857,0,0.80498136716376,0.805349125237462,0,0.741850277435407,0.808420760426579,0,0.751038125452024,0,0.815872719356683,0.735503946662702,0.813817830658254,0,0.804994816597683,0,0,0.809425876874997,0.804127834070981,0,0.808425590439807,0.74292631982581,0,0.732306983245284,0,0.732486733497378,0.873092908442892,0,0.808567433176148,0,0,0.818692989100642,0,0.804954622779079,0.812221220776623,0,0.67777717250899,0,0.80845338761441,0.811743554770349,0,0.804967969359287,0,0.818105474089275,0.73387935173697,0,0.804994816597683,0,0.809076541467569
"G1/S-Specific Transcription",0,0,0.821753262660123,0.818302829361898,0,0,0,0.752750704102298,0,0,0.814299815689315,0.825086088757167,0,0,0.816695218874645,0,0.75874523410222,0,0.824220856320813,0,0.822145650662591,0,0.814313398099592,0,0,0.819566481797205,0.812632354294799,0,0.817778092462214,0.750553225967276,0,0,0,0,0.882006789080639,0,0.818153624703342,0,0,0.82706901044948,0,0.81427280687932,0.820533254885207,0,0.824520590882295,0,0.816728168651852,0.82005086613115,0,0.814286285418954,0,0.826475686598504,0,0,0.814313398099592,0,0.817357483710623
"Leishmania infection",0,0,0.849759393009208,0.863223870141642,0.849253797548495,0.87524872365265,0.865407778575276,0.848361241612594,0.84898666109556,0.863643010144361,0.862409294334939,0.84957333524663,0,0.850112035426795,0.876579119517992,0.875551895344322,0.851076957247319,0,0.864428133224022,0.837020303025972,0.877274387238467,0,0.862412058228273,0,0,0.863008000981674,0.862092394345023,0,0.862834320943584,0.850354170814196,0.875551895344322,0.875875702160279,0,0.862659452498449,0.863626213412332,0.875555274450914,0.863412870447647,0,0,0.864458305469008,0.864665202935307,0.862230008436083,0.863204730254285,0.863285108267553,0,0.864266512387136,0.889375532546693,0.876579119517992,0,0.862406541051589,0.863523245890022,0.864489126401208,0,0,0.862412058228273,0,0.862981864529582
"G beta:gamma signalling through BTK",0,0,0,0,0,0.90596459661672,0,0,0,0.854069141701618,0.849533414589319,0,0,0,0,0.90732024207923,0,0,0,0,0.857875314732118,0,0.849545773459099,0,0,0,0.852029645726155,0,0.851717471699425,0,0.90732024207923,0.908768158401365,0,0,0,0.907335351901962,0,0,0,0,0.860885227523253,0.849508838806465,0.849796220957203,0,0,0,0.908890139999388,0.854766394749209,0,0.849521103162551,0.851539175742655,0,0,0,0.849545773459099,0,0
"Signaling by Nuclear Receptors",0.847134726938221,0.8340457558091,0.84692070357002,0.856490701439873,0.846563573980633,0.855730803053799,0.847706951022386,0.845939144271957,0.846375021360301,0.846682600659358,0.855758635839897,0.847175201787501,0,0.835425307554531,0.846633147819972,0.85596716584395,0.847572436928151,0.838137388661967,0.846994193787362,0.846938990986716,0.846694007556827,0.846971771110014,0.855760790663577,0.848278930216412,0,0.856691177506724,0.856290859851955,0,0.846443598575772,0.846659966406457,0.85596716584395,0.856219616467118,0,0.846161099099017,0.846375021360301,0.85596980030846,0.856858509466503,0.847596635432024,0,0.835993553305432,0.847871015408836,0.855754350943317,0.846061424248655,0.847146569576658,0.833581297305956,0.846816584480839,0.856240884498954,0.846633147819972,0,0.855756489288116,0.846766281515092,0.847454680537994,0.846468983410973,0,0.855760790663577,0,0.845996127430447
