"","TCOF1","OBSCN","FBXO11","CCNA2","SERPINB1","POC1A","IQCA1","MRPS5","FAT1","FAT4","NR5A2","VAV3","IGSF3","UVSSA","SNRNP200","HERC3","LRP2","DSP","MAP1B","KCNN3","RAB5A","NBAS","APBB3","HSD17B4","NIPBL","SLC6A11","PRKD3","RCOR3","OXSM","TADA2B","KLHL5","PCYOX1L","RGS12","TRIM41","GULP1","SPTBN1","NSD1","CHN1","ROBO2","HHIP","KCNC4","ACAA1","COL11A1","KPNA1","FNIP2","SEC22C","WDFY1","AK5","IFI16","GALNT13","CACNA2D2","KCNH1","UBR4","LRIG1","CASR","DNAH1","DNAH7","KIF17","KHK","IQSEC1","SEL1L3","FLT4","PFKFB2","CENPH","STEAP3","PLXNA2","ATP1A2","ZFYVE28","ERC2","AAMP","OR2G6","BIRC6","NSUN2","PARP14","EIF4G1","ADAMTSL4","ARHGEF16","PGAP1","GABRA6","ASB14","TNNT2","SOX13","MCCC1","OR5K3","NDST1","ADRB2","LRRTM1","LRRTM2","DTL","PDE6A","ALK","RNF13","CAMK1","COL7A1","THUMPD3","DNAJC8","DNAJC6","CAPN10","OR2T3","WDR36","TP63","PIK3CA","PIK3CD","RPL14","INSRR","PHLDB2","CP","SOCS5","UBA7","TAS1R1","CSF1","CNTN3","BMPR2","TTN","SHROOM3","UXS1","ACSL3","SNTG2","SLC1A3","SF3B1","BCL11A","MTR","HAO2"
"Keratan sulfate/keratin metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827354951130865,0,0.906916092665815,0,0,0,0.827716194685966,0,0,0,0,0,0,0,0,0,0,0.909032256345237,0,0,0,0.828002636368149,0,0.829788554437384,0,0,0,0,0.935231439373854,0,0,0.908072908037839,0,0,0,0.909545999379828,0.828493617747235,0,0,0,0,0,0,0,0.854807868865198,0.83200894111593,0,0.909405551976685,0.8535637690596,0,0,0,0,0.856607208901738,0,0,0.830859092763709,0,0,0,0.827369845564678,0,0,0,0,0,0,0,0,0.830859092763709,0,0.826891389036919,0,0,0,0,0,0,0,0.932740869869696,0,0.827503241659189,0.853140836789539,0,0.830859092763709,0,0,0.907053350793406,0.908326771038116,0,0.854876178965026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827031773576,0,0.883416294292602,0
"Peptide hormone metabolism",0,0.867948445878887,0.869362258049827,0.86550807834297,0.896647432097568,0,0.882229815992299,0.865160451671352,0.867370256038805,0,0.882332238435523,0.867593143102924,0,0.880561675601162,0.865506928938914,0.867426527417962,0.866677472579943,0,0.88183526076005,0,0.867098454886542,0.880866425841764,0.882338785382465,0.865899309655686,0,0,0.867039786636606,0,0,0.866377496435005,0.867426527417962,0.894608634591833,0.882307522215235,0.867426527417962,0.882462079848198,0.867140650294715,0.867877531021941,0.867498898904419,0.882002933707829,0.853081093901371,0,0.867714261570958,0.867206015557622,0.881667093146048,0,0.867216309302126,0.867056928372726,0.865328994969182,0.867462890355752,0,0.880554017867247,0,0.879229549200094,0.882583921431033,0.893619903973938,0.881371734536125,0.881564111685626,0.881283048159125,0,0.853826395443435,0.852996264021493,0.894574122828927,0.881234424023768,0.880418945007914,0.869594521905726,0.866954297147715,0.881090259950059,0.882547976838323,0.86720142036096,0.867787276673361,0.881938848578789,0.867631552288972,0.866526729341581,0,0.880258104672879,0.881584527677129,0.881655651207117,0.867642012531347,0.881764377475137,0.867426527417962,0.881661473776413,0.88047768300597,0.881600182196236,0.881938848578789,0.882284938860343,0.865587027846941,0.853146877645366,0.853146877645366,0.86577240153375,0.880009754548361,0.881807120223721,0,0.881745835355927,0.866452831495877,0,0.865585485342677,0.866614244880683,0,0.881938848578789,0.880765666017344,0.881596704527359,0.865677991930296,0.867238352577687,0.880466943140702,0.895562751919651,0.883019897236996,0.882214819025576,0.867094027360499,0.867378247992381,0.880985231609176,0.88184751856056,0,0.865633606983727,0.881621925108804,0.883115586589779,0,0,0,0,0.866139039106366,0,0.881661473776413,0
"Recycling of bile acids and salts",0,0,0,0.837898030792752,0,0,0,0,0.891642195395255,0,0.937944927190326,0.887152537642353,0,0.887820138299906,0.886055543382523,0,0.886131300167131,0,0,0,0.887409985097679,0,0,0.890419874083664,0,0,0,0,0,0.888184888607844,0,0.8856598032937,0,0,0,0.839154549886425,0.845190447811096,0,0,0,0,0.88829452918194,0,0,0,0,0,0,0,0,0,0,0,0,0.884258410678559,0,0,0,0,0,0,0,0,0.838616168918555,0,0,0,0,0,0,0,0,0.891474129131144,0.894446227430132,0,0,0,0,0,0,0,0.894259510306354,0.891282315026566,0,0,0.884734314393185,0,0,0,0,0,0,0,0,0,0.88630670528802,0,0,0,0,0,0.884603982152029,0.885482108305607,0,0,0,0.844874910717126,0.843820414146398,0,0,0,0,0.840803591387855,0,0,0.890585612853428,0.889566121853069,0,0,0.885508172681162,0,0,0
"Aspirin ADME",0,0,0,0.93352421403774,0,0,0,0,0.936401589334672,0,0.937252071264988,0,0,0,-0.0169267005611792,0,0.911308692736073,0,0,0,0,0,0,0.935551777232208,0,0,0.935890958960135,0,0,0,0,0.934360871573042,0,0,0,0,0,0,0,0,0,-0.0169267005611792,0.912108721667132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911877980920148,0,0,0,0,0.935203197702617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913798100371345,0,0,0,0,0,0,0,0.936012628814757,0.911424209749939,0,-0.0169267005611792,0,0,0,0,0,0.932382158138962,0.910994948120509,0,0,0,0,0,0,0,0,0,0,0,0,0.956799918439727,-0.0169267005611792,0,0,-0.0169267005611792,0,0,0
"Metabolism of Angiotensinogen to Angiotensins",0,0,0.880511103591043,0.908545534197063,0.948972569968615,0,0.914436924025124,0,0.913217940372278,0,0.914598989631773,0.909273842256413,0,0,0.870837663947983,0.875654145107375,0.908893106324401,0,0,0,0.908893106324401,0.872959580672111,0.915602474527642,0.911837978808155,0,0,0,0,0,0,0.875654145107375,0.909904134807366,0.914598989631773,0.875654145107375,0,0.909273842256413,0,0.911647669890036,0,0,0,0.876376101361222,0.875683632141154,0,0,0.907066603019979,0,0,0,0,0.909926450674092,0,0.875617710852089,0,0.941376172948004,0,0,0,0,0.877467615751439,0,0.909817541044331,0,0.871977739932922,0.881093878842302,0.911089099400101,0.911271940325669,0.914598989631773,0,0,0.913070620643297,0.879440403163754,0,0,0.87130136803589,0,0,0.91376306048007,0.912212144042331,0.875654145107375,0,0,0,0.913070620643297,0,0.941749652120321,0,0,0,0.910018596194849,0.91426846887586,0,0,0.905902184648348,0,0.871034770500632,0.908734461156902,0,0.913070620643297,0.871992119347364,0.877703548356991,0.940643885237451,0.908383634278553,0,0.912298118853219,0,0.91376306048007,0,0.875533006782753,0.914598989631773,0.911837978808155,0,0.873436601277635,0,0,0,0,0,0,0.870408098995637,0,0.911371172229892,0
"Glycosaminoglycan metabolism",0,0.860892087578249,0.848293667396144,0.859768906596806,0,0,0.849208472942016,0,0.861192503313296,0,0,0.860022429954087,0.849455469937719,0,0.822702185530046,0.846423559411002,0.867881675679868,0.848858929691632,0.860281797984519,0,0.859889896130684,0.835963022873674,0.847979151811691,0.860712139977803,0,0,0.861106728783483,0,0,0,0.846423559411002,0.860126780236803,0,0.846423559411002,0,0.860022429954087,0,0.860848757142915,0.848126143125431,0.847945950263841,0,0,0.872161081787942,0.848292644293128,0,0.860360526031251,0,0,0.848768744476492,0.860276674664407,0.860249602336592,0,0.846410876680663,0.862022557432371,0.859378258703031,0.84803467265256,0.84820269839211,0.847810763704705,0.835889638997738,0.861876108796834,0,0.860211690995886,0.835314005931087,0.84715100364606,0.848496530918445,0.847840234785138,0.871771492078929,0.861876108796834,0,0,0.861344084975116,0,0.848388921235118,0,0.859729643708875,0.847967653260283,0.861045250069707,0.836447139029725,0,0.846423559411002,0.846736032587094,0.848032164793245,0,0.861344084975116,0.873690761952909,0.859508266455141,0,0,0,0.846406322974929,0.861761054829472,0,0.849301146239662,0.867530848162801,0,0.822770798137484,0.859834671895603,0,0.861344084975116,0.859518463171904,0.847316360033481,0.867115129582056,0.859712549385929,0.859257553118925,0.861075177821321,0,0,0.861297054432636,0.846381391273002,0,0.860915003500102,0,0.847345450067898,0.846701490053636,0,0.835929779332732,0,0.846431317805922,0,0.822552654370132,0,0.848186710336494,0
"Chemokine receptors bind chemokines",0,0.91820056112177,0.900698536551716,0.916364915117737,0,0,0.919115270009217,0,0.91902308444875,0,0,0.91677925541143,0,0.893730064658572,0,0.915975973083257,0.91656265168741,0,0,0,0.91656265168741,0.893002737971493,0.918072118925865,0.918238013251989,0,0,0.918551355229929,0,0,0.893892913627788,0.915975973083257,0.914830287776321,0.917572624663521,0.915975973083257,0,0.91677925541143,0.896034141043072,0.918129744982795,0,0,0,0,0,0,0,0.893497002771976,0.895816390789943,0,0.896582834889105,0,0.917150529572105,0,0.915955245343337,0.896461522040423,0.935374074213592,0,0,0,0,0.896222176950843,0,0.917088570010623,0,0.916685540079517,0.901030082064174,0.917811969753101,0.917915989421463,0.896222176950843,0,0,0.918939273073895,0,0,0.920379665046166,0.892714149191644,0.894027793893697,0.918450878853335,0,0.917518029328843,0.915975973083257,0.894137630759275,0.896034141043072,0,0.918939273073895,0.918862409746614,0.935586549508845,0,0,0.89404533906803,0.916620369368295,0.896056613162634,0,0.91866375595722,0.892834555825399,0,0,0.916472397179787,0,0.918939273073895,0.893107123150384,0.899101295871342,0.915641409532873,0.916604354468629,0.892680710573895,0.894935665238772,0,0.919333207648214,0.918862409746614,0.915907056519233,0.917572624663521,0.918238013251989,0,0.893928900500697,0.894081176933436,0,0,0,0,0,0.8924585032564,0,0,0
"Constitutive Signaling by Aberrant PI3K in Cancer",0.872178509983166,0.870577869733192,0.872345314603001,0.869506720326816,0,0,0.851897695577373,0.852083638006761,0.871477189650906,0,0.872142607937176,0.886216834301404,0.872487663250372,0.870312776002887,0.868959335866344,0.868896523440535,0.869103894111669,0,0.851824405347464,0,0.869674187814119,0.869423505767282,0.872132705784625,0.871093088688181,0,0,0.871077671710983,0,0,0.868669884317792,0.868896523440535,0.886520522374961,0.871649205869531,0.868896523440535,0.871922850683668,0.869857634312974,0,0.870358642192616,0.870490925443027,0,0,0,0.870300131601159,0.871077671710983,0,0.869682857809681,0,0.849679920974587,0.853669660568386,0.870874965045158,0.86952932293909,0,0.868878968657788,0.870371778517473,0.868482505697864,0.850342676854385,0,0,0,0.871439350768574,0,0.887803147185026,0.869906189097949,0.868105330090135,0.872264149404899,0.87008951130129,0.86885895735202,0.869895456936595,0,0,0.87140620793833,0,0,0.872423401186444,0.869452374657606,0.870291648366902,0.87063061759138,0.871246437800438,0.852116743320665,0.868896523440535,0.86998190357581,0.870919017951614,0,0.87140620793833,0.871051610228194,0.86886516240464,0,0,0.870579788894079,0.869573720569433,0.88862334939333,0,0.871172866380344,0.869764568492017,0,0.869054305907112,0.869597749269471,0.852381195492467,0.87140620793833,0.869142441324076,0.87063061759138,0.942135280777502,0.860008986722262,0.868940554835361,0.887673993730307,0,0.852986525985163,0.870735635946456,0.869118949722936,0.871780649489805,0.887452288676612,0,0.870481174488415,0.869934091578375,0.8519673908174,0.871358464960252,0,0.869803649342294,0,0.869235862443981,0.872281777505404,0,0
"Class B/2 (Secretin family receptors)",0,0.931427064678949,0,0.929075752634391,0,0,0.931335372826866,0.898532371303621,0.932017414674782,0,0,0.930406950364069,0,0.929758850413137,0.929817466021378,0.928796597112715,0.944115210979677,0,0.930650241395713,0,0.944115210979677,0.930740595763333,0.931541490894759,0,0,0,0.930294491790068,0,0,0.929875732068823,0.928796597112715,0.930426352750381,0.931232085241078,0.928796597112715,0,0.930406950364069,0,0.931376237783253,0.91430709541178,0.931925230784491,0,0,0.914200056695055,0.915199669023048,0,0.930803539364771,0,0.913029473314019,0,0,0.944537148808546,0,0.928781720183667,0.932515153222501,0.94351505679316,0.899900590312603,0.900097685649228,0.93111359106276,0,0.932343367975807,0.915666174698246,0.930628954854829,0.930169678042751,0.930339688021482,0,0.931148160840785,0.929910585384598,0.932343367975807,0,0,0.931957260703249,0,0.931791773782769,0,0.930063510104772,0,0.931606725324355,0.89983281984021,0.931606725324355,0.928796597112715,0,0.93244636918167,0.900134640814897,0.931957260703249,0.931664133263662,0.943667556771644,0,0,0.929985132440898,0.944574773905136,0.931097126153927,0,0.931759513693109,0.93032808105335,0,0.929897949077104,0.94405043257589,0,0.931957260703249,0.930345559461058,0,0.943216047187319,0.943907182040476,0.929801549899293,0.931403870487771,0,0.915779464964104,0,0.928747133599705,0.931232085241078,0.931453945211323,0,0.929901560941482,0,0,0,0,0,0,0.9296420649526,0,0,0
"Non-integrin membrane-ECM interactions",0,0.804469970413732,0,0.803035792605142,0,0,0.779442029037573,0.800186418566906,0.806576443151982,0,0,0.803587689043916,0,0.804303508554422,0.802935318829581,0.802517726351423,0.829469557245121,0,0.806267850735471,0.775456299967354,0.803740790165553,0.802654456108325,0.806989523636718,0.805089122718336,0,0,0.831676872413829,0,0,0.804078806726321,0.802517726351423,0.82979407848368,0.80762297306237,0.802517726351423,0,0.803146074288117,0,0.803992656352991,0.804064407376649,0,0,0,0.803523202575254,0.805698162832861,0,0.803882077561942,0,0,0,0.77585466688356,0.804523836651583,0,0.802490117243595,0.806930896670472,0.802627003738562,0,0,0.804899096739878,0,0.805938813619716,0,0.829728459562091,0.774358423341137,0.803462861314803,0,0.804963252502535,0.80343552214496,0.806405365172189,0,0,0.806464807378161,0.777591976636294,0.776605794792668,0.777206551750009,0.802950321001036,0.79989902031998,0.804420402923185,0.776968288098994,0,0.802517726351423,0.803156034961871,0.776430473472468,0,0.806464807378161,0.832091193402243,0.802910018353754,0.833670545009792,0.833670545009792,0.804281835634995,0.80415204782192,0.806361630166519,0,0.80609782179209,0.802999705955181,0,0.803084682005052,0.803620572214032,0.776857459696582,0.806464807378161,0.803032142975047,0.805053852348836,0.827800858683871,0.802913108272165,0.802905781152186,0.804868540605484,0,0,0.805920811566876,0.802425930291912,0.80762297306237,0.804770317850482,0,0.804568355577122,0.805101805487618,0.807500163174425,0,0,0.800453965616261,0,0.802609803596873,0,0,0
"Transmission across Chemical Synapses",0.927774032059659,0.933689781438696,0.934336692083581,0.933727887278522,0.934259184111076,0,0.934709440199953,0.926734148866952,0.93422119824898,0,0,0.933610583876366,0,0.93371077982138,0.933101368757401,0.933340553727385,0.933528873265182,0.934517403534681,0.934398437289461,0.9348755041037,0.934061396197682,0.934292508122884,0.934060997149441,0.933957289925857,0,0.941336656150214,0.941321016472714,0,0,0.933229615077584,0.933340553727385,0.934176322232893,0.941233691212553,0.933340553727385,0.927126314214094,0.933610583876366,0,0.933718082968532,0.934007850199119,0.934433142278799,0,0.926708658336628,0.933786218910038,0.934143211374176,0.926792492971351,0.940401040432059,0.926487662252609,0.933487917529537,0,0.926564591243094,0.926311469176594,0,0.93333358592229,0.934286985461152,0.939861389496413,0.934064562368564,0.934156874557879,0.94101402545883,0.927083643475052,0.934061502957264,0,0.933570894857989,0.9337413079613,0.934083790730603,0.934448143911889,0.933678604275245,0.940597415517527,0.934256234207277,0.927580249052991,0,0.940941400972485,0,0.934115516373918,0,0.933449729120605,0.926655562663993,0.933773927861412,0.934032821177806,0.941732270555188,0.933340553727385,0.933868016322523,0.934193024346424,0.927100863194064,0.940941400972485,0.934230395949682,0.940004375303121,0.934310853825987,0.934310853825987,0.933452581138854,0.940357721922822,0.933898708913746,0,0.934532177544005,0.940178353287823,0,0.933139064053515,0.933435323588196,0.927223467268472,0.940941400972485,0.933438162903552,0.933932190558163,0.939721344420695,0.940045046505682,0.93303990207245,0.934188956336928,0,0.927399676419434,0.934167186088829,0.933317386841475,0.933272983992296,0.9338606339858,0,0.933777620171514,0.933849038891466,0.934565772462796,0.927025398287614,0,0.926708447607274,0.941172742581893,0.933220123839997,0,0.933931226183376,0.927220314305996
"Regulation of insulin secretion",0,0.900310472889253,0.885074376370606,0.899300084289023,0.901839144894905,0,0.902445265523447,0,0.901082324980223,0,0.90253178597442,0.899688899306871,0,0.89965747820579,0.899229299790169,0.898935102880312,0.899485639372699,0.901909190005224,0.901041371426557,0.90111935917416,0.89917451859515,0.899432482333196,0.903067507078544,0.901057790926744,0,0,0.919477931389737,0,0.882942432867425,0.900052538875103,0.898935102880312,0.900025387701174,0.919190501995785,0.898935102880312,0.902355333947067,0.899153178202746,0,0.900244019351525,0.900864919399205,0.901673972442221,0.902044213169518,0.881405787878529,0.899643468125037,0.901175743298365,0,0.89989629813906,0.881430424891424,0.899686133480138,0,0,0.877463494533232,0.902044213169518,0.898915652064908,0.902044213169518,0.916827070607568,0.900645071705453,0.900902763665762,0.900077074374,0,0.901819612842943,0,0.899668037920543,0.900558634399575,0.899289836494707,0.885385497148155,0.900346872897647,0.918881707049699,0.901996064870295,0,0,0.918374565926008,0,0.900787311182413,0,0.899239868928058,0.900705510853615,0.900545369892387,0.880197279467013,0.901257543023864,0.898935102880312,0.900272860156834,0.902355333947067,0.880591894783443,0.919841951702801,0.901643721713339,0.917026456443254,0.883500754353291,0.883500754353291,0.900489051359562,0.918212595930663,0.900420289581745,0,0.900921584810788,0.8992746609841,0,0.899334527223536,0.899089824182064,0,0.919841951702801,0.898896460744395,0.900946422246315,0.916436131010521,0.917339754090587,0.899208490283608,0.900767720488622,0,0.883936385720453,0.901643721713339,0.898870431894943,0.900300539327342,0.901057790926744,0,0.900068665168233,0.900219884147416,0.902756386300996,0,0.920487748030151,0,0,0.898999971963201,0,0.879134594287381,0
"Interleukin-4 and Interleukin-13 signaling",0.739295201392558,0.753573968365083,0.736387636153443,0.737367509084741,0.723523182770909,0,0.739408922211148,0.73751861291354,0.753761702618133,0,0.739689496057018,0.752087661340757,0.740207976277422,0.737830219447379,0.737063878024883,0.736651411990811,0.737446245861498,0.721882010463936,0.738611620052473,0.722412159475997,0.737693600211563,0.737597529307933,0.740362771641179,0.738764961181653,0.722121659875885,0,0.738504036908309,0.73981209230243,0,0.738199069638665,0.736651411990811,0.752355184033176,0.739069987859007,0.736651411990811,0.740115417291114,0.737923988035205,0.739370642250052,0.753095213720876,0.73942518255957,0.739433418774636,0,0.738360348271174,0.737500227025864,0.739246088870186,0.723971516942747,0.737308154237416,0.721797280492724,0.738100355968465,0.739510929172987,0.738998734520121,0.73795362817084,0,0.736635947759073,0.738930473859442,0.751302214261222,0.72130993684804,0.721267458648843,0.737844962574358,0.722482959501157,0.739689496057018,0.722330127791767,0.767295665807405,0.738546677237106,0.737606715999194,0.736634990503507,0.738447105234861,0.738353814023642,0.73875190697541,0.723239108989,0,0.738606147751254,0.737810962872855,0.739172096990165,0.754773799296797,0.751909229832121,0.73823752907781,0.753334800314108,0.738900048368024,0.738497851424394,0.736651411990811,0.752977856474027,0.739370642250052,0,0.738606147751254,0.738983446914796,0.75188665577862,0,0,0.738312788854543,0.737745384258888,0.738784466805484,0,0.738587895105152,0.737028442660941,0,0.737147538343537,0.737519197096768,0.72270467357628,0.738606147751254,0.737309494239337,0.738241774142012,0.79531873310678,0.751841383589967,0.737294687925519,0.738960263987563,0.722886616005616,0.738900048368024,0.753409762175739,0.73659999578621,0.739069987859007,0.738044682704078,0,0.738225918168429,0.753361659510547,0.739868062941049,0.721734579288707,0.70804713535096,0.737769364559734,0,0.737128906925525,0.73981209230243,0.738566828818409,0.721533566743541
"Activation of Matrix Metalloproteinases",0,0.730259918696315,0.765503567813253,0.761225768304067,0.793333158213753,0,0.737226534972063,0,0.763446312339853,0,0.765634163877924,0.761343041872531,0,0.762104244513876,0,0.727578543747678,0.761036236403887,0,0,0,0.788057196391891,0.72832930034296,0.76644279429042,0.762334308668029,0,0,0.763853109129028,0,0.73233385406706,0.762334909773878,0.727578543747678,0.761042315193881,0,0.727578543747678,0,0.761343041872531,0.765367822913259,0,0,0,0,0,0.75745593948173,0,0,0.761317077520195,0,0,0,0,0,0,0.727549184215708,0.73287686827549,0.759851835646887,0,0,0,0,0.732537851101577,0,0.760972536016725,0,0.761210300035073,0.765973181051836,0.762805816388551,0,0.732537851101577,0,0,0,0.705786174738827,0.73144928320608,0,0.728808570226217,0.761802568591606,0,0.764151923192326,0,0.727578543747678,0.729936804162164,0.764898209674675,0,0,0.764293698168746,0.787043157380759,0,0,0,0,0,0,0.76401231764665,0.760378763339238,0,0,0.727812083828691,0,0,0,0.763241177461027,0.75973135518711,0.760286675342082,0,0.762297830425784,0,0.736213907525048,0.704343742381883,0.727480927795698,0,0.762939666806607,0,0.762385882902146,0.729856840890196,0,0,0.734461744863826,0,0,0.760303158250618,0,0,0
"Diseases of metabolism",0.830064812475087,0.842292385338666,0.853636087004028,0.86106180713436,0,0,0.831856149311783,0.840887823159768,0.842894973208923,0,0,0.842030222534859,0,0.839302958171709,0.828660451531733,0.83860994894236,0.861664075110795,0,0.842249334748506,0,0.850261939695639,0.830087963671535,0.831769306828826,0.842457294513038,0,0,0.831082463972674,0,0,0.839387135660211,0.83860994894236,0.841963971532657,0,0.83860994894236,0,0.841557704943293,0.830117081111201,0.842255780104055,0.831243423953603,0.831402261547021,0,0.829177167206223,0.862564536264157,0.842774852630565,0,0.842061501471958,0.830004524860354,0.80748916770615,0.830214277860684,0.852930803404977,0.853178576495027,0,0.838599234664602,0.843247397996874,0.841706946861867,0.831004849076328,0,0,0.821390604024322,0.843055277521458,0.829974264263543,0.842190108877661,0.842756744463774,0.841686684232881,0.853807464622793,0.842023118676803,0.842225513218363,0.843203903749472,0.830603310161009,0.830603310161009,0.853034123428841,0,0.829910461246164,0.821546870044871,0.850421655976798,0.852561530301959,0.842421775890366,0,0.829777190422877,0.83860994894236,0.830674595721184,0.843327622484831,0.831273974583118,0.853034123428841,0.853091589120279,0.850234638093231,0.821850314575741,0.821850314575741,0.839465925171775,0.830539178967578,0.843327622484831,0,0.843004330776309,0.851703652317554,0,0.828718414960282,0.850037865428621,0,0.853034123428841,0.838853479260227,0.853329898020387,0.861534929063714,0.852048107208844,0.838633561988843,0.84274819860867,0,0.833530199581826,0.842935638345868,0.83857432560803,0,0.842489165779152,0,0.842115693843062,0.830645414441755,0.821375492426106,0.842774852630565,-0.00808294072221957,0.830504538927593,0,0.841109814798152,0,0.820702710661308,0.799184839228475
"Netrin-1 signaling",0,0.801096331646439,0.803933408633428,0.800452427556801,0,0,0.779559533769562,0.773259458432448,0.802893825884689,0,0,0.800026621251327,0.805684989010595,0.774850812738825,0.774045883476916,0.799476797979927,0.799767747017261,0,0.826609583295972,0.778003433514978,0.799767747017261,0.774498020849922,0.7789208082796,0.80218027835061,0,0,0.802144548749001,0,0,0.775319163867093,0.799476797979927,0.8011514511122,0.803489201416256,0.799476797979927,0.778776234421362,0.799497823480289,0.777804273383454,0.8011118629202,0.826609583295972,0,0,0,0.775570823420513,0.776526198476726,0,0.77568787452661,0.77734428823982,0.773794088136381,0.778337358802362,0,0.801391355735738,0,0.799452025193494,0.777673625395758,0.799178602083525,0.775160233088579,0.773434984928705,0.775119125707224,0,0.778093933745296,0,0.800806519704234,0.801816626733464,0.80032483793633,0.804329655701586,0.800631906145984,0.801199701121617,0.802926526666653,0,0,0.802450015676232,0.77890453417735,0.776514512627603,0,0.799640220219949,0.775954261728008,0.801395499222274,0.77745458081242,0.776629077827344,0.799476797979927,0.776854055075404,0.802701795296861,0,0.802450015676232,0.802097683902197,0.79902232152952,0,0,0.77544852339558,0.80162552404738,0.802793658606543,0,0.802278884630424,0.799737135928085,0,0.774179902369161,0.799659879220262,0.77973104946793,0.802450015676232,0.774299994344817,0.80202446427146,0.822550863731419,0.799831561775385,0.773796416417346,0.801786779960046,0,0,0.802220164709208,0.799394432255114,0.803489201416256,0.801611904050508,0,0.84907732730573,0.776786584209009,0.805025930000334,0,0,0.801949992681751,0,0.798853054046619,0,0,0
"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",0.864269637627754,0.895516895766271,0.861983228496858,0.89150857125911,0,0,0,0,0.861281443586879,0,0,0.925727822688238,0.90004290391716,0.859866472996444,0.820054071383822,0.891829539244646,0.893351537756766,0,0.896099523474344,0,0.892801985890798,0,0,0.859980152135518,0,0,0.895389949491075,0,0,0.860136402618595,0.891829539244646,0.892570377555149,0.897216925762006,0.891829539244646,0.861098591351474,0.892195359265552,0,0.895399514773763,0.89578784534841,0,0,0,0.894027045884426,0.896647904926837,0,0.859217687068198,0,0,0,0.859626624170114,0.894325972265324,0,0.891795182066755,0.897394309239542,0.891965525624682,0,0,0,0,0.896997583795683,0,0.926240525797678,0.895246835215976,0.89145943823161,0,0.894872787781916,0.858142410987706,0.896997583795683,0,0,0.8960329410774,0,0,0,0.89291741822442,0,0.895931808866579,0,0,0.891829539244646,0,0.858869999041032,0,0.8960329410774,0.895648282948683,0.892317713154272,0,0,0.860389054764255,0.894412864669837,0.930437711058758,0,0.896834214278338,0.892978873584201,0,0.820239941105586,0.893201936778279,0,0.8960329410774,0.858833918926639,0.896481360732546,0.923292239184829,0.871843446148719,0.858127120558761,0.928579688554862,0,0,0.89661394016321,0.891715306884585,0.89747417940674,0.895182248942912,0,0.855380466458313,0,0.860549039485506,0,0,0.855312409928824,0,0.891944121516607,0,0.85479150867421,0
"Heme degradation",0,0,0,0.812738061400727,0,0,0,0,0.817621917615514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815973961116156,0,0,0.816631702670294,0,0,0,0,0.813664555642337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815297995335404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815259020291628,0,0,0,0,0,0,0,0,0,0,0,0.816867644976975,0,0,0,0,0,0,0,0,0.809827432524644,0,0,0,0,0.818272902576199,0,0,0,0,0,0,0.815140517091423,0,0.857874331212839,0,0,0,0,0,0,0
"Bile acid and bile salt metabolism",0,0,0,0.864725941791196,0,0,0,0,0.896685947824586,0,0.92506532558311,0.894442637248908,0,0.894591213581105,0.893781260345357,0,0.89357301451138,0,0,0,0.894597852100131,0,0,0.897800792943156,0,0,0,0,0.897874595388005,0.89506504076544,0,0.893542668983361,0,0,0,0.865480400352137,0.869122533791358,0,0,0,0,0.895356955325138,0,0,0,0,0,0,0,0,0,0,0,0,0.892697770571034,0,0,0,0,0,0,0,0,0.865158906654693,0,0,0,0,0,0,0,0,0.897048121071323,0.898839996600678,0,0,0,0,0,0,0,0.898727425006017,0.897238840304965,0,0,0.892984692514651,0,0,0,0,0,0,0,0,0,0.893932685643949,0,0,0,0,0,0.892906115317629,0.893435536826606,0,0,0,0.868929201017683,0.868293445934643,0,0,0,0,0.866474606066769,0,0,0.895714330944955,0.896204148904521,0,0,0.893451251016397,0,0,0
"Glucagon-type ligand receptors",0,0.906779445870438,0,0,0,0,0.906606744617635,0,0,0,0,0.9048580644589,0,0,0,0,0.904565250347217,0,0.905316302186748,0,0.904565250347217,0,0.907117836009104,0,0,0,0.904782077397136,0,0,0,0,0.902871219237016,0.90648191008415,0,0,0.904409867156886,0,0.906683713606737,0.874534049216157,0,0,0,0,0,0,0,0,0.872127652880177,0,0,0.931472239200424,0,0,0.909277053783787,0.929547132797546,0,0,0,0,0,0,0.905276209068384,0.90441116294894,0.904731376093826,0,0.905805934255667,0.903923162917983,0.875090387728136,0,0,0.906542310951876,0,0,0,0.874503211059202,0,0.907117836009104,0,0.907117836009104,0,0,0.908699302003869,0,0.906542310951876,0,0.929834365923919,0,0,0,0.931543105925988,0.906227715159536,0,0.907405612317446,0,0,0,0.904443240471374,0,0.906542310951876,0,0,0.928983949348248,0.930285699201526,0.903717794998326,0.904712370157724,0,0,0,0,0.906412202844739,0.906830075250383,0,0.874736229833794,0,0,0,0,0,0,0,0,0,0
