"","PNISR","PDE7B","HBS1L","USP45","CCNC","CD109","MCHR2","SIM1","ASCC3","COL12A1","GRIK2","HACE1","LIN28B","PREP","COX7A2","PRDM1","ATG5","QRSL1","BEND3","PDSS2","SEC63","MYO6","OSTM1","NR2E1","SNX3","FOXO3","HTR1B","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Metabolism",0.906818433269603,0.90852877955327,0.906642183214196,0.908681581095437,0.908427018778822,0.908614671745235,0.90833827356773,0.906602398280641,0.906662850960596,0.906645796836782,0.906901533327758,0.90835962524132,0.906813505706405,0.905276155740372,0.90678366129543,0.906716487785618,0.906778757736751,0.90510467869674,0.906842097194039,0.90688493569768,0.906928536170018,0.906699821280252,0,0.906716958053511,0.906769081780396,0.910261400975723,0.908378703178367,0.908628848498194,0.906969057751593,0.908697550562984,0.908409234406076,0.90676322492416,0.905111601242142,0.910396371767505,0,0.90842922418232,0.908572534483693,0.908532814212536,0.906711089878487,0.90694323817079,0.908359993821681,0.908331567713851,0.908592037980909,0.906837115928541,0.90701223563717,0.908437387635142,0.906849069971712,0.908720647870281,0.906653337555517,0.906794469003008,0.908471360663029,0.908553093856983,0.908434070703436,0.908347868961874,0.906889704980555,0,0.908515689165248,0.908588486013737,0,0.908380061536046,0.908559579594853,0.906645796836782,0.905465578143605,0.908636982273454,0.904923935396378,0.904902721348164,0.908378703178367,0.908490507708697,0.908583336880999,0.908401475186376,0.906835376131004,0.908492654950303,0.906887318184071,0.906919693584689,0.908379153800795,0.908538750186945,0.906770969585123,0.906815957521403,0.906764878589539,0.906903927977295,0,0.906562555367505,0.906757593793191,0.906827998743471,0.908358892314195,0.90852877955327,0.908655850883993,0.906746256603694,0.906816466689923,0.908656211486438,0.906702941856206,0.90675128034313,0.906877566196724,0.908359993821681,0.906664950417156,0.908425522471026,0.906744420102235,0.906773142336933,0.906845719825371,0.908571295306407,0.90835925807586,0.906804901436174,0.907090726285978,0.906922651376598,0.90857123085507,0,0.906744420102235,0.908614671745235,0.908494228329252,0.908359993821681,0.906731344775038,0.908590976949145,0.910239238610615,0.908646024479505,0.908482358941499,0.905093588898558,0.908761326089178,0.908421173912574,0.908434888750978,0.908644664247102,0.908621453599429,0.908529508294939,0.908559579594853,0.908492907101556,0.908431659430623,0.908431659430623,0.908431659430623,0.908431659430623,0.908431659430623,0.908646024479505,0.908646024479505,0.906898454693174,0.908475073042095,0.906780400905472,0.906773703162639,0.90853362126331
"SARS-CoV-1-host interactions",0.808822265417834,0,0.866268212373635,0.896098945909852,0.892695545568041,0.833666322225386,0.862363285452977,0.869684910565878,0.865161797245256,0.865090953509029,0,0.890962507048161,0.868706658306687,0,0.837782462662396,0.86760068081639,0.86574156702853,0,0.866752075909584,0.835466281423786,0.864729150354003,0.865795352576893,0,0.836578329304992,0.866831046950241,0.892639849100403,0.863008293830933,0.866157788915771,0.869400405849818,0,0.864960785838449,0.868067381265605,0,0,0,0.863456144769246,0.894359231451685,0,0.864926692418383,0.80837757666474,0.890968387327903,0.863147999263748,0.838947864148642,0,0.869466440938179,0.864971716729002,0,0.839971679319181,0.865223233133261,0.865767650590581,0.865248731985725,0.894049078400419,0.892150199583637,0.863584672871763,0,0,0.866262053026109,0.864209789443575,0,0.891288544848301,0,0.865090953509029,0,0.864729150354003,0,0,0.863008293830933,0.864298807545188,0.865574808574879,0.863371595275525,0,0.89308484449983,0.866493268234806,0.835628803513774,0.863015482998397,0.866629965354836,0.865222204121484,0.866335047212509,0.866121744434336,0.810082763519764,0,0,0.865871608064784,0,0.890950814030868,0.866937595702884,0,0.866262053026109,0.868441969329372,0.834329041471796,0.866724099337501,0.866881100243647,0.865694327909825,0.890968387327903,0.86490294820843,0.892954684948442,0.865193749189257,0.867561572071658,0.868908669778587,0,0.890956649341534,0.865893970991093,0,0.868441969329372,0.835609455235097,0,0.866262053026109,0.895031483454387,0.893109945968484,0.890968387327903,0.834952871666231,0,0.892286273813742,0.895531680610809,0.892920583409184,0.835956758360365,0.86713320114946,0.866411807562142,0.864904703644355,0.866328241191663,0.866881100243647,0.866080451576848,0.866495574378729,0.865898591154549,0.863853150504848,0.863853150504848,0.863853150504848,0.863853150504848,0.863853150504848,0,0,0.868117896051769,0.893083645080086,0.866335047212509,0.866065670266082,0.893738415352677
"Major pathway of rRNA processing in the nucleolus and cytosol",0.917342482557538,0,0.948934198106173,0.949441675232016,0.930198493086878,0,0.929297057501066,0,0.935993194871688,0.916822777246688,0,0.945295136999367,0.93036947133229,0,0,0.93158299295214,0.93076560762225,0,0.931012174983202,0,0.929528918329006,0.930527469404265,0,0,0.931023595411785,0.935915415704619,0.929577444766138,0.930955763093373,0.932094597928762,0,0.930602142674093,0.931515127754087,0,0.929803926942365,0.934673759758776,0.929867096509511,0.948685415630431,0,0.93029631777718,0.918161619334503,0.94721140452818,0.929625438680488,0,0.917825916324074,0.932479792038241,0.930315889993213,0,0,0.930430389825336,0.929988179080445,0.930436309437162,0.948550591078115,0.94772514220592,0.92956647965955,0,0,0.930730345625778,0.929953281060728,0,0.929586865242582,0,0.916822777246688,0,0.934674098556299,0.917823715489137,0,0.929577444766138,0.929876916352805,0.918631621088397,0.929735373099981,0,0.946217724075706,0.931092374610993,0,0.929580569920899,0.930540944301432,0.930634808323267,0.931023595411785,0.93066935301908,0.917890425231629,0,0.91728691275915,0.930191935907324,0,0.941462631302555,0.930821130029544,0,0.936268603459824,0.931939481391342,0,0.934888513991401,0.931260966461863,0.930745072621852,0.94721140452818,0.93040105726067,0.947665858540585,0.930527469404265,0.931092374610993,0.918946151580747,0,0.947206301986868,0.930831858126444,0.919691875372584,0.931793023588153,0.915973541066606,0.918475176624923,0.930730345625778,0.948977645788858,0.948142347118611,0.945297693176327,0,0,0.947784294121662,0.949195083139254,0.942318896535199,0.905714636302353,0.918552099419675,0.931056963388442,0.93028675918473,0.930759117839216,0.931260966461863,0.930651402878007,0.930831858126444,0.930618253808032,0.929944706743304,0.929944706743304,0.929944706743304,0.929944706743304,0.929944706743304,0,0,0.931537086697911,0.946152643754265,0.931023595411785,0.930906496366465,0.948415544828652
"Developmental Biology",0.88216080057282,0.881910124116609,0.882085183445518,0.88544129535815,0.884980701665487,0.88532262596995,0.884832410439159,0.882329442321063,0.881834678809154,0.885100967315927,0.879011205688978,0.884870279437054,0.882104260702677,0.87939494225647,0.878663910537108,0.881952631202742,0.882066477292421,0,0.882178815173788,0.882069391591037,0.882112082203803,0.881960581449199,0,0.881968476897702,0.882087459108905,0.885050788110816,0.884904115770999,0.882206274237114,0.88230716655829,0,0.881931147577035,0.882181987053124,0.879069769569019,0.882165240190657,0,0.88497819037054,0.885247891974887,0.878845474348781,0.885087958028579,0.88214794660415,0.884870933145478,0.884986433249731,0.881717134391345,0,0.882398216071345,0.88499675800011,0,0.882148163613122,0.882047629793657,0.882094342551147,0.885123759042691,0.885213412380168,0.885002314756735,0.891372189040091,0.879289554495099,0,0.88186546898029,0.88201495309515,0,0.888168376715829,0.88206246117923,0.885100967315927,0.882112748518599,0.88202340794338,0,0,0.884904115770999,0.881868631634173,0.882230517625672,0.88186988846538,0.878729834005969,0.885106218870477,0.881933663651057,0.882087459108905,0.884904914987964,0.885187972668934,0.885174522505484,0.882135711445441,0.882071286822891,0.88230756503621,0,0.881976778785436,0.882035384174134,0.882125297718105,0.884868979528846,0.882028793504808,0.882015924622744,0.881926476814594,0.882128105753729,0.885396300212184,0.881932011419819,0.882130096095254,0.882128105753728,0.884870933145478,0.885114743765151,0.884977505027959,0.885371586609018,0.885291539027228,0.882179988662113,0.882243147933047,0.884869628238075,0.882059132797987,0.882534282639094,0.882342392787497,0.88170659893155,0,0.881960581449199,0.88532262596995,0.885109009391037,0.884870933145478,0.882002346628384,0,0.885017442076252,0.885378232694316,0.888343527271711,0.881675271984176,0.885582729845119,0.885282483075763,0.884992590803346,0.881933834927352,0.885334654161609,0.88192932849804,0.885224915384498,0.882095673520666,0.88188596812927,0.88188596812927,0.88188596812927,0.88188596812927,0.88188596812927,0,0,0.882278769962208,0.885067955462911,0.8820533544743,0.885244003126472,0.885178876089338
"SARS-CoV-1 modulates host translation machinery",0,0,0.875979172093775,0.875662413965105,0.826515449116291,0,0.823542902354655,0,0.870742412163672,0,0,0.871465256362796,0.874931512051562,0,0,0.834917149946827,0.828385548879521,0,0.876405756712973,0,0.873562101665437,0.827600271484406,0,0,0.829236281622262,0.874538665057909,0.824467498931395,0.832848815708838,0.833943532684718,0,0.871276465922291,0.878291200175579,0,0,0,0.825422645771965,0.915979632619238,0,0.874272089207561,0,0.871473685534734,0.872059818560929,0,0,0.834038191636026,0.82690257360887,0,0,0.82845569030709,0.874994618019102,0.827299665130197,0.875889746654228,0.870002026502853,0.871865397074229,0,0,0.875703326332112,0.826189800173336,0,0.870249865312761,0,0,0,0.873562101665437,0,0,0.824467498931395,0.825455027390623,0,0.824988278635155,0,0.874507551640753,0.829463085832228,0,0.824477804347346,0.876230715574341,0.87114217171669,0.829236281622262,0.830728812988261,0,0,0,0.875143637362197,0,0.871448494838248,0.876002694240003,0,0.875703326332112,0.832256479565862,0,0.876632669847567,0.830019029227662,0.828317833282428,0.871473685534734,0.826472832154255,0.869806534478594,0.827600271484406,0.829463085832228,0,0,0.871456859548615,0.828604014541182,0,0.880359534413569,0,0,0.875703326332112,0.874132244488472,0.871924636050736,0.871473685534734,0,0,0.913008121548574,0.874849259327858,0.91391738180097,0,0,0.829346314854272,0.826806512734657,0.875798204714136,0.830019029227662,0.875443007111377,0.828604014541182,0.827899639392297,0.825678570934851,0.825678570934851,0.825678570934851,0.825678570934851,0.825678570934851,0,0,0,0.914151124908606,0.829236281622262,0.831510809728133,0.872278677339282
"SCF(Skp2)-mediated degradation of p27/p21",0,0,0.880682245797213,0.919381471014362,0.877630830444419,0,0.873343021357479,0.884792606643404,0.877983097449609,0,0,0.912371865192301,0.881638492020676,0,0,0.877559457507597,0.877953301522046,0,0.838204069982919,0,0.880667488828057,0.877205704360083,0,0,0.879440095195226,0.914660903752202,0.874223252701246,0.875590368856972,0.882946453118764,0,0.87744012924606,0.878888390249249,0,0.877747771916963,0,0.875132568405111,0.879264334959128,0,0.876480040492036,0,0.912379889904406,0.875194919315956,0,0,0.882560574831861,0.877999379410401,0,0.880626365193755,0.878020077329567,0.879346730196219,0.87837741715379,0.916584053656639,0.913992687854785,0.87500982682178,0,0,0.836599306033111,0.877320807225791,0,0.912816803119844,0,0,0,0.880667488828057,0,0,0.874223252701246,0.876621291296182,0,0.874719043654813,0,0.915268180978039,0.877357030477572,0,0.874233063628908,0.87770778770438,0.878363675203613,0.878803197477944,0.879109020513934,0,0,0.87382969024226,0.837002511335531,0,0.912355907941703,0.878948602646187,0,0.877205704360083,0.881638492020676,0.881723043953063,0.88130438654534,0.879508402025372,0.877888835145551,0.912379889904406,0.876808853486715,0.913806576191019,0.877566920651443,0.880437029702212,0.837918685927988,0,0.912363871285319,0.878161284471334,0,0.880663230810383,0,0,0.877205704360083,0.917924724181753,0.915302436501284,0.891352613575124,0,0,0.914178385911602,0.918607334253487,0.877301037825422,0,0.882553698471933,0.879229183026621,0.877907927857887,0.877296030160334,0.879508402025372,0.876957876125325,0.879468984691078,0.878167589525385,0.875376213423597,0.875376213423597,0.875376213423597,0.875376213423597,0.875376213423597,0,0,0.881196235041738,0.909525999775556,0.877989076504486,0.879853494437455,0.916160097377438
"IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",0,0,0.817012241467976,0.884908711888983,0.810541222013175,0.816134130223786,0.806693649696171,0,0.812276677773439,0,0,0.872610597606591,0,0,0,0.818166863621755,0.812224401835018,0,0.737314460133494,0,0.816986350869026,0.810912768118599,0,0,0.814832930612709,0.808967456812105,0.805680158429387,0.814712164759613,0.82150779519328,0,0.810800979360666,0.815235243982598,0,0,0,0.80727552181055,0.814524565274528,0,0.809639615618105,0,0.872624676690217,0.807384914356528,0,0,0.821665902217458,0.811187828600958,0,0,0.812341557711259,0.814669124907091,0.811044412772168,0.880000738568636,0.875454275673621,0.807060175889919,0,0,0.813470595248966,0.808556885039387,0,0.80573204516405,0,0,0.817793071112965,0.816986350869026,0,0,0.805680158429387,0.807329608204847,0,0.809107833873899,0,0.877692084844975,0.814024191064467,0,0.80569737136727,0.743813815798337,0.812944388459446,0.813645364358557,0.811694244248612,0,0,0,0.735206366477777,0,0.872582601154799,0.812853208385432,0.815707750384578,0.810912768118599,0.81868994284474,0,0.818103766186259,0.814952772615913,0.812111297776724,0.872624676690217,0.810216506799827,0.874988789062223,0.810912768118599,0.814024191064467,0,0,0.872596572569503,0.812589300824213,0,0,0.811280570388658,0,0.810912768118599,0.882352899268028,0.877752184991882,0.872624676690217,0.813491232216604,0,0.875780076579225,0.883550515351671,0.812197442748472,0,0,0.813829150747836,0.811027379971938,0.811071241653679,0.814952772615913,0.810477961935368,0.81514712795458,0.81260036282645,0.807702988683543,0.807702988683543,0.807702988683543,0.807702988683543,0.807702988683543,0,0,0.817914018062773,0.872887857958787,0.813645364358557,0.813000398349732,0.879256921740028
"TICAM1-dependent activation of IRF3/IRF7",0,0,0.743736781506095,0.841641409054319,0.734405769957904,0,0.727246410095787,0,0.736908243927191,0,0,0.823907905517285,0,0,0,0.746155975426052,0.73683286362761,0,0.628824356178558,0,0.743699448056628,0.734941528044341,0,0,0.740594282105553,0.732136448814938,0.72739626538855,0.741174405643527,0.750219232071926,0,0.735534596278158,0.741174405643527,0,0,0,0.729696730444661,0.74014962874734,0,0.735182710842304,0,0.823928207123982,0.729854471140228,0,0,0.750447217550686,0.735338156822119,0,0,0.739078828455588,0.740358079302974,0.736294549211319,0.834564262083856,0.828008402056991,0.727774929623577,0,0,0.737018557692664,0.73154441691342,0,0.729548114116575,0,0,0,0.743699448056628,0,0,0.72739626538855,0.729774721366078,0,0.730727589622318,0,0.831235254234828,0.739428104485963,0,0.727421085916952,0,0.737871062253654,0.738881847996966,0.736068392651179,0,0,0,0.625784549795102,0.747069811459498,0.823867535492622,0.737739583383975,0,0.737018557692664,0.748233005074375,0,0.745310726666138,0.740767090597888,0.736669771045142,0.823928207123982,0.733937540581252,0.827537560766988,0.734941528044341,0.741505134134286,0,0,0.823887681844036,0.737359036776351,0,0,0,0,0.734941528044341,0.837956005657265,0.83132191680303,0.823928207123982,0,0,0.828478196968571,0.839682931311688,0.735182710842304,0.742125502896586,0,0.741223891980781,0.73510679482101,0.735170042020575,0.740767090597888,0.734314550866278,0.74066736923625,0.737374987844238,0.730313124562501,0.730313124562501,0.730313124562501,0.730313124562501,0.730313124562501,0,0,0.745037115692802,0.824307706439884,0.738881847996966,0.740028856445605,0.833491701034402
"SARS-CoV-2 modulates host translation machinery",0.848296256282164,0,0.846569722107326,0.846297725657603,0.843388112225408,0,0.801543318947246,0,0.879762008657683,0,0,0.842693676184438,0.845670108849744,0,0,0.811310250505796,0.805701642105533,0,0.846936025262401,0,0.844494212386398,0.805027333716304,0,0,0.845020010340966,0.845332775793741,0.80233725906602,0.809534196417035,0.810474216905667,0,0.842531564071406,0.848555033210624,0,0,0,0.842272167814107,0.880917643329965,0,0.845103870271471,0.847748889374204,0.842700914214448,0.876549675577116,0,0,0.810555499424915,0.806210049552991,0,0,0.844876607197771,0.845724297195908,0.843208447445219,0.84649293354258,0.841875343057737,0.843037272269425,0,0,0.846332856622109,0.803816178723512,0,0.842265726440916,0,0,0,0.846701540664124,0,0,0.80233725906602,0.803185238046189,0.844369126914983,0.802784446423468,0,0.845306059071298,0.806626910311946,0,0.80234610820452,0.84678571951188,0.844623575506924,0.806432156225754,0.807713775214839,0.849847802040268,0,0,0.845852258339108,0,0.842679283262027,0.84658992029542,0,0.846332856622109,0.809025564393581,0,0.84713087288088,0.807104292314547,0.844758231005076,0.842700914214448,0.843784122581693,0.841269351367664,0.805027333716304,0.845919212927299,0,0,0.842686465939649,0.805889235979154,0,0.850331087299385,0.843193748732519,0,0.846332856622109,0.844983787269138,0.843088140076238,0.842700914214448,0,0,0.878644439265284,0.845599479411058,0.879146813001595,0,0,0.806526640457568,0.806127563219166,0.84641432756391,0.807104292314547,0.846109323593511,0.844328476820551,0.843872251504828,0.803377192237368,0.803377192237368,0.803377192237368,0.803377192237368,0.803377192237368,0,0,0,0.879347525436951,0.806432156225754,0.808385266544305,0.843392151133331
"Signal amplification",0,0.841468594937889,0,0,0.790202408794089,0.848553184944332,0.888057956759371,0,0,0,0.845239417656337,0.787197083356162,0.797147632139689,0,0,0.797147632139689,0,0,0,0.788269929561611,0,0.845814715761571,0,0,0.786643216823533,0.843596442093194,0.889176489361914,0.794645460558755,0,0,0.846112605492117,0,0,0.78799032728064,0,0.841786750696423,0.793314707455034,0,0.84489259602493,0,0.787207280564179,0.786114580431473,0,0,0,0.790670733441925,0,0,0,0,0.791151115723204,0,0.843556645276391,0.841171772980697,0,0,0.845814715761571,0.842714817304828,0,0.842062418307336,0,0,0,0.7928855840816,0,0,0.889176489361914,0.890371153938198,0,0.889806503675239,0,0.79087750630014,0.786917593681098,0.788551765057858,0.889188956359969,0.841744444214155,0,0,0.79208078292518,0,0,0,0,0.849469739533408,0.787176806067508,0.841355025335164,0,0.845814715761571,0.848136079138035,0,0,0,0.845873465310138,0.787207280564179,0.844501104845914,0.89047180001276,0.843962131032789,0.793768318348776,0.848945401444393,0,0.787186925293007,0.842990870356978,0,0,0,0,0.791514774875934,0,0,0.787207280564179,0,0,0.742392489321166,0.849420595114926,0.84489259602493,0,0.847902267632855,0.846074410575869,0.790554523602587,0,0.895892464508905,0,0.792729055094815,0.845367554394974,0.890641586198708,0.890641586198708,0.890641586198708,0.890641586198708,0.890641586198708,0,0,0,0.838224251459666,0.793493941491211,0.793026805082989,0.845501505982619
"TRAF6-mediated induction of TAK1 complex within TLR4 complex",0,0,0.817012241467976,0.884908711888983,0.810541222013175,0.816134130223786,0.806693649696171,0,0.812276677773439,0,0,0.872610597606591,0,0,0,0.818166863621755,0.812224401835018,0,0.737314460133494,0,0.816986350869026,0.810912768118599,0,0,0.814832930612709,0.808967456812105,0.805680158429387,0.814712164759613,0.82150779519328,0,0.810800979360666,0.815235243982598,0,0,0,0.80727552181055,0.814524565274528,0,0.809639615618105,0,0.872624676690217,0.807384914356528,0,0,0.821665902217458,0.811187828600958,0,0,0.812341557711259,0.814669124907091,0.811044412772168,0.880000738568636,0.875454275673621,0.807060175889919,0,0,0.813470595248966,0.808556885039387,0,0.80573204516405,0,0,0.817793071112965,0.816986350869026,0,0,0.805680158429387,0.807329608204847,0,0.809107833873899,0,0.877692084844975,0.814024191064467,0,0.80569737136727,0.743724341488556,0.812944388459446,0.813645364358557,0.811694244248612,0,0,0,0.735206366477777,0,0.872582601154799,0.812853208385432,0.815707750384578,0.810912768118599,0.81868994284474,0,0.818103766186259,0.814952772615913,0.812111297776724,0.872624676690217,0.810216506799827,0.874855095160796,0.810912768118599,0.814024191064467,0,0,0.872596572569503,0.812589300824213,0,0,0.811280570388658,0,0.810912768118599,0.882352899268028,0.877752184991882,0.872624676690217,0.813491232216604,0,0.875780076579225,0.883550515351671,0.812197442748472,0,0,0.813829150747836,0.811027379971938,0.811071241653679,0.814952772615913,0.810477961935368,0.81514712795458,0.81260036282645,0.807702988683543,0.807702988683543,0.807702988683543,0.807702988683543,0.807702988683543,0,0,0.817914018062773,0.872887857958787,0.813645364358557,0.813000398349732,0.879256921740028
"Formation of the ternary complex, and subsequently, the 43S complex",0,0,0.891826072455387,0.891575307935767,0.855812940765825,0,0.850297954756874,0,0.887680342734869,0,0,0.888252589070315,0.890944863827853,0,0,0.859255266320939,0.854131680933376,0,0.892034065539019,0,0.889912576162814,0.853510008777457,0,0,0.854805171424229,0.89068568165823,0.851029920239127,0.857617850278033,0.85853171052322,0,0.888103131361618,0.89365641099703,0,0,0,0.851786071121974,0.9234928091873,0,0.89047464440613,0,0.888259262102703,0.888723279766165,0,0,0.858606648162713,0.85611941147211,0,0,0.854187209047095,0.891046641062061,0.856433772669435,0.891755277974171,0.887094209538071,0.888569364187356,0,0,0.891607696591748,0.852393396041284,0,0.887290413437781,0,0,0,0.889288006568128,0,0,0.851029920239127,0.851811706331658,0,0.851442200336847,0,0.890661050432066,0.853672068357625,0,0.851038078617544,0.892025209192091,0.887996816104305,0.854805171424229,0.855939530400172,0,0,0,0.891164613611473,0,0.888239319653461,0.890632366266094,0,0.891607696591748,0.857196139225646,0,0.892343420032199,0.855424840848583,0.854078073250925,0.888259262102703,0.852615127585229,0.886939446458245,0.853510008777457,0.858146464796266,0,0,0.888245941654246,0.854304631306995,0,0.895293827039937,0,0,0.891607696591748,0.890363935033175,0.890639577540558,0.888259262102703,0,0,0.921140384801816,0.890931566501749,0.921860209140215,0,0,0.854892280256079,0.856043363987307,0.891682807945608,0.855424840848583,0.891401612458691,0.857466373016068,0.853747006167003,0.851988676658254,0.851988676658254,0.851988676658254,0.851988676658254,0.851988676658254,0,0,0,0.921940998230013,0.854805171424229,0.890523891421218,0.888896541354271
"Transport of small molecules",0,0.881680782250635,0.877395910903519,0.882083775525709,0.87689342788148,0.881851615239023,0.88117834863678,0.877558641587456,0.877068947198747,0.877013479629559,0.877309269863492,0.881234660770456,0.87300945142389,0,0.871923557895562,0.877017629202442,0.877065337842904,0,0.872246818990998,0.872199803550134,0.877394123305104,0.881646258133496,0.881822137174906,0.877558641587456,0.877168290735675,0.881511945466043,0.881284976233395,0.877179443610719,0.877670187645247,0.87258320991912,0.877102626501482,0.877178610636822,0.868034612318641,0.877040440833748,0,0.881395126989506,0.877183191865127,0,0.877063476471506,0.872354855225965,0.881235632851002,0.876731198792681,0.872886560449485,0.881980116896813,0.877558641587456,0.876938072384037,0,0.872522067754524,0.876955803464754,0.877234132048693,0.876822486741179,0.881744907918123,0.881431000546657,0.882082182592701,0.8824914114324,0,0.877276782361409,0.876694493369913,0,0.87671652982055,0.877172847603975,0.877013479629559,0,0.877258555430852,0.867499683924174,0,0.881284976233395,0.881398861347018,0,0.881345034305829,0,0.881585508525946,0.876993108026442,0.872057084489649,0.881286164688731,0.881760866669795,0.877115048819102,0.877163447212982,0.877128185713495,0,0,0.876552354147113,0.877410150213065,0.877338427324919,0.881232727774895,0.876942392229906,0.877066257340108,0.877018533256924,0.877511746629323,0.877206310455314,0.877471274469245,0.876970661737288,0.881729009780939,0.881235632851002,0.876643649555022,0.881585059143776,0.877074229237109,0.877122694148084,0.877552782151974,0,0.881233692421515,0.876951456990395,0,0.877316456342255,0.877000171656512,0,0.876974777004346,0.881907311219208,0.881589658098829,0.881235632851002,0.872411223615046,0,0.881453495243801,0.881989999789536,0.877188878431665,0.872340868858539,0.882294092095441,0.877176136616526,0.876926994319935,0.876891942963286,0.881925197436806,0.876850980377377,0.877248941454259,0.877014144644178,0.881424641142725,0.881424641142725,0.881424641142725,0.881424641142725,0.881424641142725,0,0,0.877458173441904,0.881253804018818,0.877163447212982,0.877118915983059,0.881625818030356
"O2/CO2 exchange in erythrocytes",0,0,0,0,0.13190055163889,0.208619167663179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13260226011094,0,0,0,0,0.125619797379829,0,0,0.126910223033908,0.289217275520694,0,0.133866919205309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132485272447161,0,0,0,0.132428138528452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon",0,0,0.815588188623722,0.884013045001216,0.809066810206475,0.814703243715766,0.805189295196335,0,0.810815771682812,0,0,0.871619223963557,0,0,0,0.817278946258656,0.810763088921009,0,0.735270180815619,0,0.815562096538172,0.809441247769189,0,0,0.813391917869897,0.807480797602471,0.804167916707298,0.813797362135006,0.820118727782589,0,0.809855738991281,0.813797362135006,0,0,0,0.805775695573402,0.813081152761696,0,0.809609808732287,0,0.871633412613852,0.805885939437346,0,0,0.820278065232011,0.809718448835515,0,0,0.812332777960555,0.813226837390585,0.810386864757319,0.879066876703116,0.874485032187664,0.805558673781263,0,0,0.812018980498867,0.807067030665741,0,0.805671828665786,0.735350302763669,0,0.816375094864684,0.815562096538172,0,0,0.804167916707298,0.805830202880465,0,0.807622267110862,0,0.876740256504933,0.812576884524391,0,0.804185263600224,0.732427671619313,0.811488678647024,0.812195109701884,0.810228805526271,0,0,0,0.733145681489979,0.817104671996822,0.871591009636935,0.811396788988693,0.814273545690536,0.810892869198506,0.818730567687973,0,0.816688207838533,0.813512692511147,0.810649104660907,0.871633412613852,0.808739567984617,0.874155964517914,0.809441247769189,0.814028505953709,0,0,0.871605089780403,0.811130827638104,0,0,0.809811912361147,0,0.809441247769189,0.881437342458327,0.876800824365013,0.871633412613852,0.812039778068135,0,0.874813368550886,0.882644278665917,0.810735920032648,0.814462077323361,0,0.813831947788453,0.809556751558343,0.809600954581784,0.813512692511147,0.809003057824186,0.813708560367782,0.811141975727388,0.806206489091965,0.806206489091965,0.806206489091965,0.806206489091965,0.806206489091965,0,0,0.816496983051488,0.871898642019614,0.812195109701884,0.812996745848482,0.878317271320788
"ABC transporters in lipid homeostasis",0,0,0,0,0.460822406142716,0.46753768538014,0.454861057034392,0,0,0.461941550212887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475909029838918,0,0.460662291725756,0.456715306410531,0,0,0,0,0,0,0,0,0.554593579167004,0,0,0,0,0,0,0,0,0,0.461598772145913,0,0,0,0,0.54056085955594,0.560676254658717,0.459254663015775,0.455301136800796,0,0,0.46299798330783,0,0,0.456777605647146,0.46753768538014,0.461941550212887,0,0,0,0,0.456715306410531,0,0,0.457759713739192,0,0.557904305999254,0,0,0.456735973598339,0.707701410782475,0,0,0,0,0,0,0,0,0,0,0.465684085218919,0.46299798330783,0.472335862278414,0,0,0,0,0,0,0.458862609905109,0,0.466733798937271,0,0,0,0,0,0,0,0,0,0,0.557976466895427,0,0.465332967848362,0,0,0,0.461469337703308,0,0,0.466499618410895,0.46140612508171,0,0,0,0.465010958462241,0,0,0,0,0,0,0,0,0,0,0,0,0.463820414716933
