"","ITGA4","PAXIP1","AOC3","POU4F2","MOS","MRPS9","LRP2","LRP1","CBX4","OR4A15","APAF1","SYNE1","APC","SRRM1","GABRD","TAF5","SPECC1","ATP6V0C","TAS1R2","NCAM2","DISP1","LRIG1","KIF17","NR1H4","TP53","CAP1","KDM3B","STK4","TRAM1","PAPPA2","CCT4","RPE65","CEP152","HADHB","EP400","SEC23B","GAK","MUC4","CD14","ADAMTS8","CDH6","RAD23A","P2RY6","ZC3H13","NCL","OR5H1","PCDHA2","MBD6","FYN","ARAP2","CENPB","SEMA3G","POLD2","GLI1","WIPF2","PRDM9","ATG3","ADD2","TMOD1","NFASC","PARVB"
"SARS-CoV-2 modulates host translation machinery",0.867827584500989,0.866998611548823,0,0.848716861831509,0.846046854610928,0.888398250322846,0.865806187905638,0.867649424792201,0.868349463624548,0.846129801726377,0.846646646541876,0.868738095048579,0.867761638253774,0.888706889312101,0,0.869919942238322,0.847093581162565,0.868548275816424,0,0.871703308238249,0.848279292932373,0.847326414188667,0.868880400262434,0.846319728946929,0.866313867628797,0,0.848279292932373,0.868836558631751,0.888692099803841,0,0.867286873196611,0,0.867918493604349,0.869266922861758,0.867189934356351,0.870239353301476,0.865723242748494,0,0.866363356997523,0,0,0.866238903204318,0.843482123874241,0.871325178768366,0.868917517787582,0.846129801726377,0,0.868313907203891,0.866802764815012,0.868846296217111,0,0,0.867649603062208,0.867867081488201,0.868574590417707,0.868472543541946,0.845415085789464,0,0,0,0
"Formation of the ternary complex, and subsequently, the 43S complex",0.893313042739019,0.89217109081311,0,0.869977884620139,0.867235335066137,0.914632432190502,0.890935265766882,0.893128398437804,0.89345649249428,0.867321301260593,0.870552076735011,0.894256693719102,0.893244696204229,0.89261361447147,0,0.892828543457382,0.868320159990951,0.894059965515419,0,0.897329833662393,0.869549028867469,0.868561467589043,0.894404178506489,0.867518141383196,0.891744230149431,0,0.869549028867469,0.894358741144043,0.91493697709827,0,0.892752650820805,0,0.893407260718933,0.891306953608674,0.892652183635816,0.895812594225091,0.890849301602009,0,0.893282528518273,0,0,0.892861584892094,0.86457725419082,0.865887371406382,0.894442647021848,0.867321301260593,0,0.893817066439178,0.892250922038012,0.894368833154501,0,0,0.892845776879359,0.893353977323238,0.89408723790601,0.893981476765098,0.866580571352374,0,0,0,0
"Ribosomal scanning and start codon recognition",0.89396585501901,0.892866920089234,0,0.871497155790491,0.868865381673629,0.914482149285172,0.891510605058172,0.893788166214792,0.8942385432357,0.868948109546602,0.894592917971963,0.89487395894178,0.893900083078261,0.893292774010393,0,0.893499606684067,0.869909341559788,0.894684641432178,0,0.89783133459933,0.871091919303984,0.870141559171009,0.895015888020223,0.869137534759172,0.892456139142311,0,0.871091919303984,0.894972162269975,0.91477522207505,0,0.893426572900983,0,0.894056523835088,0.892035334681364,0.893329890285563,0.896371249129305,0.891427879138328,0,0.893936490260062,0,0,0.893531403457562,0.866307429929966,0.895338716008128,0.895052907437821,0.868948109546602,0,0.894450892293324,0.892943744095166,0.894981874117338,0,0,0.893516190928058,0.894005247609376,0.894710886479763,0.894609109330198,0.868235282718078,0,0,0,0
"Translation initiation complex formation",0.89396585501901,0.892866920089234,0,0.871492995688317,0.868865381673629,0.914482149285172,0.891368179189316,0.893788166214792,0.8942385432357,0.868948109546602,0.894592917971963,0.89487395894178,0.893900083078261,0.893292774010393,0,0.893499606684067,0.869909341559788,0.894684641432178,0,0.89783133459933,0.871091919303984,0.870141559171009,0.895015888020223,0.869137534759172,0.892456139142311,0,0.871091919303984,0.894972162269975,0.91477522207505,0,0.893426572900983,0,0.894056523835088,0.892035334681364,0.893329890285563,0.896371249129305,0.891285453269472,0,0.893936490260062,0,0,0.893531403457562,0.866307429929966,0.895338716008128,0.895052907437821,0.868948109546602,0,0.894450892293324,0.892943744095166,0.894981874117338,0,0,0.893516190928058,0.894005247609376,0.894710886479763,0.894609109330198,0.868235282718078,0,0,0,0
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.89396585501901,0.892866920089234,0,0.871492995688317,0.868865381673629,0.914482149285172,0.891368179189316,0.893788166214792,0.8942385432357,0.868948109546602,0.894592917971963,0.89487395894178,0.893900083078261,0.893292774010393,0,0.893499606684067,0.869909341559788,0.894684641432178,0,0.89783133459933,0.871091919303984,0.870141559171009,0.895015888020223,0.869137534759172,0.892456139142311,0,0.871091919303984,0.894972162269975,0.91477522207505,0,0.893426572900983,0,0.894056523835088,0.892035334681364,0.893329890285563,0.896371249129305,0.891285453269472,0,0.893936490260062,0,0,0.893531403457562,0.866307429929966,0.895338716008128,0.895052907437821,0.868948109546602,0,0.894450892293324,0.892943744095166,0.894981874117338,0,0,0.893516190928058,0.894005247609376,0.894710886479763,0.894609109330198,0.868235282718078,0,0,0,0
"Cellular responses to stress",0.920288093949329,0.919959100385965,0.912649547252421,0.916767953613097,0.916256554834741,0.920185660362733,0.920191222153118,0.916639209219299,0.920463982203914,0.916617161190504,0.920495952212769,0.916242051985949,0.920223199730028,0.920113476765754,0.916585853041069,0.92015084537305,0.916825051255633,0.920577556012309,0.916786240597071,0.916999588434841,0.91672762380412,0.916779206744009,0.916359831223035,0.920687593068469,0.920112214251878,0.917043776689102,0.916659153451832,0.916327108911392,0.920238610033593,0.916765973553477,0.916035505653911,0,0.919947390273216,0.91668290310624,0.913545452631525,0.91629621899132,0.920176276001928,0.916613394589405,0.916395528314764,0.916571890234368,0.916634036332745,0.920318364589414,0.91630914711936,0.91605630905956,0.920495952212769,0.916617161190504,0,0.920166218611287,0.920050417280979,0.91627535133453,0.917081087617023,0.916918755369253,0.919914238819887,0.91993812616079,0.91667804303061,0.916558025986018,0.916320862767578,0.916467312748026,0.916703680099293,0.916714983715643,0.91670096988578
"Cellular responses to stimuli",0.920288093949329,0.919959100385965,0.912649547252421,0.916767953613097,0.916256554834741,0.920185660362733,0.920191222153118,0.916639209219299,0.920463982203914,0.916617161190504,0.920495952212769,0.916242051985949,0.920223199730028,0.920113476765754,0.916585853041069,0.92015084537305,0.916825051255633,0.920577556012309,0.916786240597071,0.916999588434841,0.91672762380412,0.916779206744009,0.916359831223035,0.920687593068469,0.920112214251878,0.917043776689102,0.916659153451832,0.916327108911392,0.920238610033593,0.916765973553477,0.916035505653911,0,0.919947390273216,0.91668290310624,0.913545452631525,0.91629621899132,0.920176276001928,0.916613394589405,0.916395528314764,0.916571890234368,0.916634036332745,0.920318364589414,0.91630914711936,0.91605630905956,0.920495952212769,0.916617161190504,0,0.920166218611287,0.920050417280979,0.91627535133453,0.917081087617023,0.916918755369253,0.919914238819887,0.91993812616079,0.91667804303061,0.916558025986018,0.916320862767578,0.916467312748026,0.916703680099293,0.916714983715643,0.91670096988578
"Activation of Matrix Metalloproteinases",0.889810167901571,0.890280123618022,0,0.871060228540243,0,0,0.889914809975858,0.891278410628115,0.890387635437585,0,0.891134651161898,0.869523371572602,0.8900771661672,0,0,0.890111207754252,0,0,0,0,0,0.893028638848809,0,0.892107647944146,0.888752637384657,0,0.872780604112493,0,0,0.892031514234761,0.890155407185939,0,0,0,0.869257675605166,0,0.889511594724511,0,0.890346864924184,0.890423643070812,0.891827323499456,0.890560336113545,0.889838925546299,0,0.891461981983685,0,0,0.870285969978376,0.908270426745566,0,0,0,0.890052352982786,0.889846302697708,0,0.870431102357834,0,0,0.890951079806327,0,0.891038498190439
"Metabolism",0.908520566401645,0.910410344318979,0.910594093887814,0.909074068682698,0.910495645750532,0.91037945992665,0.910481665739569,0.906957578766103,0.908877971752044,0.91056581283887,0.908925436040872,0.908942256875672,0.908334792009015,0.910012923652172,0.908931044390859,0.90885627880381,0.908985386154218,0.910482394397592,0.908935772864976,0.909155146555391,0.909003080568908,0.908970924123114,0.90893392970307,0.906233798898133,0.91113130452937,0.909019047921084,0.909060646327014,0.908916490674627,0.910400557068033,0.907481160018652,0.910306880884661,0.909099756307349,0.910405678569404,0.912165254413355,0.908921406109938,0.908877295462868,0.908781179543589,0.910452712779561,0.910441269536631,0.908809509359297,0.908964359264341,0.910432334284262,0.910375720844168,0.910466478323347,0.910503091876087,0.91056581283887,0,0.908910235645274,0.910389785832315,0.908878344729632,0.909152733988993,0.909092370768833,0.910438604765645,0.909743473558792,0.908956205564106,0.908897525044258,0.908906322011987,0.908971332629994,0.908992107961652,0.908906588508826,0.908998968209722
"SARS-CoV-1-host interactions",0.86266889935972,0.886533975184856,0,0.865966534195611,0.835156353982764,0.886045135327228,0.86169219068562,0.863385950381546,0.862979599918807,0.86437612482288,0.864314070444493,0.864202177714604,0.862593958905706,0.861495406700056,0,0.862229657609561,0.834337564830925,0.863487883557669,0,0.867073221194106,0.835684992199614,0.834602153240769,0.86293460897573,0.865522652100207,0.885135235504455,0.863310217953118,0.866324582250463,0.863815484383759,0.886379062039478,0,0.8626911438725,0,0.863270793338155,0.86325492042672,0.863373564588929,0.8654096019246,0.862298034757425,0,0.863335543060954,0,0.835889941657286,0.86319411539584,0.862298034757425,0.863734549121298,0.888001988611471,0.86437612482288,0,0.863529807460458,0.862002893714431,0.86311210998977,0.867749475019497,0,0.886251056046294,0.86271378322012,0.863517787126871,0.86340621214631,0.832239815883944,0,0,0.835685995677057,0.863788051496285
"SARS-CoV-1 Infection",0.823388705492242,0.844185106947634,0,0.826262316219604,0.798957123014169,0.843759124227063,0.822537586231594,0.824013555001336,0.823659454833519,0.824876408542793,0.824468028720432,0.823936047925448,0.823323401204991,0.822366105579541,0.824287741089263,0.823462662176429,0.825830805977138,0.82410238117008,0,0.827226700631154,0.827004975323865,0.826061372468182,0.823312980392365,0.825875510398308,0.842966223247521,0.823947560575158,0.826574324911451,0.824387857669145,0.844050113202564,0,0.823408089709636,0,0.823913205347209,0.82389937344318,0.824002761827351,0.825776996701819,0.823065528259894,0,0.823969629271413,0,0.799797326573264,0.823846386985398,0.823876551759301,0.824317329411771,0.845464356876923,0.824876408542793,0,0.824138914316646,0.822808337725027,0.823774926188095,0.827815998823274,0,0.843938566772021,0.823073513328742,0.82412843960939,0.824031211421007,0.823282387944932,0,0.777767149076578,0.799875379931132,0.824363952220648
"Biological oxidations",0.933195017033738,0.954546226537885,0.95608348534572,0.946049443086359,0.934427636175975,0.94424336949482,0.944135056960798,0.944844910128459,0.944674609014406,0.923434916155156,0.945024927443089,0.944978033300466,0.944512987212099,0.94422298443349,0,0.944530708330347,0,0.933747209546047,0.92388180070694,0,0,0,0.933931015959914,0.927859679671809,0.943823473790124,0.923437416726666,0.946673659386022,0.922367873837619,0.922597686736884,0,0.944376907600271,0.945852410033107,0.944587690944627,0.945083407655036,0.944839719253896,0,0.933039588011932,0,0.944530372402676,0,0,0.944764512258207,0.943998911614711,0.944991007547267,0.944843830360873,0.923434916155156,0,0.945375021152514,0.944056315350828,0.934464529509095,0,0.924349756314873,0.944500070147615,0.944563205474675,0.923323488617203,0.945450573095906,0.933683481941684,0,0,0,0
"Interaction between L1 and Ankyrins",0.867787948717481,0,0,0.830459298644415,0.87001592450328,0,0,0,0,0.870469418726412,0.870696173661452,0,0.867655473925227,0,0.870113950496398,0.823334635143544,0,0.867176226098219,0.829346346236437,0.873305076408018,0,0,0.86696204005491,0,0.8520558775248,0,0,0.870696173661452,0,0,0.823431685739496,0,0.865988895238371,0,0.824638024076082,0,0.864191522303935,0,0.868966397487103,0,0,0,0.822142680484144,0,0,0.870469418726412,0,0,0.907603199812789,0.870553101642186,0,0,0,0.865885617042966,0.87000729091223,0,0,0.87136598694571,0.870293098129085,0.809987478007587,0.870485046440437
"Transcriptional regulation of pluripotent stem cells",0.807107262319915,0.909323357094243,0,0.815746384193084,0.810543190990818,0.85854355771425,0.858613963934152,0.862858730313369,0.862043070111092,0,0.810757566208503,0.863496326103682,0.861268979626162,0.857304050377239,0,0.858777899431902,0,0.808082078588454,0,0,0,0.814315718277354,0.810672899288955,0.867147694436366,0.857966542878366,0.812213110540883,0.871617557274819,0.810757566208503,0.859213842984318,0,0.852015127823791,0,0.804828579699958,0,0.8628338685277,0,0.858424761908446,0,0.861941417324491,0,0.811935023234768,0.861068361016888,0.803876781464104,0.86098251068455,0.862471515209105,0,0,0.865397706452854,0.858265610404929,0.810247125625685,0,0,0.861207113117017,0.860104198611441,0.808811219941122,0.865759563823968,0,0,0,0,0.808499928602527
"Regulation of gene expression by Hypoxia-inducible Factor",0.754816107501564,0.851150003117971,0,0.770683070652806,0.653683768952242,0.753579045047518,0.753718258799895,0.75927580427626,0.757663004759662,0.765285984122661,0.762959500312392,0.75892278728873,0.756132400769894,0.753385992775125,0,0.756300224750976,0,0.649562191877018,0,0,0,0.660093827477487,0,0.767756344634836,0.843619542791886,0.758975223287282,0.774980843904039,0.762959500312392,0.752824204855555,0.665196962461486,0.754904395673346,0,0.756839866157769,0.761534443027455,0.759226645232097,0,0.753344150887376,0,0.757462007377865,0.65651479473241,0.764760622790549,0.758514413800345,0.753344150887376,0.759045657060228,0.856976528646826,0.765285984122661,0,0.764296104983584,0.750193858697276,0.657618621050133,0.776594574825554,0,0.850027100865479,0.850625010195244,0.759799062543758,0.763397872245726,0.646359164404545,0,0.65703485085928,0,0.760871738187852
"Viral Infection Pathways",0.88080969675247,0.885913538890176,0.875084708106253,0.881316987374605,0.880810676533233,0.885652581885698,0.891670536426166,0.886015354071835,0.880727281289048,0.880817186625282,0.880823333943836,0.880538830403894,0.885702258874109,0.885557059132677,0.880963888396674,0.886002318788602,0.881089197804687,0.88681854319269,0.875734761539885,0.881586271224521,0.881086061970528,0.881045188906266,0.880913134370598,0.886316804727031,0.885597864385365,0.881085859884562,0.88106268758406,0.88089732398364,0.885722651798306,0.875952228171491,0.880245057625103,0,0.880533847417568,0.880870369778061,0.880895265618295,0.880932066147767,0.886444943311307,0.875185395869063,0.885857870075739,0.875320505436598,0.880918557420688,0.885815607017084,0.880584264245061,0.880735781573853,0.886063200544172,0.880817186625282,0.881513574822792,0.880508971685398,0.885521997689966,0.880726547098867,0.881728173757943,0.881138871293577,0.885770832718146,0.885727402352996,0.880863938291914,0.880499392161952,0.881025883781227,0.875260718207906,0.880849477511303,0.875411345779041,0.880982239976169
"Cardiac conduction",0.803985673481901,0.903275074842717,0,-0.0119306752035317,0.805750836906157,-0.0119306752035317,0.903063109256649,0.904116889452899,0.804178977229131,0.805097746444698,-0.0119306752035317,0.803011555807958,0.90260953990222,0.90263048166159,0,-0.0119306752035317,0.805634287168605,0.804805405731468,0.806290270560009,0.806725842077334,0,0.80647288331184,0.804912635646089,-0.0119306752035317,0.917085148480016,0.786983934026537,-0.0119306752035317,0.887504699589486,0.804124886967389,0,0.902852616717299,0,0.918472591022914,0.803059716037194,0.903530146594157,0,0.803754938405179,0,0.903120834791595,0,0,0.804312438995892,0.902475344344318,-0.0119306752035317,0.805191836807491,0.805097746444698,0,-0.0119306752035317,0.803314907436234,0.80450793790518,0,0,0.90335201419644,0.804196210928913,0.804766771581453,-0.0119306752035317,0.788398492378457,0,0.804416429596799,0.919334356579902,0.788668756711445
"Signaling by Retinoic Acid",0.762867057175589,0.840523862698103,0.80806495879026,0,0.766018309461011,0.762507225805223,0.804262683574308,0.806806736723265,0.805144828286414,0.766829256537731,0.807149223568239,0.804834354599292,0.80456558954546,0.802128323922586,0,0.803577536736718,0,0,0,0,0,0,0,0.844544149734133,0.802094432308526,0,0.810911333725314,0,0,0,0.803027765758592,0.84494558448789,0.80378175756139,0.806609927713117,0.804685005504811,0,0,0,0.805679460367815,0,0,0.804415470053085,0.804121106917199,0.806278773615563,0.805221679662571,0.766829256537731,0,0.806257125168071,0.802928916583167,0,0,0,0.803121375465731,0.804745567511129,0,0.806527896882915,0,0,0,0,0.806969832139072
"Degradation of the extracellular matrix",0.862480547213158,0.849094375681532,0,0.850656854516544,0.822269367855081,0.847715151932182,0.862693247682556,0.863609016266511,0.849166578600031,0.822792801727692,0.849384887962993,0.835154530906104,0.849823357490345,0.820624589299785,0,0.848477733363673,0,0.849710964938449,0,0.837032875444244,0.838306014140161,0.850466208913652,0,0.850163010387594,0.862462637997912,0.84999535293165,0.837342027095498,0.835662758153113,0.83535128646798,0.850270576721325,0.848790789237164,0,0.834862052750795,0.82258047094218,0.848876382702405,0,0.848798075344101,0,0.849139197889071,0.84996037621339,0.849754920524925,0.849282561129968,0.848798075344101,0,0.849888089559688,0.822792801727692,0,0.835666677670647,0.875325922531414,0.836065976883484,0,0,0.848941409201389,0.848416751905196,0.848678591503898,0.8357641458505,0,0.822726681453489,0.849359646964615,0.836285514151744,0.849930049412154
"Infectious disease",0.900474983541307,0.904617651576322,0.896029829647282,0.900975302578635,0.90060648463533,0.904455875925565,0.908542054507951,0.904745123819006,0.900479695333226,0.90494936821237,0.900581699594732,0.900378546129563,0.904495484707052,0.904379713099022,0.900717456149959,0.904734730441677,0.900647641753716,0.904728462851368,0.900269819995815,0.901164590809831,0.900811003470021,0.905176876065341,0.900676988617753,0.904985478428108,0.904373121172498,0.904933597759746,0.900782446659668,0.900632539062973,0.904511744526824,0.901126010494874,0.904511744526824,0,0.900302706942924,0.900604310958022,0.90059471645282,0.900692083426213,0.904445974237728,0.895806068359723,0.904635328101284,0.896185993604191,0.904859197287147,0.904595895672724,0.904445974237728,0.900535580525249,0.904783273081439,0.90494936821237,0.901155735728395,0.900349610986113,0.904310170437319,0.90056815848005,0.901326841155711,0.900856974658408,0.90447767743894,0.904515532270178,0.904642732929786,0.900330540853755,0.900528490795156,0.896220729273421,0.900664813629085,0.90051553623071,0.900561717365313
"Extracellular matrix organization",0.887801703636268,0.875127947241354,0.868528268160871,0.875778647704683,0.875734852683677,0.880295554506379,0.881061467454772,0.881029082191698,0.875057923780869,0.875759026279933,0.875216934636063,0.875347867589,0.875063295037067,0.874885835570486,0.869065310774924,0.874745027064346,0.86917040784731,0.875420413487079,0.876032485363886,0.881795161141567,0.869906441690647,0.875095704965598,0.868521704140542,0.87571010609088,0.880224495776867,0.874722798006145,0.86955346596253,0.874392333592877,0.875088218755347,0.875685853657121,0.875088218755347,0,0.874929462306754,0.862551629876697,0.875263229996759,0.868899816399634,0.875945955283194,0.875195658221752,0.875253479128048,0.874345552334768,0.875382125413888,0.874725418136963,0.875945955283194,0.86869515928637,0.875504428854551,0.875759026279933,0,0.875303299499707,0.887876345134098,0.874968780696137,0,0.86920418063741,0.874951119375936,0.87509402476363,0.874674014094873,0.868805030924541,0.875422868225388,0.868695902816154,0.874318970934537,0.875427922804252,0.881056929364616
"Adrenaline,noradrenaline inhibits insulin secretion",0.883067147755956,0.883365447181888,0,0.843660437247724,0.886467682535635,0,0.883286006257212,0,0.880393150078723,0.92807941074374,0.882443074202604,0.881343720089785,0.882446736715936,0.881775822971072,0,0.883012160293842,0,0.88357104846001,0.885647096982857,0.8896006760136,0,0.84434504841928,0,0,0.880170715521565,0.883692940404221,0,0.879923706329543,0,0,0.923675113015939,0,0.882746872693733,0,0,0,0.883127294260766,0,0.884189647542002,0,0,0.837294334672034,0.923013192867668,0.884861497012024,0,0.92807941074374,0,0,0.881790810465198,0.885206794324016,0,0,0.882889065762673,0.883827334716501,0.884686896944181,0,0.839762650622054,0,0,0.882376235216551,0.839498065613261
"Metabolism of RNA",0.906174416443269,0.910887715510308,0,0.906156022975036,0.906639232194278,0.910790309775983,0.910797298862708,0.906414765148848,0.906008844946256,0.906472564716254,0.90627475018999,0.906338556438976,0.910837482696116,0.910436641351246,0.906292625928032,0.91084590813066,0.906620537987428,0.906394922415338,0.90668503418276,0.907009985404205,0.906458665762548,0.906645046974558,0.905755716375198,0.906620004837507,0.911208911644633,0.906639232194278,0.906621405674369,0.906151234998439,0.910856847674049,0.9010119837797,0.906055801379333,0,0.905967520098839,0.905470826472475,0.906191779839283,0.905964083573809,0.91077851715041,0.900322801809916,0.906184203708174,0,0.906550623370176,0.911274217865464,0.906058486597089,0.905749504737184,0.911326199479054,0.906472564716254,0.906761464614576,0.91114798552031,0.905942361080875,0.906220698402376,0.901534363593408,0,0.910831341329651,0.910861358767499,0.906382548958736,0.906059338713793,0.906396829673019,0.901366435689252,0.906315417395974,0,0.906436401562925
"Phase I - Functionalization of compounds",0.908146193990129,0.949318350021346,0.950829750631514,0.932860341209998,0.910488620082931,0.886447848886421,0.929152234030081,0.930527197833121,0.930197329801099,0.889060208426923,0.930712298924681,0.930785053332249,0.929884273329595,0.92932254684652,0,0.929918598591846,0,0.909215773941764,0.889925810090527,0,0,0,0,0.898009737127589,0.928548706989797,0.889061540029139,0.934069429027598,0.886993380201359,0.88743500880708,0,0.929620691297258,0.932478694232049,0.930028972167126,0.930989160223509,0.93051714326838,0,0.907845132744421,0,0.929917947910257,0,0,0.93037146962555,0.928888524672495,0.930810184050173,0.93052510635644,0.889060208426923,0,0.931554006619606,0.92899971394785,0.88909151299015,0,0.89082871381523,0.929859253372065,0.929981544563194,0.888840864777131,0.931700348415551,0.90892734052805,0,0,0,0
"Phase 0 - rapid depolarisation",0.816165682546492,0.76904128613279,0,0.783181796567235,0.77320318580121,0,0.82489368716675,0,0.770633549123826,0.829480862828821,0.779044410355432,0.816731186174277,0.823973683796385,0,0,0.776093665368684,0,0.82769731830628,0.831489107418393,0.833125895227093,0,0,0,0,0.820859248411175,0,0,0,0,0,0.825013728206201,0,0.824066140669964,0,0.777390371066495,0,0.824727918827959,0,0.771520405544501,0,0,0.771253319229557,0.824322379059009,0,0.771623037080903,0.829480862828821,0,0,0.823351086695728,0.772838103793183,0,0,0.770143638097226,0.825326104737186,0.774055820329572,0,0.771940577209697,0,0.771582257286086,0.870888295570197,0.773744734569728
"TNFs bind their physiological receptors",0.208646202488277,0.20891797755586,0,0,0,0.206000094525159,0.286453739810168,0.289052112697996,0,0,0.287216004280001,0,0.285043364369925,0.285701576387345,0,0,0,0,0,0,0,0,0.28871346813228,0,0.283366505072539,0,0,0.211170036272251,0.20651236679006,0,0.286912203412783,0,0,0,0,0,0.208077264326638,0,0.360954155544773,0,0,0.285964055986433,0,0,0,0,0,0.209518697739693,0.361577277671819,0,0,0,0.206315994599267,0.285227185162581,0,0,0,0,0,0,0
"Presynaptic depolarization and calcium channel opening",0.81072523800799,0,0,0,0,0,0.80789002308876,0,0,0.815128524647331,0,0.804774481120329,0.81050769894142,0,0,0,0,0.810824704016519,0.818223801874036,0.820808566572181,0,0,0,0,0.800902693538324,0,0,0,0,0,0.807535669349456,0,0.806195926309843,0,0,0,0.807616409155842,0,0.812660388393839,0,0,0,0.809648682755309,0,0,0.815128524647331,0,0,0.807344631418441,0.815265941759491,0,0,0,0.809675282301787,0.814369656853518,0,0,0,0,0,0
"Recycling of bile acids and salts",0,0.883223401442495,0,0.816693191347062,0,0,0.801703458836646,0.807261642195182,0.805928176541726,0,0,0.808304002831142,0.804662670303418,0.802391935042336,0,0.804801427484516,0,0,0,0,0,0,0,0.67801774610366,0.799263748100758,0,0.821580834041321,0,0,0,0.803597160605991,0,0.805247604007843,0.809129088934395,0.807220997405624,0,0,0,0.807096227271721,0,0,0.806632123127218,0.801394145715644,0.808405591787769,0.808009898843451,0,0,0.811412436199228,0.80108690836381,0,0,0,0.804561529086997,0.805055881637897,0,0.812004011434213,0,0,0,0,0
"G alpha (z) signalling events",0.86732335468317,0.867050073788573,0,0.838804485419931,0.869519298030495,0,0.866993876462945,0.868527085227413,0.86487599306329,0.898681190630185,0.868449067117962,0.868071520030651,0.867234089897913,0.865925557303313,0,0.865437506713202,0,0.868892769063561,0.867649504109909,0,0.840094301293097,0.870976637702072,0,0.870238280857614,0.865274388786799,0.867805592514872,0,0.868449067117962,0,0.838180193960341,0.895565545204554,0,0.867446409169697,0,0.867054119195511,0,0.866881601967378,0,0.867283501230896,0,0.869823527978726,0.866840369573942,0.895097296096626,0.866745746492289,0.869282988442077,0.898681190630185,0,0,0.865936159610516,0.867851281851955,0,0,0.865350428378207,0.866892516801396,0.867984880915962,0,0.867375570800175,0,0,0.866278847847451,0.869140725708727
"Metabolism of Angiotensinogen to Angiotensins",0.740436721207418,0.740831068034991,0,0.695744021747154,0.746098824752255,0,0.739821004005171,0.743591254581426,0.741128329919539,0.746308644297735,0.690507291949337,0.742739910513222,0.683025686009915,0.68037555586082,0.689404154353171,0.686772505442391,0,0.686125366755426,0.748682186905762,0,0,0,0,0.74678907623168,0.678705556918896,0.746098824752255,0,0,0,0.747263846830094,0.740486236724482,0,0.740666681063692,0.689708063163815,0.688413758402378,0.688872757409357,0.739611189413339,0,0.741015602596193,0,0,0,0.738706144950781,0.742808820766367,0.744098815213622,0.746308644297735,0,0,0.790572867895066,0.743918656115098,0,0,0,0.740536631130261,0,0,0,0,0,0,0
"Synthesis, secretion, and deacylation of Ghrelin",0.589876172832649,0.588966273218743,0,0.601460833128098,0.596069004007559,0.585724466585431,0.589074620314791,0.593982805162196,0,0.597520355455029,0.510927959852447,0,0.657123766865997,0,0.514794378930997,0,0,0.592516029831614,0.600610278956867,0,0,0.600282628807851,0.509627526503396,0.598145791003862,0.583468193723977,0.596069004007559,0,0.588964229653163,0.658583594242078,0.668585021992486,0.588762428766607,0,0.506459941483841,0.588909788800937,0,0,0.588801479636321,0,0.591807976099005,0.593603105940176,0.595958578518718,0.588149634245649,0.657444440791545,0.511558391974473,0.594643557373143,0.597520355455029,0,0.592370916393504,0.586501413485928,0.593230818467034,0,0,0.588391492394919,0.586757725397976,0.509798690613606,0,0.52264047245964,0,0.593982805162196,0.510473781052923,0.594297461500597
"L1CAM interactions",0.853415742036379,0.832576913964096,0.809101918789399,0.835342757603474,0.833849546195361,0.83034551870099,0.853170570820609,0.833055449950995,0.832695280086353,0.834137481991089,0.833257554515913,0.833336992177589,0.832353466100087,0.852735991414103,0.833586161458345,0.832390944497078,0.833930665474217,0.831938520741319,0.835082598230765,0.857319524963662,0.813647538399292,0.856959147097976,0.831831126534481,0.83458894360598,0.85189106626406,0.833537010619114,0,0.833517713888622,0.830641495572631,0.834361286323255,0.831819069027746,0,0.831686531636888,0.832757547414355,0.832684093903521,0.83402419372956,0.853087025162995,0,0.833010771281965,0.809451093100881,0.832905966605719,0.831622458801769,0.832091172906885,0.833806354558957,0.833878091754306,0.834137481991089,0,0.832378471182198,0.873379355189583,0.832240701080888,0,0.834585352965561,0.832326147797487,0.832459672714969,0.832707756279139,0,0.833235827933228,0.834213940277774,0.832301635953501,0.803368824412702,0.832634770279614
