"","STAT5B","STAT5A","HSPG2","NCOR2","MTOR","KRAS","PTK2","ITGA2B","RAF1","ITGB4","NCOA3","AKT3","ITPR3","TGFBR2","STAT2","TP53","LAMA5","GNAS","FLT4","GNAO1","GNA15","PIP5K1C","GRM5","GRM1","NMUR2","ANXA1","DNAJC6","TACR3","NTSR2","CHRM3","ADRA1D","AVPR1A","ITSN2","PTPRJ","ATM","PROS1","IRS1","PIKFYVE","EXOC4","ERBB3","TSC2","DOCK4","EFNA1","TCF7L2","NCAM1","HIST3H3","SCARB2","CACNB2","PPP3CA","SH3BP2","ERBB4","MTMR4","OR4A47","OR2C1","OR1M1","OR2M5","OR5L2","OR1J2","OR7A17","OR5K3","OR4N2","OR2A14","OR10K1","EPHA5","CHEK2","APC","NAPA","AP1M2","HSP90AB1","DGKZ","GSN","GABBR1","TAS2R43","CACNA1B","RYR2","NPHS1","SMARCB1","EGR1","TFF3","RIPK1","CGA","NFATC3","MYO5A","DAB2IP","ARAP2","ARAP1","RGS14","ATP1A3","CAD","CEP89","PCM1","ARHGEF12","GRIA4","ITCH","GIPR","ARNTL","NPPA","ENTPD8","NT5E","NRP1","APBA1","TNRC6B","EPHA8","STK3","APAF1","BMPR1B","IRAK2","MTA2","CHD4","TRIB3","CHD3","UBA3","TAS1R1","GUCY2F","DSCAM","NCKIPSD","ULK1","MADD","PKD1L1","BRD1","IHH","OBSCN","SHH","ENTPD2","PTPRR","DUSP4","KHSRP","CALCOCO1","MYT1","RGS2","NFASC","SERPINC1","LPIN2","PDE4DIP","SYNE1","PHC2","PHKA1","GRIN3B","MYO10","PHKG2","SH2B3","MCF2L","SPCS2","DDX54","CTSH","SCN4A","GRIK4","ALS2","ARAP3","SERPINB3","ZMIZ1","TUBB2A","CORO1C","WNT2","KDM4C","DOCK6","MAP4K2","AMPD2","EFCAB6","KIF26B","KIF21A","ASH1L","TAF6L","DIRAS1","DAAM2","DYSF","TBL2","CFP","SND1","BBS9","FGF14","PDGFD","ARHGEF10","RHPN1","DIAPH2","RELT","NEFH","TRPV4","GFPT1","PFKP","TAOK3","PRSS54","CCT8L2","KIF13A","NEDD4","FGF8","COL1A1","LRP1","PIAS4"
"Prostacyclin signalling through prostacyclin receptor",0.80974001324712,0.809129846622526,0.803595434597023,0.808848765186597,0.809708356438634,0.807889647439187,0.807004140200249,0.808948350926048,0.807806592673594,0.809129846622526,0.80868109764693,0.872052548053114,0.874202197530027,0.810860140172186,0.810291169036082,0.798856591689392,0.811089179282151,0.877201058590681,0.810483540082509,0.872052548053114,0.871359277425566,0.810045322848671,0.871431913190213,0.871341350423037,0.86960757080553,0.869531412590355,0.808454803282268,0.872096644223039,0.872074526318611,0.872052548053114,0.872009003283091,0.871987433286713,0.80943590367462,0.814669661751344,0.801415922617588,0.804234299767199,0.809902858221604,0.80632136884827,0.810621410810634,0.814144748717202,0.805809744231717,0.817156409550984,0.810904712716758,0.81040527313626,0.809378191480456,0.802391584776542,0.809554325808845,0.873337758017965,0.804197508195709,0.816090095158575,0.811829417967421,0.808125074981498,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.812630248328819,0.805809744231717,0.809293401878336,0.736120800357434,0.811042101024253,0.81040527313626,0.806391308993373,0.807781422493104,0.870952343200874,0.871149949249375,0.874502457487603,0.804540417557788,0.808376676867352,0.810400205444299,0.805636643942138,0.733397514696679,0.809836784191572,0.872727591393371,0.806055625973447,0.811284420232042,0.813724126153196,0.813694291552191,0.81359092995302,0.81083321668946,0.807374001413231,0.802257751865147,0.803991336204099,0.803582517068927,0.875254062448687,0.80625288991656,0.799839407243241,0.873062872682564,0.807204225935084,0.809280057611231,0.807474502505991,0.809237170730825,0.811773712347475,0.806632006925603,0.80541906616864,0.812207793655438,0.804677422663192,0.807891914251264,0.729865741531968,0.742330788067958,0.810109143405474,0.810038981881622,0.808376676867352,0.805990334975421,0.805620154028669,0.883037503891664,0.810192813221126,0.81457820149687,0.812865319358391,0.800464474755768,0.808510380882262,0.806610574593115,0.808125074981498,0.810729866771638,0.814144748717202,0.81044417991583,0.805145620403112,0.810557269403343,0.810070421422871,0.809110282133084,0.819136191060807,0.812800980895643,0.811854291160572,0.807471117320503,0.809110282133084,0.806016035402958,0.813791343129021,0.80625288991656,0.804463866346805,0.808206901389205,0.808340605404115,0.813299400666354,0.804670690958336,0.734101642087041,0.814815733164112,0.803487541060893,0.811773712347475,0.815479272926465,0.808006364244837,0.811854291160572,0.820227798071722,0.814530054617966,0.810794345010956,0.821319405082638,0.806185810881105,0.73288975994959,0.806687061971692,0.814815733164112,0.821319405082638,0.816852890425164,0.810858461150978,0.820227798071723,0.72838483912018,0.728340850850214,0.807870368508196,0.807216261186909,0.817115349666973,0.813420085385115,0.812800980895643,0.812081472645348,0.806765387955049,0.809798123075513,0.814669661751344,0.744000302275385,0.742522178457811,0.817115349666973,0.812800980895643,0.812289982936095,0.815776736927206,0.812800980895643,0.812289982936095,0.80975017180223,0.808248385375955,0.73634535357934,0.815299731346934,0.81083321668946,0.81083321668946,0.735599045101164,0.744161343270392,0,0,0
"Inwardly rectifying K+ channels",0.868998526757967,0.868619436412097,0.865180962257059,0.868444803361929,0.868978858703382,0.867848913216614,0.8672987565349,0.868506674973535,0.867797312131689,0.868619436412097,0.868340633217182,0.907712673713063,0.90904822916768,0.869694450275127,0.869340954269148,0.862236767139747,0.869836749955108,0.90797273998639,0.86946047245252,0.907712673713063,0.907281951691593,0.869188212522125,0.907327079556725,0.907270813826435,0.906193634104748,0.906146317776768,0.868200038819668,0.90774007021696,0.907726328586885,0.907712673713063,0.907685619788343,0.907672218567991,0.868809586559709,0.872061267460519,0.863826853531986,0.865577882718723,0.869099700691794,0.866874557607036,0.869546130139952,0.871735144307196,0.866556690413016,0.873606258689896,0.869722142745769,0.869411845991275,0.868773730557816,0.864433022552679,0.868883161032668,0.908511161651362,0.865555024487875,0.872943768354419,0.870296652755284,0.867995181964928,0.912758876968702,0.912758876968702,0.912758876968702,0.912758876968702,0.912758876968702,0.912758876968702,0.912758876968702,0.912758876968702,0.912758876968702,0.912758876968702,0.912758876968702,0.870794200550343,0.866556690413016,0.868721051636521,0.816765521705343,0.869807500710147,0.869411845991275,0.866918010711039,0.8677816741534,0.909762988636815,0.907151898215192,0.909234777639164,0.868935308347132,0.868151499669118,0.870086901868836,0.866449144955756,0.821544356544557,0.869058649565941,0.908132071305492,0.866709454249578,0.869958051180443,0.871473815767021,0.871455279831493,0.871391062316474,0.869472190062688,0.867528547561649,0.864349873519899,0.865054219343915,0.864800224154562,0.909701742191419,0.86683201234012,0.86284738049226,0.908340378175715,0.867528547561649,0.868507228053256,0.867590987872999,0.868686115793918,0.870262043417637,0.866862020974021,0.866313966088076,0.870531733739163,0.865958670272926,0.867850321564007,0.819350101636834,0.819945519809958,0.869227863587877,0.8691842729435,0.868151499669118,0.866668889613581,0.867117104322744,0.914537515551915,0.869279846797178,0.872682648513723,0.870940247800902,0.862863016035847,0.868029035694592,0.867054238208075,0.867995181964928,0.869613512730397,0.871735144307196,0.869436018379487,0.866249556788196,0.869506279733039,0.86920380601215,0.8686072811929,0.875514481279754,0.87090027496543,0.870312106218347,0.869776398678479,0.868712760978481,0.866790336814573,0.87114286442044,0.866626479414895,0.865720510110251,0.867673307310455,0.867756376261154,0.871209938122428,0.865476295574196,0.821981823762837,0.872152020150285,0.865219408881074,0.870940247800902,0.872564270686238,0.867921428186197,0.870312106218347,0.875514481279754,0.871974530962085,0.869448039482413,0.876192685663019,0.866790336814573,0.821225702706905,0.867101759041943,0.872152020150285,0.876192685663019,0.873417685330181,0.869693407116252,0.875514481279754,0.818430031962657,0.818402702495912,0.86783693541199,0.867430545156168,0.873580748599696,0.871284918316252,0.870694742040205,0.870453251774605,0.86694488925712,0.86903462980598,0.872061267460519,0,0,0.873580748599696,0.87090027496543,0.870582797107062,0.872749082058049,0.87090027496543,0.870582797107062,0.869004838165401,0.868071793464475,0.823375818995228,0.87245272332075,0.869677722987913,0.869677722987913,0,0,0,0,0
"G-protein activation",0.85136415321997,0.85082961676284,0.845832463434381,0.850583375377503,0.85133642027364,0.849743140297435,0.848967391701583,0.850670617462208,0.848980018667578,0.85082961676284,0.850436490233319,0.905953047871703,0.907836248245412,0.852345440386338,0.851846993235931,0.841829732020207,0.852546090093238,0.906319754399258,0.852015519886631,0.905953047871703,0.90928282177161,0.85163161968923,0.905409340714651,0.905330003204596,0.903811125611442,0.903744407208829,0.850238245060479,0.905991678320329,0.905972301930675,0.905953047871703,0.905914900476949,0.905896004082129,0.851097738036131,0.855682771676193,0.843519861365277,0.846116866458649,0.851506813556038,0.851006094884814,0.852136301534763,0.855222921624973,0.847921041141432,0.857861287027599,0.852384488162962,0.85194695413021,0.851047179269791,0.844374590176689,0.851201481744035,0.907078956031194,0.849145486810073,0.856927142329201,0.853194576176064,0.852586231600421,0.913068448302271,0.913068448302271,0.913068448302271,0.913068448302271,0.913068448302271,0.913068448302271,0.913068448302271,0.913068448302271,0.913068448302271,0.913068448302271,0.913068448302271,0.853896143595339,0.847921041141432,0.850972899340847,0.78523383925417,0.852504847186513,0.85194695413021,0.851067365947288,0.84909635738156,0.904989213436766,0.905162326210909,0.908099290974187,0.846957779342219,0.853254307177055,0.850262126850482,0.850406241646897,0.79292853906434,0.851448929403582,0.906544419574065,0.848136445835494,0.852717130922799,0.853621707259807,0.854828298636156,0.854737748709632,0.851897847473246,0.849291408608519,0.844809318312211,0.845924784180827,0.845566638187071,0.908757734482673,0.84830925890822,0.842690727563048,0.906838142739579,0.848617133328202,0.850057412658505,0.849379452588469,0.850923638045392,0.85314577526902,0.84773758791762,0.847578787633459,0.853526052188656,0.846929070857947,0.849745126138101,0.851453754635261,0.790087733373132,0.851687529686517,0.851626064685196,0.850169802416528,0.848079247658207,0.846074562920205,0.915576418175793,0.851760828626552,0.85560264792241,0.854102077565268,0.843387049746339,0.849862927218964,0.848622608560706,0.849949386590341,0.852231314376851,0.855222921624973,0.851981038413537,0.847487967280636,0.852080110456414,0.851653607294568,0.850812477292325,0.857915286844429,0.85404571385649,0.914204704182197,0.849376486996802,0.85040923664156,0.848250494320787,0.855062052471394,0.847885252311538,0.846741984851999,0.850169802416528,0.850286933815646,0.854482354484904,0.847071905351706,0.789593181718783,0.855810737533913,0.84588667510823,0.851465387540716,0.856392031527122,0.84984539005228,0.85321636633634,0.86055197686898,0.855560468850279,0.851863793940207,0.861508279165228,0.848250494320787,0.788518627823838,0.84868961532691,0.855810737533913,0.861508279165228,0.857595389104561,0.852343969479848,0.860551976868981,0.784584976614075,0.784546440691206,0.849726250990393,0.849153220286958,0.857825316517177,0.854588080329936,0.853141917419032,0.853415388670735,0.848334226206106,0.851415060333766,0.855682771676193,0,0,0.857825316517177,0.85404571385649,0.853598054106043,0.856100652403573,0.85404571385649,0.853598054106043,0.851373052621934,0.850057412658506,0.794924627779351,0.855682771676192,0.852321854069929,0.852321854069929,0,0,0.787848382866487,0.789924276749538,0.788822104749331
"Thromboxane signalling through TP receptor",0.824302038007648,0.823767501550519,0.818919080025699,0.823521260165182,0.823318002765071,0.822681025085114,0.821905276489261,0.823608502249887,0.821917903455256,0.823767501550519,0.823374375020998,0.878890932659382,0.88077413303309,0.825283325174017,0.82478487802361,0.814767616807885,0.825483974880916,0.879257639186937,0.824953404674309,0.878890932659382,0.882522797724704,0.823336776499051,0.878347225502329,0.878267887992275,0.876749010399121,0.876682291996508,0.823176129848157,0.878929563108008,0.878910186718354,0.878890932659382,0.878852785264627,0.878833888869807,0.824035622823809,0.828620656463871,0.816457746152955,0.81947875784301,0.824444698343716,0.823943979672493,0.823841458344584,0.828160806412652,0.82085892592911,0.82984286951903,0.825322372950641,0.824884838917888,0.823985064057469,0.817312474964368,0.824139366531713,0.880016840818873,0.822083371597752,0.829865027116879,0.826132460963743,0.825524116388099,0.886006333089949,0.886006333089949,0.886006333089949,0.886006333089949,0.886006333089949,0.886006333089949,0.886006333089949,0.886006333089949,0.886006333089949,0.886006333089949,0.886006333089949,0.826834028383017,0.82085892592911,0.822954481832278,0.750680122196187,0.825442731974192,0.824884838917888,0.824005250734967,0.821911939343325,0.877927098224444,0.878100210998587,0.881037175761865,0.819895664129897,0.826192191964733,0.82320001163816,0.823344126434575,0.768498132203199,0.82438681419126,0.879482304361743,0.821074330623172,0.825655015710478,0.826559592047486,0.826809881127587,0.826719331201063,0.825259738857607,0.822229293396198,0.81774720309989,0.818862668968505,0.81850452297475,0.881695619270352,0.821247143695899,0.815628612350727,0.879776027527257,0.821555018115881,0.823224818603325,0.822317337376147,0.82386152283307,0.824850932078841,0.82090499386244,0.820516672421137,0.825231208998476,0.820015687449264,0.82268301092578,0.824391639422939,0.763198730934953,0.824625414474195,0.824563949472875,0.823107687204207,0.821017132445885,0.819012447707884,0.888514302963472,0.82469871341423,0.827307804732231,0.827039962352947,0.816324934534018,0.823224818603325,0.821560493348385,0.822887271378019,0.82516919916453,0.827204504116404,0.824918923201216,0.820425852068314,0.825017995244092,0.824591492082247,0.823750362080003,0.830471483862403,0.826983598644169,0.887142588969875,0.822314371784481,0.823224818603325,0.821188379108465,0.827999937259073,0.821247143695899,0.819679869639677,0.823107687204207,0.823224818603325,0.826463936976334,0.820009790139385,0.758035370493881,0.827792320025344,0.818973291699547,0.824403272328395,0.829329916314801,0.822783274839959,0.826154251124018,0.8322571336788,0.827542051341709,0.825225685324567,0.834446163952906,0.821188379108465,0.767472304358736,0.821627500114589,0.828748622321591,0.833489861656658,0.829576971595992,0.825281854267527,0.833489861656659,0.763150475586015,0.763111939663145,0.822664135778072,0.822091105074636,0.830763201304856,0.827377233313976,0.826309323363852,0.826353273458414,0.821696117590467,0.824352945121445,0.828620656463871,0.767706269862991,0.766411359527359,0.830614469501217,0.82683486684053,0.826387207090083,0.82879910296622,0.826983598644169,0.826535938893722,0.824310937409612,0.822995297446184,0.768035625341172,0.828381222238839,0.825259738857607,0.825259738857607,0.760346348713041,0.767847349822881,0.763417976005345,0,0
"Cytosolic sulfonation of small molecules",0.621735476394388,0.621083877432758,0,0.620783709635303,0.690347223118736,0,0.687195603394092,0,0,0,0.620604656913731,0,0.691040389113901,0,0.622324057488974,0.616541463967752,0.69182180841194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61927458195235,0,0,0,0,0,0.623966758623365,0,0,0.622445909635907,0,0,0,0,0.690890599549668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694399097442396,0.694717873511606,0,0,0,0,0,0.623606228577429,0,0,0,0,0,0,0,0,0,0,0,0.62270270547561,0,0,0,0,0,0,0.625637234054358,0,0,0.691009773085553,0,0,0.623549552224373,0,0,0.69483586802652,0,0,0,0,0.626707994496544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632935416584583,0,0,0,0,0.694179645326902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692750136343454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Receptor-type tyrosine-protein phosphatases",0.649654320261791,0.64866691168904,0,0.543101323564993,0.649603091297726,0.646659946286166,0.645226964861553,0.648373204364849,0.644359317858106,0.64866691168904,0,0.647574515687221,0.651053208615286,0.65146697746689,0.545435508800542,0.637850780342745,0,0.545991276267904,0.650857540401573,0.647574515687221,0.646452623185589,0.6519148952965,0.539293217472274,0.539146663319561,0.536340956175666,0.536217712341084,0.643530886427075,0.540368925473877,0.540333132941865,0.540297566382025,0.540227099598878,0.540192193724843,0.645118562479961,0.552521050795992,0.645925173329715,0,0.752835566794503,0.653863463406745,0.648803526454039,0.656782329871884,0.547924796350219,0.661655981765704,0.651539107457035,0.545620158963564,0.542316126329284,0.542393323776939,0.645310200347101,0.645721591530372,0.650426503515559,0.659930407258882,0.653035521477355,0.656782329871884,0.553441304830535,0.553441304830535,0.553441304830535,0.553441304830535,0.553441304830535,0.553441304830535,0.553441304830535,0.553441304830535,0.553441304830535,0.553441304830535,0.553441304830535,0.654331473652207,0.546175153744862,0.644998857974568,0.643087833690449,0.64771780827387,0,0.653976644783882,0,0,0,0,0.647323432431665,0.657189487276107,0,0.652755400108885,0.659578792563222,0.547550292344674,0,0,0.648109943886453,0,0,0,0,0.550456172024927,0,0.646434875742529,0.645773299867181,0,0,0,0,0,0,0,0,0,0.759700050807892,0,0,0.649711366565881,0,0,0.656071428894618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555607529008596,0.554819682131746,0,0,0.559238438784681,0,0,0,0,0,0,0,0,0,0,0,0.76363597507174,0.657868157526753,0,0,0.552189265698151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553005320316164,0.550613330865687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553265926604061,0,0,0
"Transcriptional regulation of testis differentiation",0.639814075972912,0.639036415910312,0.639654884106903,0.638678176376633,0.628170241497465,0.718511383649605,0.636327193670372,0.638805098842161,0.638741180862936,0.639036415910312,0.638464483355517,0.638176070186564,0.640915807955568,0.635318519607504,0.640516526464418,0.627934883209303,0.55636989541907,0.638709566110688,0.721817311299657,0.638176070186564,0.637292493704522,0.641594452375869,0.637385068307926,0.637269645660485,0.635059935867224,0.634962871885038,0.638176070186564,0.638232270950228,0.638204081583179,0.638176070186564,0.638120572184516,0.6380930811287,0.639426486977291,0.646096934801753,0.635485828481313,0,0.640021622613366,0.643129099370446,0.561567897997082,0.645427930817369,0.642477031533073,0.649266305874492,0.641298490599936,0.640661952644925,0.639352932530494,0.636729314219515,0.639577416511295,0.639814075972912,0.634499066485003,0.647907283463681,0.642477031533073,0.645427930817369,0.64852777336875,0.64852777336875,0.64852777336875,0.64852777336875,0.64852777336875,0.64852777336875,0.64852777336875,0.64852777336875,0.64852777336875,0.64852777336875,0.64852777336875,0.643497693371782,0.641099053646758,0.637853609842456,0,0,0.560123856288963,0.643218238394817,0.644989944200492,0,0,0.636049051033021,0.641075648669312,0.645748598534051,0.639618886014401,0.642256414448158,0.647630359894467,0.639937410969759,0.553872717275718,0.642790408900761,0,0.646283103463587,0.644853821167608,0.644722086352162,0,0.644470684231643,0,0.640375842054739,0.639854800258227,0,0.643041822669012,0.634867810626743,0.554300034762175,0,0.642791869739811,0,0,0.643797292438995,0,0,0.644350530986497,0.636853856645007,0,0.724184706455909,0.644350530986497,0.55512083535828,0.555031414185716,0.645748598534051,0.55512083535828,0.634563297171534,0,0,0,0,0.635880841534975,0.645919004892599,0.638248253804867,0,0.639684390704311,0,0.639320281542621,0,0.64852777336875,0.647907283463681,0.64668358169091,0.653180804132896,0.651387393592521,0,0,0,0,0.652865994238649,0,0,0.645748598534051,0.645919004892599,0,0.641241682694678,0.64852777336875,0,0.638342494950785,0,0,0,0,0,0,0,0,0,0,0.46809752005535,0.566913580393498,0,0,0,0,0,0,0,0,0.656886075679611,0,0,0,0,0,0.470599277982921,0.646478334230281,0.644594458885132,0,0,0,0,0,0,0,0,0,0,0,0,0.635770894792119,0.64668358169091,0.640239592559237,0.644350530986497,0.640264935109072
"Scavenging by Class A Receptors",0,0,0.410840563911422,0.358089226144556,0,0.144883174578534,0.356620310822149,0.145726243378559,0.145686306845291,0.150325276114938,0.412901955189874,0.352476224165644,0.147045033580449,0.359690928147568,0,0.143111085103806,0.35987331701281,0.145666553661286,0,0,0,0.148096589466122,0,0,0,0,0.461035862903663,0,0,0,0,0,0.410303585436816,0,0,0.040853082523603,0,0.148427918134899,0.147927808246329,0,0.152475003968456,0,0,0.151340926213193,0.35851081991071,0,0.409770354883484,0.146356661443044,0.146736641328884,0,0,0.149864248877368,0.151801058624479,0.151801058624479,0.151801058624479,0.151801058624479,0.151801058624479,0.151801058624479,0.151801058624479,0.151801058624479,0.151801058624479,0.151801058624479,0.151801058624479,0,0,0,0.145742733606321,0.199534624406466,0.404521168726673,0.361553430775215,0.362032875939705,0,0,0,0,0,0,0,0,0,0,0,0.14758650658825,0,0,0,0,0,0.151532415606192,0,0,0,0,0.144654087359249,0,0,0.363226271943774,0,0,0,0.149864248877368,0.152163898460708,0,0,0,0,0,0,0,0,0,0.145333095187646,0,0,0,0,0,0,0,0,0.359587188582299,0,0.359359689874967,0,0,0,0,0,0,0,0,0.363226271943774,0.361389788122605,0,0,0.148336645540639,0,0,0,0,0,0,0.147694372244072,0,0,0,0,0,0,0,0,0,0,0.361161412661241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145218342538333,0,0.415225716212408,0.413774446679543,0
"G beta:gamma signalling through PLC beta",0.80974001324712,0.809129846622526,0.803595434597023,0.808848765186597,0.809708356438634,0.807889647439187,0.807004140200249,0.808948350926048,0.807806592673594,0.809129846622526,0.80868109764693,0.872052548053114,0.874202197530027,0.810860140172186,0.810291169036082,0.798856591689392,0.811089179282151,0.872471138929658,0.810483540082509,0.872052548053114,0.871359277425566,0.809257283897767,0.871431913190213,0.871341350423037,0.86960757080553,0.869531412590355,0.808454803282268,0.872096644223039,0.872074526318611,0.872052548053114,0.872009003283091,0.871987433286713,0.80943590367462,0.814669661751344,0.801415922617588,0.804234299767199,0.809902858221604,0.805837370665447,0.809833371859729,0.814144748717202,0.805809744231717,0.817156409550984,0.810904712716758,0.81040527313626,0.809378191480456,0.802391584776542,0.809554325808845,0.873337758017965,0.804197508195709,0.816090095158575,0.811829417967421,0.807641076798675,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.880174687909892,0.812630248328819,0.805809744231717,0.809293401878336,0.733139121329561,0.811042101024253,0.81040527313626,0.802846474824555,0.807297424310281,0.870952343200874,0.871149949249375,0.874502457487603,0.804710193035934,0.807892678684529,0.811491812455215,0.805636643942138,0.7408309171115,0.809836784191572,0.872727591393371,0.806055625973447,0.811284420232042,0.813724126153196,0.813694291552191,0.81359092995302,0.810349218506637,0.807374001413231,0.802257751865147,0.804161111682246,0.803752292547074,0.875254062448687,0.80625288991656,0.799839407243241,0.873062872682564,0.806890003230408,0.808796059428408,0.807474502505991,0.809237170730825,0.810985673396571,0.80614800874278,0.80541906616864,0.811419754704534,0.804847198141338,0.807891914251264,0.729869940263134,0.73825750202917,0.810109143405474,0.810038981881622,0.808376676867352,0.805990334975421,0.806711761039585,0.883037503891664,0.810192813221126,0.815669808507786,0.812865319358391,0.800634250233915,0.808510380882262,0.806610574593115,0.808125074981498,0.810729866771638,0.814144748717202,0.81044417991583,0.805315395881258,0.810557269403343,0.810070421422871,0.809110282133084,0.820227798071723,0.812800980895643,0.811854291160572,0.807471117320503,0.808796059428408,0.805701812698282,0.813961118607168,0.80625288991656,0.804463866346805,0.808376676867352,0.808510380882262,0.813299400666354,0.804840466436483,0.741535044501862,0.814815733164112,0.803657316539039,0.812865319358391,0.815479272926465,0.808006364244837,0.811370292977749,0.819439759120818,0.814530054617966,0.810794345010956,0.821319405082638,0.806185810881105,0.732868339589474,0.806687061971692,0.814815733164112,0.821319405082638,0.816852890425164,0.810858461150978,0.820227798071723,0.728389037851347,0.728345049581381,0.807870368508196,0.807216261186909,0.81663135148415,0.813420085385115,0.812316982712819,0.812081472645348,0.806765387955049,0.809798123075513,0.814669661751344,0.739927016236597,0.738448892419023,0.817115349666973,0.812800980895643,0.812289982936095,0.815292738744383,0.812800980895643,0.811805984753272,0.80975017180223,0.808248385375955,0.736349552310507,0.815299731346934,0.81083321668946,0.81083321668946,0.731525759062376,0.740088057231604,0.735031982879213,0.73825750202917,0
"Post-translational modification: synthesis of GPI-anchored proteins",0.83127352005545,0.831017496052676,0.77326861976201,0.830899555163365,0.774766727648837,0.830497112363438,0.830125556302092,0.857626755350921,0.83092029772371,0.831017496052676,0.830829202389368,0.774240740674383,0.775142726855629,0.773332996339072,0.804382594367938,0.82923270671744,0.831839625894041,0.772957398819949,0.775091992275565,0.774240740674383,0.773949846492505,0.775366152577614,0.773980324231633,0.773942324378446,0.773214835886432,0.773182880138105,0.830734249983401,0.77425924328904,0.774249962685683,0.774240740674383,0.774222469425397,0.77421341872254,0.831145916632229,0.775389494530164,0.80262272731363,0.773536685584538,0.774848339987198,0.773258067260875,0.805409393113989,0.775169242666668,0.774197737142747,0.776432926110804,0.775268714992496,0.773600170436363,0.774695763764104,0.803032112096774,0.83119560618849,0,0,0.77744448520863,0.775656718416674,0.774014896699662,0,0,0,0,0,0,0,0,0,0,0,0.774533763051743,0.773744074377798,0,0.830161336482999,0.83181987200462,0.774799915844605,0,0.776484028433834,0.772320116893658,0.772403031772103,0,0.804713242904709,0,0.774056078928237,0.774125104803918,0.775894334175495,0,0,0.774300908350724,0.775428039075506,0,0.832932722835382,0.832889352632414,0.776305570437159,0.77485409455208,0,0,0,0,0,0.77169260245971,0,0.77485409455208,0,0.829992260177716,0.774636591899665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831132854831736,0,0.776091379392718,0.805014852298814,0,0,0,0,0,0,0,0.776189783821014,0.775985503934703,0,0,0.777131238129026,0.807710884080674,0.858942854449802,0.775653869757171,0,0,0.804652303628125,0.803901634946941,0,0,0,0,0,0,0.829507850753523,0.829052615570453,0,0,0,0,0,0.777391012431883,0.80797306417622,0,0,0,0,0,0,0,0,0.83174352180155,0.831725064461377,0,0,0,0,0,0.807097958668203,0,0,0,0.775515060202164,0.801580258405795,0,0,0,0,0,0,0,0,0,0,0,0,0.771989919030255,0.775582632498796,0.831413610134544,0.801499951598232,0.804757799449521
