"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","SF3B5","STX11","COL12A1","UTRN","GRIK2","MYB","HACE1","SYNE1","LIN28B","PREP","COX7A2","PRDM1","EPM2A","ATG5","PACRG","FBXO30","QRSL1","BEND3","PDSS2","SEC63","MYO6","AHI1","OSTM1","NR2E1","SNX3","FOXO3","HTR1B","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Peptide hormone metabolism",0.752826571755429,0.728313244767495,0.732277666196744,0,0.72871603563526,0,0.731013057208825,0.704219982345056,0,0,0.704371806388308,0,0.706297490233011,0.707505851621795,0,0.68461849205408,0,0.703897541193504,0.704489567955414,0.732758009127325,0,0,0.705195120757765,0.70790347550955,0.705682722142533,0.706454787179877,0.753615377395855,0.705984321882687,0,0.730581117900082,0,0,0.729096286200718,0.703659371387173,0.705215485140209,0,0.752817374145635,0.70453956378469,0,0.729311340320508,0.730557964090306,0,0.732215860636104,0,0,0,0,0,0,0,0.75218484087462,0.70910274643115,0.732642716669685,0.728332888725973,0.731554811379841,0,0.7530979451229,0.757803001469168,0.703234327618992,0.704612419591207,0.730973944909394,0.704630741858283,0.678010792262895,0.730221742647068,0.728850247101289,0.685290514225737,0.728297367833653,0.732032912162813,0.681084193310047,0.703624562095288,0.732773132358578,0.70489354604709,0.70272237765576,0.729989893545842,0.706050746250143,0,0.706331946246322,0.684214451124346,0.705569153687519,0,0,0.702727468445147,0,0,0,0.705215753410949,0.730540574228042,0.730141447743933,0,0.708407025448788,0.731820320855693,0.704683528084903,0.752883951753143,0.706777515076303,0,0,0.730980970858403,0,0.681954438613057,0.731554811379841,0,0.729517079557971,0.704952615384034,0,0.729851069370039,0,0.702727468445147,0.703744579817454,0.732290816238353,0,0,0.730814921323815,0,0,0.706461701727666,0.703533687202407,0.703799682693437,0.70452283932848,0.729413269455801,0.753962499518326,0,0,0.731236295210401,0.730384442568872,0,0.755787033271484,0,0.72866730107081,0.732603431178309,0.681084193310047,0.705578244154702,0.704913920761586,0.681027167399541,0,0.752883951753143,0.75337633069938,0,0.753057774335148,0,0.703191761420593,0.703697154593859,0.707070117178883,0,0.752890175698097,0.730859090397481,0.706158844744241,0,0.70491275174044,0,0,0.731842504757254,0.706645753714122,0.732831854416696,0.702712254550915,0.730492225500862,0.732045217575266,0.704691203034901,0.707907355861257,0,0,0.704780385684286,0.703587538204113,0.702727468445147,0.729870526982178,0.676886490415337,0.755458082461521,0.731247329561034,0.706827412408159,0,0.702717306408805,0.703980851179656,0,0.706827412408158,0.705648657854275,0,0.70594507244354,0.705373346012262,0.706258309429149,0.702727468445147,0,0,0.703660297734351,0.70580638635853,0.729661931623028,0.705295907649323,0.73370413140888,0.706149764992589,0.730756905461455,0,0.756236792544934,0,0.705022955639398,0.731013057208825,0.753615377395855,0.753615377395855,0.753615377395855,0.753615377395855,0.753615377395855,0,0,0,0.726765892333395,0.706237418036207,0.731991151570896,0.704228909648226
"Aquaporin-mediated transport",0.768276375941062,0.731775207749947,0,0,0.731723786554175,0,0.771452016533391,0.732820375708697,0,0,0.689003901746767,0,0.693621119640507,0,0,0,0,0,0,0.734627944567126,0,0,0,0,0.733170895936794,0,0.769310871359534,0.731568686140176,0,0.731433369051558,0,0,0.730173800252834,0,0,0,0.768037108408914,0.730644170464882,0,0.730051490883449,0.7331518376326,0,0.692700483033828,0,0,0,0,0,0,0.736263727765606,0.767252053020047,0,0.735834568848795,0.731806563194309,0.732987566580747,0,0.768709538764864,0.734712068298945,0.730322009208635,0.69093143065476,0.733170895936794,0.734521870788584,0.769192000845928,0.770490829325026,0.730426000826604,0,0.728340422857343,0.691372495427301,0,0.732391834980858,0.733131218107292,0.731486391011149,0.686523165020512,0.729069388724557,0,0,0,0,0.734973906373633,0,0,0.686531290875775,0,0,0.687738866502717,0,0.732479154997594,0.769694995202904,0,0,0.732364933222196,0.770040669212187,0.768143378765283,0.73404882979666,0,0,0.733827035821223,0.735439482477951,0,0,0,0.769064155448754,0,0,0.732854846146052,0,0.686531290875775,0.72761774506809,0,0,0,0.731806563194309,0,0,0.731954781565864,0,0.732189365710647,0.690788443743696,0.730679765016988,0.767463596532371,0,0,0.732479154997594,0.729770427586087,0,0.734860451010926,0,0.730599560732334,0.687269226876698,0,0,0,0,0,0.768143378765283,0.769095371842054,0,0.768645418648659,0,0.731164632052802,0.731971334405737,0.732583576073095,0.687963452923493,0.768153313349493,0.771671832711464,0.732820375708697,0,0,0,0,0,0.73601018358509,0.737612738491913,0.686507006645352,0.731842673825702,0.686378213204897,0.732479154997594,0.737433389445001,0.734427497661642,0,0.692295527225821,0.690655547388319,0.686531290875775,0.688032207419656,0.730956883713401,0.733589656253142,0.734274937535166,0.738078314596231,0,0.686515070358639,0.732779110815663,0,0.73604273676371,0,0,0,0.692146012027731,0.689490673135784,0.686531290875775,0,0,0.730867803604858,0.735352574238617,0.732854846146052,0,0.776578821149014,0.734627944567126,0.73171395899,0.732570619260703,0.773495141905012,0.732228203145448,0.733446779203235,0.6902524018542,0.769310871359534,0.769310871359534,0.769310871359534,0.769310871359534,0.769310871359534,0,0,0,0.729198536589803,0,0,0.732874492484589
"Synthesis of bile acids and bile salts via 27-hydroxycholesterol",0.665203194692626,0.672976078494305,0.768756223087742,0,0.67175596648271,0,0,0,0,0,0,0,0,0.680647860002422,0,0,0,0,0,0,0,0,0,0,0.676269898251037,0,0,0,0,0.760843307849672,0,0,0,0,0,0,0.665737282215294,0,0,0,0,0,0,0.677166610648837,0,0.677166610648837,0,0,0,0,0.662785795802025,0.689284138911857,0,0.673050077244954,0.764511209158684,0,0.666225457602329,0,0,0,0,0.570707197945371,0.758658813710295,0.670429297754328,0,0,0.666531636643662,0,0,0,0,0.669673692403228,0,0.56648643554116,0,0,0,0.681497771453402,0,0,0,0,0,0,0.677934658922655,0,0.575328677909861,0,0,0.685087664114319,0,0.671987700786276,0.664889321773662,0,0,0,0,0,0,0.568185002962911,0,0.562030892776955,0,0,0,0,0,0.664826119320792,0.675988990821534,0,0,0.761724044859611,0,0,0.675061511893903,0,0.762627457601168,0,0,0.665905817320252,0,0,0,0.67142846467223,0,0,0,0.667580775718285,0,0,0,0,0,0,0.664889321773662,0,0,0.666074134328584,0,0,0,0,0.678464682173419,0.664912767361335,0,0.673920650268517,0,0.563096403279287,0,0,0,0,0,0,0,0,0.575328677909861,0.683708590111235,0.679327895981508,0,0,0,0,0,0.66158246791961,0,0.678875432970928,0.685230611451498,0,0,0,0,0,0,0,0.566985153216439,0,0,0,0.677286280715943,0,0,0,0,0,0,0.677087748971896,0.761505499227009,0,0,0,0.765594949511826,0,0,0,0,0,0,0,0,0,0,0.570707197945371,0.675958912794107,0.675570387030667
"Bile acid and bile salt metabolism",0.760565708839356,0.764732016886831,0.816070695990949,0,0.764078030204098,0,0,0.71307370194232,0,0,0,0,0,0.768381446252322,0,0,0,0.71982003486513,0,0,0,0,0,0,0.76649752221401,0,0,0,0,0.81182933033098,0,0,0,0,0,0,0.760851982660053,0,0,0,0,0,0,0.766978164942571,0,0.766978164942571,0,0.719622740458354,0,0,0.759269969869259,0.773473226081504,0,0.764771680620163,0.813795345407363,0,0.761113647326023,0,0,0,0,0.7136466246429,0.810658429575897,0.763366928540878,0,0,0.761277760959574,0,0,0.712531610273822,0,0.762961919957792,0,0.711384273008704,0,0,0,0.769299690720568,0,0,0,0,0,0,0.767389842999994,0,0.712245537030104,0.71433653390989,0,0.770898278796665,0.717419539482776,0.764202241052794,0.760397471245494,0,0,0,0,0,0,0.712294714396865,0,0.708996077822977,0,0,0,0,0,0.760363594386564,0.766346954302023,0,0,0.812301410164647,0,0,0.765849820545923,0,0.812785644313951,0,0,0.760942318394124,0,0,0,0.763902487450163,0,0,0,0.761840105217002,0,0,0,0,0,0,0.760397471245494,0,0,0.761032537227215,0,0,0,0,0.767673938348818,0.760410038208167,0,0.765238312501782,0,0.709567197254813,0,0,0,0,0,0,0,0,0.712642067578089,0.770484701560899,0.768136625650867,0,0,0.76649752221401,0,0,0.75862497957117,0,0.767894103013161,0.771300513287944,0,0,0,0,0,0,0,0.711651588398583,0,0,0,0.767042308750242,0,0,0,0,0,0,0.766935894654262,0.812184268515411,0,0,0,0.814376236138509,0.764088844793225,0,0,0,0,0,0,0,0,0,0.7136466246429,0.766330832315522,0.766122580390475
"Glucagon-type ligand receptors",0.90357208774268,0.863488006743819,0,0,0.8629024466669,0,0.860470482018577,0.812931048114645,0,0,0,0,0,0,0,0,0,0,0,0.865461292850541,0,0,0,0,0,0,0.756559588890899,0,0,0.863100834326309,0,0,0.861674224936788,0,0,0,0.903301089200707,0.862206974367973,0,0.861535695231251,0.863789428626161,0,0.817101188111452,0,0,0,0,0,0,0,0.902411921899813,0,0,0.863523520461994,0,0,0.904062695442914,0.86607160522777,0,0,0.813753145724779,0.814590678736876,0.90460914033392,0.863523520461994,0.860702098751305,0,0,0,0,0.864186409402208,0.863766074595448,0.857857352761155,0,0.860017873653487,0,0,0,0,0,0,0,0,0,0,0.815799059931526,0,0,0.858594055261919,0,0,0.814330871305741,0.85898557161883,0.903421452842913,0,0,0,0.864554169763487,0,0,0,0,0.861177191601714,0,0,0.863453050935838,0,0,0,0,0,0,0.863523520461994,0,0,0,0,0,0,0.862247289372839,0.860094824283873,0,0,0,0.862014817573736,0,0.865724633667005,0,0.860898675700027,0,0,0,0,0,0,0.903421452842913,0.904499696654173,0,0.903990071891165,0,0,0,0.814578509977293,0.816053430393038,0.903432704924681,0.860833055588162,0,0,0,0,0,0,0,0.86884192203348,0,0.860584087985976,0,0.860257219842625,0.868638788203406,0,0,0,0,0,0.815454241813973,0.858005749536074,0.864285309562243,0.815623738125068,0.869369241575397,0,0,0.861882042972731,0,0,0,0,0,0,0,0,0,0,0,0.867539793853554,0.863453050935838,0,0.866277189528557,0.866191746222531,0.863418635339792,0,0.909482952265068,0,0,0,0.904743775131971,0.904743775131971,0.904743775131971,0.904743775131971,0.904743775131971,0,0,0,0.859839171085372,0,0,0.863475302718396
"Presynaptic function of Kainate receptors",0.88726986703608,0,0,0,0.831796878152982,0,0.828634659802089,0.758933404823736,0,0,0,0,0,0,0,0,0,0,0,0.834567860434384,0,0,0,0,0,0,0.888868037066632,0,0,0,0,0,0.83012159583973,0,0,0,0.886900227700483,0.830848260803863,0,0.829932642689126,0.833006712787959,0,0.771429827217953,0,0,0,0,0,0,0,0.885687412281095,0,0,0,0,0,0.887939051095273,0.836119579139898,0,0,0,0,0.888684396531382,0.832644016677431,0.828795625320843,0,0,0,0,0.83354819064697,0.896516045151008,0.826655114855504,0,0.827862349042989,0,0,0,0,0,0.766384156702048,0,0,0,0,0.762845344625171,0,0.833683089488785,0.825920274814701,0,0,0.760842749835493,0.826454299259962,0.887064402520063,0,0,0,0.834049812148739,0,0,0,0,0.829443647278056,0.768372523042076,0.773145417054131,0.832547896939522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830903250072457,0.827967308943078,0,0,0,0.830586160833747,0,0.835646313356776,0,0.829063754338033,0,0,0,0,0,0,0.887064402520063,0.888535116432778,0,0.887839993287723,0,0,0,0.761180526538475,0.763192303423194,0.8870797502485,0.828974249153335,0,0,0,0,0,0,0,0.839898263910672,0,0.828634659802089,0,0.828188814881832,0.840617522559453,0,0,0,0,0,0.764593838980671,0.825117831613177,0.833683089488785,0,0.841613853746851,0,0,0.835177951600958,0,0,0,0,0,0,0,0,0,0,0,0.838122173929577,0.832547896939522,0,0.836554951514238,0.836283450270564,0,0,0.895332227884776,0,0,0,0.888868037066632,0.888868037066632,0.888868037066632,0.888868037066632,0.888868037066632,0,0,0.770844783907371,0.824338708083005,0,0,0.833297506800013
"RA biosynthesis pathway",0,0,0.843338138673219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837304034732391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774721133720519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774769542626667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841606364237494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Synthesis of bile acids and bile salts",0.696035638520541,0.701345933255629,0.766781209343359,0,0.700512374623247,0,0,0.635503255578522,0,0,0,0,0,0.705997424533958,0,0,0,0.644101999548706,0,0,0,0,0,0,0.703596211808453,0,0,0,0,0.76137524764368,0,0,0,0,0,0,0.696400517532252,0,0,0,0,0,0,0.704208829627841,0,0.704208829627841,0,0.643850531957348,0,0,0.694384114976782,0.712487307497729,0,0.701396487874224,0.763881092000425,0,0.696734030196755,0,0,0,0,0.631460849636915,0.759882840446667,0.699606018354033,0,0,0.696943206223654,0,0,0.634812316142369,0,0.699089802336898,0,0.628577300500582,0,0,0,0.707167800970283,0,0,0,0,0,0,0.704733546426498,0,0.634613641519196,0.637112836500591,0,0.709205330060153,0.641042375093369,0.700670691341155,0.695821206174504,0,0,0,0,0,0,0.629737731283681,0,0.625533353635248,0,0,0,0,0,0.695778027392821,0.703404300893279,0,0,0.761976951364745,0,0,0.702770663932793,0,0.762594146738754,0,0,0.696515657691729,0,0,0,0.700288631263086,0,0,0,0.697659959213469,0,0,0,0,0,0,0.695821206174504,0,0,0.696630648851508,0,0,0,0,0.705095648800574,0.69583722377929,0,0.701991247742183,0,0.626261291290704,0,0,0,0,0,0,0,0,0.634953102861597,0.708678192605933,0.705685380984576,0,0,0.703596211808453,0,0,0.693562022960278,0,0.705376266374834,0.709718010274139,0,0,0,0,0,0,0,0.62891801546724,0,0,0,0.704290586070302,0,0,0,0,0,0,0.704154952745265,0.761827644910179,0,0,0,0.764621483962833,0.700526158686994,0,0,0,0,0,0,0,0,0,0.631460849636915,0.703383752124667,0.703118318294869
"Signaling by Retinoic Acid",0.689507464912957,0.691948000541574,0.694430056964016,0,0.691370037314236,0,0,0,0,0,0,0,0,0.696823554356209,0,0,0,0,0,0,0,0,0,0,0.646727876633345,0,0,0,0,0.0938612879620396,0.645458117242813,0,0,0.649744655590948,0,0,0.689239982210333,0,0,0.644226115559432,0.691004056870446,0,0,0.69517449747254,0,0.69517449747254,0,0.651537167910661,0,0,0.68836235065189,0,0,0.691983053517316,0.693303324490887,0.691522563474671,0.689991707642203,0,0,0,0,0.648126586020284,0.690531063150233,0.69126207678933,0.688035200561783,0,0.688453230034457,0,0,0,0,0.741424499864769,0.643132462524207,0.645718322458044,0,0,0,0,0,0,0,0.643141546605559,0,0,0.695947221196702,0,0.692734959434891,0.641732037037314,0,0.697146387693953,0,0.691479809125923,0.689358784297165,0,0,0,0,0,0,0.73530790441179,0,0.645126233880419,0,0,0.691913498237897,0,0.643141546605559,0.730370888484785,0.649744655590948,0,0,0.0942784903171212,0,0,0.64687644453968,0,0.138222760048842,0,0,0.688598840032171,0,0,0.692734959434891,0.648416445947529,0,0,0,0.134770593734321,0,0,0,0,0,0,0.689358784297165,0,0,0.689920026282759,0,0.691265423861977,0,0.64715013826301,0.696198291545706,0.6893698903984,0.643941989364284,0.646336021971351,0,0.644112474824192,0,0,0,0,0,0.643114398703265,0.692336610178435,0,0.692734959434891,0.697752934310081,0.696198291545706,0,0,0.653175777004802,0.643141546605559,0,0.686550883001372,0.645983834144446,0.693501051213948,0,0,0.643123413314666,0,0,0,0.646373029283439,0,0.645954563454277,0,0,0.643141546605559,0.69943757523976,0,0.641572257354997,0,0.691913498237897,0,0,0.694616662659426,0.094174965937442,0,0.645980308840529,0,0.692166332210123,0,0,0,0,0,0,0,0,0,0,0.647717684350874,0.644720601381247,0.690901296853778
"Digestion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299217775540996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367715756763423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
