"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Phase 0 - rapid depolarisation",0.808741333897189,0.743748320566062,0,0,0.811678515805581,0,0.745339418293176,0.748163948224343,0,0,0,0,0,0,0,0.765839495662072,0,0,0,0.750114968853597,0,0,0,0,0,0,0.749794150219309,0,0,0.745718783290392,0,0,0.67117160829329,0,0,0,0.749014208405399,0.672000827635935,0,0.745667467524613,0.81261487004965,0,0,0,0,0,0,0,0,0,0.747630228091976,0,0,0.743803597325296,0.745885597474708,0,0.748734056263335,0,0,0,0,0,0.75105017735691,0.819227811376719,0.736715370414118,0.767730520214169,0.749583414618142,0,0.679021004895325,0,0.746993681466713,0,0,0.755284425428785,0,0.753779188703476,0.755039309551884,0,0,0.670774538682247,0.668735884172526,0,0,0,0,0.751861760290532,0.76470255204562,0.752363417224142,0,0.746323870937105,0,0,0,0.743875326275441,0,0.820658362747409,0,0,0,0,0.816474993109715,0.748788754946628,0,0.813830928542075,0,0,0.81782482914975,0,0,0,0,0,0,0.818434220576767,0,0.749201553251637,0.751891009004446,0.751662806113888,0.761187477786748,0,0,0,0,0,0,0,0.744264588460414,0.748434192320902,0,0.748651813154858,0,0,0,0,0,0,0.743803597325296,0,0,0,0,0.744478442889129,0,0.672063577551517,0.813891078900772,0,0,0,0.745568345193398,0,0.750524856290237,0,0.808115441048248,0,0,0,0,0,0,0.749201553251637,0.749414244426705,0,0.748621018406668,0,0.672504284912019,0,0,0,0.7492190670082,0.82130981152613,0,0,0.757584594435032,0,0,0,0,0,0,0,0,0.744003307061498,0,0,0,0,0.67604114327686,0,0.674113238340826,0.810297101096972,0.747147618610313,0.748155113845469,0,0,0,0.751653047981251,0,0,0,0,0,0,0,0,0,0,0.742148650668968,0,0.745852216098925,0,0.829960379998206,0.752914565909529,0.743640344645904,0.748126643489487,0.824524137629664,0.74752299542945,0.746695147015047,0.67533043484714,0.749794150219309,0.749794150219309,0.749794150219309,0.749794150219309,0.749794150219309,0,0,0,0.667133816729861,0,0.758913575293328,0.822658814848348
"Transport of small molecules",0.919477472708223,0.909793482663713,0.909840662694987,0,0.914768234108205,0,0.919863807815734,0.91428025178067,0,0.909491944977775,0.91019652320466,0,0.914683673675446,0.915427603234428,0,0.915200072544581,0,0.904967940343942,0,0.915029742615693,0,0,0,0,0.91534178625761,0.910634850153346,0.919603325079452,0.914127976480627,0,0.914855443930482,0.909962035198694,0.920273631884393,0.919548238726324,0.915462404644293,0,0,0.919448364424377,0.919605461992357,0,0.91953335908173,0.914771706753303,0.909813393217409,0.915259080974679,0.915766593985557,0.909536851100862,0.915766593985557,0,0.9110733466603,0.910397016198616,0.915606352991215,0.919352857880345,0.915671796279416,0.909983916025428,0.909797297235487,0.915044521079509,0.909906072057082,0.919530169479548,0.91534178625761,0.914000985673012,0.914277359938505,0.914950314477968,0.914728238986737,0.914770157383105,0.924087540136299,0.914375162699134,0.915330569501725,0.914885346906076,0.914542391263087,0.914892918691595,0.910081834439941,0.914999369114573,0.91490912422901,0.915049867935604,0.915201860296986,0.910226842473143,0.919620963833799,0.915136856457581,0.90994571979478,0.914383793368137,0.919520837508313,0.914707715180231,0.910556391265952,0,0.915197994735108,0.909941197113905,0.910395096199422,0.915121613657187,0.914542241283819,0.91517380150086,0.914859456399304,0.909881295859868,0.914384781925587,0.910091937981175,0.919762772875134,0,0.91481808825771,0,0,0.91026993753109,0.910222125171788,0.914850740204337,0.919432806196794,0.909490127079311,0.914851569101,0.909577864334255,0.909770838612078,0.914103233396379,0.920007558726165,0.910469002533038,0.910825460403658,0.92391938177307,0.910189091863433,0.909673315848178,0.915003107852731,0.91514162921401,0.919461292829957,0.914182870426412,0.914903848682004,0.914879043303243,0.910826175415142,0.910612030333503,0.915258238214846,0.90969536554093,0.911005906259458,0.915319483177517,0,0.919573310657119,0.910516659821842,0,0.914700788808525,0.910379804995672,0.914384781925587,0.914454473316049,0.910221469826298,0.920168216226928,0.910397016198616,0.914900845163735,0,0.915634522325587,0.915058739964412,0.909327423948247,0.914974737552846,0.915110314013931,0.91960979227619,0.919702408205048,0.920688177277939,0,0.91525763195792,0.914793000626133,0.910243104080633,0.914950314477968,0,0.909736430810476,0.910486733468951,0.910081834439941,0,0.910140547603676,0.90519801428762,0,0.919461292829957,0.919577108312525,0,0.919522368895298,0,0.915097712613008,0.914948212779284,0.914772385796386,0.910076987002837,0.91946250142978,0.91994524967724,0.91492328854265,0.909679945094888,0.915312503004289,0,0,0.909845812357566,0.90997396537718,0.90993711858573,0.914381827608025,0.914916886368768,0.910378336484884,0.914790182722436,0.91083830707774,0.915313493084249,0.909568585966706,0.915073850086787,0.914844194041362,0.914384781925587,0.914741295001314,0.914937339899478,0.915179173070527,0.915135236465351,0.910916765965134,0,0.914382808605543,0.915054319816691,0,0.910056188735878,0.910723244267926,0,0.909488076899261,0.91450421827374,0.914413404344388,0.914384781925587,0.910315295312713,0,0.914717749511925,0.915119217799069,0.915168238044009,0.910365581557322,0.914629390778997,0.9153839457569,0.914889579324864,0.910282402417948,0.920112365874228,0.910240745510356,0.91028137332571,0.914825292028293,0.919603325079452,0.919603325079452,0.919603325079452,0.919603325079452,0.919603325079452,0,0,0.909555262875082,0.91451467349215,0.909679945094888,0.915404214112915,0.919807911944069
"FCERI mediated Ca+2 mobilization",0.704527473446797,0.70901350877975,0,0,0.707951134017183,0,0.628203345945986,0.712117928019504,0.718727054338708,0,0,0.716543205730712,0,0,0.716543205730712,0,0.718727054338708,0,0,0.71254688361652,0.716543205730712,0.718727054338708,0,0.629330544811781,0.711881500364738,0,0.706653252100546,0.624426564360395,0,0.710593029023884,0,0,0.706679495418311,0.630585867110877,0,0.632425163634045,0.704035803978483,0.707646056447269,0,0.784963527749077,0.71051708460148,0,0.716826119829673,0.621544568464143,0,0.621544568464143,0,0,0,0,0.702422598199257,0,0,0.709077940901067,0.713786740539916,0,0.70541757722879,0.632576829098266,0,0.625550415839483,0.711129883664221,0.631820299382636,0.702440458245226,0.710034650545768,0.704915778310203,0,0.709823708300021,0,0.715354909587092,0,0.70890862460206,0.629538336773767,0,0.635965602194136,0.706058728345083,0.70695118917637,0.710701983542063,0,0.699607084926815,0.706216660083822,0,0,0,0.634481843948643,0,0.713182905656261,0,0.632736763094247,0.710369314458515,0.712972351260415,0,0.69962378269981,0,0.626496759745719,0,0.711014586924372,0,0,0,0,0.705117562996061,0.703773009183565,0,0.710460045908568,0,0,0.706690969264685,0,0.62424668500495,0,0,0,0,0.710434872096984,0.628628962536679,0.704254178319307,0.705706984275431,0.706766237630853,0,0,0,0.617065133089488,0,0,0.628171773516384,0,0.623296544010284,0.787902017904837,0.72196572659228,0.706587653021856,0,0.69962378269981,0.704199146740056,0,0,0,0.711359903509936,0,0.63349311541501,0,0,0.712146522187312,0,0.707719199486575,0.78234937253094,0,0,0.626496155294057,0.624816238962557,0,0.713645030971987,0,0.706597678521095,0.621875339515175,0,0,0,0,0,0.704254178319307,0.706210423388138,0.714999016303839,0.705285817172757,0,0.705396404463684,0.710073363484949,0.627738458852826,0,0.704274592838958,0.710132790022026,0,0.714357736305616,0.711386875478338,0,0,0,0,0.717975437638191,0.699573881175129,0.709681091028729,0.620044400673021,0.710460045908568,0.718311776074389,0,0,0,0.711881500364738,0.69962378269981,0.710590990627456,0.785867304595468,0.708559111399534,0.716432151670299,0.634111021493329,0,0.699590451252936,0.631640990671543,0,0.720640473628111,0,0,0,0,0.624529675149479,0.69962378269981,0,0,0.708105598893512,0.795856693283625,0.706178014527114,0,0.720216132189104,0.71254688361652,0.711169611665958,0.627798262302201,0.71525148545011,0.627094633406886,0.713405120938433,0.71105307893775,0.706653252100546,0.706653252100546,0.706653252100546,0.706653252100546,0.706653252100546,0,0,0,0.61955615775404,0,0.712935972369595,0.713554385233538
"Class B/2 (Secretin family receptors)",0.900972786640511,0.87866796883017,0.826801965127314,0,0.87834213347341,0,0.87698886486776,0.87756081940526,0,0,0,0,0.879650772633598,0,0,0,0,0,0,0.878312373329869,0,0,0,0,0,0.853552779547184,0.841390078901165,0.87677194736078,0,0.878452526439611,0.824035474670155,0,0.875892826443393,0,0,0,0.900821989292662,0.876189275275573,0,0.875815741481824,0.876975601849162,0,0.852472149269382,0,0.829694937889761,0,0,0,0,0,0.900327211461784,0.854906762184042,0.82746262980638,0.87868773046606,0.851315719263776,0,0.901245785673977,0.880105614200691,0.876407029680439,0.877955607552284,0.850992967028733,0.87780096443892,0.877462687980379,0.876827637045973,0.876619313918573,0,0.878432337240418,0.848178408647649,0.85082443899966,0.826637901138003,0.876634944518875,0.87780096443892,0,0.878822699900833,0,0.901716151700805,0.875020351626588,0.823950951664531,0.875177316823531,0.875750872660558,0.876673794465419,0.853146318204546,0,0.852765576635488,0,0.850835213391415,0,0.87891807297773,0,0,0,0.875182438109364,0,0.876465446820758,0,0.876957723980222,0,0,0,0.852131417568198,0.877205153992333,0.900741388888008,0,0.87841173989013,0.849238514678813,0,0.877687725125355,0,0.851412340600867,0,0.877741000607253,0,0.827916411406388,0.877704130254489,0.877865490657727,0.900888965734269,0.876861980524591,0.875728734446927,0,0,0,0.849257404574063,0,0,0,0,0.877382113960763,0,0,0.877098420643479,0,0.875182438109364,0.847722944034501,0,0,0,0.87868773046606,0,0,0,0,0,0.877865490657727,0.876211708591148,0.876281395572451,0,0,0.850578134235402,0.877848211579409,0,0.878458909530448,0,0.877227133572301,0.877958930612599,0.826637901138003,0,0,0,0,0.900888965734269,0.901488955335277,0.853078196932492,0.901205374242552,0,0.851046979042386,0.877025714723271,0.850421929272677,0.85227296220784,0.900895226963854,0.87712740308216,0,0,0,0,0,0.825957735504428,0.830413014909584,0.851643327634163,0.875167133076084,0.87698886486776,0.877397373023073,0.87841173989013,0.855021767155681,0,0,0.851706738979213,0.850372585537331,0.875182438109364,0.849683352740348,0.876092934108712,0.877251535178786,0.85212707935046,0.855428228498319,0,0.8751722151972,0.877774329050199,0,0,0.824551269926775,0,0,0.879366270534456,0.87738897939432,0.875182438109364,0,0,0.876330219114032,0.879156726794412,0.876788424223752,0,0.880160047911873,0.850168635258647,0.878629367058856,0,0.904261891766239,0,0,0.85011850477344,0.901624772992638,0.901624772992638,0.901624772992638,0.901624772992638,0.901624772992638,0,0,0.853120155866749,0.87654559849546,0,0,0.877594926273858
"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors",0.604512099892244,0.608304850987339,0.537260238351047,0,0.607406658542324,0,0.537443274102893,0.609000202908565,0,0,0,0,0.615881778712884,0.613317017092927,0,0.613578793587366,0,0.534192289991757,0.531039351623173,0.611331680757285,0,0,0,0,0.610729615265226,0.614519899987814,0.605188910140149,0.606825611061076,0,0.672988815099946,0,0,0.670800534467158,0.532648451148469,0.611735620064516,0,0.604096414375753,0.671617720496463,0,0.670588043315818,0.607646758235005,0.535208132354148,0.681795087603841,0.612198592337477,0.537560987290434,0.612198592337477,0,0,0,0,0.60273251785429,0.616773662367796,0,0.608359325591426,0.680249110760748,0.609451126727768,0.605264644587802,0.615881778712884,0.603403668951399,0.611208914220134,0.609609170538854,0.612267840833651,0.545795380022485,0.608359325591426,0.604031537949077,0.615442376315812,0.610807840233201,0.604681182937527,0.611975187170474,0.608645586771581,0.609376133023239,0.612267840833651,0.609998983128136,0,0.607413869309343,0.60656124792726,0.738358780589676,0,0.603550323183758,0.670409226978151,0.609160702417148,0.613399455261442,0,0.616205650880096,0.536148445499843,0.612244266321201,0.612458348860993,0.610325570064756,0.52964745239258,0.61084302595836,0.472225181786507,0.603564440436991,0.608873029388261,0.536000428427472,0,0.609769117348819,0,0,0,0.538297027155702,0.60564645516822,0.60387423261118,0,0.60952783629,0.607665815659875,0,0.606976702904905,0,0.608251232163454,0.616773662367796,0.612267840833651,0.60547546145543,0,0.672855100179492,0.61096049945427,0.604281040545373,0.604700468768463,0.669753426573243,0.608994284012773,0.617586825775396,0,0.608819797072544,0.611932728926811,0,0.530607438217313,0,0.605880729094029,0.611958639490487,0,0.608251232163454,0,0.603564440436991,0.603425656592662,0.611331680757285,0,0,0.673637174693863,0,0.534278057642007,0.609840054727898,0.605223017114653,0.674302227157478,0.61096049945427,0.671679559809316,0.733655735936984,0,0,0.60952783629,0.603629105515419,0.619189678334915,0.61036164429308,0,0.669610917051878,0.612198592337477,0.608645586771581,0.612741586031875,0.613053123426266,0.537897702635773,0,0.604281040545373,0.673397747043177,0.471318755707252,0.605153247093195,0,0.607244082433636,0.608645586771581,0.61264769457138,0.538687206807237,0.604298300149013,0.609290667826129,0.609000202908565,0.533440909925512,0.609190986342718,0,0,0.53493304870327,0,0,0.603522250831174,0.608908775637519,0.61065061181944,0.60952783629,0.682603944708905,0.613789634912977,0.469614863537564,0.613578793587366,0.610729615265226,0.603564440436991,0.608829687346842,0.604953854173989,0.60952783629,0.677925543673817,0.683724389435278,0,0.603536260123586,0.611208914220134,0,0.471962365979168,0.608705849855161,0,0.607598534458564,0.609782576370357,0.608705849855161,0.603564440436991,0.609548529206234,0,0.605607950160419,0.679797749090251,0.608251232163454,0.609989825261106,0.617006845458415,0.611331680757285,0.673476291074795,0,0.613578793587366,0,0.610088469493762,0.610029220363891,0.605188910140149,0.605188910140149,0.605188910140149,0.605188910140149,0.605188910140149,0,0,0,0.603828335212641,0.608341200488625,0.611621126266442,0.675492515176632
"L1CAM interactions",0.681795232015533,0.685839858372813,0.687674585657656,0.658212091901208,0.686994293197987,0,0,0.688143580657197,0.657195892942263,0,0,0.657520386208835,0.688212043395531,0.63276360272137,0.657520386208835,0.689908450814756,0.657195892942263,0,0.657060810479317,0.677962371485293,0.657520386208835,0.657195892942263,0.658164443512295,0.659084524056455,0.655772721820822,0.659365819513381,0.684557558964075,0.685028429579741,0,0.660661394366073,0.654342766216402,0.657098372870729,0.712486835566013,0,0.688791467256468,0,0.685726808749498,0.712814670188946,0,0.71240158942379,0.687978160841587,0.656964286222119,0.71689757565778,0.656859298841569,0.658127291168939,0.656859298841569,0,0,0,0,0.682892429325285,0,0.68818736107712,0.685861712223282,0.688260107926767,0.655069760681631,0.683908255322221,0.68924096169374,0.684624877137802,0.688580166027988,0.686330857024873,0.686600171428583,0.688035059809141,0.686641140694086,0.689190366122651,0.690656073656039,0.686915941194283,0.683005389023713,0.686830549360828,0.685712632356044,0.686005709264311,0.655750261586546,0.656063534688709,0.65917997135551,0.655479774022508,0.685140368377575,0.686764336930711,0.65424929454551,0.683220512395974,0.712443480453808,0.654953249702554,0.65891632507611,0.664259265457211,0.68897720016806,0.66025192054728,0.657978176537648,0.689458956377485,0.688615611814185,0.677557766077134,0.683743849745996,0,0.683226175885345,0.655774941116798,0,0,0.71372131788187,0,0,0,0,0.686753489395781,0.685637674975303,0,0.686905034723946,0.7133466059084,0.632651841150843,0.686821805735871,0,0.685974878170105,0,0.6868516916119,0.654646137189069,0.687297218638197,0.68554796346311,0.686423481994393,0.685800876157078,0.685969140283523,0.684303649487217,0.688069260087278,0,0,0.685744854268601,0.688615611814185,0,0.676505566555381,0,0.654724775362973,0.687911691821769,0,0.682658741664101,0.657783797647003,0.683226175885345,0.678840335091959,0,0,0,0.657757085912564,0,0,0.655675283317744,0,0.654898559773645,0.686237749082801,0.712839478576614,0.742153157464315,0.636720447135889,0,0.684901080262025,0.686958075802368,0.692231343681156,0.686998202547607,0,0.68308503560696,0.688652706901489,0.685712632356044,0.689195035675123,0.656964286222119,0,0,0.685800876157078,0.684889118155819,0.655806748304308,0.683863565429919,0,0.709600950137183,0.68710232864625,0.687004079443327,0,0.68580780027894,0.686459075090599,0.655338355746007,0,0.686644848180392,0.659426118769966,0,0.68674097530051,0,0.688466973989897,0.683209250469321,0.688191486593113,0.684116152436935,0.688144368252157,0.659854182782022,0.629513352276727,0,0.687288143288124,0.688387883259415,0.683226175885345,0.685672861230158,0.687611319874226,0.687254389635396,0.689157368766435,0.691483720839873,0,0.683214870647506,0.68779662952281,0,0,0.654906893041142,0,0.627905335444697,0.687183935459199,0.687575999127378,0.683226175885345,0,0,0.684539934441654,0.716096293336507,0.683043163226174,0.657957861199403,0.689437379775279,0.65860286780393,0.657692543423213,0.65514846867521,0.687288143288124,0.685891662541777,0.656901739474183,0.68777103556063,0.684557558964075,0.684557558964075,0.684557558964075,0.684557558964075,0.684557558964075,0,0,0.632620330240798,0.685619262085454,0,0.687170265179441,0.688797455586147
"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol",0.684736082947728,0.692263208268709,0.700065544131802,0,0.691081673043014,0,0,0.599094193488144,0,0,0,0,0,0.6988565066689,0,0,0,0.604170704840359,0,0,0,0,0,0,0.695452885964429,0,0,0,0,0.777352303106625,0,0,0,0,0,0,0.685253284004384,0,0,0,0,0,0,0.696321246635621,0,0.696321246635621,0,0.603814259827652,0,0,0.682395115957275,0.708055649997803,0,0.692334867370265,0.78090423486353,0,0.685726024548381,0,0,0,0,0.600179376836716,0.775236877021587,0.689796950148302,0,0,0,0.686022523000381,0,0,0.598114815132595,0.697476358444347,0.695555787693008,0,0.69223757425755,0.688440224383392,0.689065235083977,0,0,0,0.596092064022428,0,0,0,0,0,0.615565979038016,0,0,0,0,0,0.691946605330665,0,0,0.691651473231298,0,0,0,0.697065011209631,0.68876619788796,0.683896994770048,0,0.693871995142413,0,0,0.594263852438309,0,0.689654757688854,0.703403581382847,0.59983381247198,0.696155559832815,0,0.691306080507299,0,0.684432133878608,0.591964171079422,0.687225956426174,0,0,0,0,0,0,0.597736927135766,0,0.591777393995852,0,0,0,0,0,0.684370929723819,0.69518086010126,0,0,0.778205193490398,0,0,0.694282705658331,0,0.779080042657808,0,0,0.685416490465251,0,0,0,0.690764525992675,0,0,0,0.687038491011136,0,0,0,0,0,0,0.684432133878608,0,0,0.685579485725144,0,0,0,0,0.697578276496148,0.684454838177441,0,0.693177915126622,0,0.592809215812118,0,0,0,0,0,0,0,0,0.693871995142413,0.702656385628707,0.698414197716389,0,0,0.602837540148572,0,0,0.683559204262783,0,0.697976040415876,0.704130284591006,0,0,0,0,0,0,0,0.596575013534782,0,0,0,0.693899215822776,0,0,0,0,0,0,0.696244878360923,0.777993557705415,0,0,0,0.781953710149877,0.684149639749254,0,0,0,0,0,0,0,0,0,0.600179376836716,0.695151733063261,0.694775491479512
"TP53 Regulates Transcription of Death Receptors and Ligands",0.656291706184587,0,0,0,0.662496401364138,0,0,0.668314032677232,0,0,0,0,0.680663432551065,0,0,0.826088960448309,0,0,0,0.673311723557941,0,0,0.674056543907043,0,0.669619398702569,0.686161184016424,0,0.663652638252478,0,0.663148706336515,0.507996353192879,0,0.658457969013439,0,0.674177596589167,0,0,0.660209666190721,0,0.658002478908797,0.805340602860768,0.677001760044092,0.682025586427794,0,0.683215967879375,0,0,0,0,0,0.652477043768885,0,0,0,0.668936665172099,0,0.657904840002,0.674833429643157,0.66149636303327,0.670646810572423,0.669619398702569,0.670514942061734,0.659701568289418,0.804466288308145,0.655261587008332,0.830083684400981,0.660861079249606,0.653708931746892,0,0.665152133356878,0.666718111923586,0.67291669612275,0,0,0,0.800611979184024,0.803273940886645,0.507496912161935,0.654230068460721,0.657619173195398,0.666256320885736,0.683759429955408,0,0,0,0.677001760044092,0.823687206387294,0.676333957175711,0,0,0,0.654260329810956,0,0,0,0.66756050216173,0,0,0,0,0.658723278511703,0.654924391673997,0,0.667043298814503,0,0.537904810924288,0.661574760453239,0,0,0,0.67291669612275,0.663854492624135,0,0.662862078762965,0.670114315609765,0,0.796623264885048,0.796141194172657,0.816261733607596,0,0,0.667927319759499,0.676333957175711,0,0,0,0.659225461564072,0.674655654809627,0,0.66430680581929,0,0.654260329810956,0,0,0,0,0.66453851187626,0,0,0.670114315609765,0.669619398702569,0.665964099785844,0.670114315609765,0.660342223216767,0.653264849127129,0,0,0,0.661979602563423,0,0.674177596589167,0,0.795835714737917,0,0.665152133356878,0.676333957175711,0,0,0,0,0,0,0.657666051439956,0,0.662147907752561,0.665152133356878,0.521759333606363,0,0,0.526027262278028,0,0,0.808650767156726,0,0,0,0.682679590082738,0,0.654169893348792,0.668118051729352,0.671851803180971,0.667043298814503,0.683759429955408,0,0,0.675726817877016,0,0.654260329810956,0.665546766214584,0.65964039240136,0.667043298814503,0.673730939999049,0,0,0.654199923277221,0.670646810572423,0,0,0,0,0.667043298814503,0.675170011039028,0.665281311621822,0.654260329810956,0,0,0.661042494312079,0.677744147305163,0.66430680581929,0,0,0.673311723557941,0.66419364623822,0,0,0,0.670646810572423,0.665172835592303,0,0,0,0,0,0,0,0,0.654826007290781,0.67291669612275,0.811458193248255,0.668515567981011
"Ribavirin ADME",0,0,0,0,0,0,0.619565321196476,0,0,0,0,0,0,0,0,0,0,0,0,0.467813642370723,0,0,0,0,0.463654958886519,0.479580945017386,0.446790910479141,0,0,0,0,0,0.451083786217149,0.289301654791466,0,0,0.441448173482858,0.453056731287215,0,0.450570765491836,0.458917076028179,0,0.477628108599976,0,0,0,0,0,0,0.476093908048294,0.438155296681733,0,0,0,0,0,0,0,0,0,0.450130943616277,0,0.452484458144067,0.457932331285391,0.447483685582855,0,0.466548925962916,0.442859989409354,0,0,0,0,0.460356781686666,0,0,0,0.453884277264861,0,0,0.450139046398269,0,0.476875837710229,0,0,0,0,0,0,0,0,0,0,0,0.61608183621251,0,0,0,0,0,0,0.448065394305692,0.44091175655776,0,0.460753485024442,0,0,0.451277032317044,0,0,0,0.460734298459358,0.45716191706722,0.458431950831577,0,0.461507278904592,0.441893919344992,0,0.442363592900601,0,0,0,0,0,0,0,0,0.773785312853272,0,0,0.45767135962389,0,0,0.441362952979969,0,0,0,0,0,0,0.458020241935499,0,0.45334583362126,0.458020241935499,0.453206030911849,0.445234749973421,0.309082659105584,0,0,0.612651555976757,0,0.468788879386811,0,0.445506566893173,0,0,0,0,0,0,0.441893919344992,0.445887008191698,0,0,0,0,0.452431311874086,0,0,0.44193558947724,0,0.455992574492444,0,0,0,0,0,0,0,0,0,0,0.460753485024442,0,0.467496252271609,0,0,0,0,0.459067933061754,0.436016607189333,0.460753485024442,0,0,0,0,0,0,0,0,0,0.460753485024442,0,0,0,0,0,0,0,0.45767135962389,0,0,0,0,0.453678681010698,0,0.452242433201634,0,0,0.446790910479141,0.446790910479141,0.446790910479141,0.446790910479141,0.446790910479141,0,0,0,0,0.46736872104476,0,0
"Cellular hexose transport",0.499435918774122,0,0,0,0.504272448049462,0,0,0,0,0,0,0,0,0.634464343666142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620811701008465,0,0,0.728100461104558,0,0,0,0,0.729465900410485,0,0.609842468924684,0,0,0,0,0,0,0,0,0,0,0.496462408244567,0,0,0,0.625323386360071,0,0.500693348624774,0,0,0,0,0,0.61999682934977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72744662390344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619234257295421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621895047568689,0,0,0,0,0.623006286309634,0,0.729569227958184,0.497076498633886,0,0,0,0,0,0,0,0.61703971349742,0,0,0,0,0,0,0,0,0,0.500507214118964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621626226505579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway",0.64188393405608,0.75369444522215,0,0,0.752379483229825,0,0,0.853560500448258,0,0,0,0,0.762672643828149,0,0,0,0,0,0,0.758581918957184,0,0,0,0,0,0,0,0.751054672549844,0,0,0,0,0.747506835984419,0,0,0,0,0.748703203839837,0,0.747195746986434,0.851579045010368,0,0,0,0.759681236352871,0,0,0,0,0,0.639278609601258,0,0,0.75377419654306,0,0,0.642985666404953,0,0.749581987434431,0.755831527275281,0,0,0.75211101953488,0.752590022309258,0.747438275669834,0,0,0.739528626646481,0,0,0.756903153340267,0.759496298770124,0,0,0,0.649723096513216,0.850167563627672,0,0.746733772831881,0.746933958225079,0,0,0,0.768541971608419,0,0.762286301075433,0,0.759715714264597,0,0.651945833635234,0,0.746754440620328,0,0,0,0,0,0,0,0,0.749802529316934,0.747207979209791,0,0,0,0,0,0,0,0,0,0,0,0.752629232268119,0.755467845775557,0,0.84562530878574,0,0,0,0,0.756088672396692,0,0,0,0,0,0,0,0,0,0.746754440620328,0,0,0,0,0,0,0,0,0,0.756388180834809,0.755467845775557,0.74879373716205,0.746074550793327,0,0,0,0,0,0,0,0.745765225157938,0,0,0,0,0,0,0,0,0,0.642822579449298,0,0,0.752078792338085,0.759742944570226,0,0,0,0,0,0,0,0,0,0,0,0.746692674649763,0.756218937833373,0,0.757125248316694,0.768541971608419,0,0,0,0,0.746754440620328,0,0.847636608721944,0.649227018228274,0,0,0,0.746713184382574,0,0,0,0,0,0,0.758920766506831,0.754281511249123,0.746754440620328,0,0,0.751386499006063,0.764433675438661,0,0,0,0.76140643456533,0,0,0,0,0.759586361852588,0,0,0,0,0,0,0,0,0,0.745026291793649,0,0,0.754375938854217
