"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","GABRR2","UBE2J1","RRAGD","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Cardiac conduction",0.883668862238565,0.85882717145276,0,0,0.879051902792329,0,0.859886392496001,0.859217288841666,0,0,0.858423370992647,0,0.846474911695446,0,0,0.889050738304554,0,0,0.846138653356111,0.860763593554149,0,0,0,0,0.861399599638457,0.847249757695283,0.879636283678535,0.859057927924923,0,0.882243255893051,0,0,0.880364837107968,0.861919991140749,0,0,0.883893715836509,0.880611719048575,0,0.880675959228076,0.879371573495658,0,0.883686426705874,0,0,0,0,0,0,0.846334484325649,0.883481665938529,0.864047099381622,0.861296950240814,0.85884362890001,0.861056486673057,0.860429064349317,0.883896215237968,0.859400478747687,0.858509659606709,0.861086848940621,0.859898875446082,0.862958895600356,0.883969400775769,0.880255605023496,0.877749387565134,0.889613749545547,0.860605334895145,0.859898021600675,0.8605572661856,0,0.860160940850453,0.857533817708357,0.844365239284474,0.861769374612584,0.858148483179991,0.885460045428576,0.885013545787639,0,0.857986667586439,0.880246618307357,0.879298971175426,0.846911257576007,0.863095499249744,0,0,0.884474221236729,0.861283662536634,0.888712238185279,0.861183716775282,0,0.859593985299271,0,0.857990932582106,0,0.860283010365943,0,0.880845565503287,0,0,0,0,0.880402229486424,0.883826591995378,0,0.879013831894367,0,0.859061978628412,0.878824814941372,0,0.856320350875105,0,0.857533817708357,0.845079758028965,0.859660396022502,0.881592668297861,0.881815687351126,0.883949493670941,0.884897881180423,0.879669286174965,0.887665701630016,0,0.861390027074213,0.88169943518736,0.860845216656006,0,0.861303376055348,0,0.880954291595799,0.860865423378967,0,0.880997184412512,0,0.857990932582106,0.859518711664641,0,0,0,0.859250330324099,0,0.862662569293237,0.844072859391681,0,0.860054671352379,0.844988132761315,0.880630401464837,0.87963292548993,0,0,0.860665801387556,0.878414919558142,0,0.881678293568842,0.861811169725626,0,0,0,0,0,0.883949493670941,0.879523175029831,0.862650863732799,0.883862560686053,0,0.8592692648307,0.862304802653587,0,0.883954708009278,0.903012399421073,0.856885124259439,0,0.88659302183601,0,0,0,0,0.857978186583785,0.881542853331774,0.884393944130988,0.862562722231826,0.883049351274123,0,0,0.859670077499479,0.857990932582106,0.859096085930015,0.882140006427955,0.881574842415693,0.885423985067819,0,0,0.857982418963161,0.902386822818013,0,0.863583571207329,0.857692651260677,0,0.844555307615574,0.845700675953644,0.860373100277859,0.857990932582106,0.858530100836567,0,0.880896867595997,0.883083006198669,0.863454224783317,0.846814194031517,0.882329342713534,0.86366497201397,0.859201725405924,0.861011177429034,0.88183247043916,0.86083145440903,0.862006265718293,0.859458479593699,0.879636283678535,0.879636283678535,0.879636283678535,0.879636283678535,0.879636283678535,0,0,0,0.880020723934021,0.845383096655952,0.88698869684798,0.881598878759517
"Digestion and absorption",0,0,0,0,0,0,0.262852136489366,0,0,0,0,0,0,0,0,0.203237348183084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271033362755738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309214818465698,0.205048660099913,0,0.257654103810614,0,0,0,0,0.264697935058155,0,0,0.191685421112384,0.19289242390187,0,0,0,0,0,0,0,0,0,0,0.202148330317631,0,0,0,0,0,0,0.324896660004877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189876834129114,0.513865914990103,0.198781427499487,0,0,0,0,0,0,0,0.322266903872712,0,0,0,0,0,0.256433793171524,0,0,0,0,0,0,0.26375729454248,0,0.261875478560113,0,0,0,0,0,0,0.260068803709222,0,0.189519738373937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262940999357131,0,0.195330417018067,0,0,0,0,0,0,0,0,0.256191102059962,0,0,0,0,0,0,0,0,0,0.254789039183794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315497569547454,0,0.314919367152617,0,0,0,0,0,0,0,0,0,0,0,0,0.196603377151346,0
"Drug ADME",0.671125394299292,0.648556880531294,0.700378410408833,0,0.672113640345122,0,0.72256185513166,0.697718029225923,0.67456543717206,0,0,0.674841593205624,0,0.677107078955095,0.674841593205624,0.726311303671913,0.67456543717206,0,0,0.696123082685498,0.674841593205624,0.67456543717206,0,0.676519078040442,0.723294092134602,0.725928766917864,0.721291836861795,0.672297798712274,0,0.722263479677505,0,0,0.697192206247443,0.699302345095703,0,0,0.720536305551487,0.697471205901552,0,0.697119658558669,0.722624094931569,0,0.700563376008444,0.724091600521807,0,0.724091600521807,0,0,0,0.745813860182649,0.720070650677221,0.72656502221102,0.674828103076125,0.648575478983976,0.723567887251501,0.677036532366467,0.671382324425643,0.675007174389167,0,0,0.697057462122989,0.673773321408186,0.742561741482506,0.722019394810652,0.695628386324602,0.726947558965069,0.698324455035398,-0.0180421570175008,0,0.699671995853529,0.723214529606707,0.722636581514421,0.723210224470249,0,0.714499051564677,0.722253485315727,0.743142230554865,0,0.67079702920325,0.697058607959945,0,0.725546230163814,0,0.651254332957313,0,0.699719257337329,0.674423965501152,0.725928766917863,0,0.672811652665596,0,0,0.670801849046747,0.722712479921664,0.741295735360056,0,0.699673049409628,0,0.677131094476707,0,0,0.696765367045463,0.720460449340976,0,0.698559625271671,0.672202120499657,0,0.697219533716336,0,0.699537357233536,0.726288866177457,0.674597405856817,0.722375893017363,0.698231330659401,0.72221782738388,0.698666221362471,0.720599339714598,0.721618187203597,0.741513058510754,0.72474608285352,0,0.724778562441643,0.674086229868999,0,0,0.675239310892802,0,0.744307989620892,0.673174643795033,0,0.699218115781198,0,0.670801849046747,-0.0180421570175008,0.698222987251426,0,0,0.722484839436426,0,0,0.72287980788021,0,0.742734334999101,0.743727108831517,0.697492318777051,0.720689239119013,0.67877965427414,0,0.699973209165614,0.74204892454453,0,0.741957515211603,0.701267582376397,0.699671995853529,0,0,0,0,0.720599339714598,0.72116401352329,0,0.67134429163831,0,0.742936762674583,0.672928732733043,0,0.720605232403989,0.698831400462238,0.722593069783016,0,0.723533854487362,0,0,0,0.651360713677801,0.670787444878041,0.677233902266021,0.722797227311023,0.701495311565991,0.723660530011045,0,0,0.72262190921749,0.670801849046747,0.698321266676844,0.719768212642996,0.697683976913554,0.723948953382566,0,0,0.670792227862083,0,0,0,0.674188012367254,0,0.698559625271671,0,0.722516588725955,0.670801849046747,0.723549544301213,0,0,0.67454220842107,0.699537357233536,0.674050292153152,0,0.700710921801872,0.722429911338708,0.721273991560189,0.674220900480419,0.721070887759672,0.723457732037682,0,0.721291836861795,0.721291836861795,0.721291836861795,0.721291836861795,0.721291836861795,0,0,0,0,0.699495104211006,0.723981004210858,0.723118280702408
"Degradation of the extracellular matrix",0.799946603664623,0.801207429075133,0,0,0.800536372900743,0,0,0.776666118295115,0,0,0.75690897367162,0,0.756752867662756,0,0,0.803726229484239,0,0.777840907278008,0.776164691632048,0.801034576470504,0,0,0,0.805198345355007,0.754384436593342,0.781160847688644,0.800544065687287,0.77474489976171,0,0.801010003705705,0,0,0.774802969225672,0,0.801199307921418,0,0.799167058800892,0.775074626628182,0,0.77473233072702,0.776382310806315,0.777271864795811,0.778457891899048,0.802874296491365,0,0.802874296491365,0,0,0,0,0.799355016661605,0.804825875570761,0,0.801225538084488,0.801907614253637,0,0.800196772328718,0.803551870673937,0.776065697281409,0.755199465885363,0.801372135808261,0.776638343278306,0.805240203524237,0.824710178578778,0.774641913693541,0.804345740862577,0.77908479163911,0.752629605554543,0,0.825221112821081,0.800796867547398,0.779106860717931,0.776068713427516,0.777516703535368,0.755902303251339,0.799775198082342,0.804873715653534,0,0.775579859151043,0.774672886757012,0.775596591410932,0.7807883779044,0,0.804206364192425,0,0.822039102056774,0.778340603923127,0.803353759699995,0.75608144223035,0,0.778004174572481,0.756429276815632,0.775584552153868,0,0,0,0.780897991024208,0,0.757809606765838,0,0,0.800323697737141,0.79909319884871,0,0.80097262805471,0.753816913988324,0,0.753587832023706,0,0.799591436212,0,0,0.753746252298435,0,0.801897253405102,0.77862065025005,0.79922843413512,0.799156618695524,0.799934462504856,0.802202199559405,0,0,0.800724119241784,0,0,0,0,0,0.8027945288928,0,0.802121305144494,0,0.775584552153868,0.752212230546408,0,0.780200324495728,0,0.801225538084488,0,0,0,0,0.801446621679067,0.75511688528851,0.775095183889932,0.822320473501755,0,0,0.799921661493928,0.77800045782657,0,0.799887088020933,0.80156896223641,0.799490454425412,0.801533721496671,0,0,0,0.79922843413512,0.80041960619206,0.756178664235223,0.800159740425399,0,0.754347338154973,0.802068613330366,0,0.799234171750455,0.778070039043744,0,0,0.801021872615085,0,0,0,0.778662831418618,0.775570527050258,0.754407455277463,0.801904328646148,0.803179400889693,0,0,0.777074143704546,0,0.775584552153868,0.775495396859542,0.800093456176074,0.801729969835846,0.802651121900563,0.780512626427942,0,0.775575184163634,0,0,0,0.776799463579909,0,0.753984928839791,0.75590093466988,0.754367371430342,0.775584552153868,0,0,0.775995310230794,0.777793916044007,0.799831693167614,0.776908025165151,0.757563513790861,0.801559145505981,0.801172055493627,0.799673408330291,0.75578256705541,0.799475649479783,0.77811348301891,0.777054784831708,0.800544065687287,0.800544065687287,0.800544065687287,0.800544065687287,0.800544065687287,0,0,0,0.775354264724532,0.776629498388288,0.802309859483906,0.801842309490565
"G beta:gamma signalling through BTK",0.876198880745841,0,0,0,0.806154168298029,0,0.809004230927563,0.815393715710653,0.749836776711647,0,0,0.750661031205039,0,0,0.750661031205039,0,0.749836776711647,0,0,0.815803547542881,0.750661031205039,0.749836776711647,0,0,0,0,0.878030348231314,0,0,0,0,0,0.81070822671891,0,0,0,0.875775282247837,0.811540968685784,0,0.810491690590091,0.814014506890264,0,0.821912071958083,0,0,0,0,0,0,0,0.874385422618369,0,0,0,0,0,0.876965750867781,0.817581782837887,0,0,0,0,0.811299423257051,0.880119342159593,0.735971625112568,0,0.815269735200634,0,0,0,0.814635028533096,0.811285465733619,0,0.813978002146509,0.740560115958369,0.878287036323523,0.806735716228629,0,0.73662302344289,0.810309470308053,0.808119179889855,0,0,0,0,0.804916554461658,0.81952378754554,0,0,0,0,0,0.736637409431885,0,0.807533919269557,0,0.813893720210075,0,0,0,0.819876712146884,0.810834352602013,0.875548871035458,0,0,0.81289215360123,0,0.812189922909083,0,0,0,0.817581782837887,0,0,0.806505586000443,0,0.875963422957678,0.809870358423307,0,0,0,0,0.730941956802176,0,0,0,0,0.809931312671097,0.746333173788131,0,0.812346940591455,0,0.736637409431885,0,0,0,0,0,0,0,0,0,0,0,0.81160398517061,0.808239461612461,0,0,0,0.811240607920637,0,0.725228044898921,0,0,0,0,0,0,0.875963422957678,0.877648828552876,0,0.876852232812604,0,0,0.817968867464076,0.820274319250777,0.875981011114801,0.809393392808545,0,0,0,0,0,0,0.737644153087659,0.736594416705542,0.809004230927563,0.808493302516065,0.738468407581051,0,0,0,0,0.736637409431885,0.814078180727292,0.877790817744293,0.813647846129652,0,0.73961018107173,0,0.736608692678575,0.811033067610092,0,0,0,0,0,0,0,0.736637409431885,0,0,0,0.74665964340977,0.813488714082135,0,0.818080709943533,0.733501656656529,0,0,0.885438167848125,0,0,0,0.878030348231314,0.878030348231314,0.878030348231314,0.878030348231314,0.878030348231314,0,0,0,0.719813246461954,0,0,0.814347750392436
"Signaling by Retinoic Acid",0.689178562078527,0.691580008098031,0.649450448285544,0,0.691011302001124,0,0,0,0,0,0,0,0,0.6963774710663,0,0,0,0,0,0,0,0,0,0,0.647084166575557,0,0,0,0,0.692397220494078,0.645834744687031,0,0,0.650052626340909,0,0,0.688915363597025,0,0,0.644622475747423,0.690651183398614,0,0,0.69475482682264,0,0.69475482682264,0,0.651816428321348,0,0,0.688051788901412,0,0,0.691614499636724,0.695660530458021,0.691161385178173,0.689655048781275,0,0,0,0,0.648460473092176,0.690185765531594,0.690905070660037,0.687729878713969,0,0,0.688141212685666,0,0,0,0.692867672873753,0.64784312504502,0,0.695777753613558,0.688519997841691,0.742220069247317,0.645687220031926,0.643546339551187,0,0.646090782243313,0,0,0,0,0.645903039370379,0,0,0,0,0,0,0.643555278134483,0.691327238608043,0,0,0.692507133695547,0,0.652193060589393,0,0.695515173973407,0.644268028122503,0.688774685366168,0,0.692354362415873,0,0,0.642168344421072,0,0.691546058411389,0.696695133642006,0,0.691412454354093,0,0.691119315617946,0,0.68903226285274,0,0.687933866418635,0,0,0,0,0,0,0.7342454243838,0,0.645508177039253,0,0,0.691546058411389,0,0.643555278134483,0.729387483730482,0.650052626340909,0,0,0.692807740595973,0,0,0.647230354897132,0,-0.0334598672013529,0,0,0.689968384401611,0,0,0.692354362415873,0.648745690386418,0,0.730397005214595,0,0,0,0,0,0,0.68903226285274,0,0,0.689584515528947,0,0,0.647499664918567,0.695762222974931,0.689043191069599,0.644342900349151,0.646698588177423,0,0.644510655174884,0,0,0,0,0.643528565055134,0.691962393446,0.692354362415873,0.697291965312834,0.650355310114326,0,0,0.697426039194676,0.643555278134483,0,0.687953229120916,0.646352041277996,0.693108183844178,0,0,0.643537435281167,0,0,0,0.646735002750218,0,0.646323239411074,0,0,0.643555278134483,0.700905641451368,0,0.642011123900463,0,0.691546058411389,0,0,0.645635203022432,0.692705874347192,0,0.646348572438224,0,0.691794842788506,0,0,0,0,0,0,0,0,0,0,0.648058120725401,0.645109041481019,0.690550069270183
"GABA receptor activation",0.837779226547212,0,0,0,0.801726955808103,0,0.840763263051638,0.804899969632681,0,0,0,0,0,0,0,0,0,0,0,0.841790051963854,0,0,0,0,0,0,0.838751305094086,0,0,0,0,0,0.806769975615235,0,0,0,0.837554395358199,0.807211965772036,0,0.806655045851471,0.804773947307899,0,0.808965697167428,0,0,0,0,0,0,0.807698079773356,0.836816706734357,0,0,0,0,0,0.838186254244777,0.806398636998105,0,0,0.763981238193921,0,0.802726863153674,0.839576385551006,0.800825376730098,0,0.806199992818422,0.800252831989632,0.763157275183753,0,0.805103298378367,0.802554830774438,0.804172560967132,0.804754571873422,0,0.838887546108274,0.803208986359049,0,0,0.841524969336656,0.800586754661166,0,0,0,0,0.799945074042897,0.807698079773355,0,0,0,-0.0285823143210602,0,0,0,0.839982873319742,0,0.803403091126984,0,0,0,0.807885399742915,0.802042534697574,0.837434224247289,0,0.805529050055165,0.804178241644033,0,0.801172711551932,0,0,0,0.806667331955438,0,0,0.800604821047465,0.768513975944615,0.837654253831954,0.802574379009941,0.800141626475567,0,0,0,0.760654992252915,0,0,0,0,0.838519474928616,0.76275613507276,0,0.805882073663723,0,0,0.799573757377323,0,0,0,0,0,0,0.803649116302272,0,0.802601929284698,0,0.807245412706521,0.803095955016591,0,0,0,0.801596556566771,0,0.800064547568886,0,0,0,0,0,0,0.837654253831954,0.838548807863007,0,0.838126002852385,0,0,0.808259981556618,0.808096435613792,0.837663589007355,0.801316976648417,0.803194866934313,0,0,0,0,-0.0285823143210602,0.76426180817201,0,0.801344031547623,0.805325676767789,0.764355593313189,0,0,0,0.761568950555688,0,0.804807743141821,0.83862417073347,0.803230783058227,0,0.764961606537273,0,0,0.841401322261903,0,0,0,0,0,0,0,0,0,0,0,0.763618996051792,0.804494874972225,0,0.805927899137508,0.761719416553466,0,0,0.842683115287675,0,0,0.7611901290375,0.838751305094086,0.838751305094086,0.838751305094086,0.838751305094086,0.838751305094086,0,0,0,0.754748264089896,0,0,0.803885951703433
"Prostacyclin signalling through prostacyclin receptor",0.876198880745841,0,0,0,0.806331746069495,0,0.808826653156097,0.815393715710653,0,0,0,0,0,0,0,0,0,0,0,0.816627802036273,0,0,0,0,0,0,0.878030348231314,0,0,0,0,0,0.81070822671891,0,0,0,0.875775282247837,0.811540968685784,0,0.810491690590091,0.814014506890264,0,0.821912071958083,0,0,0,0,0,0,0,0.874385422618369,0,0,0,0,0,0.876965750867781,0.817581782837887,0,0,0,0,0.811299423257051,0.880119342159593,0.724920774979258,0,0.816093989694026,0,0,0,0.814635028533096,0.811285465733619,0,0.813978002146509,0,0.878287036323523,0.806389696575448,0,0,0.810309470308053,0.808119179889855,0,0,0,0,0.804916554461658,0.81952378754554,0,0,0,0,0,0,0,0.807356341498091,0,0.813893720210075,0,0,0,0.819876712146884,0.810834352602013,0.875548871035458,0,0,0.81289215360123,0,0.811048149418403,0,0,0,0.817581782837887,0,0,0.806505586000443,0,0.875963422957678,0.809870358423307,0,0,0,0,0.730941956802176,0,0,0,0,0.809931312671097,0,0,0.813488714082135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81160398517061,0.808239461612461,0,0,0,0.811240607920637,0,0.725228044898921,0,0,0,0,0,0,0.875963422957678,0.877648828552876,0,0.876852232812604,0,0,0.817968867464076,0.820274319250777,0.875981011114801,0.809215815037079,0,0,0,0,0,0,0.737644153087659,0,0.809004230927563,0.808493302516065,0.747167433702,0,0,0,0,0,0.812936407236612,0.877790817744293,0.813647846129652,0,0.748309207192679,0,0,0.811033067610092,0,0,0,0,0,0,0,0,0,0,0,0.73560879327646,0.813488714082135,0,0.817903132172066,0.733501656656529,0,0,0.885438167848125,0,0,0,0.878030348231314,0.878030348231314,0.878030348231314,0.878030348231314,0.878030348231314,0,0,0,0.733154372943209,0,0,0.813523495899043
"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",0.905036786028752,0.864098950290002,0,0,0.863500918312052,0,0.908710179728022,0.865307938927956,0,0,0.813335896516615,0,0,0,0,0,0,0,0,0.865575714637311,0,0,0,0.821223851268465,0.864428837708335,0,0.906233429301709,0.862152395876939,0,0.863703531449514,0,0,0.860538874169811,0,0,0,0.904760015462475,0.861082970682948,0,0.861359044935233,0.863660780816926,0,0.869566899142154,0.815823054601906,0,0.815823054601906,0,0,0,0.869566899142156,0.903851909700757,0,0.816641601749402,0.864135220418315,0.864216773124258,0,0.905537843230111,0.866032525537536,0.861482632950248,0,0.813560422060651,0.814161499043629,0.862632812254409,0.907598335067906,0.859546042574152,0,0.865226932606814,0.860401687437245,0.819173614632712,0,0.864812228294541,0.865453014747816,0.865226932606814,0.864382940735849,0,0.906401144033872,0.862480301782954,0,0.812438267044885,0.860278334913512,0.860224138974401,0,0.826111219072216,0.818348582939185,0,0.860221624801982,0.867260431745629,0,0.866514453818169,0,0,0,0.812447666554892,0,0.907749508261748,0,0.863789321675936,0,0,0,0.868237036807475,0.860621282233704,0.904612083022307,0,0.863205572540666,0.863673469578174,0.813997295454445,0.861506984055791,0,0.862778687613333,0,0.863892558720695,0,0.86257339694331,0.907077616405297,0.813733101311159,0.904882942741603,0.86041452827518,0.860264791781282,0.865444379806201,0,0,0.813430954444426,0.865282969799337,0,0,0,0.905948042890426,0.81878268002639,0,0.862778687613333,0,0.812447666554892,0.85956573640297,0,0,0,0.864135220418315,0,0,0.86458256437239,0,0.863293461445328,0,0.861124144361023,0.904096610756402,0,0,0.863628672597169,0.862055832548371,0,0.861454468832463,0.811329326959157,0,0,0,0,0,0.904882942741603,0.905984152172672,0,0.90546367286227,0,0.863041255693949,0.864145471872399,0.868496825130188,0.904894434482555,0.908964450115383,0.864023376586422,0,0,0,0,0,0.814498441037343,0.812419575989717,0.86289242872493,0.863205572540666,0.820668444684332,0.865882400453974,0,0,0.817218363189752,0.812447666554892,0.86274073296681,0.9060769249967,0.863628672597169,0.86570592789952,0.821414456053739,0,0.812428903617552,0.864747963196001,0,0.867750813760781,0,0,0,0,0,0.812447666554892,0,0,0.861764756363172,0.818969680543824,0.864063249954867,0.816409301238825,0.914640564866034,0.865575714637311,0.864028101337693,0.863734473061058,0.911073546629509,0.863338386298802,0.864747963196001,0.816752028218314,0.906233429301709,0.906233429301709,0.906233429301709,0.906233429301709,0.906233429301709,0,0,0,0.861118409095377,0,0,0.864085975680308
"G beta:gamma signalling through PLC beta",0.876198880745841,0,0,0,0.805825505005487,0,0.809004230927563,0.815393715710653,0,0,0,0,0,0,0,0,0,0,0,0.815803547542881,0,0,0,0,0,0,0.878030348231314,0,0,0,0,0,0.81070822671891,0,0,0,0.875775282247837,0.811540968685784,0,0.810491690590091,0.814014506890264,0,0.821912071958083,0,0,0,0,0,0,0,0.874385422618369,0,0,0,0,0,0.876965750867781,0.817581782837887,0,0,0,0,0.811299423257051,0.880119342159593,0.724920774979258,0,0.815269735200634,0,0,0,0.814635028533096,0.811285465733619,0,0.813471761082501,0,0.878287036323523,0.806735716228629,0,0,0.810309470308053,0.808119179889855,0,0,0,0,0.804916554461658,0.81952378754554,0,0,0.736261837123549,0.73768023252118,0,0,0,0.807533919269557,0,0.813893720210075,0,0,0,0.819876712146884,0.810834352602013,0.875548871035458,0,0.736340006927536,0.81289215360123,0,0.812189922909083,0,0,0,0.817581782837887,0,0,0.806505586000443,0,0.875963422957678,0.809870358423307,0,0,0,0,0.736760262979804,0,0,0,0,0.809931312671097,0.739958856341771,0.745428487249358,0.813488714082135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81160398517061,0.808239461612461,0,0,0,0.811240607920637,0,0.731046351076549,0,0,0,0,0,0,0.875963422957678,0.877648828552876,0,0.876852232812604,0,0,0.817968867464076,0.820274319250777,0.875981011114801,0.809393392808545,0,0,0,0,0,0,0.737644153087659,0,0.809004230927563,0.808493302516065,0.738468407581051,0,0,0,0,0,0.814078180727292,0.877790817744293,0.813647846129652,0,0.73961018107173,0,0,0.811033067610092,0,0,0,0,0,0,0,0,0,0,0,0.741427099454087,0.813488714082135,0,0.818080709943533,0.733501656656529,0,0,0.885438167848125,0,0,0,0.878030348231314,0.878030348231314,0.878030348231314,0.878030348231314,0.878030348231314,0,0,0.742791814925423,0.719813246461954,0,0,0.814347750392436
"G beta:gamma signalling through CDC42",0.876198880745841,0,0,0,0.806154168298029,0,0.809004230927563,0.815393715710653,0,0,0,0,0.742880135038994,0,0,0,0,0,0,0.814621509497008,0,0,0,0.753266786199271,0,0,0.878030348231314,0.737222535413421,0,0,0,0,0.81070822671891,0,0,0,0.875775282247837,0.811540968685784,0,0.810491690590091,0.812048478906192,0.741139407015309,0.821912071958083,0,0,0,0,0,0,0,0.874385422618369,0,0.74234565338198,0,0,0,0.876965750867781,0.817075541773879,0.733768272910961,0.738118317987448,0.737629895106834,0,0.811299423257051,0.880119342159593,0.79732479030452,0,0.814087697154762,0,0,0,0.812669000549024,0.811107887962153,0,0.813978002146509,0,0.878287036323523,0.806735716228629,0,0.730313938159095,0.810309470308053,0.808119179889855,0,0,0,0,0.804916554461658,0.817557759561468,0,0.740821939201059,0.736327069286114,0,0.742127560680003,0.73032832414809,0,0.807533919269557,0,0.812421909327826,0,0,0,0.819876712146884,0.810834352602013,0.875548871035458,0,0.74031322003988,0.81289215360123,0.747922906981082,0.812189922909083,0,0.739012314501683,0,0.817581782837887,0,0,0.806505586000443,0.737865174402869,0.875963422957678,0.809870358423307,0.731256805568992,0,0,0,0.736825495142369,0.744392900260897,0,0,0,0.809931312671097,0.743595049564175,0,0.811522686098063,0,0.73032832414809,0.730186898417164,0,0,0,0,0,0,0,0,0,0.737865174402869,0.81160398517061,0.808239461612461,0,0,0.74031322003988,0.811240607920637,0,0.731111583239114,0.744176590038894,0,0,0,0,0,0.875963422957678,0.877648828552876,0,0.876852232812604,0,0.735506195086782,0.817968867464076,0.820274319250777,0.875981011114801,0.809393392808545,0,0,0,0,0,0,0.737636854045358,0.730285331421747,0.808826653156097,0.808493302516065,0.73846110853875,0,0,0,0,0.73032832414809,0.814078180727292,0.877790817744293,0.811641553590388,0,0.739602882029429,0,0.73029960739478,0.811033067610092,0,0.744351945921244,0,0,0.736405239090101,0.740268609089116,0.735567605337265,0.73032832414809,0,0,0.73355250757407,0.741492331616653,0.811522686098063,0.740024088504336,0.818080709943533,0.733494357614227,0,0.740475148088061,0.885438167848125,0.739868935657931,0,0,0.878030348231314,0.878030348231314,0.878030348231314,0.878030348231314,0.878030348231314,0,0,0,0.730597242419625,0,0,0.812341457853171
"Blood group systems biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734025398113337,0,0,0,0.68092428559163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736759393750789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731183402900776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738178915707121,0,0.794022972336447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
