"","OBSCN","ZW10","ABLIM3","BCL2L11","FBN1","EPHA3","USP34","RELT","ZNF334","DENND1B","HECW1","PCDH15","HPSE2","KIF3C","ALDH3B2","SHOC2","KRAS","CAMK2D","TLL2","PRKD3","PTGES3","DCLK1","NOX3","OR2M3","SRCAP","CTNNA2","APC","ARHGAP29","ABCG5","UBFD1","UNC79","PTPRZ1","KIF4B","DMBT1","CTNND1","BRAF","ADAMTS17","DSPP","TP53","KCNU1","NRXN3","PWP1","MUC20","WNT3A","NEB","HEXDC","FGFR3","MYOM1","GRIA1","TRPC1","ENPEP","ST14","SOX7","RYR2","TUBA3C","KCNG4","CATSPER3","SOAT2","TTN","SF3B1"
"Activation of Matrix Metalloproteinases",0.682810070636568,0.682779325904386,0.723978584067223,0.721804664788422,0.75707422036484,0.721979545804187,0,0,0,0,0,0,0.722765709642406,0.683066193474587,0,0,0.719589497082025,0.720364120653668,0.684840447679584,0.685101925397301,0,0,0.721076496600785,0,0,0.722310658752822,0.71934184784842,0,0,0,0,0,0.683407635009261,0,0.754353710359664,0.71988064718997,0.685407019269396,0.68788539298046,0.718021362936333,0,0,0,0.681457575653882,0.720227694404574,0.682469757548733,0,0.719676448385818,0,0.682666753810462,0,0.760050614517106,0,0.726544890556766,0,0,0,0,0,0.682322492873179,0.719151479973536
"Long-term potentiation",0.83374023651956,0.830746331467414,0.835717800325512,0.833632506020485,0.76669485457603,0.832231692956369,0.77308550906488,0.779549383837255,0,0,0.772275750746196,0,0.774672887641088,0.831246597604855,0,0.832973079563321,0.88804655637117,0.888872729443301,0.836901942881348,0.835350228135566,0.832579148927717,0,0.834951322922822,0.834743362122361,0,0.835076744943137,0.836277540517676,0.834488170816543,0,0.762682651651941,0.780235325787637,0.770705127591866,0.831842034856942,0,0.83125987461762,0.890260077508293,0.764698140384284,0.771228321976513,0.827596675136173,0.834487590098339,0.892086216422278,0,0.770246862493291,0.832159428226937,0.822829683643033,0,0.829457393068148,0.766395134646569,0.734848052980361,0.769433500579261,0.777352121146664,0,0.780403707400675,0.890624067511048,0,0,0.828627984776184,0,0.822572869914074,0.827299850822599
"G alpha (s) signalling events",0.928591644930448,0.927320457020379,0.929238472115958,0.928834829365849,0.926393764416667,0.925716081978312,0.929047779173873,0.929321708386915,0,0,0.928109551822071,0,0.912220644372115,0.927453003689904,0,0.928388384921541,0.926121427363536,0.940985139639588,0.912030390107354,0.929141083014555,0.92714941618628,0.929136022477689,0.928635232163631,0.945191916857723,0,0.928344942997103,0.927886369318765,0.928789811851351,0.928109912950926,0,0,0.911153609838655,0.927610766166251,0.913194888286207,0.927867854092508,0.925321108685249,0.910048004641847,0.926356981659973,0.926634809091057,0.944927987158041,0.928157952175921,0.929284324181908,0.911051699362668,0.928106192900695,0.92870613173119,0,0.925103891893692,0.909824562383207,0.941064526268886,0.928031542633376,0.929195171413255,0.930777965881834,0.930753314683892,0.941310143679581,0.910774543383895,0,0.926122073673453,0,0.928638088340054,0.927287066655717
"Regulation of Complement cascade",0.40708978304436,0.361285740714461,0.357350888793228,0.404971349336218,0.365435505276277,0.354991751006018,0,0.360041355867079,0,0,0.366301103248716,0,0.3651584974231,0.360953893558081,0,0.352963977133073,0.617577198514236,0.619072751755955,0.365451399987762,0,0.619937304786969,0,0,0.40788943845728,0,0.406459671570136,0.364553073072892,0,0,0.367255797091477,0,0,0.361356841136157,0,0.621224657381543,0.40474627589605,0.406406433476406,0.368503418314823,0.619229636215727,0.321075652006512,0.319148366582182,0,0.620976872729433,0,0.406688167187455,0,0.618834162296247,0,0.618694124604163,0,0.411649388750108,0,0,0.318158893114571,0.364885274406494,0,0,0,0.406514374785757,0.358916780147623
"Diseases of Immune System",0.810953657558364,0.806649906096117,0.812571236537507,0.808631379870347,0.810716396136091,0.809719720959407,0.806454450875331,0.816633541160794,0,0,0.805757111152304,0,0.759573929235165,0.700350712013832,0,0.807268728559171,0.817775779984533,0.807415407896901,0.759022499012468,0.759950037219784,0.763776888069765,0,0.810089444059578,0.75873776872854,0,0.810192034945887,0.807352467966444,0.811565442014035,0,0.70417191616344,0,0,0.700837759147014,0.813029341398558,0.80788027440093,0.807127373055831,0.810127685481246,0.814424616092169,0.804073595861472,0.752809198634347,0,0,0.807169559181379,0.804907858268051,0.756446895878393,0,0.807829756802017,0,0.806850183993879,0.812571236537507,0,0.816279456493584,0,0.755952757679201,0,0,0.757363424554134,0,0.756236831106642,0.803830803811632
"Defects in Toll-like Receptor Cascades",0.810953657558364,0.806649906096117,0.812571236537507,0.808631379870347,0.810716396136091,0.809719720959407,0.806454450875331,0.816633541160794,0,0,0.805757111152304,0,0.759573929235165,0.700350712013832,0,0.807268728559171,0.817775779984533,0.807415407896901,0.759022499012468,0.759950037219784,0.763776888069765,0,0.810089444059578,0.75873776872854,0,0.810192034945887,0.807352467966444,0.811565442014035,0,0.70417191616344,0,0,0.700837759147014,0.813029341398558,0.80788027440093,0.807127373055831,0.810127685481246,0.814424616092169,0.804073595861472,0.752809198634347,0,0,0.807169559181379,0.804907858268051,0.756446895878393,0,0.807829756802017,0,0.806850183993879,0.812571236537507,0,0.816279456493584,0,0.755952757679201,0,0,0.757363424554134,0,0.756236831106642,0.803830803811632
"Assembly and cell surface presentation of NMDA receptors",0.768029629076161,0.760166323962196,0.770723628300391,0.767921847098002,0.701472172864356,0.767235855092735,0,0,0,0,0.697673247891121,0,0.646614519823934,0.701842199436701,0,0.768968707359943,0.821799790799177,0.822877841764576,0,0.768516173154936,0.766305878221562,0,0.769241294197793,0.768816266660672,0,0.768804667714746,0.774680564988148,0.768777920774,0,0.696466941318456,0,0.770918577210191,0.644695117739989,0,0.764985973495439,0.824014369668713,0.698483393153307,0.706007806584976,0.761321023551905,0.768679185761444,0.825841381204281,0,0.697133931475258,0.766877068345209,0.75664271460513,0,0.76492418392313,0.696648548682262,0.823451065647344,0,0,0,0.715719423357667,0.824378533604311,0.649911589237329,0,0.762352826003851,0,0.756385778157575,0.761024057400655
"Heme degradation",0,0,0,0.647447656417197,0,0,0,0,0,0,0,0,0,0,0.0354103201449063,0,0,0.642720745425498,0,0.648743016574542,0.036148234223038,0,0.584846572995266,0,0,0.582445872759911,0,0,0,0,0,0,0,0,0,0,0,0,0.638142237130416,0,0,0,0,0,0.1201655574537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119877754522305,0
"Elastic fibre formation",0.635969545763461,0.687466268418858,0.69065723798003,0.690992477774401,0.795027833330147,0.687704496572524,0.691067505345462,0.641851059310682,0,0,0.690381638083078,0,0.696053367487531,0,0,0.69127301476504,0.688028499544365,0.685318382799282,0.751228422132532,0.636857332760819,0.690939354560042,0,0.636995338888088,0.637839072219682,0,0.688193577212987,0.748299969966151,0.636603047929327,0,0,0,0.637809590443487,0,0,0.685799751579433,0.689903357322936,0.688126943409456,0.690369340083433,0.685377340310864,0.636995338888088,0,0,0.633971801141627,0.689502237607052,0.687774795791488,0,0.685747440658439,0.633560877097534,0.684867395987029,0,0,0.69296309349867,0,0.689297921181574,0,0,0.631639456121968,0,0.6875572739394,0.742137657325906
"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",0.830026775819747,0.822178980006794,0.831257659822241,0.826691322005973,0.768420388003008,0.885795488051498,0.76895792422069,0.833342913950517,0,0,0.768168391079971,0,0.829858590852902,0.824687144872828,0,0.829278779995427,0.825457921432705,0.883048723473532,0,0.829803654428233,0.828197401917446,0,0.832173508186524,0.829759752982873,0,0.830084808964979,0.826700016280858,0.830756029105479,0,0.765762305663183,0,0,0.825267710003058,0,0.883602849068499,0.827616155877622,0,0.772840623859147,0.820128428565634,0.766347082423514,0.76197882614568,0,0.825644320384038,0.76715607301514,0,0.769092596411762,0.883542631577431,0.76041186138656,0.827067183719258,0.823232992964258,0.773878821471341,0,0.769433527801719,0.827971054572004,0,0,0.754555548943643,0,0,0.756905064511294
"Neurexins and neuroligins",0.86012303387121,0.889779313437881,0.894174313047402,0.859982818567295,0,0.892375195029268,0.892263518172623,0.860543877768064,0,0,0.891845616304662,0,0.861203029543331,0.888743379364177,0.857682649286321,0.892098780332094,0.92052122231519,0.921218377167493,0,0.86144587795291,0.860305728865436,0.864132341676406,0.859712903893372,0.893923762503982,0,0.89201416282293,0.890512539193771,0.860509029461017,0,0,0,0.86384041536516,0.890634742084107,0,0.891214625726344,0.890997454175873,0,0,0.888443787429439,0.893119716549905,0.928845181117772,0,0,0.891309793818632,0.892188417410522,0,0.890813676929271,0,0.921373008872214,0.86287889675258,0.861170812773688,0,0,0.89118530294329,0,0,0.889856354183309,0,0.892055880412045,0.889170927868692
