"","GRM1","IL22RA2","PCMT1","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","ARID1B","MYCT1","VIP","FBXO5","ADAT2","MTRF1L","PEX3","SNX9","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","PEX7","HECA","SCAF8","KATNA1","IL20RA","CITED2","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","IGF2R","LPA","PLG","MAP3K4","EPM2A","AGPAT4","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","RNASET2","FGFR1OP","CCR6","KIF25","FRMD1","AHI1","THBS2","PHF10","TCTE3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","FIG4","WASF1","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","FYN","TUBE1","LAMA4","KHDRBS2","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","TRAPPC3L","RWDD1","HTR1E","KPNA5","GPRC6A","COL9A1","GOPC","NUS1","PLN","MCM9","ASF1A","MAN1A1","SMAP1","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","EPHA7","HEY2","NCOA7","TRMT11","CENPW","RSPO3","RNF146","ECHDC1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"SRP-dependent cotranslational protein targeting to membrane",0.877933018158663,0.878860576660724,0.880488841089421,0.878566768598187,0,0,0.903896552543708,0,0.90385518646108,0.881936021328308,0,0.88133906828842,0,0.883600726067478,0,0,0,0,0,0,0,0.879653742199524,0.884231820702366,0.878520918897318,0.903185221001045,0,0.904791642244089,0,0.902392511406721,0,0,0.877483953405848,0.902659821430687,0,0.902323003347699,0.903389111282956,0.880731102163098,0.881546933774621,0,0.883301713543381,0.881474249350336,0.882787625644334,0,0.881118307033286,0.878878395868594,0.87954955665949,0.878179183332064,0.882178028409508,0.926481656171168,0.904252535828466,0.879604549461685,0.880436989721508,0.904223613460567,0.878878395868594,0.900487040715724,0.884210323302305,0.87936555211338,0.90137516799907,0.880061181685641,0.90592543679864,0.880156911733529,0.903070148547881,0,0.881749118399593,0.902311927264783,0.880659088202725,0.904715427247751,0.902264510669419,0.881811519321101,0.904826925017924,0.880780294900938,0.905120397759475,0,0.881048299314553,0.901751949184914,0,0,0,0.900817971713269,0.905796973202007,0.902971534001273,0.877411275446751,0.878602348840819,0.88209159730908,0.903406671829897,0,0,0,0.904171276782624,0.877544346540405,0.902123555832141,0.90425326938097,0.882101085446728,0.882735766984076,0,0.903356569983739,0.880629195050918,0,0.904301424908187,0,0.878067621252581,0,0.903823583566552,0.903287525451529,0.88227884849126,0,0.882787625644334,0.878878395868594,0,0,0.879729266811905,0.904197555039648,0.88115759676346,0.905812604852372,0.903872460949175,0,0.905975060510279,0.882787625644334,0,0.90298739607581,0,0,0,0,0,0.877544346540405,0,0.878142744056446,0,0.880281165830019,0,0.878928191935068,0.880156911733529,0.880939647470593,0,0.905668436363919,0,0.903282329080163,0.881811519321101,0,0.903827307592185,0.880585737973144,0.879653742199524,0.901751949184914,0.878767599861395,0.879260627834926,0.880281165830019,0,0,0.879211435097086,0.904942778891485,0.90343375751925,0.882162312757488,0.905335593606217,0.926910531400419,0,0,0.880217193153478,0.87882576916852,0.906027039385083,0.880585737973144,0.905832445302315,0.880090603845726,0.904532813753667,0.878520918897318,0.878520918897318,0.878520918897318,0.878520918897318,0.878520918897318,0,0,0.881084567137304,0.926738130097756,0.880156911733529,0.881368062350482,0.90446584315851
"Amino acid and derivative metabolism",0.873874419240079,0.875101718058,0.885324292007254,0.874984296515005,0,0.867544290711017,0.88484980734303,0,0.884356933178857,0.88450675386631,0,0.875360788044319,0,0.885129683616463,0,0,0,0.886889431020805,0,0,0,0.885214782048685,0.876957303373608,0.874562172250073,0.893531196093541,0,0.884731191400493,0.875458357677948,0.884428332556215,0,0,0.884167996313875,0.884535164054306,0,0.884400553388175,0.888516562061202,0.875126057860971,0.875443862300058,0,0.884320934964748,0.885452904599168,0.875939709665391,0.87665757206561,0.875280805803965,0.87510883957422,0.884535965191907,0.87397280011582,0.875696081742792,0.893479729928518,0.884183501948502,0.874675826661315,0.884348406193433,0.882020282874629,0.886207898649293,0.884305991750348,0.885373311539061,-0.00690850556474694,0.884390920450613,0.874850075658232,0.888080750896528,0.884348406193433,0.884043189701973,0,0.893827773649723,0.884941179680719,0.884832193653123,0.884700731778684,0.884377176560193,0.87554960495005,0.886950875804186,0.884597543717986,0.884530346368514,0.876583439535947,0.875252826944964,0.883909633954862,0.876104675845743,0.86735566613902,0,0.885235692045566,0.885132975855554,0.88405478656493,0.875814316980495,0.874275293257718,0.87566153921497,0.884228691102509,0.867029658011048,0.875870051017243,0,0.885087468303735,0.875867499364293,0.892998882820574,0.884516028577021,0.884530346368514,0.875918984148697,0,0.884157659150684,0.884556816141448,0,0.894321375242995,0,0.875155266354429,0,0.885698298309723,0.886302504385939,0.885027834550716,0.8761142936443,0.875939709665391,0.884510421236188,0.885728153735672,0.894995447621316,0.874717424578882,0.884493762122287,0.884991854784597,0.88513922310585,0.888073849542327,0,0.885204149145847,0.875939709665391,0,0.886351135637123,0,0.884753518138164,0,0,0,0.875867499364293,0.876839168720246,0.873958237016592,0.884570298158094,0.88439806482978,0,0.875286419312169,0.884348406193433,0.884066173132175,0.884640262554167,0.885081605604753,0,0.885204149145847,0.88607714612701,0.876666778954923,0.884345791279705,0.875059716633139,0.884382601677516,0.883909633954862,0.876039018827504,-0.00690850556474694,0.876325913306027,0.876668541209453,0,0.875485159640831,0.884459360292216,0.893630524686521,0.884945740408071,0.884616350231554,0.89487407888684,0,0,0.895127620958284,0.875890735122433,0.896801668161199,0.875059716633139,0.896723897873825,0.876284296990426,0.887549502393693,0.874562172250073,0.874562172250073,0.874562172250073,0.874562172250073,0.874562172250073,0,0,0.875259075662435,0.893534610009892,0.874888334546829,0.88423739081696,0.884651993072603
"Influenza Viral RNA Transcription and Replication",0.850318056641887,0.839103152639271,0.854965404527925,0.838829298457876,0,0.837833741836654,0.873946523359261,0,0.87479373348687,0.854341023445981,0,0.853784612281978,0,0.85584576267712,0,0,0,0,0,0,0.875560463925191,0.853218574838873,0.856433996720553,0.850866030288816,0.874361811062365,0,0.875666590173148,0.839422840852358,0.872544628697838,0,0,0.850191316300807,0.872793784446525,0,0.872479841256542,0.874359311656264,0.875903641592186,0.85397836064978,0,0.854147676662637,0,0.855134791325677,0.840691738751368,0.855675563592647,0.839119761661304,0.839745340780502,0.850547503585812,0.854566594693214,0.895883533701355,0.87427833015243,0.872878508796286,0.852943798094094,0.881590440145093,0.851870968313913,0.896145071049894,0.856413959309583,0.85291184000337,0.880400913077612,0.852593512941484,0.876723383431053,0.839723213484381,0.881414616082218,0,0,0.873355284248165,0.87392549672695,0.875595551294052,0.872425321089908,0.854224976953004,0.875699476728619,0.853263787811427,0.875087251516357,0,0.854057625859073,0.871947570055639,0.874688662879235,0.837393825732354,0,0.875052919353036,0.876603644398734,0.874089057739065,0.850123574242192,0.853175584338847,0.854486033533489,0.874494643320423,0,0.852398593218357,0.852734957985945,0.874202589788847,0.850247607854834,0.87337224854582,0.882867302076098,0.855445671366202,0.840767639857298,0,0.874328980389038,0.876300827256829,0,0.875209665791735,0,0.859819759784293,0,0.874883240629053,0.902514510583075,0,0,0.855134791325677,0.839119761661304,0,0,0.881351947733077,0.875112850212291,0.839322532681054,0.875501941704126,0.8748098347836,0,0.876769636964095,0.855134791325677,0,0.873984878809675,0,0.853474311429283,0,0.855159764056144,0,0.850247607854834,0.876301700018494,0.850513539072011,0.853047000082678,0.852798556932647,0,0.852348982054299,0.853655483484788,0.853365410386973,0.854255856569155,0.876455171368462,0,0.874231115802151,0.841853682967208,0,0.87476774800249,0.853133432265075,0.874465235595442,0.871947570055639,0.873885957504553,0.85184732845098,0.839230050831242,0.842195300707418,0,0.87456292259532,0.874921695577307,0.874593468301966,0,0.875287832405595,0.896283282005785,0.839616892487536,0,0.840367634954296,0.839070709086831,0.876818085710145,0.85308244415552,0.876636707422631,0.852620936904923,0.875561689409546,0.850866030288816,0.850866030288816,0.850866030288816,0.850866030288816,0.850866030288816,0,0,0.853547395495613,0.896109939774207,0.838676357123844,0.853764729606523,0.875481881365048
"Nervous system development",0.860563349709323,0.865651025864856,0.866444973336551,0.865935365983601,0,0.86619541995068,0.865962649195867,0.860792336682944,0.865927792878947,0.865967759623529,0.860863186812081,0.860054436650124,0.860863186812081,0.866348488721118,0.860792336682944,0,0.860216285361489,0.865685224658647,0.860863186812081,0.860792336682944,0.866407748628836,0.866290946524435,0.860322889344013,0.866115388968088,0.872074770586462,0,0.866178554925624,0.866530087263858,0.865718245312248,0.866617984062657,0.859950174461838,0.871737569380662,0.865593774708554,0,0.865618074947759,0.865979689152143,0.866412695210245,0.866462618934833,0.865710778344657,0.865890857095848,0,0.860445203153159,0.860907920579666,0.866696297160008,0.865655797452705,0.866474673766253,0.860035407396593,0.866277525320589,0.871986658611361,0.866153012612853,0.866290946524435,0.866329561392023,0.862716864616279,0.872096877821079,0.865088238283156,0.866511725312773,0.866083279987431,0.871788790947312,0.866587345153248,0.872621467115237,0.866040609803196,0.866256577450929,0.860606567339695,0.865654555631551,0.865566570027513,0.866119716987361,0.866158146243425,0.865708779121066,0.866474673766254,0.860101387497904,0.866453248288313,0.865142760783939,0.859965505284378,0.860469481583277,0.865523964161399,0.866241128076324,0.866069036932236,0,0.866423281157927,0.866447760213445,0.865845697855617,0.871718107838428,0.866163355156167,0.860659074859756,0.865962218095518,0.866009344625499,0.860026739390819,0.866362578708329,0.866171806324364,0.871753741319906,0.871703607563494,0.856688822860013,0.865946918291244,0.860321606308181,0,0.865827725507073,0.866027251537546,0,0.869312839619097,0,0.860769342354236,0.86029306585105,0.865858558492034,0.871678815769853,0.859978678296983,0,0.860445203153159,0.866554920874315,0,0.860471108532422,0.866099018205051,0.866019471575408,0.86635320568789,0.866311170337154,0.883716736390104,0,0.866069068045324,0.860414397759812,0,0.87207143099157,0.872545405529145,0.872136044525024,0.866706099526128,0,0,0.871753741319906,0.866248072884042,0.860025649768417,0.866014551587286,0.866146295152383,0.854712122502602,0.865877973612369,0.865910138548323,0.865635911013304,0.866241128076324,0.866353179501048,0.872409813446295,0.866025297058818,0.866708369107208,0.860252615039218,0.865920327537444,0.85983835808341,0.866600715326922,0.865523964161399,0.866007915163722,0.872638020680957,0.866544070555977,0.8668065120957,0.860873403042353,0.860086752397101,0.865095198398534,0.872141323142504,0,0.866069036932236,0.878208478517412,0.866708369107208,0.866171016866363,0.865950666445682,0.866280859561794,0.866238769713095,0.866681289964578,0.872175134124363,0.86633292970371,0.866148418099507,0.866115388968088,0.866115388968088,0.866115388968088,0.866115388968088,0.866115388968088,0,0,0.859709157847665,0.871600777963423,0.860089474914286,0.865750630996946,0.866085458462607
"Transmission across Chemical Synapses",0.902465074291606,0.89410828583629,0.895123121481222,0.893236844069679,0,0.903987545101589,0.894076932264612,0.884084465856425,0,0.883798927706452,0.884198472713492,0.895009397154051,0.884198472713492,0.905134028465737,0.884084465856425,0.895175681828628,0.884540407381054,0.89336328856309,0.884198472713492,0.884084465856425,0,0.883689360466398,0.884410844491724,0.902718393931975,0.893705172662325,0,0.882939968683652,0.884625637954586,0.902607514375019,0.885235701061279,0,0.9024064842156,0.902722695177977,0,0.903322407419707,0.893886166834624,0.884439628503187,0.89473920220535,0.88415906186091,0.884987136184108,0,0,0.895370895383573,0.884214992724427,0.894115963927219,0.894238317254891,0.902571144022595,0.894716088390943,0.893915930981457,0.894165066298217,0.894523978602218,0.894345754132912,0.90343412905841,0.89370648777794,0.893941395685114,0.905396696875799,0.894331715277345,0.893875037365341,0.90375533196935,0.893193330200353,0.894456108945741,0.894896502490891,0.904303074361733,0.894259443308368,0.903458819304567,0.894433065901347,0.88290712852171,0.903297203599994,0.895212970849102,0.893949438672149,0.884816995903055,0.894640885221153,0.884152390686322,0,0.893087592385347,0.893822707149141,0.903784178771915,0,0.893406980637654,0,0.893733590046044,0.903120011386946,0.89429571562117,0.883938940477892,0.893176242647507,0.883507760986829,0.883046554473504,0.89408811659177,0.894271841686613,0.90243250691998,0.893692980483695,0.894096707609462,0.904487850637144,0,0,0.88372706212148,0.88370667954639,0.88486154698809,0.894568653093929,0,0.902657979951714,0.885082612867221,0.893933886258052,0.893698073335914,0.894970336807708,0,0,0.894279457658371,0,0,0.894918019515205,0,0.894689037516688,0.894130052713583,0.90349914339825,0,0.884721581559609,0.886365915868123,0,0.893508548901642,0.885255944034797,0.894433812479554,0.885377490034309,0.895370895383572,0,0.903177350184759,0.884013916461909,0.903300286024239,0.894236273132079,0.894135696915561,0.884275704744358,0.893802615458911,0,0.90398740042322,0.894050265300589,0.884217916007373,0.885082771230857,0.893535820003473,0.895212970849102,0.894657369080259,0,0.894600963485343,0.904239004463973,0.893087592385347,0.894182260514198,0.894558163856471,0.894433114681853,0.895370895383573,0,0,0.894462484064508,0.893812264178411,0.89483301187485,0.894663177549838,0.89381344174061,0.894855131743205,0.893452330402353,0.894692836219489,0.894256781420939,0.894052385923543,0.904487850637144,0.893968537580066,0.89495303309984,0.89478675751419,0.902718393931975,0.902718393931975,0.902718393931975,0.902718393931975,0.902718393931975,0,0,0.895186153708145,0.893477329526593,0,0.894822243208121,0.894210628500681
"Axon guidance",0.862141256443785,0.867458198840925,0.868287924012952,0.867755352194704,0,0.868027124988577,0.867783864871925,0.862380562270497,0.867747437822803,0.867799770875719,0.862454605123055,0.861609410206289,0.862454605123055,0.868191453530965,0.862380562270497,0,0.861108519774247,0.867493938736919,0.862454605123055,0.862380562270497,0.868249021846104,0.868126956281787,0.861910375417705,0.867943487565238,0.874171417138357,0,0.868009499973935,0.868376873434033,0.867528447402119,0.868468731131303,0.86150044964505,0.873819020615333,0.867398367772491,0,0.867423763054765,0.867801672700723,0.868254191335592,0.868306364775837,0.867520643950141,0.867708837600397,0,0.862017785842602,0.862338469433799,0.868550573256236,0.86746318545111,0.868318962834815,0.861589523436418,0.868112930277468,0.874079334568282,0.86798280664646,0.868126956281787,0.867584734103865,0.864391815316172,0.874194520592552,0.866870050330241,0.868362046062487,0.86790993165575,0.873872550382369,0.868436711538969,0.867809864200433,0.867865338622562,0.868091038432756,0.862186421592704,0.8674618876697,0.867369937165352,0.867948010618292,0.867988171614122,0.867518554635423,0.868318962834815,0.861658476802809,0.868296571859334,0.866927029781594,0.861516471321323,0.862043158333006,0.867325411348654,0.868074892862101,0.867895046764944,0,0.868265254318442,0.868290836475039,0.867661643346738,0.873798682076507,0.867993615256395,0.862241295262148,0.867783414344874,0.867832664540374,0.861417301908143,0.868201816430883,0.868002447260065,0.873835921311599,0.873783528374855,0.858092131569443,0.86777178710984,0.86188861934593,0,0.867652269996392,0.867851378392622,0,0.871285025117826,0,0.862356531747036,0.861858792768546,0.867675083522751,0.873757619387199,0.861530237950148,0,0.862017785842602,0.868402826122899,0,0,0.867926379085573,0.867843247841608,0.868192021033488,0.868148091441335,0.886338005512922,0,0.867921006836324,0.861985592264053,0,0.86786514369369,0.874663260330382,0.874235452267917,0.868560817346944,0,0,0.873835921311599,0.868082150624089,0.861579326099686,0.867838106143778,0.867975786476685,0,0.867715120427729,0.867728987934067,0.867446764893145,0.868074892862101,0.868206539677189,0.874521558053747,0.867849335839109,0.868563189202286,0.86155351533348,0.867739636070191,0.861383594478764,0.868450684213541,0.867325411348654,0.867831170662679,0.874760049004078,0.868391486856043,0.868665754813882,0.862465281727896,0.861529121688778,0.866877324089695,0.874240968756038,0,0.867895046764944,0.87419935301142,0.862168794176145,0.868001622226675,0.867771342142383,0.868116414769774,0.868072428223815,0.868534889790703,0.874276303364107,0.868170831351471,0.867978005090299,0.867943487565238,0.867943487565238,0.867943487565238,0.867943487565238,0.867943487565238,0,0,0.861248572085406,0.873676064958634,0.861646027401751,0.867566654509972,0.867912208299677
"Metabolism",0.909123317268084,0.907240906592384,0.907341720717211,0.907484637722817,0,0.909286647336395,0.907273938512179,0.907626736432955,0.907303895017304,0.907319096709687,0.907650682019589,0.909616351959636,0.907650682019589,0.90742131827266,0.907626736432955,0.907610006533571,0.905175438554245,0.907490864581613,0.907650682019589,0.907626736432955,0.907378341880287,0.907460971573746,0.907531326116897,0.909176523606287,0.909224976866388,0,0.907388646370425,0.907638235008361,0.907032660372512,0.907540272327755,0.905229025098237,0.909111011221089,0.907086027609351,0,0.909227078300433,0.90710737280933,0.907236003897393,0.907543764838291,0.909516538396084,0.907139298989051,0.907378174958274,0.905354381078876,0.907579151398534,0.907532603732677,0.907242519270746,0.909297952958154,0.909145595769553,0.907478885549046,0.909195197203895,0.9069369305003,0.907383128728453,0.907264574863805,0.90928003784368,0.909381179033378,0.909249916152808,0.907476488192531,0.907323113556046,0.907091128623307,0.909394318309577,0.907277697666022,0.909352919957434,0.907298289436073,0.907457463004203,0.909233972754722,0.909293608709955,0.909236271586229,0.907381748741958,0.907026879643729,0.907473287549282,0.907202225467507,0.907497560821651,0.907486902380168,0.909371805394013,0.905283165144537,0.907017392842551,0.909280895771128,0.909400377187329,0.909310401736451,0.907469721425511,0.907488311795202,0.909201061468589,0.909104433702441,0.907282299470327,0.90538803645419,0.907172324770057,0.909234011376074,0.90746583406147,0.907330497330455,0.907279711752936,0.909116476935505,0.909104433702441,0.907113808229775,0.909556558889484,0.905526478487288,0.909478015434138,0.911483738517692,0.907411418850269,0.905566414380874,0.909352724103856,0,0.909173762297717,0.909291222204258,0.907424785613018,0.909030779242317,0.909358375561427,0.907368483485643,0.905338853742447,0.909183018771566,0.907538482256554,0.909504205286103,0.907316542835693,0.907334880143166,0.909221540516101,0.907210046760277,0.911096929721691,0,0.907282188723458,0.907627340025225,0,0.907094062009604,0.909321571257146,0.905264082587904,0.909507144004025,0.905355587562683,0.905283914818765,0.909116476935505,0.907190103532454,0.90914229793321,0.90508496025675,0.907588109365641,0.907462117629327,0.91130638077853,0.907297928291362,0.907180484678653,0.907363244565862,0.90743475814954,0.909587176678721,0.90737508682924,0.90750151365616,0.909587585562949,0.907301371917009,0.905340054360055,0.909463826160685,0.907017392842551,0.907273019141414,0.909345333013326,0.907350226764563,0.90753468355242,0.909591005479104,0.907404293270326,0.90699939904888,0.909247469979891,0.907263326842812,0.907252250625814,0.909357285656805,0.907484635182243,0.907385280609197,0.909321078338248,0.909180185306804,0.905098522119218,0.909391729695941,0.909284767017363,0.909321571257146,0.907320977396347,0.909176523606287,0.909176523606287,0.909176523606287,0.909176523606287,0.909176523606287,0.907543090359823,0.907543090359823,0.905395630185208,0.909225749953025,0.907405193763843,0.907441473469016,0.907283709492299
"SARS-CoV-1 modulates host translation machinery",0.782951779981265,0.785656847284342,0,0.78501623814497,0,0,0.839830758028463,0,0.844318084098319,0.792362442579011,0,0.791060866407732,0,0.796068298394445,0,0,0,0,0,0,0,0.787386238536583,0,0.78423361882181,0.838933008179959,0,0.842049033989006,0,0.836551397720841,0,0,0.782655304607366,0.837134231435202,0,0.836399844705293,0.784599675363633,0.789254729085568,0.791514089267141,0,0.791910159119813,0,0.794219251760023,0,0.79009897745816,0.785695699681104,0.787159075917014,0.783488510180273,0.792890106614743,0.888700470156859,0.840606931914605,0.786798431765893,0.788483332330923,0.840746681741253,0.785695699681104,0.834197371948275,0.797397443539725,0.786854223405745,0.83832852992099,0.788274605779789,0.843880386299233,0.788483332330923,0.839829492697351,0,0,0.836001612610706,0.784711168930096,0.841882857394704,0.836272309252491,0.792090982623154,0.841485228452449,0.789842535856258,0.84249918864819,0,0.789946335001523,0.835154737567669,0,0,0,0.833145052623869,0.794810076314209,0.835349163789382,0.782496840049156,0.784613267507069,0,0.836297923559606,0,0,0,0.840429757445759,0.782786983750608,0.836618189436461,0.840234449148736,0.792798532823244,0.794106180895224,0,0.838700664442171,0.789032534272853,0,0,0,0.783927914193861,0,0.784231674485165,0.837433062968772,0,0,0.794219251760023,0.785695699681104,0,0,0.787550909841111,0.843142026481715,0.78617002863891,0.844211264704641,0.839404147353579,0,0.843988584157832,0.794219251760023,0,0.837474381907667,0,0,0,0,0,0.782786983750608,0,0.783409059219018,0,0.788754251750657,0,0.786571269146324,0.788483332330923,0.790266172833189,0,0.843320031263755,0,0.838117443832037,0.792090982623154,0,0.845098692325483,0.789418330526438,0.787386238536583,0.835154737567669,0.785182370120168,0.786529105302711,0.788754251750657,0,0,0.785941298532022,0.842111914489758,0.839474908778788,0,0.842968394377219,0.889635575167714,0,0,0.788614767895422,0.785580954208324,0.844101917134354,0.789418330526438,0.843677630793086,0.787728084309958,0.786886702632607,0.78423361882181,0.78423361882181,0.78423361882181,0.78423361882181,0.78423361882181,0,0,0,0.889914783155506,0.788483332330923,0.791200274113902,0.839897813893598
"Interaction between L1 and Ankyrins",0.891446366833849,0,0.8952499534959,0.893018226092122,0,0,0,0,0,0,0,0,0,0.900406082855591,0,0,0.8538104724964,0.854684276862482,0,0,0,0,0,0.855729039616936,0,0,0,0,0.890898351891867,0,0,0.854527325843292,0.891342116064985,0,0,0.893757055253977,0,0,0,0,0,0,0,0.896238924553258,0,0,0.85516172082249,0.857939480027343,0,0,0.893725919739235,0,0.891782529459281,0.893250739096462,0.892578169279089,0.901418081615811,0.854399810842898,0.889695260042986,0,0.893560057404375,0,0,0.860981319942281,0,0.893951901350416,0.894626266331507,0,0.890685856525981,0,0.850776227237135,0,0,0,0,0,0,0,0,0.894016311501095,0,0.893455132881876,0.854406672401479,0.894551725097933,0,0.894177509752923,0.892949191968623,0,0.89578682799827,0,0.854627585119099,0.892941425038846,0.892819300213937,0.897916513739669,0,0,0,0,0,0,0,0,0,0.892949191968623,0,0,0,0,0,0,0,0,0,0,0,0.927520768983841,0,0.894954429997347,0,0,0.892741911935575,0,0,0,0,0,0.854627585119099,0,0.855101227599027,0.893714261779424,0,0,0.894364940161512,0,0.895988398379606,0.893986197933885,0,0,0.893073306461368,0,0,0,0,0,0,0.892694184110565,0.894954429997347,0,0,0,0,0,0,0,0,0.894261183717675,0.855024740127689,0.898994369514629,0,0,0,0.896085115623069,0,0.854203596056882,0.893345577744755,0.855729039616936,0.855729039616936,0.855729039616936,0.855729039616936,0.855729039616936,0,0,0,0,0,0.896699614412978,0.893615459128674
"Phase 0 - rapid depolarisation",0.843742231878493,0.803524473420314,0,0.840020572450355,0,0.804379304766086,0.80589680848763,0,0,0,0,0,0,0.852737104458065,0,0,0,0.806945011600308,0,0,0,0,0,0.844722041655189,0,0,0,0,0.844639606632043,0,0,0.843862046252903,0.845085112068028,0,0.844523762797681,0.840523637060995,0,0,0,0,0,0,0,0,0.803554171348782,0.804672744368712,0.844152496788404,0,0,0,0,0,0.844955888604076,0.845726027292054,0.842548978428924,0.853753074146923,0.806659429379492,0,0.849079226470242,0.805268072307388,0,0,0.809722347929673,0,0.847907126664225,0.846934608816318,0,0.844426277466782,0,0.804269596335001,0.807883490770616,0.808153010401226,0,0,0,0,0.803592708362529,0,0.844958671977002,0,0.843429383103007,0.843740919385404,0,0,0.844154594470614,0,0,0,0,0.843962698930802,0.845961419978363,0.845120552439565,0.850237766653003,0,0,0,0,0,0,0,0.840928077875269,0,0.806158918242424,0,0,0,0,0.803554171348782,0,0,0,0,0.803916738104859,0,0.843335143583805,0,0,0,0,0.845042860501413,0,0,0,0,0,0.843962698930802,0,0.844091766198767,0.845578060942555,0,0,0.845195071377752,0,0.848302085662623,0,0,0,0.804506670343723,0,0,0,0,0.847478269423972,0,0.846442485422205,0.805350776401162,0.805892062139338,0,0,0,0,0,0,0,0.804654809928923,0,0.849842665904897,0.80844911991381,0.803466462400898,0.805876766188433,0.848571525479441,0.805552450921846,0.8051076820292,0.847096435025571,0.844722041655189,0.844722041655189,0.844722041655189,0.844722041655189,0.844722041655189,0,0,0,0.842438198361176,0,0.849016092399133,0.847915798007313
"Signaling by ROBO receptors",0.824060475029852,0.823892068566461,0.80869001294287,0.824432544931947,0,0.824326339210991,0.823192984162686,0.810520923059244,0.823685566162789,0.82384338659528,0.810690557815991,0.809632089001925,0.810690557815991,0.824925229936291,0.810520923059244,0,0.79467533996616,0.822059931530433,0.810690557815991,0.810520923059244,0.82483471264811,0.823266762634807,0.811074713188813,0.824134722958066,0.838403126749549,0,0.82428595968794,0.825192961195408,0.823556838669811,0.825742690429673,0.810517282996868,0.837595774028842,0.823728220181366,0,0.823823236450085,0.822725596668944,0.824893328105969,0.810761182154558,0.825301899933577,0.823597131707442,0,0.810428386537171,0.811293430997541,0.81066174728948,0.823903493064256,0.825229931283935,0.824218299861424,0.824546967084363,0.838192162371008,0.821249567053495,0.823513971360316,0.8235764946002,0.838523025680819,0.838489798328781,0.837582168044808,0.825316063373791,0.824586644613128,0.837718412591462,0.807182214278556,0.823992002446453,0.823563856133579,0.824527243677804,0.811754449829397,0.824196728669899,0.823884645996934,0.824682971183916,0.824237095671987,0.823474773061071,0.826032268028853,0.824308580669459,0.824391781758814,0.821805982736497,0.80873528274514,0.810616862969472,0.822773165334205,0.824501113176429,0.824023743395684,0,0.824353619083351,0.824930511420888,0.82406339237172,0.837549177727282,0.809048681263603,0.811127782311772,0.823613527306853,0.824607323088362,0.809327090244491,0.809350751645655,0.82444901524947,0.837634494113239,0.837514460068455,0.823940790607885,0.823963759533643,0.810356596598609,0,0.823294060626339,0.82393680195365,0,0.823971664747664,0,0.823456311238157,0,0.824877671540869,0.837455101674407,0,0,0.810428386537171,0.82393179518458,0,0,0.824160862936404,0.823905070256328,0.824939103191214,0.824603477571811,0.85188634908655,0,0.824809707834812,0.810599745416273,0,0.823129196350186,0.839360321894058,0.838549833463983,0.825953663160333,0,0,0.837634494113239,0.824517740962186,0.824194937407436,0.838490889209749,0.824737520303947,0,0.821435889037678,0.823643296824431,0.823219122303153,0.824140089570926,0.824772374782992,0.839035677037776,0.824303017248411,0.826142266417216,0.809495073785946,0.823667692075537,0.807518525083943,0.824080585306576,0.822773165334205,0.824002138055397,0.824640073078065,0.825464009314436,0.826377247809376,0.811583962384685,0.809439187095438,0.821692105263346,0.838562471930605,0,0.821943952083654,0.838232147416572,0.811139680458617,0.823165470743847,0.823740331792382,0.80849764868891,0.825078014644407,0.8254896460761,0.838643424749645,0.824859361723727,0.824213803811447,0.824134722958066,0.824134722958066,0.824134722958066,0.824134722958066,0.824134722958066,0,0,0.80907195309253,0.837268257635135,0.809800809996426,0.823493793595307,0.823892925859429
