"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","PSMB1","TBP","SESN1","SMPD2","MICAL1","ZBTB24","AK9","FIG4","WASF1","CDC40","DDO","SLC22A16","CDK19","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","GABRR2","UBE2J1","RRAGD","GJA1","HSF2","FABP7","MDN1","CLVS2","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"LGI-ADAM interactions",0.585181040485534,0,0,0,0.590321284033209,0,0,0,0,0,0,0,0,0,0,0,0,0.507034733700918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489577188099532,0,0,0,0.480201823647105,0.491028371413529,0,0.489199839977882,0.592737379375125,0,0,0,0,0,0,0,0,0.582020805647006,0,0,0,0,0,0.586517431791883,0,0,0,0,0,0.483764890761323,0.592013058581323,0.584327644259636,0,0,0.481240273093089,0.503268999459273,0,0,0,0.60364608292039,0,0.586661563882501,0.486784235206239,0,0,0.488882292594316,0.585230982852433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58719546240369,0.479807266645565,0,0,0,0.589557755993808,0,0,0,0,0,0,0.590624227342341,0,0.585515551551856,0,0,0,0,0,0.579406308437823,0,0,0.479010671978269,0,0,0,0,0,0,0,0,0.49113818750894,0.582673458403081,0,0,0,0.581687960491893,0,0.58486311022394,0,0,0,0,0,0,0.480529688303464,0,0,0.586319608799812,0,0,0,0,0.480560338422176,0.595656683037707,0,0,0,0,0,0.49224228467783,0,0,0,0.59408813471722,0,0,0,0,0,0.491020194525257,0.587955240058736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496153516555576,0.610795693885233,0,0,0,0.60128194545901,0,0,0.497580027306544,0,0,0,0,0,0,0,0,0.583966790782093,0,0,0.491066797419563
"TFAP2 (AP-2) family regulates transcription of growth factors and their receptors",0.515867129993047,0.524030845477406,0.382485393349122,0,0.522097529162295,0,0.371504687563759,0.525527557258394,0,0,0,0,0.371494745721096,0.38445500374315,0,0.367449694798976,0,0.532832530534489,0,0.532957655640947,0,0,0,0,0.529250034711023,0.54033982032073,0.517323931708282,0.523258555955731,0,0.522752536417347,0,0,0.518042366928737,0,0.364982041096693,0,0.514972386783563,0.517389617075412,0,0.517584989879995,0.525026036006666,0.380069381381165,0.535058134875312,0,0,0,0,0,0,0.512036664698946,0.54987161990913,0,0.524148099459473,0.528564472842476,0,0.517486946487663,0.541707617148192,0.3522482734054,0.527869999076993,0.526838330981272,0.358303069389182,0.257728137484352,0.524148099459473,0.358239146034925,0.371460967565142,0.527677383951353,0.516231073167887,0.357673146364514,0.526336728865298,0.532560991738398,0.531830113946125,0,0.522113049993716,0.520277823213818,0.663458263236764,0,0.513796951589377,0.517200096258436,0.525873024780678,0.53792811659098,0,0.369190721063998,0.659615750466728,0,0.365037991069226,0.367147334768374,0,0.529494145808329,0,0.513827338302328,0.527324285618225,0.368399031198065,0,0,0,0,0,0.518308775516063,0.514494151152934,0,0.348397430124018,0,0.521172070199454,0,0.523915433521328,0.54987161990913,0.358303069389182,0.367576429965374,0,0.522464721441034,0.527335298164705,0.516272584997346,0.515788517226232,0.35758175702402,0.527550946047337,0,0,0.362928222368313,0,0.523915433521328,0.513528612709606,0,0,0.524148099459473,0,0.529747001894456,0.51980904907075,0.525579593105903,0.529747001894456,0.517522723241155,0.653335184370749,0,0,0.526663262897413,0.521578589435932,0,0.515481772291735,0.534823641389375,0.524764262969919,0.367147334768374,0.536662978721696,0.383857504758876,0,0.515369785790762,0.670523355234927,0,0.517247168703979,0,0.524764262969919,0.359120686407207,0,0.515406936262796,0.362131101972593,0.527939260988145,0.376676175160818,0.34993926086902,0,0,0.377476228843923,0,0.513736527191962,0.527742468156342,0.526663262897413,0.683956094111038,0,0,0.535382754893011,0.513827338302328,0.525160530660379,0.519229688703718,0.526663262897413,0.533378608756423,0.686367797840789,0,0.513766681524403,0,0,0.524893976377476,0,0.370778446319833,0.365978566789742,0.524893976377476,0.513827338302328,0,0,0.531887914624187,0.523915433521328,0.378422337775507,0,0.532957655640947,0.523801805157728,0,0.535382754893011,0,0.530281702806744,0.527742468156342,0.517323931708282,0.517323931708282,0.517323931708282,0.517323931708282,0.517323931708282,0,0,0,0.345550284596288,0.376676175160818,0.531168969537649,0.528141631185697
"The canonical retinoid cycle in rods (twilight vision)",0.440907353268249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444955100309881,0,0,0.524891646960542,0,0,0,0.440381357567193,0.525925689094139,0,0.524622767175985,0.528997159998982,0,0,0,0,0,0,0,0,0.438655524747633,0,0,0,0.53107731276725,0,0.441859600241053,0,0,0,0,0,0.442920224632022,0.528481044487035,0,0,0,0.439814429713664,0,0.529767681419809,0.53342675977748,0.448984690301271,0,0,0,0.445071661560612,0,0,0.524396498467646,0,0,0,0.539827320200685,0.442812750649782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440100215577919,0,0,0,0,0,0.528344266379138,0,0,0,0,0.44478590155136,0,0,0.440861138916517,0,0,0,0,0.44133229862299,0,0,0.438225725191222,0,0,0.445775514651036,0,0,0,0.529322581473436,0,0.52600393866365,0.521826102963035,0,0,0.445836335857794,0,0,0.521647754782499,0.450633605018677,0,0,0,0,0,0.440614977858663,0,0,0.441718641268591,0,0,0,0,0.440636817631656,0,0.446697361481507,0,0,0,0,0,0,0,0.530594078106654,0,0.457121790364686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528518052098941,0,0,0.444220960156992,0,0,0.450954418084507,0.44557193745471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Regulation of FZD by ubiquitination",0.65033046844757,0.634324039646919,0.642346308174395,0,0.640674684143403,0,0,0.734353416216012,0,0.643663055894107,0.647825092191295,0,0.742626392469961,0.645204497373574,0,0.648887491509945,0,0,0,0.664088778440721,0,0,0,0,0.637805997793848,0,0.652497293577129,0.731230705332871,0,0.633471221623518,0.6353413474487,0,0.736144373812606,0.634945041332367,0,0,0.64973354462124,0.729729285257841,0,0.73583923681339,0.658797234799029,0.642751509373395,0.653115283278267,0,0.646914464203881,0,0,0.651563593728609,0,0.647774991104189,0,0,0.634402265102989,0.637348628339214,0.638467192929516,0.651411121588796,0.648887491509945,0.728600305553991,0.735916165526085,0.637805997793848,0.658474966479914,0.65261476634955,0.658211523460323,0.646609351592187,0.651563593728609,0.663336544173184,0.636760904947247,0.647235084930126,0.643502846772047,0.640014887581048,0.640415431645488,0,0,0.652859011663705,0.651389167057126,0.635006767320803,0.724918439398106,0.735582456800001,0.635553041115541,0,0,0.65491898203802,0.638038252394423,0.642751509373395,0.647278534433682,0.739726037202637,0,0.637968855392217,0.644143989444285,0.72493871175421,0,0.65242812160264,0,0,0,0.652087669328447,0,0.633003689836052,0.649000461388913,0.643639655203033,0,0.649382330043206,0.634913923744736,0,0,0,0.663703171973057,0,0,0.65541937954261,0.735559442266136,0.726570046865826,0.648512392536884,0.64230414210625,0.636672458588799,0,0,0.630843003963353,0,0.658056301447367,0.634957970853795,0,0,0.634402265102989,0,0.638137547169749,0.640289221731462,0.63535727952024,0.735559442266136,0.737406652987286,0.652673101512549,0,0,0,0.653726811879717,0,0.654365726786017,0.66521268830466,0,0,0.643639655203033,0,0,0.649998667545273,0.651959666113041,0,0.651251154940724,0,0.732235230857864,0.655959689238747,0,0.650023452312211,0,0.637819666949262,0.640014887581048,0.637205485867005,0,0,0,0,0.724878127538651,0.637688377514586,0.661903411344965,0.647278534433682,0,0.645234733311008,0.659683080349846,0.72493871175421,0.642718151537077,0.728542865033713,0.65988950320614,0.640560357022671,0,0,0.724898244863164,0,0,0,0,0.636080244848806,0.866105547640574,0.732321768562476,0.72493871175421,0,0,0.740670736505737,0.658056301447367,0,0,0.640279520083388,0.634171236448686,0.636308429581675,0.66293619751863,0.635454171020639,0.640598066039223,0.644440679289286,0.652497293577129,0.652497293577129,0.652497293577129,0.652497293577129,0.652497293577129,0,0,0.644961516556877,0.724131773056316,0.640014887581048,0.639086206357654,0.734488426564655
"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)",0.739301407350492,0.785045301134026,0,0,0.740709154447754,0,0.741284310857083,0.785571296666985,0.744046093314725,0,0,0.741156029097857,0.787111822868563,0,0.741156029097857,0.747227725194843,0.744046093314725,0.788493451341662,0,0.788529675670329,0.741156029097857,0.744046093314725,0,0.746185278961328,0.788154501319517,0.74483578587317,0.738966293728557,0.782166713514098,0,0.786273443869313,0,0,0.741460222753987,0,0.789479588591332,0,0.783322852605671,0.741969448481223,0,0.741327809867334,0.745576583899274,0,0.787910803939367,0.737937685906118,0,0,0,0,0,0.782472946741999,0,0,0.785079246733788,0.787956027814466,0.735053665099853,0.783546794309506,0.742087606263889,0.781539875250691,0.786854954821962,0.740660609144024,0.738584604408862,0.787016650021648,0.785475230587321,0.78277838956157,0.748389008227258,0.739695326833247,0.783183212857399,0.737768906013868,0.78510735580042,0.785629360328707,0.78769921125335,0.742632056607241,0.82829539035626,0.697113888397167,0.744053851408443,0,0.782082538933472,0.741216381286418,0,0.744137585879344,0,0.745528808840732,0.825896011942464,0.74456504217299,0.746529525201017,0.785853226191489,0,0.828902765032056,0,0.782091336035095,0.787596987563529,0.740385208190115,0,0,0,0,0,0.784288753418319,0.783184401057815,0,0.738117826724506,0,0.741583282716205,0,0.785911908259593,0.794124550824517,0,0.786478618907698,0.78696440686956,0.745448118879932,0.786373318189734,0.743405934574984,0.783055090753544,0.702995116721177,0.785215738936638,0,0,0.783930704544718,0.792265067798276,0.784685050699873,0.78240083737238,0,0,0.786677466177434,0,0.787096140153167,0,0.787091890570766,0.784045150263387,0.742007983365485,0.740193009559427,0,0,0.785480560707903,0.735960883092405,0,0.743666872235089,0.745081412453345,0,0.790106451671382,0,0,0,0.78343790155673,0.738732992605957,0,0.783477377471516,0,0.783511142851241,0.739220456888767,0,0.7834486567996,0.741896946858792,0.7865727903428,0,0.742158369157875,0,0,0,0.745024773244446,0.782065045775676,0.746349189218315,0.785807398817802,0.79034001024473,0,0,0,0.782091336035095,0.785372350504994,0.742963754830223,0.785264745612797,0.789349743644455,0.791038210238557,0,0.782073775602007,0,0,0,0,0,0.785514862160535,0.78264017570362,0.782091336035095,0,0,0.78666617160273,0.784685050699873,0,0.747209283166764,0.743492333066896,0.786577212287888,0.696854348285032,0.743870872771359,0.69648364646157,0.788453174265607,0.787019853454343,0.738966293728557,0.738966293728557,0.738966293728557,0.738966293728557,0.738966293728557,0,0,0,0.782651764708076,0,0.742974499714949,0.747303104951412
"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors",0.636570233091068,0.640688341275323,0.564142671249761,0,0.639713098353731,0,0.487132491216445,0.641443343216115,0,0,0,0,0.56555004881241,0.646130470680271,0,0.646414703390819,0,0.645128267107899,0.643444250866847,0.64519138527094,0,0,0,0,0.643321111358909,0.722577664024929,0.63730510278096,0.639082206336836,0,0.637948705575922,0,0,0.637667510555566,0.64519138527094,0.560457693322069,0,0.636118888437909,0.63733823713608,0,0.63743679107847,0.641190355618093,0.561881740063542,0.646250951928116,0.562154532742213,0.563875791025777,0,0,0,0,0.634637991514624,0.649883640566613,0,0.640747488924958,0.567133830039261,0.639838144130028,0.637387334027063,0.648915247627924,0.54903432385065,0.642624965584361,0.642104550482124,0.561626093144162,0.506354487605814,0.640747488924958,0.636048446656479,0.648438151566993,0.642527802726734,0.634659015822235,0.556770791289274,0.641851522092907,0.644991291959675,0.641837830701085,0,0.641545426926453,0.638795165094822,0.78189880788951,0,0.635525951398087,0.637242635172859,0.641617611003084,0.721361103148143,0,0.561364160795728,0.709082849629724,0.647060500054934,0.645198142514033,0.556550012834929,0.641932949052031,0.643444250866847,0.565029423773264,0.635541279684765,0.638763039917306,0.485565872570615,0,0,0,0,0.565210861265775,0.637801897819052,0.635877647048707,0,0.552091744960676,0,0.639246259432609,0,0.640630122818078,0.649883640566613,0.557088549933399,0.644187993061489,0,0.639898324986282,0.642355240823957,0.636774760989517,0.643941502532209,0.641436916574189,0.642464022335522,0,0,0.638056268682586,0,0.640630122818078,0.633295785495039,0.562965704941181,0,0.638652684002955,0.646643631513653,0.643571801700743,0.642104550482124,0.712347231650982,0.640217533975285,0.637405381268133,0.705914678140754,0,0,0.642016239061873,0.635611491987663,0,0.636375843084866,0.644916103055449,0.641058306713753,0.561549955002152,0.647060500054934,0.493363751686911,0,0.636319352565682,0.637969597793813,0.564045240903944,0.637266380417732,0,0.641058306713753,0.557500989017045,0.565098622077203,0.636338092765928,0.556234787404554,0.639875127145248,0.558658899220795,0.642867053679547,0,0,0.490144778093123,0,0.635495470888814,0.642560633831363,0.642016239061873,0.721361103148143,0.563882061200418,0.490100981843883,0.646414703390819,0.635541279684765,0.641258200159619,0.638266443667365,0.642016239061873,0.643308926121319,0.722577664024929,0,0.635510681953366,0,0.492020345975757,0.641123739401393,0,0.638661971336416,0.555960439008217,0.641123739401393,0.635541279684765,0.644133512019758,0,0.644651764647881,0.640630122818078,0.64587212698735,0.567375256705594,0.64519138527094,0.638477999154995,0,0.646414703390819,0,0.641746721539143,0.642560633831363,0.63730510278096,0.63730510278096,0.63730510278096,0.63730510278096,0.63730510278096,0,0,0,0.635827812391008,0.642896487037673,0.651700024575577,0.642761987803239
"Phase 0 - rapid depolarisation",0.862428331048815,0.814330569116056,0,0,0.864601978167826,0,0.815508053214239,0.817598332787969,0,0,0,0,0,0,0,0.830679035299172,0,0,0,0.819042176071149,0,0,0,0,0,0,0.818804755808498,0,0,0.815788800426693,0,0,0.760620527838647,0,0,0,0.818227563680237,0.76123418756126,0,0.815750824444979,0.865294922550732,0,0,0,0,0,0,0,0,0.817203355811992,0,0,0.814371476411622,0.815912250448673,0,0.818020238456439,0,0,0,0,0,0.81973427255421,0.870188797466242,0.809125868722034,0.832078478778617,0.818648801956596,0,0.76642943543856,0.816732282592396,0,0,0.822867807149497,0,0.821753864066148,0.822686410342537,0,0,0.760326678413242,0.75881798210504,0,0,0,0.815356935764372,0.820334880538501,0.829837645731397,0.820706129300916,0,0.816236592582934,0,0,0,0.814424559070678,0,0,0,0,0,0.868151587759163,0.818060717949732,0,0,0,0.86915052732473,0,0,0,0,0,0,0.869601504472553,0,0.820356525906313,0.820187645472251,0.827236332202236,0,0,0,0.814712630648571,0,0.817959374845885,0,0,0,0.814371476411622,0,0,0,0.81487089257356,0,0.761280625329664,0.866239374674916,0,0,0,0.815677469448117,0,0.861965142104329,0,0,0,0,0,0,0.818366207318249,0.818523608383059,0,0.817936585342963,0,0,0,0,0.818379168288215,0.871729571503294,0,0,0.824570035982988,0,0,0,0,0,0,0.814519270626033,0,0,0,0,0,0.762797466781296,0.863579668962886,0.816846203023316,0.817591794949053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81588754672464,0,0.878131382430772,0.821114004192393,0.814250662063958,0.817570725601227,0.874108317829677,0.817123998804072,0.816511353630205,0.763698247108064,0.818804755808498,0.818804755808498,0.818804755808498,0.818804755808498,0.818804755808498,0,0,0,0.757632379922464,0,0.825553541773216,0.872727894820108
"Neuronal System",0.870293106469263,0.860743528392223,0.85195288518283,0.852101109993183,0.860621598474386,0,0.870372144148939,0.860943008720561,0.85120303249333,0,0.850928024158622,0.851312835109583,0.851985456307903,0.851925164519623,0.851312835109583,0.861992510532702,0.85120303249333,0.861885236726591,0.861272961955555,0.861687464231921,0.851312835109583,0.85120303249333,0,0.852758203853189,0.861343830290798,0.851517375235223,0.869867171192449,0.861075763798598,0,0.86093404766656,0.850100741042638,0.851724247740818,0.860139982328531,0.861491397741782,0.852311813497108,0,0.869566763797894,0.860250915598971,0,0.860389969772013,0.86050353168768,0.851545097776184,0.861426770972288,0.853030382708171,0.862128172686322,0,0,0,0.862073251374241,0.869381614399541,0.853106371080967,0.862081840093523,0.860750923337524,0.86121432956961,0.851037802292874,0.869725351430822,0.8614425917562,0.860743142505986,0.85208821226903,0.861453632907052,0.86166244753048,0.869839136477462,0.870145455388048,0.860544366723227,0.862245492496892,0.861072393203443,0.860162308307836,0.870865869975361,0.861002630075721,0.861085914346909,0.861146104774845,0.870676037609031,0.851544097129186,0.869901365757734,0.860946552496228,0.850069111930213,0.860479041661629,0.867582895731519,0.861240652475386,0.851365274497586,0.871581262388892,0.852242639572232,0.860207208318714,0.85190854896553,0.861840409795065,0.861370161860263,0.86128007767043,0.860998780510893,0,0.860480958083368,0.851276422519205,0.870176277377145,0,0,0,0,0.85061402370105,0.869777182341845,0.86953660255077,0,0.86026775412781,0.851062873666875,0.869957763906672,0,0.860849924416517,0,0.860798315773279,0.85020339625902,0.860918518569386,0.870039288517231,0.861484975511141,0.860635174300488,0.860494842617109,0.861370161860263,0.861150408710985,0.851951457136314,0,0.869808985103808,0.852164370749737,0.860662869879896,0.85999187019636,0.861687464231921,0,0.861022062693243,0,0.861057018879402,0,0.861026079908556,0.851317391040841,0.860259310305893,0.869431505343018,0,0,0.861023223843743,0.860969812083338,0,0.860475496903028,0.852395236767646,0.851288995889348,0.852448373705811,0.861725084146465,0.852191521905369,0,0.869591826860734,0.869816347254963,0.851568081008427,0.869710229184537,0,0.8609034581834,0.860849881042267,0.850666990716212,0.869594169857567,0.870423986138301,0.861261162736046,0,0.861396864265812,0.852511914592614,0,0.868407923275711,0.861769056717288,0.860475230830595,0.861091286895568,0.861290491018562,0.861921150636604,0.861386037842658,0,0.851309695126252,0.860480958083368,0.86058890892795,0.860821672189702,0.860836169307121,0.861170053293265,0.862073251374241,0,0.860477132596617,0,0.861921150636604,0.850750113054118,0,0,0.851637563291839,0.851190236063037,0.860480958083368,0.861555203442592,0,0.861333070827497,0.860849924416517,0.87126753928182,0.871581262388892,0.861420197057101,0.861000222689396,0.861202259559612,0.870853999873616,0.861121503298813,0.861322631406621,0.861162487580248,0.869867171192449,0.869867171192449,0.869867171192449,0.869867171192449,0.869867171192449,0,0,0.852219812784866,0.860320715395233,0,0.86130738864189,0.86100278641417
"Extracellular matrix organization",0.781367327147533,0.746503070448164,0.759529924476872,0,0.758431387402414,0,0.74558671582763,0.758615092671827,0,0.746358865637544,0.736398458472647,0,0.746336928342421,0,0,0.748194590016987,0,0.745377284161678,0.759072348405546,0.77087276480246,0,0,0.747132528498271,0.748511228039396,0.745171084308206,0.748060579863564,0.745328725508241,0.758537052354881,0,0.758556999839738,0.746195386915065,0,0.759404862820829,0,0.770695996099642,0,0.769159344436302,0.758497598201476,0,0.758843868340443,0.746058211015562,0.759638234898187,0.759276948778251,0.759849221436473,0,0,0,0,0,0.769973718449606,0.74785646211657,0,0.746512326131127,0.747507614042496,0.758359057586383,0.770403947593261,0.771617778808552,0.758409214243858,0.745788371569788,0.758915647526484,0.75950480893144,0.758021550221972,0.793199836393556,0.745598089532473,0.748511228039396,0.770510273646884,0.745313340357873,0.759185719542215,0.758142279058897,0.747239005002112,0.759213665821295,0.759953747021173,0.746957209419794,0.757533994839516,0.757834234865589,0.746155799193305,0.757587856954078,0.759338376462278,0.758541106497718,0.747870207095582,0,0.771455491074536,0.768953271371329,0.745916708314335,0.748004217249005,0.745993756564556,0.745488492967483,0.758826947094441,0.735855818246089,0.757590255591433,0.745203531068952,0.745341564488581,0,0.735074078986973,0.747932049970076,0,0,0.745764507400127,0.769121593928382,0,0.745634707651897,0,0.745990527423938,0,0.75858995087649,0,0.746808729763542,0.745432441475007,0.746570794029197,0.758380034941531,0.758954876647847,0.758028677453109,0.746177621348595,0.746747403482946,0.75850845698672,0,0,0.744881853064298,0.735938216456181,0.758631981337756,0.745100016112669,0.747300900319337,0.748094538021101,0.758315829580272,0,0.746996913682233,0.733929318944899,0.758082512998715,0.745500762548231,0.75850810520899,0.756172028528017,0,0,0.77085244990802,0.757858944679983,0,0.757720851723172,0.758812210862251,0.711398403544366,0.770866917985563,0,0.759638234898187,0,0.769190713939969,0.745265113103665,0.746908087318818,0.770385020243347,0.73498496257876,0.745535297742493,0.759271623660199,0,0.769193646488485,0.745843191277282,0.734371460488595,0,0.746812368090352,0,0,0.759324888596451,0.759355611572612,0.757583087230646,0.746096177494954,0.746461226127499,0.759493043042784,0,0,0.759727550579058,0.757590255591433,0.758920638395737,0.746358422321587,0.758683370367169,0.758902180735706,0.747900557640665,0.746559602416816,0.75758546752457,0,0.747018103732618,0.746356326403806,0,0.735038777467091,0.745901497472995,0.745117679050305,0.757590255591433,0,0,0.758937584548603,0.76978441090143,0.771255109688027,0.74769978304307,0.758664915459602,0.758288494131085,0.758287312737029,0.746897573172443,0.770056425291009,0.770416131679688,0.759124448914334,0.745328725508241,0.745328725508241,0.745328725508241,0.745328725508241,0.745328725508241,0,0,0.746353255310618,0.745563563717423,0.746269455614928,0.747391708818468,0.757480634480702
"HSP90 chaperone cycle for SHRs",0.521902913543542,0.525868675813999,0.449608699442556,0.449678521040136,0.526948197776418,0,0,0.530449058830293,0,0,0,0,0.451642491005429,0,0,0.457173072509068,0,0,0,0.530205133522492,0,0,0,0.459121664938955,0.528404048804974,0.457173072509068,0.442589954208424,0.443344769964049,0,0.524583252906688,0.445501356488431,0.446775741253359,0.519729418719894,0,0,0,0.521468266002393,0.520583881731493,0,0.522737413954371,0.526352118562636,0.530833546752272,0.453984207874882,0,0.531806160377359,0,0,0,0,0.520042153602711,0,0.522867950915991,0.525925635346583,0.527406570088335,0.441488398309063,0.522689786524566,0.457173072509068,0.445965042154135,0.446756467842911,0.519189945052079,0.44880356832733,0.659412931014628,0.525925635346583,0.589656011545804,0.459121664938955,0.452451735346651,0.520908154286786,0.445895783358271,0.526988825745399,0.530012442493292,0.528485842104566,0,0,0.522873980837316,0.526854219646693,0.445257733393668,0.516536413419507,0.519320261241024,0.595019149388608,0.456001517268408,0,0.44972259393043,0.523477406044397,0.454799439994357,0.456001517268408,0.449530609673515,0,0.449409288204128,0,0.51655117464924,0.526297004924463,0,0,0,0,0,0,0.520407257391017,0.521235949133441,0,0.443470630555767,0,0.519118541697946,0,0.446512692362816,0.5372500284346,0.44903721428942,0.528962581834741,0.516720903785559,0.524559462556143,0.450003151644515,0.522099875106141,0.523374926354879,0.45256600875592,0.445214913435428,0,0,0.518913508580052,0,0.524641055858461,0.519595355507433,0,0,0.525261188249867,0,0.528645465070581,0,0.52595657792927,0.446496721320878,0.520648541923421,0.520426438368188,0,0,0.447847530413727,0.521767156427134,0,0.523225916080058,0,0,0,0.44642625991865,0,0,0.521661314130061,0.442198483060829,0.526306356856273,0.522573307491257,0,0.526224954695333,0.444830781669137,0,0.521679361052519,0.526053707791527,0.526595747099392,0.530012442493292,0.527966788603722,0.452842741600977,0,0.447175352072809,0.452474923730101,0.51650706051078,0.452098434258655,0.527147449150032,0.535301436004712,0,0,0.445804353953496,0.51655117464924,0.523187273812463,0.594473712131779,0.524465692659792,0.52923806850276,0.535301436004713,0,0.516521708854921,0,0.456188091337414,0.439272473254507,0,0.525975893909372,0.448962846629659,0.444139223006578,0.51655117464924,0,0,0.450218488446494,0.523130854608881,0.529689136536758,0.534967622854245,0.530205133522492,0.525092965719456,0,0.529365886634255,0,0.527069209255238,0.445941844977702,0.442589954208424,0.442589954208424,0.442589954208424,0.442589954208424,0.442589954208424,0,0,0.450613961991569,0.445614687827716,0.530012442493292,0.529336227216811,0.52786560955025
"Other interleukin signaling",0.553341486429297,0.442803570505086,0.455942347715319,0,0.553822939698306,0,0,0.561529109113763,0,0,0,0,0.45151463158895,0,0,0,0,0.564189525423405,0,0.459768009838495,0,0,0,0,0.348209917989791,0.362313202397164,0.437540355497263,0.43992968874406,0,0.446119321570851,0,0,0.552000300930608,0,0.460357699502693,0,0.54991816322951,0.553193267662446,0,0.554506582184539,0.559553286704862,0,0.567122994287087,0.354827831137809,0,0,0,0,0,0.550743568584736,0,0,0.442883095103005,0.456788442838073,0,0.554440086691452,0.364011447227707,0.438461190287498,0.563117812034465,0.560782430710263,0.447874512606544,0.555663721176249,0.453793147400305,0.548895779370916,0,0.447378812916571,0.549844161784387,0.662000808660648,0.455277530876454,0.353293245270835,0,0,0.554761140505463,0.348296414549609,0.653441502827651,0,0.55193743940018,0.551429051790798,0,0.36067752430736,0,0.464066775580856,0.555539729240925,0.359409238870293,0,0.44856610820483,0,0.351213233273202,0,0.5519580484327,0,0,0,0.471332638412061,0,0,0,0.554997471795906,0.549593811803946,0,0.548957267756702,0,0.451774729551057,0,0.558800048183339,0,0.453743061987213,0.350455492269563,0,0.452651438115019,0.559938678570615,0.553616476204679,0.553288169274843,0,0.559630066070469,0.464512165656906,0,0,0,0.558800048183339,0.548011285172869,0,0,0.447065827504721,0,0,0,0.454764022373161,0.444330315872478,0.553283543609793,0.5512800914471,0,0,0.557847209270339,0,0,0.442823784673638,0.556329253117427,0.454211044980899,0.461826256097382,0.46883891201896,0,0,0.550187689225165,0.436993799298556,0.361137279299481,0.554277463371533,0.470566952448148,0.559375745651445,0.448429041019689,0,0.550212885609108,0.456788442838073,0,0,0.353771108886114,0,0,0.554129650247886,0.359298372488926,0.551896458055033,0.444606468795381,0.560663695135299,0.375724297544598,0,0,0.449788303305492,0.5519580484327,0.55682801849469,0.555622058267734,0.560663695135299,0,0,0,0.551916909481249,0,0,0.447201583394058,0,0,0.447773420383714,0.441038871981813,0.5519580484327,0,0,0.564207185262597,0.555983562318378,0.56210381440233,0,0.563297032419238,0.446830962004867,0.45573096881229,0.46141277310824,0.454862523014743,0,0.557651479214557,0.437540355497263,0.437540355497263,0.437540355497263,0.437540355497263,0.437540355497263,0,0,0,0.43391844591734,0,0.563719578633591,0.560738687479339
