"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"GPCR ligand binding",0.832889280001144,0.823537477889054,0.804304279935507,0,0.82341547637314,0,0.823909055009807,0.814498079599892,0,0.814207044147234,0,0,0.814428140384352,0,0,0.815817610122591,0,0.824744813461391,0,0.824286859518688,0,0,0,0,0.813887915685084,0.815133954711823,0.814946228552011,0.81335023082037,0,0.814167558538952,0.803268431546029,0,0.824652867634917,0,0,0,0.832826193600936,0.824183468063117,0,0.824043606970276,0.82425218628035,0,0.824992059357128,0,0.805759014063548,0,0,0,0,0,0.832646028691966,0.814980325288458,0.804551650549791,0.823544877176717,0.813984113967047,0,0.832985389047818,0.825076049737213,0.813213595831988,0.813793425012451,0.81417549209803,0.824110848879877,0.824086467119375,0.824545155954737,0.823608940711353,0.816070740639513,0.825029927849187,0.813195338811507,0.813731225010276,0.82443184877012,0.824531078896851,0.824169318506063,0,0.824595692139049,0,0.839307611805761,0.824207544272297,0.803236783860774,0.828421684073354,0.824599716322955,0.822666354838332,0.814981764659597,0,0.825610922634123,0,0.833093813332239,0.825182714703336,0.815665420070366,0.814153797938479,0,0,0,0.828423601620428,0.813654802037561,0.823713073223711,0,0.824657690370936,0,0,0,0.813883961718595,0.823553952536278,0.842947057201032,0,0.824703874809899,0.812800781116568,0,0.82349443144064,0,0.824182101946126,0.815077646784597,0.824190674847825,0.813411025776255,0.805064485315506,0.82401931257386,0.823991742273946,0.83285789520077,0.824643463959925,0.813957068386929,0.815194896002775,0,0,0.819723062399464,0,0,0,0,0.824056298040629,0.81416551535994,0,0.824182101946126,0,0.828423601620428,0.813024800617611,0,0.82579517888696,0,0.814255625248658,0,0,0,0.813733551895273,0.81379575376451,0.813759682824817,0.824191867699468,0.82383078667338,0,0,0.813823985927925,0.824230817517595,0.824494761984848,0,0.823578655049219,0.825578297141029,0.82443184877012,0,0.814484689876874,0,0,0.83285789520077,0.833060778016579,0.814956258224264,0.832976367051224,0,0.824241482379555,0.813445248142066,0.825127645285679,0.813936959836349,0.832860239573426,0.82409742271786,0,0,0.814712617904261,0,0,0.803988177672095,0.805999280774951,0.814419004590173,0.828417871004574,0.823865246597662,0.825368034885034,0.824703874809899,0.81477000467404,0,0.813519437134975,0.814168405056362,0.813562038928314,0.828423601620428,0.824609045210884,0.824273370249938,0.824703874809899,0.814287908992583,0.814922194726265,0,0.828419773887326,0.824144558239833,0,0,0.830358965935518,0,0.813724677998567,0.814499681916353,0.814578708722049,0.828423601620428,0,0,0.813184835891283,0.824720760786533,0.824378283567845,0,0.824981527293209,0.824948891076406,0.814233772420212,0,0.834120809370238,0,0.824780025640504,0.824423606154867,0.833133401216551,0.833133401216551,0.833133401216551,0.833133401216551,0.833133401216551,0,0,0.814971968777091,0.813267122415518,0.814096852925881,0.814890513855567,0.824135980690974
"Cytosolic sulfonation of small molecules",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853447869328427,0,0,0,0,0.851581869268739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898846714257513,0,0,0,0,0.853250984553732,0,0,0,0,0,0,0,0.850587793296996,0.89192522905296,0,0,0,0,0,0,0,0,0,0,0,0.891499734078201,0.851638811685344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852894818329461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859370130092693,0,0.851785401932683,0,0,0,0,0,0.849581890255442,0,0,0.858924682352028,0,0,0,0,0,0,0,0,0.851915838739351,0,0,0,0,0,0,0.851982657480171,0,0,0,0,0.852393764510746,0,0,0,0,0,0,0.892030019895759,0,0,0.849493796955496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893333552309799,0,0,0,0,0,0,0,0,0,0.854633544039975,0,0,0,0,0,0,0.8928254354004,0,0,0,0.8928254354004,0,0,0,0,0,0,0,0,0,0.851883206097728,0.934633091097485,0,0.934265356648635,0.853744151472905,0,0,0,0,0,0,0,0,0,0,0,0,0.853129549730493
"Biosynthesis of DHA-derived SPMs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647812764332304,0,0,0,0,0.649501730470601,0,0,0,0,0.646126360288465,0,0,0,0,0,0,0.722420681226087,0,0,0,0.643692385811288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649145589539968,0,0,0,0,0,0,0,0.640713166689766,0,0,0,0,0,0,0,0.644373274576934,0.728689898891617,0,0,0,0,0.72178745555334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648501327581319,0,0,0.644812698788549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660214389503359,0,0.646494526452985,0,0.642361814501971,0,0,0,0,0,0,0.658961539177031,0,0,0,0,0,0,0,0,0.643115441525383,0,0,0,0,0,0,0.646851338067108,0,0,0,0,0.643979951893251,0,0,0.637355518280277,0,0,0,0,0,0,0.644850021329309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644542904977072,0.653262703017495,0.655140601741063,0,0,0,0,0,0.640681254916384,0,0.651646473739122,0,0,0,0,0,0,0,0,0,0,0,0,0.727220053347037,0,0,0.650124892633976,0,0,0,0.731763806452916,0.646671442450745,0,0,0,0.650037669315179,0,0,0,0,0,0,0,0,0,0,0,0,0.648925928517286
"Peptide hormone metabolism",0.718327961441152,0.672482212042824,0.699720563795343,0,0.6964506652147,0,0.6985595385112,0.69896075344421,0,0,0.674100463730512,0,0.652409458380332,0.652767572049224,0,0.679697194589131,0,0.673665045440893,0.672459030669483,0.700161561995412,0,0,0.673106791875242,0.67559330618543,0.673457982874393,0.676012828254646,0.719310510130211,0.672268640120614,0,0.698014923955261,0,0,0.696799769582156,0.673446384044592,0.673818023376522,0,0.718448694133355,0.674044098254991,0,0.696997208690152,0.69814172191944,0,-0.0174954881713676,0,0,0,0,0,0,0,0.717738794524458,0.654233665733115,0.700055713104829,0.672500246971163,0.699056917777318,0,0.718706283634707,0.70069444781172,0.671166897270661,0.650862411317254,0.674411381759053,0.674338189881816,0.698814474489821,0.698806557144989,0.696944829534821,0.680314171647062,0.698536446472871,0.696066290354197,0.699495857483347,0.674972100170665,0.698343320631598,0.698822508904759,0.672363445096194,0.700175446487798,0.676971864780138,0.719393904463694,0.723923623594159,0,0.670813343219715,0.696670219259743,0.697620181845312,0.67564188218378,0,0.652887628935426,0.674150500364176,0.697630778137974,0.673561674567698,0.679326248518264,0.651740779640294,0,0,0,0.670818017024228,0.698227428886032,0.698081855032875,0,0.699451793150813,0,0.678871365825809,0,0,0.696840746099087,0.718375136330237,0.674875283331767,0.693635173178584,0.697509296561605,0,0.697281151734089,0,0.697970899266911,0.701695452325456,0.699300679459854,0.698271986477011,0.698262291707099,0.698770526249482,0.698867857441465,0.71850981839106,0.671461911001314,0.699016842807488,0.652098893309186,0,0,0.698530080343124,0,0.65280102287737,0.699056917777318,0,0.697186095894748,0.652451256429395,0,0.697492728711816,0,0.670818017024228,0.649314384773872,0.699732636721393,0,0,0.698377631870971,0,0,0.651808948127442,0.673330994609817,0.697575048885785,0.650780168544207,0.697090788843697,0.720218689020301,0,0,0.698764491161928,0.698782284833297,0.698843606902079,0,0.697428684644994,0.700019645475053,0.674972100170665,0.674151068920166,0.674598173694845,0.676667822784796,0,0.71850981839106,0.747122070400284,0,0.718669403222888,0,0.69763746181457,0.671731523624185,0.699426437784382,0,0.718515532534743,0.698418183070428,0.651530898059323,0,0.672147336762627,0,0,0.699321046285376,0.674438603966119,0.700229358641563,0.670804049295039,0.698081367956104,0.699507154963538,0.697915374535968,0.701346263903548,0,0,0.672726027614407,0.673380434693791,0.670818017024228,0.697684238094117,0.720032561405058,0.698541600344119,0.72140894671882,0.675297918215296,0,0.670808687356921,0.671991982716506,0,0.674605383056633,0.651062500408707,0,0.67306010944216,0.65156101050693,0.672787974073826,0.670818017024228,0,0,0.649237006208312,0.70041721562984,0.697970899266911,0.67319932334586,0.70103018771393,0.700116664177198,0.6983243680687,0,0.721717206031786,0,0.697921407231668,0.6985595385112,0.719310510130211,0.719310510130211,0.719310510130211,0.719310510130211,0.719310510130211,0,0,0,0.696506609055057,0.673967243810951,0.701382522423391,0.698501200711588
"O2/CO2 exchange in erythrocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051824744326601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107283243661387,0,0.107283243661387,0,0,0,0,0,0,0,0,0.105563585538093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522474284186375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523319966839433,0,0,0,0,0.10447865620344,0,0,0.0482173260758318,0.165546157444736,0,0.0532461958598204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514594720446754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522474284186375,0,0,0,0.0522061273426151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Biosynthesis of specialized proresolving mediators (SPMs)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727908355403978,0,0,0,0,0.729560648663893,0,0,0,0,0.726185278481757,0,0,0,0,0,0,0.80251627229776,0,0,0,0.723787976882963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729204507733259,0,0,0,0,0,0,0,0.720808757761441,0,0,0,0,0,0,0,0.724468865648609,0.80878548996329,0,0,0,0,0.801883046625013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728560245774609,0,0,0.724908289860224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740273307696651,0,0.726553444646275,0,0.722457405573645,0,0,0,0,0,0,0.739020457370324,0,0,0,0,0,0,0,0,0.723211032597057,0,0,0,0,0,0,0.7269102562604,0,0,0,0,0.724075542964926,0,0,0.717451109351951,0,0,0,0,0,0,0.724848710694048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724638496048747,0.73335829408917,0.735139291105804,0,0,0,0,0,0.720776845988058,0,0.731705391932414,0,0,0,0,0,0,0,0,0,0,0,0,0.80731564441871,0,0,0.730220483705651,0,0,0,0.811859397524588,0.726730360644037,0,0,0,0.730096587508471,0,0,0,0,0,0,0,0,0,0,0,0,0.728984846710578
"Blood group systems biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781975359415188,0,0,0,0.728866844877776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784709736157248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779132968043447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786129455987472,0,0.842076728395091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neurotransmitter release cycle",0.695424837055324,0,0,0.664458140858847,0.660050468947232,0,0,0.661422980558069,0,0,0,0,0.664336485007132,0,0,0.703768771251412,0,0.700907434397329,0,0,0,0,0,0,0,0,0.659495543343531,0.660323251540132,0,0.657710586577192,0,0.663054197182079,0.694975816795391,0.69976160955178,0,0,0.695214617640886,0.695389082020549,0,0.694868356314725,0.660151075667234,0.662885168820972,0.664657848103372,0,0.664351241857756,0,0,0,0,0,0.694524871386274,0,0,0,0.662482419565777,0.660496947842201,0.661477423206354,0.668918755509204,0.659814537148441,0.66197333594746,0.660669039976195,0.660015077644883,0.696229301119539,0.663817475113021,0.690768313899815,0.704711217534454,0.665622360101218,0.691096850699022,0.732706499211294,0,0.661046466536043,0.661921409283574,0.661749689956857,0.664806659644086,0.662383073156051,0.697758171625476,0.698386188965837,0,0.6581002529094,0.694777925774557,0.660350075203885,0,0,0.665066901246301,0,0.661858359248971,0,0.703202142814904,0.663315063245988,0,0.628733753194725,0,0.658107392250538,0.661385891629494,0,0,0.661245205562373,0,0,0,0,0.661264417393488,0.695102256448123,0,0.663873929400007,0.65943427045632,0,0.661937146870869,0,0.663228328431714,0,0.662508853601541,0,0.65973449449583,0.65764296461019,0.661847708268491,0.695307986314385,0.696817143156495,0.696703411705601,0.70145030481459,0,0,0.6582713417877,0,0.664082200009193,0.698320380578261,0,0.658691335498014,0,0,0.696355690492071,0.663918237172611,0.658107392250538,0.69046190913248,0.69976160955178,0,0,0.658038473329969,0,0,0.661260263950525,0,0.661781123748452,0.661847708268491,0.695420355239416,0.695366383266457,0,0,0,0.697497157482135,0.666091554540594,0,0.696631342155558,0.665791205742526,0,0,0.700632173128103,0,0,0.695307986314385,0.659306206403538,0.661425987469251,0.661421087550775,0,0.662718995250608,0.660677016557271,0.660207176303964,0,0.69531671479692,0,0.660835536240102,0,0.699654704636215,0.665988531647884,0,0.698811532840384,0,0.667792953788184,0.658086056231171,0.658882968236129,0.665008365000779,0.661123185523455,0,0,0,0.663171825269566,0.653532878920969,0.658107392250538,0.69128849008199,0.696214868335448,0.664408411349849,0.662113507942656,0,0,0.658093140974639,0.66197333594746,0,0,0.659425204824455,0,0,0.663040461865974,0.660707492649508,0.658107392250538,0.699677945003569,0,0.664822415172221,0.663647759187342,0.660477584555162,0.698893438551671,0,0.699440246455539,0.657957111678308,0,0.663171825269566,0,0.661385891629494,0.698214941085711,0.659495543343531,0.659495543343531,0.659495543343531,0.659495543343531,0.659495543343531,0,0,0,0.663355804423591,0,0.700317040336059,0.698308724215224
"Metabolism of Angiotensinogen to Angiotensins",0.666701898393253,0,0.679080664295805,0,0.734162401827417,0,0.736375956698728,0.676197872469859,0,0,0,0,0,0,0,0.687341902945801,0,0,0,0.738420992734284,0,0,0,0,0.736967120092071,0,0.733236230372885,0,0,0.734419250395966,0,0,0.73257224750945,0,0,0,0.730422710010971,0.733261987633422,0,0.732392895846777,0.6782264227786,0,0,0,0,0,0,0,0,0,0.668768145735558,0,0,0,0.736698290116175,0,0.731408746509874,0,0.67351337861646,0,0,0,0.732116217874092,0.790063803445866,0.671058402240318,0.688914846848483,0,0.670710504012195,0.677763183529133,0.679069476984056,0.73582472291945,0,0,0,0.680393847340251,0.733448838940227,0.78959431027719,0,0.678642129548628,0.732241967173883,0.735642890230657,0,0,0,0,0.732044529191953,0,0.686396199450196,0,0,0,0,0.678654045116988,0.736211974413831,0.735158132948259,0,0.736156418577139,0,0.685236504858094,0,0,0.732676714542106,0.730235179054316,0,0.735952766995426,0.674125888796506,0,0.733799500793844,0,0,0.745053480355229,0.738265448570798,0.734697157518176,0,0.734306389257249,0.737161996268932,0.730578542431688,0.731878261370801,0.73168844345179,0.683472379864227,0,0,0,0,0,0.736698290116175,0,0.732874451802456,0,0,0.734875258255761,0,0.678654045116988,0.669650785826,0.738420992734284,0,0,0.734966493753843,0,0,0,0,0.735527826611054,0,0.733314182670763,0.785624738496138,0,0,0,0.733958909538055,0.738761934867233,0,0.731568159291992,0,0.679069476984056,0,0.677562790438221,0.679618711544543,0,0.730578542431688,0.73292022680783,0,0.731314722237572,0,0.677886547098892,0,0.738586061448107,0,0.730593110278821,0.736698290116175,0,0,0.680475521154024,0,0,0.677116416231588,0,0.685713489296183,0.678618435276752,0,0,0.735952766995426,0.686396199450196,0,0,0.67911669625344,0.676711867317726,0.678654045116988,0.734417795791689,0.733037833036874,0.735952766995426,0.738586061448107,0.687341902945801,0,0.67863025972154,0.737371669005933,0,0,0,0,0,0,0,0.678654045116988,0,0,0,0,0.734875258255761,0,0.743893785763128,0,0.734830701066032,0,0.739371949027785,0,0.737371669005933,0.676120703924383,0.733236230372885,0.733236230372885,0.733236230372885,0.733236230372885,0.733236230372885,0,0,0,0.670886890398956,0,0.73771959368615,0.736532480846997
"APAP ADME",0,0,0,0,0,0,0,0.72351868348089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729693100259584,0,0,0,0,0.727444471308881,0,0,0,0,0,0,0,0,0,0,0.722510485904349,0,0,0.780679664385703,0,0.780679664385703,0,0,0,0.784499204608139,0,0.786910901737142,0,0,0.779537007111024,0,0,0,0,0,0,0,0.726246557087146,0.776158448169246,0,0,0,0,0,0,0,0.778285753786494,0,0,0,0.775645704177812,0.77568373091426,0,0,0,0,0,0,0,0,0.776264451494229,0,0,0,0,0,0,0,0.729026644499822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73682973829933,0,0.727689738954069,0,0,0,0,0.719481125607746,0.725034390619576,0,0,0.736312011342462,0,0,0,0,0,0,0,0,0.72784692221791,0,0,0,0,0,0,0.727927442341303,0,0,0,0,0.728422848097583,0,0,0.718288944853117,0,0,0,0.777119359739039,0,0,0.724928233525104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777855552320361,0,0.728089064877369,0,0,0.777473036722002,0,0,0.720504508562821,0,0.781203064553356,0,0,0,0,0,0,0,0,0,0,0.777243244519574,0,0.728998199769744,0,0,0,0,0,0,0.729723963680505,0.727807598155561,0,0,0,0.730050135943581,0,0,0,0,0,0,0,0,0,0,0,0,0.729309508276415
"Digestion and absorption",0,0,0,0,0,0,0.333265628647325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342530880800132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262422382399101,0,0,0.327378848120898,0,0,0,0,0.335355998551091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403531153197707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59704540303408,0,0,0,0,0,0,0,0,0.400552950068788,0,0,0,0,0,0.325996844322471,0,0,0,0,0,0,0.334290721625711,0,0.332159561942048,0,0,0,0,0,0,0.330113499712912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333366265990684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Signaling by GPCR",0.894291200018214,0.888352488927132,0.876402860256631,0,0.888394491340912,0,0.894664391518049,0.888534689299423,0.88926503915338,0.883024048653663,0.88280198865566,0.889331431764334,0.882559042219172,0.883540889531279,0.889331431764334,0.883526081082248,0.88926503915338,0.888969646784497,0.888762581210817,0.889069629931598,0.889331431764334,0.88926503915338,0,0.883482164570047,0.888833031239841,0.88300345030546,0.883005171655603,0.888374500326957,0,0.888585254462972,0.882087010135433,0,0.888524188429437,0.882777034436454,0.882651456608236,0.88252824961844,0.894240434249282,0.888207252169514,0,0.888122734204554,0.888377100988517,0.883194656174957,0.888786546626917,0.882689458299523,0.88261794041168,0.882689458299523,0,0,0,0.883047173120359,0.894149613688095,0.883582070400558,0.882710975989691,0.888356960311724,0.888641102942616,0.882050893149986,0.894342627425755,0.888739983270144,0.888356197714767,0.882436777190755,0.888929379096952,0.888494123920838,0.888505415918911,0.89420713046265,0.88800467600103,0.883679047684504,0.888409876130626,0.882625030007613,0.882773625734839,0.888714129819701,0.894290592052854,0.888819078531309,0.883174304379145,0.888838755819857,0.882855787476992,0.899965614300461,0.89416147290635,0.882067885460378,0.888454261338764,0.888492069127129,0.887701458920611,0.882911481958581,0,0.889164128589432,0,0.894014941828355,0.888905362822949,0.883434112735369,0.889090146176305,0.888462630237731,0.882759357470036,0.882801794916994,0.88845542011118,0.882686585853675,0.89458031183193,0,0.888371185314714,0,0,0,0.882367180456284,0.888259964805416,0.894241571125324,0,0.888524031848386,0.882863884165738,0.883466913837126,0.888369154203521,0,0.888549841585953,0.883546409983684,0.888901509404008,0.882539272021838,0.888656452151998,0.894142936220373,0.888394757386968,0.894272749213721,0.888789959607403,0.888371847105671,0.888841789518465,0,0,0.883386640183959,0.888826542985763,0,0.882377482969819,0,0.888224669986251,0.888664395512026,0.883270403453673,0.894198257937621,0,0.88845542011118,0.882634752573746,0.883259376726196,0.889604381909403,0,0.888638473116808,0,0.87718788880551,0.882458559234702,0.88272778418785,0.888745221766794,0.882155093762552,0.888212328064149,0.90546932723685,0,0,0.888654627809114,0.88792302893989,0.88849477818688,0,0.888360149638776,0.889214554648756,0.888714129819701,0.882734028309327,0.883189748234265,0,0,0.894272749213721,0.894367123682947,0.883522155882763,0.89433785271421,0,0.88859909153707,0.888550184274751,0.888962421509674,0.882399207183434,0.882309352396958,0.894375545245207,0.888835205769238,0,0.88856865506684,0,0,0.882162488582799,0.889167349199815,0.88330741315085,0.888451957103848,0.888480689904159,0.889087493307938,0.888654627809114,0.889126126898146,0.889064386394254,0.882598394781255,0.882478655105619,0.888885191051817,0.88845542011118,0.888795633774543,0.888526393008959,0.899951460512449,0.888780116063772,0.883377936912331,0,0.888453107014623,0.888732159714325,0,0.889262697823012,0.888764658609352,0,0.882732555112299,0.882778520636758,0.882708011438867,0.88845542011118,0,0,0.888556762870539,0.888678977446057,0.894198257937621,0.888946121350478,0.895075297168196,0.88872606167013,0.888625267467179,0.888799589717359,0.894635554847967,0.88875076010666,0.888706588101128,0.888775541423768,0.894402127339161,0.894402127339161,0.894402127339161,0.894402127339161,0.894402127339161,0,0,0.883063923271161,0.888100775396265,0.882957460172219,0.883043402474702,0.888650549835482
"Erythrocytes take up carbon dioxide and release oxygen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153669763788902,0,0.153669763788902,0,0,0,0,0,0,0,0,0.151206569644266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149652544720207,0,0,0,0.237124065627493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
