"","GRM1","IL22RA2","PCMT1","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","ZBTB2","PEX7","HECA","SCAF8","KATNA1","IL20RA","CITED2","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","ACAT2","TCP1","MYB","MRPL18","IGF2R","SYNE1","LPA","PLG","MAP3K4","EPM2A","AGPAT4","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","RNASET2","FGFR1OP","CCR6","KIF25","FRMD1","AHI1","THBS2","PHF10","TCTE3","DLL1","PSMB1","TBP","HSF2","FABP7","CLVS2","RNF217","TPD52L1","HEY2","NCOA7","TRMT11","CENPW","RSPO3","RNF146","ECHDC1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"GPCR ligand binding",0.861366135376238,0.842283766033129,0.802312812958978,0.842031724933317,0,0.842814023409289,0.842888577867232,0,0.822770784848933,0,0,0,0,0.826497642976354,0,0.821941445916244,0,0.84359452407126,0,0,0,0,0.844793259985154,0.824685675466284,0.863336440676876,0.842278367300526,0,0.800172869324947,0,0.843332147340473,0,0,0,0.861235806129323,0.842362421813362,0,0.842073484881748,0.842560500761008,0,0.845051385828557,0,0.805364214742543,0,0,0,0,0.802823852196632,0.842299052110408,0.844703885180841,0.861564685612636,0.845224900293617,0.841996095129671,0.843193955527158,0.822705601944252,0.84323090633543,0.843494943566194,0.86244570245769,0.842599310453024,0.827020581510379,0.843447529579658,0.822163603747428,0.821787797238561,0.84304752564405,0.843351697858216,0,0,0.861941145250001,0.8439720478163,0.800107488847185,0.843222342843183,0.840246747784816,0.823192127677505,0.861788677713774,0.823248939948457,0.843938444543857,0,0,0.841213906622781,0.844542205403182,0.842409147580161,0,0.8433246999162,0,0.842167842812893,0.861182832812614,0.819865607169636,0,0.842541122619952,0.822847455364913,0.844038591685374,0.804855358444726,0.843124248048382,0.842787018622194,0.841839283711512,0.825138159507769,0,0.844306310000399,0.841213906622781,0.844260122654985,0.845017083618776,0.825731089452105,0,0.821774271865375,0.844653001060121,0.843123521145593,0,0.844490914185252,0.842731868068155,0,0.845029627795848,0.824544462254637,0.844082989369886,0,0.863910333407808,0,0.844927755700859,0.821241740970941,0.861870461729542,0.861870461729542,0.861870461729542,0.861870461729542,0.861870461729542,0,0,0.825833916916326,0.841122896857467,0.822543142459316,0.824582368719132,0.844334353340083
"Regulation of beta-cell development",0.62005311182419,0.624119799245755,0.700347994278612,0.623961478130343,0,0.621539346479787,0.624026097663477,0,0,0,0,0.629764739487042,0,0.567286550288461,0,0,0,0.625701559579322,0,0,0,0.561028004690118,0.694455050363926,0.626931129473881,0.686155846910614,0.621852539914004,0,0,0.550230656116055,0.621398199878765,0,0,0,0.618697151658093,0.622214997306203,0,0.622305721688641,0.624581931354507,0.630725169827461,0.632387524703019,0.551175764493662,0,0,0,0,0.560022161181426,0.702168305751225,0.624174247945174,0.692287995885961,0.620805298657202,0.559346829799437,0.622755726878255,0.625113846738081,0.623057247294413,0.628080904545346,0.692918263326659,0.692610135767738,0.685834769626423,0.569149246815111,0.552831674095174,0.618254236478142,0.700478062802709,0.694261617274533,0.693327711641298,0.625497892237924,0.549192781659933,0.619813483350816,0.688782873925401,0.539608215915384,0.621007078470791,0.622731625782295,0,0.621893182273322,0.552029889221641,0.627765701622174,0,0,0.617267889769687,0.560188949556935,0.620097186930294,0,0.69401925711755,0,0.689898555413712,0.618475075549081,0.694480497607477,0,0.69122817056891,0.693945723810185,0.621209552769022,0.696753842173643,0.624865550102531,0.688428770946996,0.689363392115629,0.63120836955508,0.630088008680335,0,0.617267889769687,0.695643815830858,0.628378375225617,0.555492356983271,0,0.62526000055104,0.627222966141151,0.622559974745187,0.550455345942236,0.630391135996997,0.62173008176397,0.551377184812535,0.703181927800322,0.626336717183454,0.691925080736602,0.626240474786568,0.697827121715608,0.625645869526946,0.694934121394639,0.696842778426054,0.686155846910614,0.686155846910614,0.686155846910614,0.686155846910614,0.686155846910614,0,0,0,0.620489584213614,0.625837286640757,0.625473864835832,0.691275513241588
"Blood group systems biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602472124305517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599849944169275,0,0,0,0,0,0,0,0.602112318689178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase I - Functionalization of compounds",0.730247876303014,0.732415267525407,0,0.7319164735388,0,0.73331170358181,0,0,0,0,0,0.735701983385099,0,0.66529354950301,0,0,0,0.696038461331113,0,0,0,0,0.733761813967055,0,0.730623729922807,0,0,0,0,0.730809085606679,0,0,0,0.729455975247379,0.731262894230453,0,0.730691082711995,0.731539465514041,0,0,0.734278813850707,0,0,0.698142125818802,0,0,0,0.732445518954366,0.769835743928217,0.730665787599063,0,0,0,0,0.734345314912805,0.767593641060114,0.732384359474881,0.729981005423868,0.666328454509897,0.695747556520229,0.733157513266535,0,0.735142546416423,0.775017378705539,0.734156749055847,0.733475846787838,0.730801366110176,0.772738438550158,0,0.730591780480685,0.732619825051128,0.737363883615409,0.732753978079057,0.696994431575955,0,0,0,0.690290923362954,0.734117402243078,0.732510446846133,0,0.733167260349697,0.698472457973646,0.730938978278089,0.72927143137659,0,0,0.731154318070036,0.731464505376344,0.734058453028232,0,0.694447104206931,0.729730265815754,0.770240911043974,0.737363883615409,0.733694467229991,0,0.690290923362954,0.73264556587495,0.771016627473878,0.737575457986768,0,0.733033269530816,0,0,0.772220165378118,0,0.693705575613665,0,0,0.733714718115269,0.768757394554878,0.733121513365784,0.69424404985546,0.732791153615014,0.770429202709548,0,0.730623729922807,0.730623729922807,0.730623729922807,0.730623729922807,0.730623729922807,0,0,0,0.690437472276744,0.734345314912805,0.734195738062219,0.733475846787838
"Activation of Matrix Metalloproteinases",0.711259541747224,0,0,0,0,0,0.63592509599191,0,0,0,0,0,0,0.727082086732192,0,0.720209425713096,0,0.716032388836287,0,0,0,0,0.556902791323614,0.648716100870921,0,0,0,0,0,0.712407060671116,0,0.719094086048152,0,0.710787531205265,0.713334974695714,0,0.712165777153825,0.634388260743781,0,0.7248913661828,0.722532075246746,0,0,0,0,0,0,0,0.641350461208254,0.71211405559365,0,0,0,0.71831952503849,0,0.788461028443508,0.716900327189161,0.629010917246546,0.729198183297372,0,0,0,0.718054911142459,0.641700192970545,0,0,0.714858611567424,0.716268713512463,0,0.711962731358133,0.629418881352443,0.645253116310516,0.863573588054099,0,0,0,0,0.62306433074769,0,0,0,0.63828346195051,0,0.713819865186215,0.710535244005088,0,0,0,0.716777587195836,0,0,0.641974289556759,0.711473434442124,0.711218070569488,0.727082086732193,0,0,0.62306433074769,0,0.643890098142879,0.728354350743208,0,0.555538172343859,0,0,0,0.722623390040076,0.716777587195836,0,0,0.718635413316577,0.63649996142842,0.71439195644384,0,0.71773210950439,0.638307062173711,0.717524227237989,0,0,0,0,0,0,0,0,0.543605874812536,0.632947034318414,0.719331835003965,0.640757513565354
"The canonical retinoid cycle in rods (twilight vision)",0.504095794425548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503549784983155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505084273680411,0,0,0,0,0,0.506185254032795,0,0,0,0,0,0,0,0,0,0,0,0.508418551520519,0,0,0,0,0.506073690746257,0,0,0,0,0,0,0,0,0.51100096926625,0,0,0.503257945752363,0,0,0,0,0,0,0,0,0.504047821652446,0.520927178674436,0,0,0,0,0,0,0,0,0,0,0,0,0.507535481567477,0,0,0.514525142511464,0.508937862536619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Signaling by GPCR",0.877427594298095,0.865867825598999,0.843065174834669,0.865718995106856,0,0.87817867443431,0.866680210316508,0.856398333250015,0.855555808483297,0.854487550630306,0.85653236087593,0.855723516522941,0.85653236087593,0.856569267866317,0.856398333250015,0.855070337437522,0.854435481400937,0.86673297566291,0.85653236087593,0.856398333250015,0,0.85648061303283,0.867707458077778,0.855514226330286,0.878570020690096,0.865866621802753,0,0.854539842009826,0,0.866631622638127,0.855057157675271,0.854457551115532,0.85455493253241,0.878198471742042,0.865991819294458,0,0.865821201781036,0.866122383984544,0.855900216102059,0.867560339580545,0.855232963174065,0.843689990420343,0,0,0,0.868278121086572,0.856551594792658,0.865876852041139,0.86765468217686,0.877531411473537,0.867094639921165,0.865699939836447,0.866407277459591,0.866601330384515,0.866598320459975,0.878224034928361,0.878103851519706,0.865837933379696,0.856878063532727,0.866427224368225,0.865997201304816,0.855050276485057,0.866556844242031,0.866683647543226,0.86719804614217,0.8552161374609,0.877833299478516,0.867689225522401,0.854501234779937,0.866566782985454,0.865873802682139,0.854850229264153,0.877743267263654,0.866929649950458,0.867714609116197,0.866415537577021,0.855107141978878,0.865559319808285,0.867559210125291,0.87888458703181,0,0.87831215240864,0,0.865117241142777,0.87820076676847,0.855232482351614,0.856449826180239,0.864776663639834,0.85423655083551,0.867261825779935,0.85429412541543,0.866397727947671,0.866388743154326,0.866590836974831,0.868340847033457,0.85511762756774,0.867218698169936,0.865559319808285,0.867206982317081,0.867265630570413,0.867880024902613,0,0.854967366685988,0.867624635058615,0.86648273263797,0,0.866955907816053,0.866322805179082,0.854767655745104,0.866020790331269,0.867533230162384,0.867754736607822,0.855472784847974,0.878996106825672,0.85537421187875,0.867786877916742,0.854499569235929,0.878524883682338,0.878524883682338,0.878524883682338,0.878524883682338,0.878524883682338,0,0,0.856511949243189,0.865184315485155,0.855421385451083,0.867430200442795,0.866732743492188
"O2/CO2 exchange in erythrocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPCR downstream signalling",0.883298980360527,0.87060051277512,0,0.870437021685516,0,0.884124045897047,0.871492921721242,0.860198224911594,0.859272706960624,0.858099220010133,0.860345454973676,0.85945693513687,0.860345454973676,0.860385997499509,0.860198224911594,0.85873941442693,0.858042021683894,0.871550884735761,0.860345454973676,0.860198224911594,0,0.860288609691963,0.872621358867195,0.859618505533248,0.884553941846798,0.858338381120375,0,0.858156662369504,0,0.871656493702536,0.858724936387787,0.858066265383113,0.85817323938907,0.884145793345208,0.871032188868511,0,0.870844764619801,0.870901529320152,0.85965104056719,0.872459748413132,0.858918059666107,0.846354394178346,0,0,0,0.873248235226748,0.860366583533814,0.870610428369966,0.872563384258486,0.883413024081598,0.871948174852873,0.858018606597046,0.857970393153419,0.871406271695138,0.859415132688146,0.884259871826802,0.884258798331388,0.870567676012748,0.860725211186434,0.871215015307419,0.870742632678161,0.858717377363628,0.871397997947823,0.871496697533128,0.872061767138302,0.858899576530431,0.883744649665589,0.872687327492894,0.858114252121508,0.871585266998166,0.870609730104847,0.858497624424249,0.883645748797257,0.871766932489859,0.872629214321046,0.871202177304932,0.858779844411956,0.858953092992523,0.872458507700512,0.88489949465133,0,0.884270672163932,0,0.869775991745719,0.884148314443983,0.859064761542161,0.860254790170151,0.869401865541812,0.858600434877088,0.872131829410641,0.857886741379704,0.871238777778854,0.871172743488656,0.87148074181367,0.873443731716613,0.858791362887264,0.872084453500979,0.858953092992523,0.872189300072225,0.872136008993279,0.872810924444892,0,0.858626300507041,0.858167203499565,0.858125504581885,0,0.871716795914522,0.871100310271085,0.858406916973055,0.870768545349565,0.872556560275237,0.872759291769719,0.859181505054304,0.885021999739825,0.859073222121741,0.872708601983989,0.858112422512527,0.884504358602977,0.884504358602977,0.884504358602977,0.884504358602977,0.884504358602977,0,0,0.859319207637686,0.858570200345435,0.859125042542613,0.872316789876044,0.871550629694985
"Peptide ligand-binding receptors",0.821691036383628,0.792887461630469,0,0.792506218909237,0,0.791260413127236,0.763047778692373,0,0.763371711812128,0,0,0,0,0.769009036578603,0,0.762117236126387,0,0.796325877249184,0,0,0,0,0.796683375486962,0,0.822514713585772,0.761192969675688,0,0,0,0.794473265464832,0,0,0,0.821554720044035,0.793508871620147,0,0.794383072427445,0.795374839872026,0,0.797473279906137,0,0,0,0,0,0,0,0.792910583675655,0.796548185259531,0.822052190136287,0,0.761697790346134,0.763509699427364,0,0.764181792427757,0.794658692046208,0.823384834929972,0.760685848388118,0.769800044513011,0.796103530258847,0.762453276780738,0.764057573971516,0.79460781232482,0.796860704862183,0,0,0.78920785960705,0.795793914703109,0,0.794307172849853,0.789806224559358,0.765088949739023,0.822391005346331,0.764570558296173,0.764635829327864,0,0,0.759331428664161,0.796303624993569,0.790647989348048,0,0.795456784096891,0,0.793214547290947,0.821474591479963,0,0,0.793779178256014,0.763149701032578,0.795541848186657,0,0.794158792579585,0.792178350817345,0.763078984584397,0.76695265300696,0,0.764738233531226,0.759331428664161,0.795876940636872,0.797021935869463,0.765564528662941,0,0.761864365106067,0.764405352669089,0.761515468444808,0,0.796625498593383,0.794542784984397,0,0.798855430174002,0.766054613931031,0.795609005067308,0,0.797417145965652,0,0.796886816563389,0.763231597662223,0.822514713585772,0.822514713585772,0.822514713585772,0.822514713585772,0.822514713585772,0,0,0,0.759296783980271,0.763027375098196,0.766111952054406,0.795989223547902
"Nucleotide catabolism",0,0,0,0,0,0.776788997607115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685448503915776,0,0,0,0,0,0.68857971313523,0,0,0.682555884211856,0,0,0,0,0,0,0.527986662995452,0,0,0,0,0.701313486266848,0,0,0.592051935948339,0,0,0,0,0,0,0,0,0,0,0,0.683320257709958,0,0,0,0.6927932237444,0.50732834884671,0,0.58683412292418,0,0,0,0,0.68473613610398,0,0,0.504493151926488,0,0.681529120409024,0,0.774902998481585,0,0,0,0,0.682265461874366,0,0,0,0,0,0,0,0,0.683051502889503,0,0,0,0.681529120409024,0,0.594975458403747,0,0,0,0,0,0.691147129823138,0,0,0,0,0.510253018173126,0,0.684020263977438,0,0.683242662775076,0,0,0.685448503915776,0.685448503915776,0.685448503915776,0.685448503915776,0.685448503915776,0,0,0,0,0,0,0
"APAP ADME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519008496795996,0,0,0,0,0,0,0,0,0,0,0.0337229014731097,0,0,0,0,0,0,0.13393722663717,0,0,0.0326054208479672,0.128266345662509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360871201162633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G alpha (q) signalling events",0.866776588961815,0.835745924671592,0,0.835329214647521,0,0.836369703180672,0.838383598170299,0.80883788020129,0,0,0.809213143727044,0.806063802794401,0.809213143727044,0.805381146700792,0.80883788020129,0.801800831530465,0.802640892319068,0.837263313300298,0.809213143727044,0.80883788020129,0,0.80647758589998,0.839561210311623,0.807164854755126,0.867795657611204,0.799138094367877,0,0.802693243743347,0,0.83742143350607,0,0.802462837728772,0,0.86676897954205,0.836159845282901,0,0.835682133846879,0.836392406390313,0,0.83998798049513,0.803859334866595,0,0,0,0,0,0.80873265399893,0.835771197778382,0.839413443233617,0.867067266342875,0.839367196715311,0.803011444462252,0.802218476282281,0.836870876886693,0.801324177020338,0.868524962447156,0.869022668459101,0.835558598853226,0.806245742710188,0.83922223870579,0.799618768708622,0.801639215329628,0.836950856627711,0.837784665916819,0,0.805509522454432,0.867912521612885,0.839028582921983,0.802585147482529,0.837239889167696,0.834807495364526,0.804074110022476,0.867660440699341,0.839176592681658,0.84011938637474,0.837327348714292,0,0.802082891295538,0.839146131338491,0.835700305147464,0,0.86925326041692,0,0.835562198288053,0.866665899885817,0.799887936037501,0,0.836179357304978,0.802810077256531,0.838313485850807,0,0.837289458566217,0.836764030491485,0.836139871370498,0.841319766715691,-0.024517166499076,0.838900651234158,0.802082891295538,0.838955693656244,0.839556003700494,0.840883066416951,0,0,0.80163085098084,0.801057197296281,0,0.838453122190226,0.836428966840105,0.803331098699988,0.840071819654722,0.839058522793554,0.839212007202784,0.802134540345648,0.871168262225238,0.801858546200987,0.839783577667467,0.800736397810606,0.867795657611204,0.867795657611204,0.867795657611204,0.867795657611204,0.867795657611204,0,0,0.805761286797613,0.801567749472426,0,0.839454998131093,0.838422528012179
