"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","GABRR2","UBE2J1","RRAGD","GJA1","HSF2","FABP7","MDN1","CLVS2","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Synthesis of bile acids and bile salts",0.774413265869649,0.778158220215571,0.878115957529402,0,0.777534596368106,0,0,0.732432880268663,0,0,0,0,0,0.781866139704757,0,0,0,0.782664858897309,0,0,0,0,0,0,0.781217292326692,0,0,0,0,0.826967715227323,0,0,0,0,0,0,0.774458325498013,0,0,0,0,0,0,0.780528008955967,0,0,0.78247672433695,0,0,0.773177684560157,0.786493598677248,0,0.778196042468895,0.828167793311379,0,0.774935765052356,0,0,0,0,0.780545620204764,0.825851176231709,0.777084432506494,0,0,0,0.775278129019729,0,0.73191595645215,0.781137686310264,0.780309863222173,0,0.783672377528285,0.827216374733463,0.828812411755693,0,0,0,0.778388303446356,0,0,0,0.82676574326858,0,0.83351640370574,0,0,0,0,0,0.82776774996497,0,0,0,0,0,0.78176159599391,0.776312469855495,0.773970388343573,0,0.7792352742102,0,0,0.777435942080543,0,0.777009382176454,0.835040773655232,0.780375812031847,0.779350020881602,0,0.777880963714652,0,0.774252839092862,0.72866959677923,0.775727441227745,0,0,0,0,0,0,0.779256475499957,0,0.776110985712613,0,0,0,0,0,0.77440640473155,0.831233087037589,0,0,0.827417877669396,0,0,0.779637920228567,0,0.828853168289178,0,0,0.774772390460008,0,0,0,0.777367203590096,0,0.82462240739405,0,0,0,0,0,0,0.774252839092862,0,0,0.774858420676359,0,0,0,0.782032501563027,0.774264822605401,0,0.779054802851239,0,0.776655589611816,0,0,0,0,0,0,0.7792352742102,0.783871746550227,0.781632685462568,0,0,0,0,0.773792099782049,0,0.7821848699933,0.784649682342283,0,0,0,0,0,0,0.778643208104699,0,0,0,0.786330144599276,0,0,0,0,0,0.780259777890912,0.827306174590535,0,0,0,0.828721714854858,0.824878387550025,0,0,0,0,0,0,0,0,0,0.780545620204764,0.779910730234356,0.780495594381121
"Signaling by Retinoic Acid",0.83416374095382,0.835625256726412,0.809985281620482,0,0.835279143208204,0,0,0,0,0,0,0,0,0.83854498414881,0,0,0,0,0,0,0,0,0,0,0.808545166784067,0,0,0,0,0.834652960563544,0.777663976750954,0,0,0.780230972017141,0,0,0.834003558826505,0,0,0.780534211500132,0.835059975667774,0,0,0.83755744575063,0,0,0.781304418762644,0,0,0.833477988804027,0,0,0.835646248215462,0.836436893035125,0.779157916307222,0.834453729912906,0,0,0,0,0.809382784480083,0.834776723182407,0.835214491003125,0.804418503055686,0,0,0.806214436655791,0,0,0.836408927216712,0.80900706755754,0,0.809377374465379,0.83376293993161,0.866444707796151,0.77757419350847,0.804233069592776,0,0.807940594847814,0,0,0,0.834743993996462,0,0,0,0,0,0,0.804238509598658,0.83547142166477,0,0,0,0.781533636490525,0,0.838020191673073,0.806831269934623,0.83391794230563,0,0.808012094851514,0,0,0.805553406171631,0,0.835604595007557,0.838738313026905,0,0.83552328381612,0,0.835344880103124,0,0.834074703505438,0,0.833406221390927,0,0,0,0,0,0,0.805378785872723,0,0.806676675169135,0,0,0.835604595007557,0,0.804238509598658,0.805730626484779,0.83603295719539,0,0,0.834902802366779,0,0,0.808634136736344,0,0.835902522524216,0,0,0.833619610567413,0,0,0.836096527385803,0.809556367217635,0,0.859249212072386,0,0,0,0,0,0,0.834074703505438,0,0,0.834410803501098,0,0,0.782262041660147,0.838170545255622,0.834081354398764,0.806876837038475,0.808310504457341,0,0.806978932326792,0,0,0,0,0.804222252066119,0.835857975768493,0.836096527385803,0.839101543719335,0.837738788043285,0,0,0.804238509598658,0,0.832393190650818,0.777978802535361,0.836555301765172,0,0,0.804227650469892,0,0,0.778211872205637,0,0.80808206786631,0,0,0.804238509598658,0.83760661886983,0,0,0.835604595007557,0,0,0.807663330144971,0.834840806749106,0,0.808097485501535,0,0.835756004736601,0,0,0,0,0,0,0,0,0,0,0.809137913545901,0.807343109167502,0.834998437789207
"GPCR downstream signalling",0.934207988735393,0.928970369928384,0,0,0.928899474282105,0,0.921808580996292,0.928672428990228,0.923774640176248,0.923373302137362,0.923159765422848,0.923838484453194,0.928997151502043,0.923870305217275,0.923838484453194,0.923856065157915,0.923774640176248,0.929090691591107,0.928891573772995,0.929095279989405,0.923838484453194,0.923774640176248,0,0.923813834284219,0.923219797666478,0.923367837300778,0.919685200541258,0.928537328348273,0,0.928923493715604,0.922889344860206,0,0.933903245833271,0.923135769016335,0.923015011216214,0.922896533255112,0.934159171498588,0.934801977690951,0,0.933886473595221,0.928602142698371,0.923537361265058,0.929256723651986,0.923051554296356,0.923076213684901,0,0,0,0.929433596376761,0.934906067050962,0.929608028172621,0.92937474597511,0.928974669688735,0.928892780503441,0.922437499062358,0.935091672381804,0.928869843204455,0.92852537851476,0.928628315458022,0.929009477505545,0.929130891904433,0.934783268307659,0.934127146004387,0.928275296145561,0.92400316047436,0.928551918723516,0.928347076539924,0.928821631596677,0.928631266610798,0.928674066318749,0.928919100925518,0.928964824587595,0.923211499295024,0.939664603134749,0.928778481975504,0.922870954243642,0.928506649734903,0.933872359359575,0.928949485191637,0.923279398956148,0,0.929277708640699,0.933942334107137,0.92902887502771,0.923767626813285,0.928837729835384,0.928972408808186,0.928799479375261,0.923159579120413,0.928507764030395,0.92304950321328,0.934486003629491,0,0,0,0,0.922741646377664,0.933892512202128,0.934160264738149,0,0.928639323374474,0.928831491588641,0.923799168917062,0.934831740772431,0,0.928966137716019,0.923876324889554,0.92872229183486,0.922907843698123,0.928947171100765,0.928555164480152,0.929027701533022,0.934190246124355,0.929347315338247,0.928465679362515,0.92896774184437,0,0,0.923721976391107,0.929099070795357,0,0.928765387817027,0,0.933931506749655,0.9287971567158,0.923610201151467,0.928561416366967,0,0.928507764030395,0.92824797600514,0.923599597660615,0.923855871956736,0,0.928974669688735,0,0.917761150419077,0.928842712196979,0.923088409129951,0.92868989129692,0.92860870771642,0.933972628592026,0.933712022704448,0,0,0.929621994091166,0.934867150993015,0,0.928656871271258,0.929056211507124,0.923011207425595,0.92309441358459,0.92353264170485,0,0,0.934190246124355,0.93428099823763,0.923852290618559,0.9342528507705,0,0.928613046317402,0.929083743642529,0.922772443829496,0.913382423661577,0.928398206825469,0.928776421461802,0,0.929040313890904,0,0,0.923050364578394,0.923533907552045,0.928504433942965,0.928665212501708,0.928914619329431,0.929258768810758,0.9291817948298,0.922963986050488,0.929002431562597,0.928507764030395,0.928627577645667,0.92864202656098,0.928662180601955,0.929003221460122,0.92924396261397,0,0.92850553971695,0,0.929372494511545,0.923516094103933,0,0.923092996932982,0.92879487054715,0.928430744918637,0.928507764030395,0,0,0.928889656417996,0.928686999689643,0.929068069129012,0.928358313210927,0.92887405920457,0.928961970908854,0.928927161789601,0.934539126264141,0.928880206395863,0.928862319938581,0.928904036536743,0.935148888522202,0.935148888522202,0.935148888522202,0.934314658355666,0.935148888522202,0,0,0.92339346651183,0.929362823798395,0.923309269507984,0.929029688003089,0.928716393083595
"Potassium Channels",0.947272133312303,0,0,0,0.926535306801096,0,0.927328510288148,0.903609319924702,0,0,0,0,0,0,0,0,0,0,0,0.928061326870006,0,0,0,0,0,0,0.947815719702143,0.908553246688356,0,0.908482142915084,0,0,0.927834262603092,0,0,0,0.947146407696043,0.928081423528979,0,0.927769993871341,0.926946808474234,0,0.905543992403649,0,0.9097326275285,0,0,0,0,0.94673389216718,0,0,0,0,0.908579585326772,0.947499743228596,0.92987435973051,0,0,0,0,0.927234010340527,0.928692214892654,0.903955470183795,0,0.927902889373149,0.908047942481139,0,0.927130981615346,0.928005589298524,0,0.930673514593922,0,0.947891905686588,0.928523977085059,0,0.907223741164132,0.927715910211077,0.9269631239093,0,0.930455365036524,0,0.926115272646443,0.907064364812349,0,0,0,0,0,0.907228010979394,0,0.926892116296742,0,0,0,0,0.904939890010038,0.926002926804264,0.94707920800261,0,0.92904563525939,0.902866846947809,0,0.925813541791532,0,0,0,0.904258746420042,0,0,0.926586903141858,0,0.947202248561391,0.907571606934503,0,0,0.912244854700447,0,0.905742579436703,0,0,0,0,0.927603671612088,0,0,0.926790751205054,0,0.907228010979394,0.90766820391153,0,0,0,0,0,0,0,0,0,0,0.928100127057029,0.925232753467185,0,0,0,0.927992275332098,0,0.90404666904354,0,0,0,0,0,0,0.947202248561391,0.947702483236686,0,0.947466050645853,0,0,0.910457443281326,0.905057901283453,0.947207468792113,0.928378427664787,0,0,0,0,0,0,0.907731816325548,0.907215250577646,0.927328510288148,0.92904563525939,0.907976458137606,0,0,0.930270862221722,0.907228010979394,0.928834477538859,0.92613232971765,0.927176864827403,0,0.908315340773927,0,0.907219487739761,0,0,0,0,0,0,0,0.907228010979394,0,0,0.907127713931937,0.926790751205054,0,0.929430719816212,0.906502307913423,0,0,0.950014388231084,0,0,0,0.947815719702143,0.947815719702143,0.947815719702143,0.947815719702143,0.947815719702143,0,0,0,0.902439536644299,0,0,0.929559316488967
"Unblocking of NMDA receptors, glutamate binding and activation",0.926481931685446,0.840648678260206,0.892440231046429,0,0.881159719617756,0,0.841583027712492,0.843218425207686,0,0,0,0,0,0,0,0,0,0.846851548191979,0.845912988493944,0.849408918779224,0,0,0,0,0,0,0.839331971853226,0.844159903152024,0,0.841760219804094,0,0,0.887590955531732,0,0,0,0.841830314121991,0.886917964856573,0,0.88629486145343,0.881675460184216,0.846201581994709,0.849346706568097,0.847411332805199,0,0,0,0,0,0.883762431759056,0,0,0.840681643263053,0.841923270699303,0,0.885294734129641,0.850514212811272,0.888448714032494,0,0,0,0.886774525496431,0.888140026301212,0.886688595989596,0,0.844300662907389,0.840457318022801,0,0.841863393621673,0,0,0.890538591571065,0,0.843321894398794,0.886025235275598,0,0.84149985008282,0.887354157987163,0.843168074252677,0,0,0,0.887212602997989,0.845444565611142,0,0.845771879373885,0,0.842184640687988,0,0.841508393059879,0,0.840709897699063,0,0,0,0,0,0.887665854138029,0.841695862066314,0,0.929517176592738,0.888887858877159,0,0.888470846136815,0,0.844344578933931,0,0,0,0,0.886248499230217,0,0.841942039618838,0.844718046950633,0.839883465938439,0,0,0,0,0,0,0,0,0.84094203918517,0.890996161910313,0.850514212811272,0.846420391651621,0,0.841508393059879,0.839697543257538,0,0,0,0.840681643263053,0,0,0,0,0.841084096052273,0,0.886955386571855,0.925627430144605,0,0,0.845117108801223,0.841719551199435,0,0.87899216811184,0,0.88948076190102,0,0,0.892825989003059,0,0.841942039618838,0.839214553230226,0,0.885227322557066,0,0,0.847800400788958,0,0.84195248417172,0.887963394697046,0,0,0.843107414894979,0,0,0.891031945210299,0,0.841482862255219,0,0.890014650276601,0,0,0,0,0.841508393059879,0.889592169337372,0.887246730509151,0.889336619399392,0.843276725834142,0,0,0.841491339900389,0,0,0,0,0,0,0.84461968829457,0.841508393059879,0,0,0.848138028306173,0.84207551491551,0.891485637276279,0.893122271922453,0.888681387566696,0.840584285438255,0.843245225131512,0.889880299208475,0.842885231884925,0.842406055928965,0.890318060052593,0.839331971853226,0.839331971853226,0.839331971853226,0.839331971853226,0.839331971853226,0,0,0.892032821806674,0.886565628986946,0,0.844207554939901,0.842370827220785
"SLC-mediated transmembrane transport",0.886197587066905,0,0.862621344174868,0,0.874255781393813,0,0.874539051374662,0.861177517022692,0,0,0,0,0.862209479881896,0.862233936101422,0,0.864306404931915,0,0,0,0.874852987485739,0,0,0,0,0.874317432780674,0.864507104643094,0.873872730302883,0.86078799316181,0,0.874785630118246,0.863314744541716,0,0.886025944298434,0.874625977499753,0,0,0.874008420036942,0.886172322782084,0,0.885987881811549,0.874385662210334,0,0.875235564758972,0,0,0,0,0,0,0.88587881935563,0.888882522101219,0,0,0.88725424797064,0.861643508993083,0.886332386668789,0,0.860607806597023,0.875655800276334,0,0.861787289030107,0.874497574142126,0.886886721540468,0.873445263806279,0.864640219270591,0.861726466069142,0.873619522426715,0.887692435228237,0.874736372905601,0,0,0.875552088882881,0.861825691771953,0.862177451403973,0.886987784162653,0.863273009348139,0.860000607364711,0.885955851327154,0,0.864306404931915,0,0.862468193209354,0.874352606817175,0,0.864105705220736,0.875105536830423,0,0.861793360199275,0,0.860003136118321,0.861379892990949,0.874280601579222,0,0,0,0,0.862797566698368,0.874076646252131,0.873968621718534,0,0.874981323727612,0,0,0.874314926936814,0,0.874534874989328,0.863227863189914,0.861562133099402,0,0,0.874761678427205,0.861327955516985,0.874041491207743,0.861844139254835,0.874206091005271,0.863485204451552,0,0,0.851011488427916,0,0.863227863189914,0.874260380968167,0,0.873795952692423,0.87496529149656,0,0.874534874989328,0.862855329184642,0.860003136118321,0.873336735281508,0.862226476787656,0.90039580766918,0,0.87470106784801,0,0.875066258646628,0,0.849529718758752,0.862618659697078,0.861327955516985,0.886183399751735,0.885944651370003,0,0,0.874763546759971,0.886672889338265,0,0.885873461589246,0.875442645766305,0.874605513775954,0,0.862243303051389,0,0,0.874041491207743,0.873805667185814,0,0.886312432587639,0,0.860913296680289,0.861855330347682,0,0.874044582835008,0.885423016344474,0.850859454619188,0,0.862849203125157,0,0,0,0,0.859995578903313,0.861386296039428,0.874763546759971,0,0,0,0.861796957569406,0.860003136118321,0.886538206143724,0.873903295651273,0.887096031071044,0.887654875823715,0,0,0.859998088318436,0,0,0.886903378954877,0,0,0.861750428670639,0.860924091307801,0.860003136118321,0,0,0.875627996524441,0.874534874989328,0.874782748809173,0.876457162941341,0.875434190809767,0.874672249562627,0.874357637592,0.875497526722379,0.874251078225687,0.863009964834292,0.886753072548469,0.873872730302883,0.873872730302883,0.873872730302883,0.873872730302883,0.873872730302883,0,0,0,0.873447695520748,0,0.8754860377494,0.862831870091166
"Erythrocytes take up carbon dioxide and release oxygen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291817974564594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347825663824241,0,0,0,0,0,0,0,0,0,0.346088976410092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292244844378342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2923302500994,0,0,0,0,0.344993303325303,0,0,0.288174833065237,0.406665538860177,0,0.293253502332658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292244844378342,0,0,0,0.292203134309377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GABA receptor activation",0.543765411893878,0,0,0,0.516516943963248,0,0.546020760068284,0.488076667234463,0,0,0,0,0,0,0,0,0,0,0,0.517661633360029,0,0,0,0,0,0,0.544500113219689,0,0,0,0,0,0.876523418592442,0,0,0,0.543595483472782,0.87685747673542,0,0.876436554161492,0.517073122025242,0,0.490691534828392,0,0,0,0,0,0.521029946238594,0.543037935102111,0,0,0,0,0,0.544073045253347,0.520047821560642,0,0,0.487988561288786,0,0.544415691073021,0.516663247123419,0.483478601440249,0,0.517383218633814,0.515402794569328,0.489526070486434,0.516339922363595,0.51714265557609,0.518365343311766,0.518805229765247,0,0.544603084789297,0.517637069301037,0,0,0.876363455685071,0.515655174822225,0,0,0,0.515170189732794,0.48942133452738,0,0,0,-0.0216026413647145,0,0,0,0.545430938008619,0,0,0,0,0.486549933618371,0.515554250611955,0.54350465760815,0,0.879897802239767,0.483748046899441,0,0.516098043668471,0,0,0,0.485629312521171,0,0,0.515668829478024,-0.0216026413647145,0.543670956955143,0.485860947897849,0.515318744943005,0,0,0,0.487634833823764,0,0,0,0,0.544324894940795,0.487062622854833,0,0.515880073224258,0,0,0.514889546931478,0,0,0,0,0,0,0.517969721486247,0,0.517178252841395,0,0.876882756078524,0.514756436932072,0,0,0,0.516418387631766,0,0.515260488359613,0,0,0,0,0,0,0.543670956955143,0.544347064904175,0,0.54402750698073,0,0,0.485784593240221,0.486709435476143,0.543678012522582,0.51620707987547,0.51762639777649,0,0,0,0,-0.0216026413647145,0.490360881473143,0,0.516227528089639,0.877957606649702,0.52127021951289,0,0,0,0,0.487548934526079,0.515972287579253,0.516401937265662,0,0.521728247025817,0,0,0,0,0,0,0,0,0,0,0,0,0.489875041189464,0.515880073224258,0,0.519692035774193,0.488439330484405,0,0,0.547471792999435,0,0,0.488039292605814,0.544500113219689,0.544500113219689,0.544500113219689,0.544500113219689,0.544500113219689,0,0,0,0.483170502184582,0,0,0.516885787826889
"Signaling Pathways",0.884315252159703,0.88087094227993,0.881138601076903,0.87910543610711,0.880847733980997,0,0.878637188769995,0.881089359592133,0.881097171642554,0.880941425899069,0.880847768615669,0.881092078567653,0.880671381639849,0.880954043207368,0.881092078567653,0.880829171285636,0.881097171642554,0.880901463660599,0.880804215401456,0.883931001201887,0.881092078567653,0.881097171642554,0.879096809187279,0.881075514624214,0.880941920525504,0.881000681799628,0.877963851315465,0.880739384649867,0,0.884522749042994,0.880934448398587,0.879302639157649,0.882618250600675,0.880854172683558,0.881170259667455,0.879048736358817,0.882565483859799,0.882639365783459,0,0.882612760064446,0.880932130818612,0.880939940593928,0.882902337688289,0.880786168487561,0.880851089857421,0.879223051668175,0.879215224075571,0.88108318479348,0.881078469071432,0.882673456935044,0.881100931715128,0.881053169277709,0.880872349843423,0.882747964632569,0.88094167155638,0.882734216434782,0.880806621873577,0.882654875792477,0.88275785792741,0.882752791907853,0.882893939865983,0.884795122447034,0.8826915462454,0.882682410798591,0.880877324201291,0.882772124975514,0.880699597496102,0.880825741939766,0.882683442405522,0.880881615555061,0.880691608865787,0.880994039353206,0.881023158247218,0.884528259697368,0.882803168605618,0.880928428072246,0.882567286944332,0.884341910600876,0.880769266002089,0.88112659891449,0,0.881012315261448,0.884597317473574,0.880939940593928,0.88112657925348,0.880974535552458,0.880953226754455,0.880958606050496,0.880823951007814,0.882567651718535,0.880883316299451,0.882792367011332,0,0,0.881201028256179,0.881167723350689,0.879069814202022,0.882621448675447,0.882702387947446,0.881088801846309,0.880858896488816,0.882671126415737,0.881228624773937,0.882655820805048,0,0.882686045893195,0.880957023662358,0.881026269575888,0.88093163942283,0.880912179701026,0.884443559224475,0.882716262292945,0.882712202611816,0.882556949223465,0.882567541864011,0.882833730058185,0.882958229722937,0.879326654892495,0.88281006942247,0.880949630761226,0.879219009075063,0.882690974156393,0,0.88262173947927,0.884550058001512,0.881089120174598,0.880820880471247,0.879255314535188,0.882567651718535,0.880785980075252,0.882776399693348,0.879162225692136,0.881089419229063,0.882735586764882,0,0.879063476434684,0.880980672077516,0.880991655175091,0.881055584682163,0.880544221229187,0.882640963642878,0.888273601495621,0,0.877520254419647,0.882838631551609,0.88265493824865,0,0.88814657486724,0.880978103263968,0.882698942917548,0.881196252714953,0.881127562250141,0.879167032385955,0.877274222025993,0.882712202611816,0.882741911095822,0.881002048520663,0.882596167179604,0.879123429883515,0.880837556662791,0.88098995984207,0.879079896012485,0.875900583151585,0.882744562150178,0.880644901517463,0.879180439003606,0.880944870226766,0.879214611658767,0,0.880905981956778,0.880965526929694,0.882566561585803,0.882678387962316,0.882717819424344,0.880994815456391,0.882920310412715,0.879185996597226,0.881007215121113,0.882567651718535,0.882703699872706,0.884564527298633,0.880938387335828,0.882889338114137,0.880994547508185,0.879236516132118,0.882566923570418,0,0.881081641222912,0.880912020041881,0,0.882721739268898,0.878074315780693,0.880918005577279,0.882567651718535,0.881063846813742,0,0.882758757699825,0.884578994976232,0.881060521592452,0.880801783993828,0.880914125876701,0.882684118814455,0.881022718182124,0.88282641152309,0.882760324923982,0.880915547936841,0.880946527045815,0.882752930024663,0.882752930024663,0.882752930024663,0.882752930024663,0.882752930024663,0,0,0.881011467148016,0.882574470467539,0.880775743723238,0.880850357867584,0.882734694478587
"CD22 mediated BCR regulation",0.664851173928552,0.521954599385364,0,0,0.670640874563349,0,0,0.52130658453356,0,0,0,0,0,0,0,0,0,0,0,0.525970010089085,0,0,0,0,0,0,0,0,0,0,0,0,0.666872548534782,0,0,0,0.509256903963468,0.668507085279263,0,0.668065400626673,0.522879396510312,0,0.534101055358704,0,0,0,0,0,0,0.661291651217023,0,0,0.522063559571696,0,0,0.666356414978502,0.537960047829931,0,0,0,0,0.668032970974436,0.522063559571696,0.5091271380357,0,0.52492222347238,0,0,0.524097379350498,0.525601403650556,0,0,0.515892482390731,0.514187067799477,0.518709845806123,0,0.662927426686637,0.66608985469735,0,0,0,0.539998906657073,0.513100268952807,0,0,0,0,0,0,0.662955664038126,0,0,0,0,0,0,0,0.667120113084863,0.513092469739355,0,0.524400816456478,0,0,0.515018061480581,0,0.5218473509319,0,0,0,0,0.518258137679298,0,0.509626193510052,0.510465134482767,0,0,0,0,0,0,0,0,0,0,0.81641471505601,0,0.673948069228337,0,0.662955664038126,0,0,0,0,0,0,0,0,0,0.519113824444743,0,0.668630776367324,0.796454611029156,0,0,0.524400816456478,0,0,0.511769117630309,0.527704007956432,0,0,0,0,0,0.509626193510052,0,0,0.666133597539572,0,0.518356165540771,0,0,0.509660716195625,0,0,0,0,0,0,0,0.538381029439584,0.662871276324104,0.677504403943631,0.524400816456478,0.535718932576193,0,0,0,0.662955664038126,0.518724403792717,0.515251930438953,0.674883657535426,0,0,0,0.662899297732192,0,0,0,0,0,0,0,0.662955664038126,0,0,0.684868790971702,0.5218473509319,0,0,0.525970010089085,0,0,0.52822357335168,0,0,0,0,0,0,0,0,0,0,0,0.508720691611786,0,0,0.677875332736741
"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol",0.753844925111553,0.75794783564081,0.867484986603478,0,0.75726434745588,0,0,0.707909884166832,0,0,0,0,0,0.76201323238649,0,0,0,0.714867825355141,0,0,0,0,0,0,0.761344342849958,0,0,0,0,0.811426804358613,0,0,0,0,0,0,0.753892772103363,0,0,0,0,0,0,0.760546648707232,0,0,0.714661630948522,0,0,0.752490735033684,0.767083362960107,0,0.757989288615035,0.812742083103615,0,0.75441758123987,0,0,0,0,0.76056224405116,0.810203083978742,0.756772508531727,0,0,0,0.754789103713708,0,0.707343338608107,0.761214851615081,0.76030385574101,0,0.764190892882897,0.811699333761082,0.813448581247113,0,0,0,0.758197837171086,0,0,0,0.811205444242173,0,0.818604129632463,0,0,0,0,0,0.812303637874423,0,0,0,0,0,0.813230229466171,0.755924903758761,0.753359533865411,0,0.759129818788725,0,0,0.709136962305609,0,0.756690253797458,0.820274830414961,0.712359043028013,0.75929782398131,0,0.75764550219917,0,0.753669098277915,0.703785346896444,0.75528525381905,0,0,0,0,0,0,0.759149348797101,0,0.755701909905518,0,0,0,0,0,0.753833698858827,0.816101627568954,0,0,0.811920179831195,0,0,0.759567410047114,0,0.813493250175681,0,0,0.754238523617165,0,0,0,0.757080885924579,0,0.808856360331202,0,0,0,0,0,0,0.753669098277915,0,0,0.754332812244298,0,0,0,0.813527140426962,0.753682232139405,0,0.758928316722746,0,0.756298792677217,0,0,0,0,0,0,0.759129818788725,0.764211366066058,0.761757367866707,0,0,0,0,0.753164130617435,0,0.762404802461657,0.765063979263367,0,0,0,0,0,0,0.758477211224803,0,0,0,0.767103790455214,0,0,0,0,0,0.760251130883424,0.811797753892976,0,0,0,0.81334917796037,0.761133612328563,0,0,0,0,0,0,0,0,0,0.76056224405116,0.759870114744095,0.760553366012091
"Activation of Matrix Metalloproteinases",0.859571084034949,0,0,0,0,0,0,0.823810730901689,0,0,0,0,0,0,0,0.829076627614561,0,0.824694621186182,0,0.861205171798608,0,0,0,0,0.786922767315187,0.829781628918297,0,0,0,0.861266662361227,0,0,0.821052442452401,0,0.862634385686233,0,0.858756848908991,0.821485596849687,0,0.820939810232457,0.823093329366649,0,0.826880171839071,0.828471407330347,0,0,0,0,0,0.858627805812574,0.8673510232605,0,0,0.862697891373559,0,0.859969974902324,0,0,0,0.862272817158968,0,0.857613171504293,0.861610329285351,0.820583161484926,0.830064430910978,0,0,0,0.860789826805684,0.826506571879127,0,0,0,0.822776756491098,0.895916407935607,0,0.820600878453083,0.820845027551171,0.823574693898087,0.829187730414479,0,0.828165092310043,0.897684336094792,0,0.828482729110743,0,0,0,0,0.820608361388542,0,0,0,0,0,0,0,0.819551190708775,0.858639080120893,0,0.862229705448444,0,0,0,0,0.860530395605654,0,0,0,0,0.861195785958914,0.826634521385711,0.858854711126842,0.820937732311527,0.859551725104573,0.826646580586803,0,0,0.861425665378293,0,0,0,0,0,0,0,0,0,0.820608361388542,0,0,0,0,0.861610329285351,0,0,0,0,0.861962844366019,0,0.821518375151478,0.893423530672786,0,0,0.861207067344007,0.824622994066729,0,0.859476187070856,0.86321661624389,0.860739425650802,0.863167604031452,0,0,0,0.858854711126842,0,0,0.85991092798656,0,0,0.862954602427262,0,0.85886385968414,0,0,0,0.824764563747049,0,0,0,0.827201282577922,0.82058599853281,0,0.862229705448444,0.866363219964083,0,0,0,0.820608361388542,0,0.821665939282053,0.862229705448444,0.863883405199821,0.826504443627947,0,0.820593424242983,0,0,0,0,0.786285757100844,0,0,0.820608361388542,0,0,0.825821470479764,0.860530395605654,0,0,0.863779742622045,0.861525051950017,0.860439410655436,0,0.860124086593187,0.824922643318661,0.823441158584856,0,0,0,0,0,0,0,0,0.780715707496666,0.825221651408156,0.863339266460963,0.862593763729597
