"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"NCAM1 interactions",0.734864399033692,0,0,0,0.736409788205551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633981360597763,0,0,0,0,0,0,0.734964626409894,0,0,0,0,0,0.734767677885221,0,0.739882634605474,0,0.733696237040293,0.735381562971908,0,0.735857954068719,0.739539919506776,0,0,0.738351468210001,0,0.738351468210001,0,0,0,0,0.733921556457398,0,0,0,0.632448114365889,0,0.735429724368563,0,0.687676354200594,0,0,0,0.685323886892889,0.685860829780786,0.732624432483434,0,0.633587842018142,0,0.740885260722791,0.788078268133951,0.684745714482994,0,0,0,0.735153853082747,0.681959933582615,0,0.735212699175258,0.734473720544792,0.733041520048833,0,0,0.63764277606995,0,0.685737451275614,0.635274539805651,0,0,0,0.740691110839709,0,0.735223304314008,0,0,0,0.740292575913678,0,0,0,0,0.735087491247272,0.733529330036363,0,0.740111321170698,0,0,0.734836894247807,0,0.736817412129326,0,0,0,0,0.7372395709538,0,0.733834931594626,0.733126945545724,0,0,0,0,0,0,0,0,0,0.730577544117298,0,0,0.684361381561394,0,0.735223304314008,0,0,0,0,0,0,0,0,0,0.631406374056268,0,0.735428017794397,0.682045060134673,0,0,0.739473278567666,0.680184115648838,0,0.740754015605979,0,0.735601287965334,0.738048021616761,0.79204809783145,0.74063833463329,0,0,0,0.733834931594626,0.738041344613138,0,0.735346040533817,0,0.675478843668335,0,0,0,0.733847897324456,0.737260354051264,0,0,0,0,0,0,0,0.74495368304965,0.735191610710721,0,0.743037386270922,0.738861417749114,0,0,0,0,0.685671475343319,0.735223304314008,0.737251958239593,0.738540028937874,0.738861417749114,0,0,0.695113139210161,0.735202134747328,0,0,0,0,0,0,0,0.735223304314008,0,0,0.68751729517894,0,0.684057199908123,0,0.742414612596571,0.679958273748934,0,0.737501779469156,0.740269030173053,0.788413510214562,0,0.738153069374326,0.734964626409894,0.734964626409894,0.734964626409894,0.734964626409894,0.734964626409894,0,0,0,0.683433869083004,0,0,0.740648708226454
"Adrenaline,noradrenaline inhibits insulin secretion",0.892863647136505,0,0,0,0.834315216749898,0,0.897950257285651,0.767199286026807,0,0,0,0,0,0,0,0,0,0,0,0.834142764071834,0,0,0,0,0,0,0.894520659239058,0,0,0,0,0,0.829991029826147,0,0,0,0.892480398270018,0.830744449435482,0,0.829795119721852,0.832982372179653,0,0.774129754508422,0,0,0,0,0,0,0.844493637730479,0.891222928920906,0,0,0,0,0,0.893557469485643,0.839669424503982,0,0,0.767760734874018,0,0.830206605306523,0.834447804958665,0.829388278278128,0,0.833659799717506,0.831802414656152,0.837499123721098,0,0.831306796550685,0.833675502807986,0.838484012944003,0,0.894752896654543,0.834680706963655,0,0,0.82963025672807,0.830703045674048,0,0,0,0,0.828371277881848,0.765406082348752,0,0,0,0,0,0,0,0.89661999931975,0,0.835957391054715,0,0,0,0.768726205163997,0.831946624442686,0.892275553727573,0,0.836270875379236,0.7624069567291,0,0.833173070679101,0,0,0,0.766649878027602,0,0,0.829648284431619,0,0.892650617744653,0.830005011284494,0.831612852934757,0,0,0,0.76140365094029,0,0,0,0,0.89412547986682,0.770830677661802,0,0.830117276576986,0,0,0.83064485917388,0,0,0,0,0,0,0.837591745392703,0,0.83580670284924,0,0.830801463321257,0.830344648908514,0,0,0,0.834092937262559,0,0.834515183305809,0,0.828894240287246,0,0,0,0,0,0,0.892650617744653,0.894175480998359,0,0.893454764527582,0,0.832833712349921,0,0.767000091130153,0.769085938431683,0.892666530551977,0.835270043791817,0.836817428643602,0,0,0,0,0,0,0.773096739995504,0,0.831611565712524,0,0.831294265105677,0.773842480600766,0,0,0,0.834791654103596,0,0.833039980801924,0.83049960001656,0.831446662152739,0,0.774875495113683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772288271726468,0.830269673624048,0,0.839188500880914,0.771853759356999,0,0,0.901222851254996,0,0,0.834145912211273,0.894520659239058,0.894520659239058,0.894520659239058,0.894520659239058,0.894520659239058,0,0,0,0.829200931797876,0,0,0.834316887276434
"Developmental Biology",0.764620169281859,0.765071999083495,0.764489744267951,0.759695440834709,0.764326638944582,0,0.765266783470697,0.76492196340806,0.760090559980709,0.764104865650682,0.764103522857151,0.760829803329975,0.764617229175537,0.764460582134621,0.760829803329975,0.769593614163968,0.760090559980709,0.759715024907813,0.76906079068181,0.765118778439832,0.760145942416905,0.760090559980709,0.76442919431806,0.760597678854796,0.764338308234573,0.770312690805216,0.76401432209694,0.764637605217781,0,0.76945602319647,0.763917811078129,0.759228701809934,0.769564552355798,0.770136806478524,0.764507619544426,0.760622465526752,0.763907846386504,0.769483747329481,0,0.76969922647072,0.765206036109339,0.759653380389523,0.764329084454005,0.769961610718437,0.760150055104428,0.769961610718437,0.760660824327087,0,0.759433708847549,0.764683689231087,0.764453277023068,0.764851868743149,0.764872781891683,0.764391868045906,0.7647314613997,0.76376828923669,0.76462665170987,0.764700275764466,0.764424284874356,0.764297278200265,0.764517395369192,0.765012638689234,0.769522900100685,0.774711265360439,0.76438826458311,0.765182872953413,0.764591960606504,0.764383471828446,0.765223239415624,0.76964161963348,0.766016569862412,0.765025992385506,0.764222121240196,0.765279480936238,0.764952614603071,0.774608422308522,0.763901857930922,0.764836625481826,0.768853898623692,0.764126408245207,0.77023597396836,0.760512760360083,0.764512465744911,0.765403467308903,0.765242346999091,0.76525797656017,0.764978556629692,0.765236645598546,0.765227201406428,0.759893677344395,0.759087604020738,0.764837592089984,0.764862278110442,0.765167991844761,0,0.769999396553802,0,0.765632355525918,0.760175851451182,0.759314742294636,0.76910051075672,0.764531450218656,0.764094277838817,0.764864944053915,0.764972861906161,0.759624560129911,0.765137023161212,0,0.769614618178234,0.764679957177665,0.763991980770287,0.76435224994941,0.765128591836378,0.769559656754409,0.7647735373059,0.764559304352987,0.769665421605,0.764886525609013,0.764512060478187,0.759372056252992,0,0.765061683965414,0.763704626673131,0.756034708524556,0.766883174759263,0,0.764982736323652,0.764925421968921,0.759700287791669,0.764568710843714,0.759604250751014,0.764153731176912,0.764690882650112,0.769902253293032,0,0.759433708847549,0.769481657863212,0,0.764583820372394,0.764377830208766,0.765159113198725,0.764878653126327,0.764280269244253,0.769487981466483,0.80756670930367,0.760439214184423,0,0.76970202724733,0.765070709105359,0.760407016564194,0.764731956403817,0,0.773936671518392,0.764425396474555,0.76964161963348,0.764576498022038,0.765550546913641,0,0,0.764559304352987,0.764744308237477,0.759900427209349,0.764619024324762,0.759529295810113,0.75937871550264,0.765095329258518,0.75917775180825,0.759341457890655,0.764560486117839,0.769762505162335,0.764737159623743,0.75961240676097,0.765286106434267,0.760309847511393,0,0.764330401620928,0.765100919588964,0.764550009639877,0.764834703368184,0.764249627996867,0.765117189956087,0.769678313910767,0.76523802266426,0.769386688471258,0.764168613373586,0.765240965689447,0.764554161751188,0.764153731176912,0.769107121828426,0.768839038164573,0.788241594984974,0.764810269158279,0.765314739501116,0.759380004936602,0.764151801671195,0.765154756567853,0.765554878906939,0.76515881304039,0,0.764416493523101,0.764441758285839,0.764493144283528,0.764837592089984,0.765442686662857,0,0.769484593441145,0.764879858903443,0.770415454346396,0.76989775447678,0.770346214187639,0.765081599668148,0.76947549602371,0.765031812284068,0.769979396244459,0.769672175361009,0.764537734180784,0.764249627996867,0.76401432209694,0.76401432209694,0.76401432209694,0.76401432209694,0.76401432209694,0,0,0.759243856051378,0.769490222780607,0.764422299559005,0.765061879933485,0.764911971280928
"FGFR4 ligand binding and activation",0.673732381007895,0,0,0,0.677480448070443,0,0,0.68099470165997,0,0,0,0,0.68845459736313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678178895499734,0,0,0,0,0.675040954293558,0,0,0,0,0.676099101116849,0,0.674765806617625,0.681107835568088,0,0.689277432962906,0,0,0,0,0,0,0,0.671428059821875,0,0,0,0,0,0.674706825932837,0,0.676876355424351,0.682403861617098,0.595535084510822,0,0.675792174675933,0.586191931613165,0.579526520436666,0,0,0.580367723976795,0,0,0.587897883972096,0,0.589751753693037,0.591241636110776,0,0.677993764028562,0,0.672487008556208,0.674534263330211,0,0,0,0,0,0.675682195353816,0,0,0.685839293374312,0,0,0,0.672505288514659,0,0,0,0.680539516864577,0,0,0,0,0.766677459613404,0,0,0.589117866760987,0,0,0.678789377005513,0,0.592325909228824,0,0,0,0,0.677701342630837,0.682082197655734,0,0.673976293557585,0.580101492343285,0,0,0,0.680761100184366,0,0,0,0,0.581920976124256,0,0,0.678574058169229,0,0.672505288514659,0.578741984958095,0,0,0,0,0,0,0.588498600651576,0,0,0.682082197655734,0.676179174772178,0.671903949004098,0,0,0.587704996985477,0,0,0,0,0.582391335200024,0.59270585569523,0,0,0,0,0,0,0,0,0.674562581047567,0,0.591021784771273,0.679084694745083,0,0,0,0,0.587411104655812,0,0,0,0,0,0,0,0.672450658606939,0,0.590701427561442,0.680227090101572,0,0,0,0,0,0.672505288514659,0.593074931474394,0.675755220188337,0.680227090101572,0,0,0,0.672468798770537,0,0,0,0,0,0.685136189023294,0.679162727393911,0.672505288514659,0,0,0.676602187176695,0.686691146208848,0.586441287519619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672846997022298,0,0,0.68111644298846
"Presynaptic function of Kainate receptors",0.879576880795816,0,0,0,0.808010695951687,0,0.811243300392143,0.730013327207373,0,0,0,0,0,0,0,0,0,0,0,0.81375417721512,0,0,0,0,0,0,0.881439391144686,0,0,0,0,0,0.806573140512976,0,0,0,0.879146102421339,0.80741999722408,0,0.806352934157128,0.809935461211682,0,0.744576681286193,0,0,0,0,0,0,0,0.877732685058544,0,0,0,0,0,0.880356749152574,0.819966239416543,0,0,0,0,0.81091951169231,0.809512774484714,0.725727230542887,0,0.813211316902461,0,0,0,0.810051678814464,0.813563201492318,0,0,0.881700430028512,0.80893633500136,0,0,0.806167625292099,0.810343247986034,0,0,0,0,0.80708633894949,0.736350341253952,0,0,0.737254010606166,0.738696447410442,0,0,0,0.809748067361351,0,0.810973753464033,0,0,0,0.734572309183662,0.806701404194643,0.878915853602018,0,0.817126749810703,0.72746936431745,0,0.808079951040582,0,0,0,0.732238481462538,0,0,0.80870230412995,0,0.879337432063772,0.726533289198777,0,0,0,0,0.73776088464176,0,0,0,0,0.812186095912826,0.741013693269675,0.746576032896607,0.809400756362008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80748408182076,0.804062530526087,0,0,0,0.813517583351909,0,0.814172782894782,0,0.731950123524372,0,0,0,0,0,0,0.879337432063772,0.881051404814039,0,0.880241306998003,0,0,0,0.73263212706525,0.734976655617142,0.879355318335256,0.811639058458537,0,0,0,0,0,0,0,0.738666266363864,0,0.811243300392143,0,0.810723711886479,0.739504491741176,0,0,0,0,0,0.736610007782563,0.8071447822296,0.810723711886479,0,0.740665617974278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742506822693505,0.808885934653069,0,0.820473623197565,0.734453555772855,0,0,0.888972771239236,0,0,0,0.881439391144686,0.881439391144686,0.881439391144686,0.881439391144686,0.881439391144686,0,0,0.74389487071556,0.720533130840826,0,0,0.811435479331434
"RA biosynthesis pathway",0,0,0.857875093099652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793124985257393,0,0.852217788398981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79354287269519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793588258710245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856251459209383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phospholipase C-mediated cascade; FGFR4",0.673443600621712,0.580838320291288,0,0,0.677480448070443,0,0,0.68099470165997,0.591472265865512,0,0,0.592519627843724,0.68845459736313,0,0.592519627843724,0,0.591472265865512,0,0,0.586208487151982,0.592519627843724,0.591472265865512,0,0,0,0,0.578254419189932,0.678178895499734,0,0,0,0,0.675040954293558,0,0,0,0.575388956655739,0.676099101116849,0,0.674765806617625,0.680659382072734,0,0.688988652576723,0,0,0,0,0,0,0,0.671139279435693,0,0,0.580908857631866,0,0,0.674418045546655,0,0.676876355424351,0.682403861617098,0.594084258156272,0,0.675792174675933,0.584741105258615,0.579526520436666,0,0.5855301835998,0.580367723976795,0,0,0.587897883972096,0,0.589751753693037,0.591241636110776,0.578580587078848,0.677993764028562,0,0.672487008556208,0.674534263330211,0,0,0,0,0,0.675682195353816,0.5884375256161,0,0.685839293374312,0.582322594360905,0.584124918062457,0,0.672505288514659,0,0,0,0.680539516864577,0,0,0,0,0.766677459613404,0.575101260929253,0,0.589054402716239,0,0,0.678340923510159,0,0.590875082874274,0,0,0,0,0.677701342630837,0.682082197655734,0.57562802289999,0.673976293557585,0.580101492343285,0,0,0,0.680472319798184,0,0,0,0,0.581920976124256,0.587020315019913,0.593970454198273,0.678574058169229,0,0.672505288514659,0.578741984958095,0,0,0,0,0,0,0.588498600651576,0,0,0.682082197655734,0.676179174772178,0.671903949004098,0,0,0.587704996985477,0,0,0.586731534633732,0,0.582327871155277,0.592640523528903,0,0,0,0,0,0.57562802289999,0.577769630561737,0,0.674273800661385,0,0.589570958416723,0.679084694745083,0,0,0.575650371782751,0,0.587411104655812,0.584190747915531,0,0,0,0,0,0.591472265865512,0.672450658606939,0,0.590636095395115,0.680227090101572,0,0,0,0,0,0.672505288514659,0.593074931474394,0.675755220188337,0.680227090101572,0,0,0,0.672468798770537,0,0,0,0,0,0.685136189023294,0.679162727393911,0.672505288514659,0,0,0.676602187176695,0.686691146208848,0.586441287519619,0,0,0.586208487151982,0,0,0.587667371949435,0,0,0,0.578254419189932,0.578254419189932,0.578254419189932,0.578254419189932,0.578254419189932,0,0,0,0.672846997022298,0,0,0.68111644298846
"Common Pathway of Fibrin Clot Formation",0.74759553280736,0,0.685828679808157,0,0.753564651778286,0,0.675704247904634,0,0,0,0,0,0,0,0,0,0,0.756270007904486,0,0,0,0,0,0,0,0,0.677971242668075,0,0,0.690438818660432,0,0,0.750986426864011,0,0,0,0.749526873286794,0.751822682247139,0,0.75076897714901,0.674412780835194,0,0.760489469856222,0.759614997952121,0,0.759614997952121,0,0,0,0,0.746383077391494,0,0,0,0.68216871646496,0,0.748365638426078,0,0.679078785961259,0,0,0.758539271649049,0.752230406205483,0.754539549683501,0.74953246550306,0,0,0.67630507671387,0,0.680824040593306,0.755580084712204,0.754537471100857,0,0,0.680259929020601,0.755672987763673,0,0,0.750585988062556,0.67481546275381,0,0,0.762528537589349,0,0.820918945284581,0.679945305660899,0,0,0,0,0,0,0,0.674227732864209,0,0.755982239479865,0,0,0,0,0.679323789216737,0.749299506824331,0,0.755735328033697,0.679821406141645,0,0.679116212672521,0,0.754428933853346,0,0.684068772222692,0,0,0.753739225156163,0.681584332783917,0.747967735461842,0.682019204957585,0.687127931084113,0,0,0,0,0,0,0,0,0.67145894997751,0.759369445712122,0,0.754428933853346,0,0,0.675020252173434,0,0.690354472419305,0,0.691102307977642,0,0,0,0,0.680749621978656,0,0.751885964604409,0.749157534296482,0,0,0.757709650873738,0,0,0.684670722614749,0,0.681643230697557,0.761589320792162,0.680824040593306,0,0.686018970429864,0.686481019569897,0,0.747967735461842,0.677588113322426,0,0.748251641427608,0,0.75339828189287,0,0.684457489995127,0,0.747985397825046,0.68216871646496,0,0,0,0,0,0.683447184284831,0,0,0,0.756248412099957,0.760005217546679,0.755085039543862,0.700278321058445,0,0,0,0,0,0.753833862338463,0.752201201005881,0.68126482860734,0,0,0,0,0,0,0.679885447015091,0,0,0,0.68611805316976,0,0,0,0,0.758445522671589,0.756403256693387,0,0.690892686203561,0.695290614947177,0.690937670076749,0,0.759230527505307,0,0.7562686093962,0.753850051292075,0.677971242668075,0.677971242668075,0.677971242668075,0.677971242668075,0.677971242668075,0,0,0,0.675894376595658,0,0.694440224040027,0.7557878967682
"Unblocking of NMDA receptors, glutamate binding and activation",0.840952561029116,0.774974438735088,0.852796341201157,0,0.835846263187602,0,0.776378390693146,0.778835736293296,0,0,0,0,0,0,0,0,0,0.784294860944335,0.782884582677907,0.788137561803909,0,0,0,0,0,0,0.772995957842588,0.780250399511846,0,0.776644639240033,0,0,0.845509827748015,0,0,0,0.776749962847405,0.844498593060788,0,0.843562318906858,0.836621214118821,0.783318222799907,0.788044081837272,0.785135992388142,0,0.785135992388142,0,0,0,0,0.778280821226666,0,0,0.775023971894422,0.776889639248361,0,0.780583256261283,0.789798374807786,0.846798694267644,0,0,0,0.84428306131296,0.846334860587749,0.844153943776602,0,0.780461904889923,0.7746869011555,0,0.848349447706071,0.776799668049497,0,0,0,0.778991208930541,0.843157179053259,0,0.77625340812291,0.845154016145036,0.778760079030693,0,0,0,0,0.84494131584994,0.782180731220723,0,0.782672552345013,0,0.777282373365659,0,0.77626624478626,0,0.775066426963737,0,0.847616768752445,0,0,0,0,0.845622370271275,0.776547935408559,0,0.908508098907179,0.847458552592631,0,0.84683194993138,0,0.780527893039542,0,0,0,0,0.843492655106124,0,0.776917841396142,0.781089065470304,0.773824631952576,0,0,0,0,0,0,0,0,0.775415242380889,0.85062648528027,0.789798374807786,0.783647005832331,0,0.77626624478626,0.773545264836494,0,0,0,0.775023971894422,0,0,0,0,0.775628696796939,0,0.844554822868935,0.902663372259306,0,0,0.781688695153984,0.776583530661221,0,0.781305524902997,0,0.832589303841746,0,0.848349447706071,0,0,0.853375980475543,0,0.776917841396142,0.772819524811809,0,0.780481963742643,0,0.847075075200878,0,0.785720605303877,0,0.776933535364212,0.846069454228365,0,0,0.778668932379075,0,0,0.850680253208274,0,0,0.776227882240956,0,0,0.849151667505578,0,0,0,0,0.782727175770427,0.77626624478626,0.848516848337629,0.834512867221716,0.848132859418995,0.778923338719208,0,0,0.776240620736716,0,0,0,0,0,0,0.780941271914655,0.77626624478626,0,0,0.773540984513228,0.786227923858758,0.777118401158506,0.788367186317034,0.853821174705394,0.847148309139396,0.774877682186195,0.778876005814982,0.84894979181046,0.778335080551745,0.777615071544432,0.849607570538489,0.772995957842588,0.772995957842588,0.772995957842588,0.772995957842588,0.772995957842588,0,0,0.789189384897005,0.84396917375964,0,0.780322001010332,0.77756213694517
"NCAM signaling for neurite out-growth",0.683340532883244,0.641631663940568,0.688581607875723,0,0.68391563488691,0,0,0.638766010650648,0.646703510610106,0,0,0.642676498087765,0.642046535372753,0.6444610058672,0.642676498087765,0.600913778052762,0.646703510610106,0,0.64091405026237,0.64345483552954,0.642676498087765,0.646703510610106,0,0.647854431196659,0.641279107426806,0.600913778052762,0.683877507618121,0.640671954845661,0,0.639414835166302,0.59446252096725,0,0.685750743574827,0,0.688437811046632,0,0.682510828946569,0.686014456273632,0,0.684674499659888,0.68610615379722,0,0.644773880305922,0.686243090735197,0,0.686243090735197,0,0,0,0,0.682241489856243,0.647195884548527,0.689706339638409,0.641665306634467,0.641082404955082,0.636349321033333,0.683805293137349,0.642603619089222,0.636524307766225,0.642733199829618,0.686848362842139,0.639098249818399,0.68571083917498,0.685596156030273,0.68595893312904,0.602064698639314,0.640034861406443,0.6822643955448,0.689262081144422,0.728059978148974,0.685365213440389,0.642171266960978,0,0.635902837466981,0.684033072973385,0.685040980273129,0.59431862692824,0.639477702710806,0.685509077971313,0.682813654576747,0.600221808288291,0,0.642917521443348,0,0.686772549062581,0.641269033236272,0.600221808288291,0.640799169497789,0.637161016922703,0.643289596191456,0,0.639486421313487,0,0,0,0.686994567669578,0,0,0,0,0.68676592077742,0.682373612839713,0,0.687982889675523,0.687140271201506,0,0.686964152381166,0,0.68559393586597,0,0,0.59492954240978,0.688544922482105,0.68480440836643,0.643271752381281,0.682624851284397,0.682142248998727,0.637416708008309,0.598082454083023,0,0,0.641949686876379,0.596940179660128,0,0,0,0.680787992520914,0.643388650664798,0,0.68559393586597,0,0.639486421313487,0.634488357042688,0.642342903758826,0,0,0.639815252272953,0,0,0,0,0.640225978644166,0.639007227525319,0.684775620952977,0.727638039206775,0,0,0.684837633680482,0.684923444946447,0,0.684018917439255,0,0.683608667957533,0.686708123167077,0.728059978148974,0.689059080456104,0,0,0,0.682624851284397,0.683646288305197,0,0.683736495724776,0,0.635490737220375,0.639992042860428,0.640479157932566,0,0.682635510555295,0.686099700087261,0,0,0.596332206212355,0,0,0.687144370647908,0,0.691914806686888,0.639460365649237,0.642696608460605,0.687767726318557,0.688223858743625,0.64416148648412,0,0,0.598350080025312,0.691150529737948,0.639486421313487,0.687793098122814,0.684992638902205,0.685651303886126,0.642463684277833,0.647203048559019,0.60651140785489,0.639469017576943,0,0.645352994197504,0,0,0,0.640463824781554,0.637614789937513,0.639486421313487,0,0,0.636393543573004,0.641205459611991,0.685243474466184,0.64229500611861,0.689977979929858,0.642342903758826,0.639715892976261,0.686480483522305,0.68826990143749,0.7283355843972,0.641575115232575,0.688533911622798,0.683877507618121,0.683877507618121,0.683877507618121,0.683877507618121,0.683877507618121,0,0,0,0.686047327501749,0,0.638358247795836,0.728915206440966
"GPCR ligand binding",0.918954143894224,0.908590599734571,0.883482542051793,0,0.908439206025047,0,0.907810433395127,0.89702292360088,0,0.895771046807828,0,0,0.896045408804468,0,0,0.898009661371885,0,0.908847539953216,0,0.908279257291665,0,0,0,0,0.89537503499324,0.897811991599488,0.887919425703708,0.894707812904943,0,0.908490498189362,0.882197140563029,0,0.907179359625113,0,0,0,0.918875858931317,0.907317099399071,0,0.907143543443602,0.907658149762814,0,0.909032532843346,0,0.885836135963627,0,0,0,0,0,0.918652289300311,0.89711806972821,0.883789508359901,0.908599781633655,0.895806903906967,0,0.919073407208174,0.909258576555095,0.894538260276134,0.895257779946547,0.89573189334538,0.908060842763571,0.908030587031586,0.908167481431349,0.895722747144255,0.898323775238941,0.908481117630455,0.894515604835873,0.895180594929697,0.895145952358928,0.906756954290488,0.908133398694833,0,0,0.919299535490543,0.906673965231646,0.882157868424214,0.906846910572843,0.907113403278392,0.906268346090917,0.897623136433334,0,0.896024135109087,0,0.919207952705399,0.895658595872135,0.89782080620573,0.895704972702101,0,0,0,0.906849290088889,0.895085760392228,0.907567236338322,0,0.907795964325443,0,0,0,0.896260854511512,0.907071701863117,0.918844039410896,0,0.908076512992968,0.894916717693239,0,0.907295920114518,0,0.908149261878149,0.896851392095379,0.908159900134401,0.894783254376492,0.884157186848853,0.907426517034381,0.89624574831147,0.918915197973629,0.907040771930203,0.895654803117349,0.897236925067212,0,0,0.894925494553256,0,0,0,0,0.907993149720172,0.895719513045209,0,0.9078613365735,0,0.906849290088889,0.894303981155659,0,0.896811928929924,0,0.908599781633655,0,0,0,0.895183482399976,0.895793773786453,0.895215908704907,0.907327522647473,0.90728100871284,0,0,0.895295703494672,0.908209713840741,0,0.908347342778783,0,0.907732285622433,0.908261157506387,0.895145952358928,0,0.896115582009944,0,0,0.918915197973629,0.919166958632944,0.896700759012627,0.919062211662598,0,0.907979503009112,0.894825721479216,0.9080688739514,0.896326620756992,0.918918107144636,0.907874802757609,0,0,0.896638458156296,0,0,0.883090285497535,0.885317190076609,0.896034072045577,0.906842178872397,0.907756070808126,0.908000239577054,0.907671560639661,0.897193059454582,0,0.894917783834,0.895723098917544,0.894970649107662,0.906849290088889,0.907162852130889,0.907782331601775,0.907786357366704,0.896026670745122,0.897549215112638,0,0.906844540191241,0,0,0.895087573880216,0,0.895172470634013,0.896134185880992,0.896232251558101,0.906849290088889,0,0,0.894502571587544,0.90869587393642,0.907571180947236,0,0.909141282082777,0.896836442896596,0.908572664095506,0,0.920482369164032,0,0.895829202238046,0.908448948466082,0.91925707796924,0.91925707796924,0.91925707796924,0.91925707796924,0.91925707796924,0,0,0.909547724584377,0.907647211024259,0.895634308689185,0.896859212200013,0.907871063236242
