"","PNISR","USP45","CCNC","CD109","MCHR2","SIM1","ASCC3","COL12A1","GRIK2","HACE1","LIN28B","PREP","COX7A2","PRDM1","ATG5","QRSL1","BEND3","PDSS2","SEC63","MYO6","OSTM1","NR2E1","SNX3","FOXO3","HTR1B","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","MDN1","RIMS1","MAP3K7","EPHA7","FUT9","UFL1","KCNQ5","FHL5","NDUFAF4","KLHL32","FBXL4","COQ3","EEF1A1"
"TNFs bind their physiological receptors",0,0.239125597656075,0.232401708353255,0,0,0,0,0,0,0.22897785044796,0,0,0,0,0.234979129376128,0,0,0,0,0.238421863713363,0,0,0,0.350223947530483,0,0,0,0,0.286980357687627,0,0,0,0,0,0.241344241055599,0,0.237371326254064,0,0.228989467755969,0.346807535636631,0,0,0,0.232935253581837,0,0,0,0,0.238007560074498,0.235075800149285,0.235849326182541,0.340419684250624,0,0,0,0,0,0.23414700777278,0.354948952829287,0,0,0,0,0,0,0,0,0,0,0.349949777854154,0.233170822374576,0,0,0,0,0,0,0,0,0,0,0,0,0.228954749270902,0,0.353675095502143,0,0,0.297763912583692,0.238421863713363,0,0.228966277736267,0.239805248978131,0.358246423840927,0,0,0.228989467755969,0,0.231593135251564
"Eukaryotic Translation Elongation",0,0.865508366294178,0.83385181968335,0,0.831738337532374,0,0.865341723185342,0.837679120459897,0,0.860273339151862,0.868646193248258,0,0,0.839821005313298,0.835181461497951,0,0.869785960023205,0,0.86646969686931,0.834623128899265,0,0,0.868554975163482,0.867982798725165,0.832395726134973,0.838350418693547,0.839133190607582,0,0.865888235003795,0.836427403775757,0,0.867114474826653,0,0.833074835989579,0.866200650960298,0,0.833226432868966,0,0.860279332297089,0.863682982681661,0,0,0.839200493166655,0.83412706538035,0,0,0.835231332086069,0.866979671730535,0.834409397639495,0.869075695516855,0.861483828136033,0.86468889241705,0,0,0.837180671338073,0.833620283131158,0,0.835124162766582,0,0.837679120459897,0,0.86723934740647,0,0.838268628747622,0.832395726134973,0.833097859335734,0.870096614295683,0.832766000750226,0,0.837084145014226,0.862656564380503,0.835947590780073,0,0.83240305329058,0.834962398251443,0.868449386944259,0.835786332879704,0.836843095758283,0,0,0,0.86888859256891,0,0.860261421699994,0.864710312252462,0,0.866499161810289,0.835133315676448,0.861344833214485,0.834623128899265,0,0.860267369013014,0.835336790686539,0.837897990395507,0.836480139530878,0,0.860279332297089,0,0.928218678572306
"Eukaryotic Translation Termination",0,0.894580766712102,0.86229715613559,0,0.86014180938974,0,0.894412209557101,0.866527484516948,0,0.889242042318134,0.897782135720696,0,0,0.86839146736577,0.863653135961076,0,0.898944479395223,0,0.89556252653897,0.863083743714672,0,0,0.897689110756139,0.894026810417982,0.860812219776086,0.866891750851056,0.867683142305343,0,0.894969546873116,0.864921148714489,0,0.896220076483981,0,0.861504781676609,0.895288151274336,0,0.861656771854564,0,0.889248154177682,0.892720612140407,0,0,0.867751778017084,0.862577853995785,0,0,0.863703994403275,0.896082603160909,0.86286577879123,0.8982201457207,0.890476509092181,0.894336052882972,0,0,0.86569333372902,0.862061033226257,0,0.86359060900938,0,0.866527484516948,0,0.896341090902228,0,0,0.860812219776086,0.86152826107727,0,0.861189828920638,0,0.865920723589208,0.891673862185947,0.864434441000421,0,0.860819692070558,0.863427123847506,0.893758283401721,0.864269988847067,0.865354570335021,0,0,0,0.898029336572012,0,0.889229888801205,0.893768291415256,0,0.895592575131822,0.863604036450273,0.890334760910532,0.863083743714672,0,0.889235953920684,0.863811541964649,0.866420865229203,0.864978925542365,0,0.889248154177682,0,0.925484276500192
"Integration of energy metabolism",0,0.858984621213023,0.89793289358479,0.899545166520084,0.896501631907447,0.863997544213682,0,0.855185930880563,0.879316603972197,0.857018030791367,0.862817543223481,0.862934174983177,0,0.880530897190077,0.879329158292106,0,0,0.8811235756792,0,0.87880026385922,0,0.882466097404369,0.878933029570782,0.897894451677628,0.896946819066273,0.899701272608462,0,0,0.859930635179867,0.879848046529079,0.861274435206468,0.879387676153231,0,0.897406715975814,0.879016012212522,0.860139703289229,0.87932138677075,0,0.857022089382108,0.877181913527647,0.879974450085044,0,0,0.898119291476907,0,0.840028794601921,0.878782270496101,0.855244403207777,0.879776199233874,0.859303994943785,0.878235007079329,0.915928777457539,0,0,0.879688399645224,0.877780823690775,0,0.878749605679977,0.880778337758995,0.855185930880563,0,0.860357667857942,0,0,0.896946819066273,0.897422307511811,0,0.897197571061817,0,0.879031839753252,0.878880102443934,0.879042234303295,0.881235749024479,0.896951781056143,0.898709162851075,0.879304169949457,0,0.878514240544683,0,0,0.859820180551912,0.880897371439803,0.881143135649098,0.857009960227751,0.898599372081198,0.880333306470327,0,0.876987508983259,0.898017023592496,0.897650023057128,0,0.857013987780671,0.879283559526627,0.880913630654999,0,0,0.857022089382108,0,0.878328926014277
"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",0,0,0.720213346681307,0,0,0,0,0,0,0.712083164217884,0,0,0.720075675787123,0,0,0,0,0,0,0,0,0,0,0.720049816819748,0,0,0,0,0,0,0,0,0,0,0,0,0.717832253340075,0,0.71210042925053,0,0,0,0,0.72100627356093,0,0,0,0,0.721819615384983,0,0,0.711532476850155,0,0,0,0,0,0.716082265435554,0,0,0,0,0,0,0,0,0,0,0,0,0.718314538744378,0,0,0,0,0,0,0,0,0,0,0,0,0.712048832462564,0.720006686554304,0,0,0,0.707388516943481,0,0,0.712065965461939,0,0,0,0,0.71210042925053,0,0.715969863053442
"Defective GALNT3 causes HFTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71215213262081,0.709206749130304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714153867973227,0,0,0,0,0,0.717385238067833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779887881048445,0,0,0,0,0,0,0,0
"Defective GALNT12 causes CRCS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71215213262081,0.709206749130304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714153867973227,0,0,0,0,0,0.717385238067833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779887881048445,0,0,0,0,0,0,0,0
"Viral mRNA Translation",0,0.889816526895738,0.85532444331151,0,0.853021652552258,0,0.889633474294581,0,0,0.884112588434657,0.893233932013893,0,0,0.861832692456381,0.856773183667498,0,0.894475789862486,0,0.890862482722648,0.856164840158068,0,0,0.893134543352103,0.889221710582828,0.85373792469991,0.860230382601492,0.861078876655028,0,0.890228938214053,0.858133524813141,0,0.89156501466561,0,0.854477863713344,0.890569337860836,0,0.854645836865842,0,0.884119118397279,0.887826157255207,0,0,0.861152207632076,0.855624343288088,0,0,0.856827521258863,0.891418137000277,0.855931964583635,0.893701905616009,0.885431503215005,0.889552107857476,0,0,0.858955325880015,0.855072167590814,0,0.856715144806764,0,0,0,0.891707864312493,0,0,0.85373792469991,0.85450294930432,0,0.854141365515342,0,0,0.886707800718367,0.857607936603759,0,0.853745908162754,0.856537295963002,0.888987796545821,0.857432234527139,0.858588045889572,0,0,0,0.89349804350184,0,0.884099603514003,0.888945506685838,0,0.890894586894325,0.856720725333368,0.885280058254482,0.856164840158068,0,0.884106083539139,0.856942425986368,0.85973583466803,0.858186703804381,0,0.884119118397279,0,0.922831134376494
"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",0.865636014465081,0.894577996314975,0.861491532185466,0,0.860139038992613,0,0.894351971309614,0.866516693599092,0,0.889239271921007,0.897782135720696,0,0,0.868369584202919,0.863650365563949,0,0.898944479395223,0,0.89556252653897,0.863080973317545,0,0,0.897689110756139,0.894026810417982,0.860809449378959,0.866869867688206,0.867680371908217,0,0.894969546873116,0.864905260601999,0,0.896220076483981,0,0.860073861725198,0.895288151274336,0,0.861640883742072,0.865173812780646,0.889245383780555,0.892720612140407,0,0,0.867749007619957,0.862575083598658,0,0,0.862898370453151,0.896082603160909,0.865908646845957,0.8982201457207,0.890473738695054,0.894336052882972,0,0,0.865678425900017,0.86205826282913,0,0.861178475499332,0,0.866516693599092,0,0.896328503003842,0,0,0.860809449378959,0.861525490680143,0.863589329024515,0.861187058523511,0,0.865909932671352,0.891673862185947,0.864431670603294,0,0.860816921673431,0.863411235735016,0.89128094481835,0.86426721844994,0.865332687172171,0.866946154066959,0,0,0.898029336572012,0,0.889227118404078,0.893702527680279,0,0.895592575131822,0.862901788676912,0.890331990513406,0.863080973317545,0,0.889233183523557,0.863808771567522,0.866404977116712,0.864955937146037,0,0.889245383780555,0,0.925484276500192
"Transport of small molecules",0,0.910130074360817,0.909827485112066,0.910658967834128,0.914182192024417,0.910989456236641,0.905974937919004,0.905942512378642,0.910580747373515,0.909869264922815,0.906540528200371,0,0.906327321238137,0.910510955925002,0.910282954667733,0,0.906291396010687,0.910933276164204,0.906245804839555,0.9104138773422,0.914760319942875,0.906995312798641,0.914771633135833,0.914485969792175,0.914285226054023,0.91089321102665,0.906775162654908,0.906588918153246,0.906286304260821,0.910198766317241,0.902565894966264,0.910683045379152,0,0.914382649278677,0.91077729189024,0,0.910551505703791,0.906386949039658,0.909870124682881,0.90993073610663,0.906857217599499,0.914900045664983,0.906427723923542,0.909866971099778,0,0.910957038639643,0.910456273933294,0.905793515481327,0.90980959552915,0.910501128492071,0.914414377772797,0.918895035733946,0.910900103762491,0,0.910561016025246,0.910225157298483,0,0.91054042109999,0.906241518903423,0.905942512378642,0,0.906178864065676,0.90203371993299,0,0.914285226054023,0.914385952144347,0,0.914329617752173,0,0.910421932285982,0.910360147137588,0.914794766748971,0.910957038639643,0.914286277187535,0.914706129028578,0.910426217889992,0.905778272634591,0.910676974640219,0,0,0.905922529348045,0.910858122516953,0.90632377409411,0.909867555278075,0.910659787621561,0.906147244768689,0.906003256931393,0.910269680815131,0.914511935070372,0.910629252644419,0,0.90986840846318,0.91045242967872,0.910865039545031,0.910495515536944,0,0.909870124682881,0,0.910219625049251
"Peptide hormone metabolism",0,0.657631554230404,0.681605739336866,0,0.703073078189852,0.660401063477016,0,0.633138438799316,0.683769821289714,0.654101998767006,0.657387954468446,0,0.657665571175999,0.636228808216102,0,0,0,0,0.656563601815547,0.681565712306647,0,0.659714207960937,0.682829151318369,0.682072329986375,0.703624371582526,0.658105462190391,0,0,0.682399389327816,0,0.633761680138252,0.68256702518924,0,0.680555259872929,0.656303816916343,0,0.681571849219882,0,0.654107024685241,0.655111175162586,0.683293651250187,0,0,0.681836563439258,0,0,0.657793673203048,0.654902969919944,0.680973515691045,0.65587951743146,0.680452772607043,0.704117006977264,0,0,0.682252567822728,0.681012677911537,0,0.679716309983314,0.683602282585681,0.633138438799316,0.683795595113621,0.65626561537356,0.633370102779522,0,0.703624371582526,0.730144647649795,0,0.703934887992541,0,0.681439522964711,0.655064354271379,0.658394335709042,0,0.7036305162167,0.681880169673159,0.657494675479935,0,0.656264461249072,0,0,0.682851052533859,0.657975379843138,0.68382779506161,0.654092004659341,0.68203217450893,0.683051182213374,0,0.654956134706555,0.681124301060877,0.681666947931312,0,0.654096992142177,0.653463079938867,0.658154723688165,0.65699098982363,0,0.654107024685241,0,0.655027967073206
"Developmental Biology",0.805445602288585,0.811893767211156,0.815865303887769,0.812419532999267,0.811824590651114,0.809677843311884,0.808840053938933,0.815423675567499,0.809217533293148,0.807924561420884,0.81001533169398,0.806116433586114,0.805526208616756,0.809220532440517,0.844939224135108,0,0.809495037050009,0.805133136370818,0.809056035471043,0.812206474689348,0,0.809239763318314,0.811279597754462,0.815950363196867,0.811911614696295,0.809528362309184,0.805112983125205,0,0.809558405484505,0.809432364107911,0.805721792882019,0.809141390139302,0,0.809115539895303,0.81207847584895,0.805449580525155,0.815401513584706,0.805370756209094,0.807925354783804,0.810357547273654,0.809231705597533,0,0.807923030419451,0.815589363903306,0,0.805443819810209,0.812132006752806,0.809123545122395,0.815444962920895,0.812045561386435,0.812030792346717,0.827323250201592,0.808431910282665,0,0.808138642396973,0.80929616842241,0,0.816375697290201,0.809202144468539,0.812156893935773,0.809451827301732,0.812118856968014,0,0,0.811911614696295,0.812088389172199,0.809557784915384,0.808229172577168,0.805309235446772,0.81207155020774,0.808089061643398,0.809197512770535,0.80515506372895,0.811912584653361,0.813741013885691,0.811992202517896,0.805254922593624,0.80973156710409,0.805091616190839,0,0.809249838773442,0.809320964279217,0.811805927620612,0.811783725736188,0.809312965617325,0.808443378062442,0.809059935992508,0.809433494362053,0.815279174054434,0.812478953306753,0.806093178921513,0.807923771103512,0.812319587905421,0.80969356044124,0.805275465554008,0,0.807925354783804,0,0.816209590952378
"Peptide chain elongation",0,0.889815043943014,0.855322960358785,0,0.853020169599533,0,0.889633474294581,0,0,0.884111105481933,0.893233932013893,0,0,0.861826817276883,0.856771700714773,0,0.894475789862486,0,0.890862482722648,0.856163357205343,0,0,0.893134543352103,0.889221710582828,0.853736441747185,0.860224507421994,0.861077393702303,0,0.890228938214053,0.858129244407568,0,0.89156501466561,0,0.854476380760619,0.890569337860836,0,0.854641556460268,0,0.884117635444555,0.887826157255207,0,0,0.861150724679351,0.855622860335363,0,0,0.856826038306138,0.891418137000277,0.85593048163091,0.893701905616009,0.885430020262281,0.889552107857476,0,0,0.858949983575364,0.855070684638088,0,0.856709269627265,0,0,0,0.891701072319447,0,0,0.853736441747185,0.854501466351594,0.861443844694268,0.854139882562617,0,0,0.886707800718367,0.857606453651034,0,0.853744425210029,0.856533015557428,0.888987796545821,0.857430751574414,0.858582170710074,0,0,0,0.89349804350184,0,0.884098120561279,0.888945506685838,0,0.890894586894325,0.856719242380642,0.885278575301758,0.856163357205343,0,0.884104600586415,0.856940943033643,0.859731554262457,0.858186703804381,0,0.884117635444555,0,0.924267414809188
"Receptor-type tyrosine-protein phosphatases",0,0,0,0,0.735451452062592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742424342481558,0,0,0,0.740759423016321,0,0,0,0,0,0,0,0,0,0,0.806871178990584,0,0.802750372165201,0,0,0.73604307972898,0,0,0,0,0,0,0,0,0,0,0.741385640212529,0.798353576874717,0,0,0,0,0,0.737990354737678,0,0,0,0,0,0,0,0,0,0.737517662348188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752011813810528,0,0,0,0,0.802986689430784,0.745530168772055,0.803840015952913,0,0,0,0,0,0,0,0,0
"Blood group systems biosynthesis",0,0,0.707137956178227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704604005896265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807918223371535,0,0,0,0,0,0,0,0
"Defective C1GALT1C1 causes TNPS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710408633198705,0.707463249708199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712410368551122,0,0,0,0,0,0.715641738645729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778192977777672,0,0,0,0,0,0,0,0
"Neurotransmitter receptors and postsynaptic signal transmission",0,0.887302671048247,0.899336959230355,0.899515097269246,0.910245539340653,0.888542202648276,0.885382426114749,0.886123275617219,0.912928310122302,0.898576623778424,0.90086756156961,0,0,0.900240477288401,0.900748193284939,0,0,0.90056239756925,0,0.90000647042334,0,0,0.898946284103274,0.923498753953286,0.910525861528955,0.91226026565363,0,0,0.898852175794508,0.899979019013013,0,0,0,0.910815446045308,0.899216430777829,0.887324731039735,0.911244567692426,0,0.898579179362105,0.898554055938879,0.887119704231357,0,0,0.899454328889334,0,0,0.899918055092159,0,0.899567567630416,0.88641179371144,0.899135083693809,0.910312069832578,0,0,0.89919441902952,0.898457557989388,0,0.898718320588462,0.899880723275066,0.886123275617219,0.887664751030737,0,0.887326810680623,0,0.910525861528955,0.910825263609456,0.875608908717238,0.910683753208259,0,0.898781001207331,0.898939761891572,0.899015047339104,0.900633030059416,0.91052898595838,0.911635561250747,0.899766020445719,0,0.89924132228945,0,0,0.8985053385075,0.900514910365438,0.900213144623591,0.898571541965059,0.911922834702854,0.899600499233944,0,0.899165436882548,0.9232266811929,0.899309453493995,0,0.898574078005072,0.899034815360519,0.900296873519878,0,0,0.898579179362105,0,0.898802683044528
"Collagen biosynthesis and modifying enzymes",0,0,0.889082569090265,0.915776195728857,0.88723670393035,0,0,0.94015839737477,0,0,0.892656548946169,0,0,0.893036878884622,0,0,0,0,0,0.889624820413141,0,0,0.889972001258252,0.889032866751184,0,0.891749272945795,0,0,0,0,0,0,0,0,0,0,0.913892473578011,0,0,0.88756821662275,0.917304668623997,0,0,0,0,0,0.890383686290816,0,0.916030562006694,0,0.888732840492278,0.912261173585537,0,0,0.916011282540956,0.914535830866437,0,0.888207321613741,0.9174204861343,0.808445532604277,0.91762231893371,0,0.891351656427657,0,0,0,0,0.888136498097282,0,0.94171597472345,0,0.891005280320632,0,0,0,0,0,0.890429501680975,0,0,0.890519696126922,0,0.892561190991142,0.887151822457213,0,0.916845095950933,0,0,0.889010838002605,0.916728411291366,0,0,0,0,0,0,0,0,0.88825761989809
"Selenocysteine synthesis",0,0.889816526895738,0.85532444331151,0,0.853021652552258,0,0.889633474294581,0,0,0.884112588434657,0.893233932013893,0,0,0.861826817276883,0.856773183667498,0,0.894475789862486,0,0.890862482722648,0.856164840158068,0,0,0.893134543352103,0.889221710582828,0.85373792469991,0.860224507421994,0.861078876655028,0,0.890228938214053,0.858129244407568,0,0.89156501466561,0,0.855932326153184,0.890569337860836,0,0.854641556460268,0,0.884119118397279,0.887826157255207,0,0,0.861152207632076,0.855624343288088,0,0,0.856827521258863,0.891418137000277,0.855931964583635,0.893701905616009,0.885431503215005,0.889552107857476,0,0,0.858949983575364,0.855072167590814,0,0.856709269627265,0,0,0,0.891707864312493,0,0,0.85373792469991,0.85450294930432,0,0.854141365515342,0,0,0.886707800718367,0.857607936603759,0,0.853745908162754,0.856533015557428,0.888987796545821,0.857432234527139,0.858582170710074,0,0,0,0.89349804350184,0,0.884099603514003,0.888945506685838,0,0.890894586894325,0.856720725333368,0.885280058254482,0.856164840158068,0,0.884106083539139,0.856942425986368,0.859731554262457,0.85818053020274,0,0.884119118397279,0,0.922831134376494
"Glucagon-type ligand receptors",0,0,0.875656788248809,0,0.913254737077875,0,0,0,0.876293037997722,0,0,0,0,0,0,0,0,0.879902302261811,0,0,0,0,0.878498095860234,0.871720864664791,0.914220273649944,0,0,0,0.825476559511962,0,0,0,0,0.873816975992547,0,0,0.875993655603014,0,0,0,0,0,0,0.876061054136151,0,0,0,0,0,0,0.874840439949519,0.872781777183704,0,0,0,0.874618099044029,0,0.873550597541426,0,0,0,0,0,0,0.914220273649944,0.91525152865059,0,0.914764112836266,0,0,0,0.878734942680707,0.880145587507422,0.914231035376995,0.87348783708985,0,0,0,0,0,0,0,0.829577455732081,0,0.87324971925224,0,0,0,0.915338408072436,0.876091024284022,0,0,0.874491110630263,0,0,0,0,0,0
"Signaling by Retinoic Acid",0,0,0.802885520104624,0.806555232395993,0.801400985658699,0,0.732769532967586,0,0,0.764451084875329,0,0,0,0,0,0,0,0.807139895181301,0,0.769225747009273,0,-0.0257286939712367,0,-0.0257286939712367,0.802154913165006,0,0,0,0,0,0,0.765898656077839,0,0.764992144991225,0,0,-0.0257286939712367,0,0.764457958126582,0.764390388591906,0.804629096083062,0,0,0.803201186213134,0,0,0.768058869087403,0,0.804464296579813,0,0,-0.0257286939712367,0,0,-0.0257286939712367,0.7711768794538,0,0.833961996887807,0,0,0,0,0,0,0.802154913165006,0,0,0.802579563388972,0,-0.0257286939712367,0,0.736691483408999,0.80732986151075,0.802163316328878,0.767791389702545,0.767649971373818,0,0.765374036009828,0,0,0,0,0,0.764437417320503,-0.0257286939712367,0,0,0.77065593163385,-0.0257286939712367,0.731279765238437,0,0.764444238008992,0,0,0.731574240361792,0,0.764457958126582,0,0.765998389081933
"Sensory perception of taste",0,0.849105316385721,0,0,0.879492666602203,0,0,0,0.84891850352939,0.842254021689461,0,0,0,0,0.806053261044838,0,0,0,0,0.845928156183429,0,0,0,0.844940759522904,0.880353018024254,0,0,0,0.805551678704549,0,0,0,0,0.844351238702069,0.807295603771598,0.810277735405043,0.845668278289867,0,0.842261865164384,0,0,0,0,0,0,0,0,0,0,0.846371078371099,0.844640693466962,0.842453242297399,0,0,0,0.845065087743649,0,0.843041969009829,0,0,0,0,0,0,0.880353018024254,0.881271928536782,0,0.880837611597253,0,0,0.845084924522695,0,0,0.880362607373265,0.883405796949048,0,0,0,0,0,0,0,0,0.842238424831498,0.846656119595291,0,0,0,0.844458785113306,0.846377553124518,0,0.842246208323931,0.805011235444974,0,0,0,0.842261865164384,0,0.844019742350084
"GPCR ligand binding",0,0.870143114155001,0.869900840813093,0,0.87723285748475,0.871121186372998,0,0.860272377539621,0.870024939756096,0.869258574742642,0.861417051394455,0,0,0.862202359447816,0,0,0,0.870728917841676,0,0.869644258487785,0,0.862145583818085,0.869656259943515,0.869748314618069,0.877422553450239,0.861781072866037,0,0,0.86087360138996,0,0,0,0,0.869541989973913,0.860686217626286,0,0.869731911502262,0,0.869260291630062,0.868902134267041,0,0.86147442625916,0,0.869979691876527,0,0,0,0.870043018298387,0.869684868970101,0.869544606619005,0.87768046140594,0.869340077001539,0,0,0.860380427174954,0.869698247047607,0,0.869353769226922,0.870097295956457,0.860272377539621,0,0.860971992468619,0,0,0.877422553450239,0.87760420581164,0.861394214052657,0.877528627941115,0,0.869532143489971,0.869263075615996,0.869821334557408,0.870776370028306,0.877424652498536,0.869456599328399,0,0,0.86134926224128,0,0,0.853053634903513,0.853374529890673,0.860913180748212,0.86925516068835,0.869370930904047,0.869909036368465,0.869851309347267,0.869790414341879,0.877640642809336,0.869887167310776,0,0.869256864445979,0.869768697294447,0,0.860823448377303,0,0.869260291630062,0,0.86902991392557
"Striated Muscle Contraction",0,0,0,0.851097464725346,0.887320693871703,0,0,0,0,0.845977031478691,0,0,0,0,0,0,0,0,0,0.850186158618673,0,0,0.854458454158547,0.889860141067057,0.84636004909168,0,0,0,0,0.856529021650734,0,0,0,0,0,0.853785130525896,0.890213419421279,0,0.845984431270895,0.850443740411525,0,0,0,0,0,0,0,0,0,0,0.889243962103468,0.887513335505421,0,0,0.936178918376023,0,0,0.851038896580282,0.892869793332734,0,0,0,0,0,0.84636004909168,0,0,0.888589559213465,0,0.889098205533084,0.853299374778821,0,0,0.846369095998917,0.891345556516154,0,0,0.854172554670198,0,0,0,0,0.857931318026582,0.845962316889929,0.854530515814131,0.892058393694355,0,0,0.851774825854955,0.890295272958422,0,0.845969660092679,0,0,0,0,0.845984431270895,0,0
"Potassium Channels",0,0,0.906560253167541,0,0.946309500211817,0,0.906661510301411,0,0.929620383288654,0.9052525869024,0,0.929393693507948,0,0,0,0,0,0.929497752053411,0,0.927928774954611,0,0,0.928789942728067,0.925373787215061,0.946796192046367,0,0.910470269395221,0,0.903713439946584,0,0,0,0,0.926430360624126,0,0,0.927527545571327,0,0.905257023874435,0.905714449690214,0,0,0,0,0,0,0,0,0,0,0.926946251544495,0.925908554592148,0,0,0,0.926834177588605,0,0.901951137241458,0,0,0,0,0,0,0.946796192046367,0.947316010148211,0,0.947070321581124,0,0,0,0.928909328587596,0.929620383288654,0.946801616641181,0.925649565274601,0,0,0,0,0,0,0,0.905780552433471,0.90524376392237,0.926144427152947,0,0,0,0.947359802901822,0.927576625578609,0,0.905248166962936,0.902017730938053,0,0,0,0.905257023874435,0,0
"SLC-mediated transmembrane transport",0,0.872581337981754,0.882954505636982,0,0.893437455712109,0.876698299684594,0.862783405986622,0.875032367588618,0.875926871358087,0.870493976103717,0.874128770040779,0,0,0.873325489708814,0.862925013839835,0,0,0.863873978683926,0,0.875387504139221,0,0.861688295689782,0.871969601910462,0.875179941582672,0.874499372045381,0.872739122844809,0,0,0.872622031135338,0,0.861688295689782,0.887174950866191,0,0.874267340666261,0.875372353845279,0,0.874965614659615,0.863928563641134,0.870496365749948,0.873833384921951,0.863334304574497,0.899403930853258,0,0.882874595158748,0,0.88793649700853,0,0.871221773992665,0.883635325566152,0.871748306496433,0.885772982399427,0.893499666290622,0,0,0.875181707137977,0.8746102193821,0,0.894087701293428,0.875823448735198,0.875032367588618,0,0.863350205221181,0,0,0.874499372045381,0.874276520762898,0,0.893847215769906,0,0.874795133085357,0.87135645814784,0.860391266228399,0,0.874502293601444,0.885254796588674,0.872478360745109,0,0.87213810811319,0,0,0,0,0,0.87048922425926,0.859948033616772,0.875561420014122,0,0.886505572560056,0.874368778661634,0.88683577834949,0,0.870491595630819,0.875125803029734,0,0.886653724075247,0,0.870496365749948,0,0.874429138168274
"Dectin-2 family",0,0,0.587146341673433,0.591926380250484,0.638277686420914,0,0,0,0,0.638899044064801,0,0,0,0,0.590805339881829,0,0,0,0,0.589806076213385,0,0,0,0.588415146447394,0.581548109849304,0,0,0,0,0,0,0,0,0,0.64219261036019,0.596582389268468,0.638524472395261,0,0.63890977016659,0,0,0,0,0.587638956694578,0,0,0,0,0.643939478401161,0,0.643014162356676,0.747649634722627,0,0,0.589045876180064,0,0,0.58595025913023,0.587563760701202,0,0,0,0,0,0.581548109849304,0,0,0.640116924393787,0,0.642104019477584,0.639974355646176,0,0,0.581561223467259,0.589197877217537,0,0.612301904693651,0,0,0,0,0,0.593837230736253,0.638877715063593,0.585064201600948,0.586387625632362,0,0,0.640816727342212,0.635131799731464,0.665535070897357,0.638888359138182,0,0,0,0,0.63890977016659,0,0
