"","PNISR","USP45","CCNC","CD109","MCHR2","SIM1","ASCC3","COL12A1","GRIK2","COX7A2","MYO6","HTR1B","PHIP","ELOVL4","TTK","BCKDHB","IBTK","TPBG","UBE3D","DOPEY1","PGM3","ME1","SNAP91","CYB5R4","NT5E","KHDRBS2","PTP4A1","SYNCRIP","HTR1E","CGA","RARS2","COL9A1","ORC3","CNR1","RNGTT","SRSF12","GABRR1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","MDN1","RIMS1","MAP3K7","EPHA7","FUT9","UFL1","KCNQ5","FHL5","NDUFAF4","KLHL32","FBXL4","COQ3","EEF1A1"
"Drug ADME",0,0,0.851541603179063,0.833766896135846,0.822807713201547,0.83591582528454,0.812272658821869,0.812550942341911,0,0,0.824062598974426,0.82293469150984,0,0.834363734313507,0,0.833311889730336,0.825544404678422,0,0.823054481619662,0,0,0.832900550640138,0.82389608480585,0.794480249910821,0.851712175456569,0,0.825049832281185,0,0.82293469150984,0.847302693388409,0,0.827786111698135,0.849011359219049,0.822939811126949,0.809261246083574,0,0,0,0.826896595723758,0.823041967159176,0.812444135417258,0.813478032491991,0,0.810332180831891,0.827494177037968,0.8244910184001,0,0.823046122655131,0,0,0.832398512906895,0,0.823054481619662,0,0
"Erythrocytes take up carbon dioxide and release oxygen",0,0,0,0.255422752625679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251726562044933,0,0.332207961274647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defensins",0,0.325720588322017,0,0,0.558488232593059,0,0,0,0,0,0.316476549751296,0.559111022186303,0,0,0.143394232581577,0,0.321643085836333,0,0.135947202299927,0,0,0,0.561019514533928,0,0,0,0,0,0.559111022186303,0.311249453692548,0,0.313154028499255,0.143339512392517,0.559136132335427,0,0,0,0,0.32664508753908,0.135885822715804,0,0,0,0.318224958921712,0.311452167924938,0.316476549751296,0,0.135906204146856,0.318922267416375,0,0,0,0.135947202299927,0,0.312403780030477
"Heme degradation",0,0,0,0.617149037644197,0,0.626920568816115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611698368873746,0,0,0.609191205584005,0,0,0,0,0.607531368199527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609230560051757,0,0,0,0,0,0,0,0,0,0
"SUMOylation of intracellular receptors",0,0.553188619863853,0.60046776521081,0.547129132462177,0.598190633504318,0,0.545656159640783,0.602606570077193,0,0.550536365036,0.60326544247819,0.599347085100118,0.556668743840276,0,0.55230561717412,0.544782325935513,0,0,0.598811921267091,0,0,0.6014486339308,0.546108814164539,0,0.597868738630512,0.55472577136845,0.604310174330431,0.606734919585078,0.599347085100118,0.59974549072725,0,0.6015599131974,0.548344727242227,0.599359974737633,0.602267338566127,0,0,0.607726413651342,0,0.598780413664875,0.602803122046216,0,0,0,0.600686307636702,0.601824621368757,0,0.598790875938795,0,0.552411195306267,0.602651575125925,0,0.598811921267091,0,0.54635278504295
"Stimuli-sensing channels",0,0.86393196232828,0.865545732484896,0.848308295042857,0.845683649460016,0.869193220436749,0.84365406283431,0,0.848045454236701,0,0.864279712843297,0.844597987661361,0.849354840703683,0,0.844399913927705,0,0.848522467081892,0,0.860224410329553,0.845667115595641,0,0.866901655060422,0.861281534391971,0,0.865518278372,0.846202665127912,0.866569829999613,0.844661105470517,0.844597987661361,0.865174227311339,0,0.843663164361898,0.861908875019036,0.844602813084093,0.843527994003705,0,0,0.845714898827951,0,0.860212615001734,0.86631889593798,0,0.843488797188479,0.843524156335505,0.86489993013223,0.865639327202419,0,0.860216531705702,0.847034987750158,0.847202273211941,0.845782280176415,0,0.861701851762918,0,0.861143159984652
"Anti-inflammatory response favouring Leishmania parasite infection",0,0.766740574195603,0.794947453583559,0.761177801052165,0.82149939714993,0.767686673301503,0,0.764378875589287,0.79511876788305,0,0.794614623268784,0.822188528412433,0,0,0.795720337512964,0.729727889590853,0.826103877524075,0,0.790917771390351,0,0,0.794390571783407,0.79322341932825,0,0.79252036227515,0,0.793931577119805,0.760529172429866,0.822188528412433,0.822924564810345,0,0.793315500307138,0.794222000204251,0.822196209367007,0.794878439119152,0,0,0.797578063375846,0.796682089946661,0.790898995962332,0.794122525878026,0.794897686470785,0,0.795509406527967,0.794219095859485,0.824523483525724,0,0.790905230447253,0.794846535039207,0.797196177868911,0,0,0.790917771390351,0,0.793368801945269
"Leishmania parasite growth and survival",0,0.766740574195603,0.794947453583559,0.761177801052165,0.82149939714993,0.767686673301503,0,0.764378875589287,0.79511876788305,0,0.794614623268784,0.822188528412433,0,0,0.795720337512964,0.729727889590853,0.826103877524075,0,0.790917771390351,0,0,0.794390571783407,0.79322341932825,0,0.79252036227515,0,0.793931577119805,0.760529172429866,0.822188528412433,0.822924564810345,0,0.793315500307138,0.794222000204251,0.822196209367007,0.794878439119152,0,0,0.797578063375846,0.796682089946661,0.790898995962332,0.794122525878026,0.794897686470785,0,0.795509406527967,0.794219095859485,0.824523483525724,0,0.790905230447253,0.794846535039207,0.797196177868911,0,0,0.790917771390351,0,0.793368801945269
"Collagen biosynthesis and modifying enzymes",0,0,0.889415861201179,0.91903678674792,0.887507967463751,0,0,0.944238329544839,0,0,0.920021000626509,0,0,0,0,0,0,0,0,0,0,0.892161435031802,0.889054380299762,0,0.917754740580882,0,0,0,0,0,0,0.945848247827954,0,0,0,0,0,0,0.92270629066259,0.887420233627855,0,0.920141606365258,0,0,0.89137200413277,0.890782591069447,0,0,0,0,0,0,0,0,0.890593474836192
"Long-term potentiation",0,0.877545374294799,0.869569642119486,0.819651342857713,0.865481363472716,0,0,0.872169422613943,0.87342411195309,0,0.921321448468344,0.866631800502509,0,0,0,0,0.873557754153888,0,0.868394509317049,0,0,0.87054540945894,0.870502389815544,0,0.869164450696423,0.880835304334841,0.873864166625846,0,0.866631800502509,0.868250203511237,0,0.871128209271011,0.872169422613943,0.866644623102566,0,0,0,0,0,0.868363165582092,0.817054935930419,0.873659006895789,0,0.818431967034076,0.870259147228026,0.871391540726927,0,0.86837357344298,0.873241377014613,0,0,0,0.868394509317049,0,0.870745091830686
"Transport of inorganic cations/anions and amino acids/oligopeptides",0,0,0,0,0.918135930419076,0,0,0,0.901609261613619,0,0.900095761024178,0.898629976942349,0,0,0,0.900020467724934,0.900688067562438,0,0,0,0,0,0.918852644907996,0,0.899025171180804,0,0,0,0.898629976942349,0.899095063917691,0,0.899258592868544,0,0.898634830387016,0,0,0,0,0,0,0,0,0,0.938741032704671,0.899013310167713,0.919731719413851,0,0,0.900278484205108,0,0.919429281148962,0,0,0,0.899230235072607
"G beta:gamma signalling through BTK",0,0,0,0,0.880128607182978,0,0,0,0.8105520139034,0,0,0.881946130377074,0,0,0,0,0.815654976259699,0,0.804487502994335,0,0,0,0.807817647623881,0,0.807399113759485,0,0.81407813320058,0,0.881946130377074,0.883887361747198,0,0,0,0.881966388220319,0,0,0,0,0.819690387037356,0.804437984451556,0.804823279677321,0,0,0,0.807433359711413,0.811486825859177,0,0.8044544273581,0.807160071144137,0,0,0,0.804487502994335,0,0
"Post-translational modification: synthesis of GPI-anchored proteins",0,0,0.864813942476742,0.910146577474718,0.839919865522724,0,0,0.842229569253492,0,0,0.886439128809663,0.839271617992844,0,0,0,0,0.84323951229187,0,0,0,0,0.840793495346853,0.885436126235834,0,0.885681205652575,0,0.842022873871795,0,0.839271617992844,0,0,0.841779903230546,0,0.839277155654852,0,0,0,0,0,0,0.865650743423005,0.865871963742285,0,0,0,0.840955027534877,0,0,0.886978494694334,0,0.865226146268766,0,0,0,0.840249413864981
"Formation of Fibrin Clot (Clotting Cascade)",0.859800942932885,0,0.803047477756627,0.798832192958485,0.897999612925662,0,0,0.85447488440297,0,0,0.855121727036915,0.899134949897018,0,0,0,0,0.806360880683341,0.858824482679505,0,0,0,0.854752604420259,0.85141521780537,0,0,0,0.857561898490608,0.799851642096055,0.899134949897018,0.851666042964413,0,0.85344733750324,0,0.899147604194069,0,0.809592282698154,0,0,0,0,0.796420184048345,0.856766398378176,0,0,0.852589682331987,0.855121727036915,0,0,0.797678034155901,0,0.852690222852715,0,0,0,0
"G-protein beta:gamma signalling",0,0.787856965865509,0.777770068198316,0.783767519421099,0.901102237995953,0.788826318777551,0,0,0.848646672869513,0,0.847070596733605,0.90246112691317,0,0,0.788176443966611,0,0.852897899917114,0,0.842297751647468,0,0,0.780982022873898,0.847038244833542,0,0.846725323913658,0.788826318777551,0.851009154263063,0,0.90246112691317,0.903912507453007,0,0.846794224956062,0.781506925863826,0.902476272886966,0,0,0,0,0.855915014086543,0.84226072862669,0.847118143841911,0.850057017308395,0,0,0.845767694387241,0.848798307829975,0,0.842273022325908,0.846546601374219,0.789124410140587,0,0,0.842297751647468,0,0.844221541044723
"Complement cascade",0,0,0.628430770053439,0.587987355224801,0.666095118870242,0,0,0.582573136013211,0,0,0.583099369219646,0.661962427689388,0,0,0,0,0.631632678361823,0.58889597398856,0.625957502122177,0,0,0.54402569393904,0.62635291279271,0,0,0,0.54178346276507,0.542569310763928,0.665114473683846,0.625841644304096,0,0.623470446091633,0,0.66197272248284,0,0,0,0,0,0.62593233739147,0.629813533549576,0.587064035081803,0,0,0.623272179000055,0.629514474220724,0,0.625940693479756,0.540800990903954,0,0.582383746710154,0,0.625957502122177,0,0
"Chemokine receptors bind chemokines",0,0.829402331938812,0.824892313513918,0,0.902791298076874,0.875843892369476,0,0,0,0,0.869892426622442,0.903646031395507,0,0,0,0,0.827686578437051,0,0.866600829310293,0,0,0.869614534325197,0.868166908675876,0,0.868588531653678,0,0.871729498696437,0,0.903646031395507,0.866822558541618,0,0.868631870013337,0.825408193274988,0.903655558125973,0,0,0,0,0,0.866577542043015,0,0.871130610024415,0,0,0.867986188185594,0.869892426622442,0,0.866585274709165,0.87082032604967,0,0,0,0.866600829310293,0,0.824349966752651
"Ion homeostasis",0,0,0.816253236862598,0,0.813939952775605,0.824401455084413,0,0,0.819992298147328,0,0.852705251557041,0.814239542275617,0,0.784874245496273,0.780041727092447,0.78294953233547,0.818426524783091,0,0.777254926866546,0,0,0.817957953005123,0.778728542640409,0,0.817574461363129,0,0.820529981166987,0,0.814239542275617,0.815098552764937,0,0.776604510291051,0.777332420818804,0.814248506534131,0.778098534988018,0,0,0.78157924577668,0,0.777233014513224,0.780895009453491,0.778955721076423,0,0.780976361077956,0.817007681124938,0.818801372486319,0,0.777240290631575,0.782089402838357,0,0.778517881471196,0,0.777254926866546,0,0.816633791397995
"G alpha (s) signalling events",0,0.928321670801616,0.927128680073069,0.910305800653522,0.947488310436027,0.912764002316173,0,0.908566364531748,0.927368241567258,0,0.927102284645626,0.947851855387197,0,0,0.927685594172824,0,0.91097472908198,0,0.925429942983978,0,0,0.926984088315344,0.945868439957699,0,0.948529052271386,0,0.926891136029246,0.91095359609954,0.947851855387197,0.950507559841076,0,0.926188819391053,0.926895159906712,0.947855907405161,0.927241458306231,0,0,0.928437495901593,0.928593992646525,0.925420038177109,0.926842683127558,0.910575554717257,0.90941569024947,0.927112103115083,0.926291501510894,0.926829962800717,0,0.925423327123119,0.927224627598038,0.928555762418568,0.908257945664069,0,0.925429942983978,0,0.926445062898671
"O-linked glycosylation of mucins",0,0,0.85768538604994,0,0,0,0.896132503355486,0,0,0,0,0,0,0,0,0,0,0.899944720312479,0,0,0,0,0.856537792203497,0,0,0,0,0,0,0,0,0,0.857773269560463,0,0,0,0,0,0,0,0,0,0,0.859078146671925,0,0,0.934373197902509,0,0,0,0,0,0,0,0
"Sensory perception of taste",0,0.865863180509079,0,0,0.894550366749649,0,0,0,0.865686819781226,0,0.862863781555568,0.895362581743747,0,0,0,0,0.826392709938878,0,0.859402618521405,0,0,0,0.861648352027756,0,0.862049001560144,0,0.86503372260995,0,0.895362581743747,0.896230079463144,0,0,0.8620677284768,0.89537163457129,0,0,0,0,0,0.859380489668765,0.863551015612622,0,0,0,0.861476621396988,0.863288034860089,0,0.859387837676915,0.8214643688535,0,0,0,0.859402618521405,0,0.8610621429569
"Collagen formation",0,0.852986730305835,0.874337629052623,0.899378949420382,0.873704693667414,0,0,0.921057281403858,0,0,0.901818312680197,0.874211695767137,0,0,0,0,0.851619245923689,0,0.8489539083105,0,0,0.876677404308042,0.874029575392216,0,0.898360244749216,0,0.875945972303871,0,0.874211695767137,0,0.852365150875854,0.945200899360853,0.850617527368503,0.874217346737146,0,0,0,0,0.901696244693288,0.872636957242961,0.875277482443218,0.900684905698382,0,0,0.876004652090337,0.875744008626075,0,0.848944681788894,0,0,0,0,0.8489539083105,0,0.875341190207278
"Biological oxidations",0,0,0.853297740518122,0.841377212320979,0.839739397340227,0.854324006184755,0.841710016116265,0,0,0.855199848852063,0.841049472065259,0.840332507690212,0,0.854765523528978,0.827992816413358,0.853601990016667,0.82898985049449,0,0.839972702180363,0,0,0.853436144706931,0.840385266015695,0.843253981475929,0.853455972157418,0,0.841324165961892,0,0.840332507690212,0.840975797410615,0.830121311851643,0,0.840867109584069,0.840335545807255,0.84103191216558,0,0,0,0,0.839965275766456,0.841110663311415,0.830160420061342,0,0.853473571850495,0.840893090615681,0.841125667605144,0,0.839967741748349,0,0.842577075149789,0.85368247243461,0,0.839972702180363,0,0.840332410424492
