"","PNISR","USP45","CCNC","CD109","MCHR2","SIM1","ASCC3","COL12A1","GRIK2","HACE1","LIN28B","PREP","COX7A2","PRDM1","ATG5","QRSL1","BEND3","PDSS2","SEC63","MYO6","OSTM1","NR2E1","SNX3","FOXO3","HTR1B","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7"
"Resolution of D-loop Structures through Holliday Junction Intermediates",0,0.834336096930866,0.832217336867824,0,0,0,0.776697782182737,0,0,0.829332236384084,0.785155608991341,0,0,0.83742348946848,0,0,0,0,0,0.831998070639809,0,0.787813265409627,0.78166390074473,0.833133173780864,0,0.833211505807826,0,0,0.779945148505573,0.836946636552967,0,0,0,0.831880423236809,0,0,0.832206216298412,0,0.829342660886004,0.829240179728536,0,0,0,0.832696100386452,0.835309065941017,0,0.83480407963003,0,0.779479613775234,0.833797402048491,0.826566774390445,0.826927576454333,0,0,0,0,0,0.830737594932613,0,0,0,0,0,0,0,0,0,0,0,0,0.833922057235331,0.781944393412294,0,0,0,0.834183913882624,0.83076560334246,0.835152154676386,0,0,0,0,0,0.829311507118372,0,0,0.779851378824001,0.840331943033671,0,0,0,0,0.829342660886004,0,0.831195997646118,0.831674009581068,0.779260244586097,0.841159304986294,0,0.829321851899558,0,0,0,0.832124619857271,0,0.83314888991542,0.831674686014223,0.82826820331413,0.829342660886004,0,0,0.83108171850473,0.832561430598957,0.77869794525038,0.782473701326718,0,0.835905530326534,0.832577300251037,0,0,0,0.781092725126992,0
"Signaling Pathways",0.924246497146726,0.924945534468242,0.925855359336364,0.92586587990342,0.925862772457555,0.925223820355378,0.925045613882188,0.925808009528555,0.925171273400496,0.924869981465104,0.925026057936163,0,0.925218750941272,0.925236428366057,0.925052185383476,0,0.924305941467999,0.925193003899147,0.924259163670152,0.926017730472919,0,0.925192286971174,0.925477464021421,0.926644075925504,0.925881652244981,0.926075642456721,0.925073118689489,0.924470199291358,0.926085786647332,0.926075642456721,0.924374117752525,0.925002135219941,0,0.925772890089322,0.925864324161088,0.925218013949043,0.925989977843241,0.924245895806843,0.925004409615036,0.925732979391665,0.926057733729261,0.92427077660103,0.924266551516646,0.926004254506222,0,0.925201557692481,0.925164702214118,0.92517836180217,0.92601419421238,0.925163842163169,0.925913756470134,0.926683782657366,0,0.924342798471694,0.925943803138417,0.926026227955419,0,0.925701089416885,0.926068745308196,0.926009382775766,0.925246478093785,0.925263284053942,0.92430392178356,0.923438412162763,0.925747403413507,0.926854241463027,0.92512352480743,0.925824777775626,0.924331744608623,0.925989608167839,0.926009382775766,0.925652646436748,0.925197959991706,0.921266662180905,0.926031808622811,0.925105414180468,0.925201722424943,0.925008896465921,0.924363653306037,0,0.925127985480257,0.925094867234515,0.925157257047925,0.925077630447054,0.924416754656483,0.92591483390668,0.925817288984384,0.926119643280317,0.926118204281545,0.924215337666414,0.92497637719682,0.925152414278314,0.925071534030774,0.926011721235723,0.926875005197631,0.926020589178396,0.926102978685004,0.926133875257175,0.924069750471901,0.925004051666483,0.925033608766498,0,0.925018095011041,0.925148406075844,0,0.926020589178396,0.922335427893391,0.925133896142466,0.924870160783562,0.925217058009077,0,0.924930507517453,0.925904538146883,0.925863262317861,0.925069706410486,0.926140094283172,0.925204063223031,0.926002210949865,0.925191446088351,0.925870671508734,0.926080178551043,0.926041942362212,0.925149777016298
"Defective HDR through Homologous Recombination (HRR) due to BRCA1 loss-of-function",0,0.82848387175025,0.825304262887412,0,0,0,0.759659162592113,0,0,0.821613603711884,0.765277540275739,0,0,0.831964043014,0,0,0,0,0,0.825023774592161,0,0.768585490774354,0.760807642536258,0.82647581373129,0,0.826576017109189,0,0,0.758608991654719,0.83135404637855,0,0,0,0.824873278458733,0,0,0.825290037306095,0,0.821626938874343,0.821495843605302,0,0,0,0.825916703591952,0.829259244121702,0,0.828613258870005,0,0.757924972000925,0.82732550342646,0.818782752581594,0.818537530526988,0,0,0,0,0,0.823411357187461,0,0,0,0,0,0,0,0,0,0,0,0,0.827484964010825,0.761166452512912,0,0,0,0.827819934540779,0.823447185920421,0.829058521130658,0,0,0,0,0,0.821587086557583,0,0,0.758400538829917,0.83568457576406,0,0,0,0,0.821626938874343,0,0.823997752077423,0.824609231346057,0.757734207043378,0.836742948253734,0,0.821600319740211,0,0,0,0.825185658045865,0,0.826495918021082,0.825316861534933,0.820959243245991,0.821626938874343,0,0,0.823851564669352,0.826451197082844,0.757013552548361,0.761755048893047,0,0.830022249351396,0.825764732867781,0,0,0,0.759988485644582,0
"Defective HDR through Homologous Recombination (HRR) due to PALB2 loss of function",0,0.82848387175025,0.825304262887412,0,0,0,0.759659162592113,0,0,0.821613603711884,0.765277540275739,0,0,0.831964043014,0,0,0,0,0,0.825023774592161,0,0.768585490774354,0.760807642536258,0.82647581373129,0,0.826576017109189,0,0,0.758608991654719,0.83135404637855,0,0,0,0.824873278458733,0,0,0.825290037306095,0,0.821626938874343,0.821495843605302,0,0,0,0.825916703591952,0.829259244121702,0,0.828613258870005,0,0.757924972000925,0.82732550342646,0.818782752581594,0.818537530526988,0,0,0,0,0,0.823411357187461,0,0,0,0,0,0,0,0,0,0,0,0,0.827484964010825,0.761166452512912,0,0,0,0.827819934540779,0.823447185920421,0.829058521130658,0,0,0,0,0,0.821587086557583,0,0,0.758400538829917,0.83568457576406,0,0,0,0,0.821626938874343,0,0.823997752077423,0.824609231346057,0.757734207043378,0.836742948253734,0,0.821600319740211,0,0,0,0.825185658045865,0,0.826495918021082,0.825316861534933,0.820959243245991,0.821626938874343,0,0,0.823851564669352,0.826451197082844,0.757013552548361,0.761755048893047,0,0.830022249351396,0.825764732867781,0,0,0,0.759988485644582,0
"Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function",0,0.82848387175025,0.825304262887412,0,0,0,0.759659162592113,0,0,0.821613603711884,0.765277540275739,0,0,0.831964043014,0,0,0,0,0,0.825023774592161,0,0.768585490774354,0.760807642536258,0.82647581373129,0,0.826576017109189,0,0,0.758608991654719,0.83135404637855,0,0,0,0.824873278458733,0,0,0.825290037306095,0,0.821626938874343,0.821495843605302,0,0,0,0.825916703591952,0.829259244121702,0,0.828613258870005,0,0.757924972000925,0.82732550342646,0.818782752581594,0.818537530526988,0,0,0,0,0,0.823411357187461,0,0,0,0,0,0,0,0,0,0,0,0,0.827484964010825,0.761166452512912,0,0,0,0.827819934540779,0.823447185920421,0.829058521130658,0,0,0,0,0,0.821587086557583,0,0,0.758400538829917,0.83568457576406,0,0,0,0,0.821626938874343,0,0.823997752077423,0.824609231346057,0.757734207043378,0.836742948253734,0,0.821600319740211,0,0,0,0.825185658045865,0,0.826495918021082,0.825316861534933,0.820959243245991,0.821626938874343,0,0,0.823851564669352,0.826451197082844,0.757013552548361,0.761755048893047,0,0.830022249351396,0.825764732867781,0,0,0,0.759988485644582,0
"Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function",0,0.82848387175025,0.825304262887412,0,0,0,0.759659162592113,0,0,0.821613603711884,0.765277540275739,0,0,0.831964043014,0,0,0,0,0,0.825023774592161,0,0.768585490774354,0.760807642536258,0.82647581373129,0,0.826576017109189,0,0,0.758608991654719,0.83135404637855,0,0,0,0.824873278458733,0,0,0.825290037306095,0,0.821626938874343,0.821495843605302,0,0,0,0.825916703591952,0.829259244121702,0,0.828613258870005,0,0.757924972000925,0.82732550342646,0.818782752581594,0.818537530526988,0,0,0,0,0,0.823411357187461,0,0,0,0,0,0,0,0,0,0,0,0,0.827484964010825,0.761166452512912,0,0,0,0.827819934540779,0.823447185920421,0.829058521130658,0,0,0,0,0,0.821587086557583,0,0,0.758400538829917,0.83568457576406,0,0,0,0,0.821626938874343,0,0.823997752077423,0.824609231346057,0.757734207043378,0.836742948253734,0,0.821600319740211,0,0,0,0.825185658045865,0,0.826495918021082,0.825316861534933,0.820959243245991,0.821626938874343,0,0,0.823851564669352,0.826451197082844,0.757013552548361,0.761755048893047,0,0.830022249351396,0.825764732867781,0,0,0,0.759988485644582,0
"Impaired BRCA2 binding to PALB2",0,0.82848387175025,0.825304262887412,0,0,0,0.759696455520997,0,0,0.821613603711884,0.765297586096976,0,0,0.831964043014,0,0,0,0,0,0.825023774592161,0,0.768602440567848,0,0.82647581373129,0,0.826750092455561,0,0,0,0.832412418868224,0,0,0,0.824873278458733,0,0,0.825290037306095,0,0.821626938874343,0.821495843605302,0,0,0,0.825916703591952,0.829259244121702,0,0.828613258870005,0,0.757941921794419,0.82732550342646,0.818918109305995,0.818537530526988,0,0,0,0,0,0.823411357187461,0,0,0,0,0,0,0,0,0,0,0,0,0.827484964010825,0,0,0,0,0.827819934540779,0.823447185920421,0.829058521130658,0,0,0,0,0,0.821587086557583,0,0,0.758417488623411,0.83568457576406,0,0,0,0,0.821626938874343,0,0.823997752077423,0.824609231346057,0.757759723191556,0.836742948253734,0,0.821600319740211,0,0,0,0.825185658045865,0,0.826495918021082,0.825452218259334,0.82754188854115,0.821626938874343,0,0,0.823851564669352,0.826586553807245,0,0.761771998686542,0,0.830022249351396,0.825764732867781,0,0,0,0.760005435438076,0
"Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)",0,0.820740513341028,0.817911385453938,0,0,0,0.754963321136047,0,0,0.814627539155333,0.764465911603081,0,0,0.823837073326505,0,0,0,0,0,0.817661814738692,0,0.767414652857471,0.760467532335419,0.818953798941425,0,0.819042957131324,0,0,0.758511233686349,0.823294315217935,0,0,0,0.817527907448095,0,0,0.817898727925747,0,0.814639404413489,0.814522759474596,0,0,0,0.81845631822748,0.821430418198382,0,0.820855638416005,0,0.757929218562307,0.819709829294743,0.811776329488879,0.81189053444641,0,0,0,0,0,0.816227130397928,0,0,0,0,0,0,0,0,0,0,0,0,0.819851712905456,0.76078679151317,0,0,0,0.820149760403915,0.816259009812015,0.821251820441223,0,0,0,0,0,0.814603944925994,0,0,0.75835236475296,0.827147500304191,0,0,0,0,0.814639404413489,0,0.816748888327159,0.817292965641664,0.757722331686224,0.828089210827288,0,0.814615719445321,0,0,0,0.817805854151429,0,0.818971687181569,0.817590198632735,0.813712910590601,0.814639404413489,0,0,0.816084724066019,0.818599498980782,0.757091656165131,0.761337114883094,0,0.822109319115584,0.818321098886887,0,0,0,0.759765275840576,0
"Resolution of D-Loop Structures",0,0.834336096930866,0.832217336867824,0,0,0,0.776672120725677,0,0,0.829332236384084,0.785140813008181,0,0,0.83742348946848,0,0,0,0,0,0.831998070639809,0,0.787800397945865,0.781652004068667,0.833133173780864,0,0.833211505807826,0,0,0.779933251829511,0.836946636552967,0,0,0,0.831880423236809,0,0,0.832206216298412,0,0.829342660886004,0.829240179728536,0,0,0,0.832696100386452,0.835309065941017,0,0.83480407963003,0,0.779466746311472,0.833797402048491,0.826566774390445,0.826927576454333,0,0,0,0,0,0.830737594932613,0,0,0,0,0,0,0,0,0,0,0,0,0.833922057235331,0.781932496736231,0,0,0,0.834183913882624,0.83076560334246,0.835152154676386,0,0,0,0,0,0.829311507118372,0,0,0.779838511360239,0.840331943033671,0,0,0,0,0.829342660886004,0,0.831195997646118,0.831674009581068,0.779241443728304,0.841159304986294,0,0.829321851899558,0,0,0,0.832124619857271,0,0.83314888991542,0.831674686014223,0.82826820331413,0.829342660886004,0,0,0.830612480496759,0.832561430598957,0.778686048574317,0.782460833862956,0,0.835905530326534,0.832577300251037,0,0,0,0.78107985766323,0
"Amino acid transport across the plasma membrane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815322346174337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817120140223617,0,0,0,0,0,0,0,0,0.821060708227678,0,0,0,0,0,0,0,0,0,0
"Carnitine metabolism",0,0,0.839921198245933,0.787636257842534,0.778232471472971,0,0,0,0,0,0,0,0,0.78948188621699,0.783723109343969,0,0,0.788702959576367,0,0.724436317744554,0,0.791568070369795,0.784988742970866,0.841516181014549,0.779607992197687,0.846103553095463,0,0,0,0,0,0.784057940646922,0,0.781028962496954,0,0,0,0,0,0.778848172298812,0.786866198190248,0,0,0.840497122682584,0,0,0.785541217595024,0,0.84180636611166,0,0.779777980732941,0.778558931790017,0,0,0,0.782170256770252,0,0.837639172234885,0,0,0,0,0,0,0.779607992197687,0,0,0.780382755260361,0,0,0,0.785326159200938,0.789049548102412,0.779623323547136,0.781297903015402,0.784795194569442,0,0.781725712524348,0,0,0,0,0,0,0.842698946781518,0,0.784268612495118,0.791195645187819,0.789049548102412,0,0,0,0,0,0.840181139636592,0.77903659764633,0.787039918171768,0,0,0,0,0,0,0,0,0.784268612495118,0,0,0,0.786000752556065,0,0,0,0,0,0,0.786866198190248,0.840354213086509,0.782696003928784,0.784111688656285,0.782167577070783,0.8437468444697,0
"Class A/1 (Rhodopsin-like receptors)",0,0.913091481351401,0.905435615332221,0,0.918351587149412,0.913661925716868,0,0.905670114189883,0,0.919721688503201,0,0,0,0.913456339931113,0,0,0,0,0,0.912533206949977,0,0.906626422114366,0.912624084511542,0.912534929861778,0.918499010504419,0.913128934542469,0,0,0.90615037308782,0,0,0,0,0.91131112213922,0.905492266943359,0,0.91259863104787,0,0.919723022792535,0.911956460669835,0,0.906104828000227,0,0.905496894908132,0,0,0,0.912524217128369,0.912485622696706,0.91262634763743,0.918699445215902,0.91211176694784,0,0,0.905047694371869,0.912419570583992,0,0.912228306549494,0.913077613603245,0.905670114189883,0,0.905714358572587,0,0,0.918499010504419,0.918640182724363,0,0.918581446929913,0,0.912426991529095,0.912407554133335,0.912845354359264,0,0.918500641792366,0.912574422445503,0,0,0.912793350330833,0,0,0,0,0,0.919719035250473,0.905800888039069,0.912931306537607,0.912533206949977,0.913456339931113,0,0.905042705471569,0.912916082359773,0.912646792846802,0.919723022792535,0.91246722154379,0.912256369321584,0.912719289028742,0.912937712837602,0.913562238537855,0,0.919720359335912,0.912692093690604,0,0,0.906071444806582,0,0.905185518495042,0.912849264342668,0.912413249886494,0.919723022792535,0,0,0.912226351130029,0.913005030840905,0.91259863104787,0,0.913380164379815,0.913101576237289,0.905481689025409,0,0.912916082359773,0,0.912878175769369,0.912630167923966
"Neurotransmitter release cycle",0.781707508853686,0.804050627678008,0.782078234029198,0,0.800004018104903,0,0.77929700384022,0,0.780293311628528,0.800255693002127,0,0,0,0.80528439858473,0.782619274349847,0,0,0,0,0.802095238359026,0,0,0.802938459034007,0.777560269260461,0.800480567076993,0.804218352505987,0,0,0.777942655660307,0,0.7814787375469,0.803156352231025,0,0.778198234456918,0,0,0.801702370764786,0.781378961232556,0.800260037505799,0.797531583451723,0.803439651813429,0,0,0.78227776297366,0,0,0.77976150463537,0,0.802729592647112,0.802536132226591,0.822011365289546,0.800516103377585,0,0,0,0.801812743533182,0,0.801285868882874,0.780892437522244,0,0,0.803720494783915,0,0,0.800480567076993,0.800989551951038,0.779862352377719,0.800748983636988,0,0.779022905095505,0.80182373113246,0.803055356842029,0,0.80048587862097,0,0.779503045057402,0,0.803125675826521,0.782638797648259,0,0.802612580445275,0,0.78373684275672,0.800247053896711,0.778314848738028,0.780416055400798,0.802095238359026,0,0,0,0.803341897221151,0.754898686260865,0.800260037505799,0.801880387028049,0.801032432045251,0.781677246952725,0.780280729250808,0,0,0.800251365176059,0.802612580445275,0,0,0.778644816000202,0,0,0.803261958641633,0.801842276750617,0.800260037505799,0.823228701757433,0,0.80123372633159,0.803631517315414,0.801702370764786,0.802662422532458,0,0.802995171577542,0.782228251963111,0,0.803341897221151,0,0.779837952854054,0.802445095533982
"Constitutive Signaling by Aberrant PI3K in Cancer",0,0.881558345919425,0.88127663746693,0.882081738750054,0.879663187845246,0,0,0.881523889479154,0.861314211203413,0.87987953657077,0.88300304318707,0,0,0.862930341600838,0.882105217516947,0,0,0,0,0.881460875424576,0,0.884313307314103,0.882185738016672,0.881241263458494,0.880072846352704,0.86201393033762,0,0,0.881049130684191,0,0,0,0,0.880282059191945,0.881657977487279,0.864024908062671,0.898688685104177,0,0.879883271261209,0.87984655627934,0,0,0,0.88144815967004,0,0,0.882136294889773,0.880618455683836,0.881327686579305,0.882136294889773,0.898199397989578,0.895899108796931,0,0,0.881246893933497,0.861056706574485,0,0.880086610095928,0.882249848336057,0.881523889479154,0.862273302138875,0.88298630563544,0.862774849352888,0,0.880072846352704,0.880510387919324,0.862308528377186,0.87992149573208,0,0.881153124376012,0.881523889479154,0.88228622754527,0,0.880077412345509,0.880576136729126,0.881403720961069,0.863886170967987,0.863368606770355,0,0,0.861990556224922,0,0.883309907469395,0.87987211008737,0.880954363477269,0.881840333259369,0.881757286782921,0.901089421648014,0,0,0.882828959241948,0.881778803591931,0.879883271261209,0.881572592909409,0.880843660537317,0.899026408112116,0.88228622754527,0.90138583300636,0,0.879875816216995,0.881905601149128,0,0,0.881539831954532,0,0,0.880880377863168,0.881539831954532,0.879883271261209,0,0,0.880338197855894,0.900347048342546,0.880909170925558,0.860893049299792,0.862900878368568,0.882530901501869,0.881405598238011,0.86013195053338,0.882532547883602,0.860691366669864,0.881905601149128,0.881593515554782
"SLC-mediated transmembrane transport",0,0.930106194388336,0.937080602236726,0,0.943232598247172,0.937568795677812,0.93487790957065,0.936980714368999,0.9375056604559,0.928881210786009,0.936243379954804,0,0,0.935771969010163,0.935175044236798,0,0,0.935517920143516,0,0.937189128854122,0,0.930670963447441,0.929747192595609,0.937067319247986,0.93666792203172,0.935427855322493,0,0,0.935359139195416,0,0.930670963447441,0.944106678276566,0,0.936531752717888,0.937180237793188,0,0.936941539923832,0.935549953725338,0.928882613167397,0.936277082611806,0.935415239501366,0.951283344725718,0,0.937033706187446,0,0.944553597206434,0,0.934537388038193,0.935438278379309,0.929617323761504,0.943401510661953,0.943269106980695,0,0,0.937068355377043,0.936263040119112,0,0.943502896755773,0.937444966132369,0.936980714368999,0,0.935210539851698,0,0,0.93666792203172,0.936537140124819,0,0.943473068937459,0,0.936841491563668,0.929387364688918,0.929909792210844,0,0.936669636568288,0.942979821678938,0.935274825174917,0,0.935075145426457,0,0,0,0,0,0.928878422131295,0.929649677907248,0.937291192658764,0.937068355377043,0,0,0,0.929877420176849,0.950622896508571,0.928882613167397,0.943598277115791,0.93659128234823,0.94390763240163,0.936807624441215,0,0,0.928879813788058,0.937035547641776,0,0,0.943800792517745,0,0,0.929851616452289,0.929393351110313,0.928882613167397,0,0,0.936626704766666,0.937547756871821,0.936941539923832,0.944371709564445,0.93800759113405,0.944198125790852,0.937017724311278,0.936843248644567,0.937475401692026,0.936784153574393,0.935524407787494,0.943717436469921
"Peptide ligand-binding receptors",0,0.909857134919038,0.901632165916056,0,0.915432065848435,0.910421458872682,0,0.901349065747604,0,0.916895932590099,0,0,0,0.910201803448291,0,0,0,0,0,0.909268459537951,0,0.902904467734686,0.909341193274299,0.909217334998415,0.915589578389929,0.90985199147405,0,0,0.90239583942377,0,0,0,0,0.90793970072058,0.901692694583644,0,0.909285395691492,0,0.916897358193961,0.90865224257302,0,0.902347177374944,0,0.901697639271637,0,0,0,0.909205889119531,0.909164653407467,0.909360168930042,0.915803730216876,0.908765212157789,0,0,0.901217696876458,0.909094080897814,0,0.908889727359877,0.909797158292641,0.901349065747604,0,0.901929985459046,0,0,0.915589578389929,0.915756596502184,0,0.915677656502726,0,0.909102009708845,0.90912640189299,0.909549003963201,0,0.915591321318046,0.909304690142793,0,0,0.909493440944132,0,0,0,0,0,0.916893097757176,0.901488789343945,0.909640838435817,0.909268459537951,0.910201803448291,0,0.901212366551658,0.909677537725527,0.909389818893028,0.916897358193961,0.909197958300007,0.908919710659014,0.9094143111216,0.90964768316265,0.910314949419551,0,0.91689451245882,0.909438219982792,0,0,0.902311509541487,0,0.90136495324516,0.909598341347037,0.909132487445416,0.916897358193961,0,0,0.908932797931285,0.909772573558381,0.909285395691492,0,0.91016557449762,0.909822760853298,0.901681392746565,0,0.909624572363572,0,0.909584071566441,0.909319090851286
"Initial triggering of complement",0,0,0,0,0.887327679529962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793466296121264,0.888493254220639,0,0,0,0,0,0,0,0,0.84056263446431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840910933899346,0,0,0.840954777883159,0.838469605093348,0,0,0,0,0,0,0,0,0,0,0,0,0.888493254220639,0.840603455722036,0,0.840015057981913,0,0.8415888319855,0,0,0,0.888506245542813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849177574115656,0,0,0,0,0,0,0.840708334665178,0,0,0.850020934063096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847065347663291,0,0,0,0,0,0,0.846356975866151,0,0.844573165124268,0.843685208293218
"Receptor-type tyrosine-protein phosphatases",0,0,0,0,0.871990915897947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876066480922651,0,0,0,0.875093356847302,0,0,0,0,0,0,0,0,0,0,0.913734830351268,0,0.911326271609915,0,0,0.872336714681507,0,0,0,0,0,0,0,0,0,0,0.875459372767443,0.908756401150179,0,0,0,0,0,0.873474871950887,0,0,0,0,0,0,0,0,0,0.873198589311365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881670234958057,0,0,0,0.876066480922651,0,0,0,0,0.911464396020953,0,0.876670661824211,0.877881796558179,0.911963154429486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878790636061934,0,0,0,0,0.877401995595303,0,0,0.877269094771574
"Homologous DNA Pairing and Strand Exchange",0,0.840198163658532,0.83934889331643,0,0,0,0.838823317919211,0.794005501040887,0,0.836821543031671,0.798084113549155,0,0,0.843028543608565,0.839723680418433,0,0,0,0,0.839156815928852,0,0.800406125904149,0.840645334697601,0.840151167169979,0,0.838830854911355,0.845745006858855,0,0.793632688344098,0.843491763546889,0,0,0,0.836289746338812,0.840281326205949,0,0.838928098826196,0,0.836830674903523,0.836679452716403,0,0,0,0.839768290533947,0.842057250407483,0,0.839022880251557,0,0.838547271713371,0.884565213795891,0.83406589665595,0.837255041568206,0,0,0,0,0,0.838052638221537,0,0.794005501040887,0,0,0,0,0,0,0,0,0,0.79309892539184,0.883067791768019,0.795384028449159,0,0,0,0.840137346987984,0.840897725904148,0.84067180982594,0,0,0,0.795928024217762,0,0.836803384178663,0,0,0.793431507015545,0.846457294676991,0,0,0,0,0.836830674903523,0,0.838454199357812,0.83864891033411,0.840891046494204,0.847182064395879,0,0.836812446215088,0,0,0,0.839267673142527,0,0.839753881653452,0.838540431241363,0.835556349726479,0.836830674903523,0,0,0.836130089809649,0.839317220192517,0.792540137315136,0.795728663582995,0,0.842579753676637,0.839664221522222,0.79144428651865,0,0.791059477783679,0.794518927349787,0
"Phase I - Functionalization of compounds",0,0,0.949635219933041,0.938845269644775,0.936879581264599,0.938883074170248,0.92643477781237,0,0,0.937472085719364,0,0,0.926503877348913,0.927762961775864,0,0,0,0.938944308002774,0,0.925626800770775,0,0.939719995163707,0,0.938462341176478,0.937150826921076,0.927156181811163,0,0.927565091123218,0,0.93803794435821,0,0.938673850037698,0,0.937880289283076,0.939030103959976,0,0.938580398498651,0,0.937474558555987,0.938073075179275,0.938835100582153,0,0,0.949748789288335,0,0,0.938770082925785,0,0.949865282635913,0,0.937971546582955,0.949112432683184,0.927947711890128,0,0,0.937909084935602,0,0.949470098134524,0.913598599929482,0,0,0,0,0,0.937150826921076,0.924930722600748,0,0.937303606237136,0,0,0.938168331475179,0,0.939012653488658,0.937153850184827,0,0.938622970998145,0,0.938017684827313,0,0,0,0,0,0.937467168449666,0.938269011708351,0.913327449242285,0.925626800770775,0.939547162636845,0.939123963260541,0,0,0.938729640293728,0.937474558555987,0.938396841040318,0.937759468938206,0.938519131704507,0.938727674509657,0.926992776212953,0,0.937469622375424,0,0,0,0.914327291156811,0,0.938519131704507,0,0,0.937474558555987,0.938241239750176,0,0.937788098644541,0,0.938295516431473,0,0,0.93911998264933,0.949720608246416,0.925587899478561,0.913644099959383,0.925483696403011,0.950247935050121,0
"Sialic acid metabolism",0,0,0.759734074599888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731986449262827,0,0,0,0,0,0.795978482773968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738361730095311,0,0,0,0.731081882718527,0,0,0.793909775056472,0,0,0,0,0,0.75809965106412,0,0,0,0,0,0,0,0,0,0,0,0.765802371458142,0,0,0,0,0,0,0,0,0,0,0,0,0.800401797139257,0,0,0,0,0,0.798959350819405,0,0,0,0,0,0,0,0.762122751006343,0,0.7620822953561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAG and IP3 signaling",0,0,0.892377500497182,0,0.912929116269065,0.87335387928035,0,0,0.894371988872618,0.890793542396431,0,0,0,0.870695571706877,0.894609179299656,0,0,0,0,0.91517333424687,0,0,0.893222811498317,0.914529135090709,0.913440530486845,0.893532040235227,0,0,0.868256323855114,0.894676080309611,0,0.871746252180283,0,0.913968842711467,0.893940505562178,0.871610456079976,0.892555928491968,0,0.890798204752405,0.890188217437336,0.870758701497276,0,0,0.892591627365631,0,0.873232078475751,0.892676670328829,0,0.892811267211673,0,0.89221223927878,0.913050493173592,0,0,0.893244671724867,0.914393172281751,0,0.913457713027539,0.869002165411589,0,0,0,0,0,0.913440530486845,0.913986753679984,0.872917291260536,0.891532789715555,0,0.892490440483193,0.89268616781917,0.893332592165957,0,0.913446230633666,0.915465044559849,0.893173320575765,0.869116113867287,0.892705549237497,0,0,0,0.895003530360117,0.870973285961212,0.890784271237332,0.893410258542182,0.868490930251569,0.893244671724867,0.872368376080798,0.894095435774206,0,0,0.89337443787685,0.890798204752405,0.8927469687698,0.892474145877061,0.893614709159,0.893130994261083,0,0,0.890788897938227,0.893799863560038,0,0.894893347824888,0,0,0,0,0.870729304645748,0.890798204752405,0,0,0.892052997124455,0.894416348554154,0.893193098610732,0.89415037214828,0.918280517653564,0.892887076939317,0.892538494033667,0.893297150995013,0.916511201085648,0.893100683574797,0.893532730875408,0.893378885422634
